Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  1000
Partition function (log Z): -80.13685912526581

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9776778973449801
Position 3604: 0.938196208864885
Position 33327: 0.8774401000862445
Position 3319: 0.18263523281043295
Position 12103: 0.16696691931154903
Position 3279: 0.06886865456308801
Position 221: 0.04981207311892728
Position 11919: 0.027063934781200765
Position 1505: 0.02705924745962096
Position 14279: 0.020355111229654117
Position 14051: 0.01813818115866582
Position 10857: 0.007108181761130732
Position 2205: 0.006718963708228303
Position 13886: 0.006000285282069185
Position 12751: 0.00505227673661082
Position 266: 0.004969204941729433
Position 508: 0.00453861106199408
Position 1285: 0.004368376974172861
Position 1147: 0.0034192628520937902
Position 5933: 0.003116777711045966
Position 10945: 0.0021996026399128963
Position 254: 0.0021533881372967118
Position 1750: 0.0018868304586698247
Position 1310: 0.0018143201798940982
Position 7452: 0.0016827676579123344
Position 2454: 0.0013038105197295928
Position 956: 0.001113957899158864
Position 13017: 0.0011071230949166108
Position 485: 0.001092680508041663
Position 3323: 0.001086068029788697
Position 12907: 0.0010756849942917246
Position 6103: 0.0010030479882212932
Position 5937: 0.0009153449667636698
Position 2463: 0.000894104973856599
Position 250: 0.0008266495667390447
Position 7802: 0.0008117881169247239
Position 256: 0.0007325242790070392
Position 428: 0.0007035039944827409
Position 1903: 0.0005846745266598769
Position 30: 0.000555840270599328
Position 124: 0.00046330803785765034
Position 2584: 0.0004401502898452364
Position 270: 0.0003977552841047176
Position 11851: 0.00039312885402675076
Position 575: 0.0003902614835011104
Position 2589: 0.0003717753748544018
Position 2017: 0.00036007875426201884
Position 1101: 0.0003293809044233556
Position 5014: 0.0003231111271769906
Position 11989: 0.00030782199086100545
Position 2347: 0.0002824995038668056
Position 1609: 0.00025565427978318025
Position 479: 0.0002526181193231382
Position 907: 0.00022550921029015347
Position 6128: 0.00022220088971422832
Position 11266: 0.00021279959645255212
Position 9071: 0.0002059669187911062
Position 689: 0.00020327592223176765
Position 227: 0.00018100175597994252
Position 2626: 0.0001580462347414122
Position 11007: 0.00014901318119350763
Position 211: 0.00014472958148371588
Position 11909: 0.00014136993973743787
Position 533: 0.00013575307508823642
Position 1761: 0.00013454823999416957
Position 1758: 0.00012684297470057533
Position 2075: 0.00010830441630315873
Position 366: 0.00010112403587660917
Position 1387: 0.00010038940824115306
Position 2400: 9.200921729916612e-05
Position 5148: 8.910197919909678e-05
Position 1149: 8.576203274963929e-05
Position 11134: 7.974855230974454e-05
Position 1326: 7.340337121068562e-05
Position 2253: 5.844092536321573e-05
Position 276: 4.641536291187258e-05
Position 225: 3.454322941752673e-05
Position 814: 3.452060841069501e-05
Position 308: 3.336979853096554e-05
Position 473: 3.1466524171816446e-05
Position 879: 2.9391673773522496e-05
Position 1092: 2.9003477569621012e-05
Position 953: 2.707114840990537e-05
Position 2208: 2.53867669475249e-05
Position 233: 2.36019849250909e-05
Position 284: 2.0821339288505334e-05
Position 935: 2.0315457647949018e-05
Position 1151: 2.017687221630213e-05
Position 628: 1.9722141433292004e-05
Position 5733: 1.7555467793549526e-05
Position 2173: 1.7415389156390393e-05
Position 219: 1.6045606605632143e-05
Position 391: 1.4882806268078771e-05
Position 417: 1.4307320436158436e-05
Position 1142: 1.421353010924879e-05
Position 1173: 1.0644981137004966e-05
Position 19: 9.021297006672095e-06
Position 1263: 8.813535823388545e-06
Position 203: 8.753597613651122e-06
Position 1237: 8.367507614832272e-06
Position 1278: 7.167163511971522e-06
Position 1070: 5.154122373902442e-06
Position 258: 5.106998088593277e-06
Position 1185: 4.993540389783606e-06
Position 1111: 4.9095518516205875e-06
Position 1660: 4.792316757266514e-06
Position 278: 4.039776527669884e-06
Position 784: 3.897828899289915e-06
Position 1329: 3.475507234173505e-06
Position 611: 3.1123872353075988e-06
Position 364: 2.9682419737977614e-06
Position 664: 2.7079594675443705e-06
Position 5946: 2.482364654253803e-06
Position 1379: 2.441993895538854e-06
Position 84: 2.066840887762119e-06
Position 50: 2.001543732548829e-06
Position 1020: 1.6147461650283816e-06
Position 260: 1.5318299827006589e-06
Position 1227: 1.2946193507149119e-06
Position 495: 1.214439976819633e-06
Position 6207: 7.63414949869748e-07
Position 6387: 7.461679942902414e-07
Position 286: 4.095894592680126e-07
Position 632: 2.3541442545724855e-07
Position 5655: 2.2455537216084027e-07
Position 1403: 1.9917836289152664e-07
Position 1419: 1.9362764921121872e-07
Position 5925: 1.8229336274609594e-07
Position 3634: 1.780487714677742e-07
Position 3619: 1.7398319250497173e-07
Position 996: 4.2901870486456786e-08
Position 5950: 3.9700821201855686e-08
Position 825: 2.435693837542472e-08
Position 989: 2.1714929653825946e-08
Position 7: 2.073095764217246e-08
Position 4154: 4.742076609828868e-09
Position 4616: 2.7081805460935037e-09
Position 3970: 2.652518815332125e-09
Position 3968: 2.135833219078172e-09
Position 4033: 2.0288467033043283e-09
Position 15115: 1.892023946599569e-09
Position 3789: 1.6922725755684331e-09
Position 15412: 1.6410174464140939e-09
Position 975: 9.445835823617767e-10
Position 15720: 6.536295172296378e-10
Position 15089: 5.703591805055365e-10
Position 15212: 3.3034120563480514e-10
Position 1531: 2.3870409132401164e-10
Position 2063: 1.0127685870304808e-10
Position 15690: 8.009385109809931e-11
Position 15359: 7.289687911708469e-11
Position 1201: 5.651012153888406e-11
Position 14288: 3.440286911243699e-11
Position 1032: 2.8943319154340654e-11
Position 1742: 2.2475870632004158e-11
Position 1027: 1.8057172137552442e-11
Position 15196: 1.73372732877968e-11
Position 4490: 4.507196157873903e-16
Position 2385: 3.3351545657856378e-18
Position 1753: 1.7707879250458986e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 32972: 0.9999915556422351
Position 35269: 0.7480790832595186
Position 1371: 0.34304841098481226
Position 11850: 0.17303917225411122
Position 3405: 0.15448911880871885
Position 33397: 0.12936101682672824
Position 3433: 0.12828315838132742
Position 3520: 0.09620912969204126
Position 2718: 0.08900552355012925
Position 3371: 0.08074329420094076
Position 2776: 0.07277949145948227
Position 2317: 0.04284321636597554
Position 2517: 0.03532436296077566
