Gene = cass
index = 1643
Annotated 5SS: [ 240  490 1196 1472 1730 1979]
Annotated 3SS: [ 327  661 1270 1526 1791 2045]
SMsplice 5SS: [ 277  490 1196 1472 1730 1979 2481]
SMsplice 3SS: [ 327  661 1270 1526 1791 2045 2533]
top_k =  1000
Partition function (log Z): 27.242406097249276

Sorted 5' Splice Sites (High to Low Probability):
Position 1196: 0.9991276652182349
Position 1472: 0.9970601332555247
Position 1730: 0.9959602928493865
Position 1979: 0.9925801190254846
Position 490: 0.984892522369312
Position 2481: 0.9470035994001376
Position 277: 0.7320263518481345
Position 240: 0.2588472433963542
Position 2301: 0.07691374173475873
Position 728: 0.013159381409332777
Position 2315: 0.011198554827206032
Position 2294: 0.0103841214799295
Position 52: 0.007944270856967915
Position 785: 0.007302898014377409
Position 494: 0.006479674725485612
Position 2354: 0.0037010246955432283
Position 260: 0.003463300926149976
Position 1734: 0.0031620848748288087
Position 560: 0.0027130634912674715
Position 407: 0.0025798299166953616
Position 932: 0.0018600687766883535
Position 564: 0.0017218083920069864
Position 1463: 0.0014861097028302645
Position 114: 0.0014796947023974203
Position 2478: 0.0011677285224146836
Position 924: 0.000885465948836346
Position 585: 0.0008827910529805146
Position 547: 0.0006512774374781198
Position 149: 0.000551865711568575
Position 732: 0.00043328666564026205
Position 1485: 0.00035563425517345156
Position 109: 0.00034319811845870353
Position 1613: 0.00034202341742590336
Position 1391: 0.00031294403354275294
Position 2863: 0.0002977504758309205
Position 895: 0.0002648896311042236
Position 2641: 0.00026415656171408875
Position 212: 0.0002526173794834728
Position 43: 0.0002392078900834296
Position 2884: 0.00023203384750719824
Position 1952: 0.00021071015090921088
Position 1991: 0.00017160554349567638
Position 2713: 0.00016685295631294257
Position 1478: 0.00014699592738642904
Position 2263: 0.00012765695993652865
Position 79: 9.806330762605672e-05
Position 598: 8.53473143224001e-05
Position 2790: 8.309268650083273e-05
Position 2196: 7.036642298780586e-05
Position 191: 6.633822365946546e-05
Position 508: 6.372212115054047e-05
Position 1145: 5.989799795529338e-05
Position 2485: 5.370498803079997e-05
Position 1967: 4.551823312460834e-05
Position 2159: 4.493166555889509e-05
Position 751: 4.378205265985078e-05
Position 1304: 4.0702405149351775e-05
Position 498: 3.874932100902468e-05
Position 468: 3.634207078041536e-05
Position 18: 3.585840251915319e-05
Position 1200: 3.485897983196581e-05
Position 107: 3.401573382177921e-05
Position 29: 2.952975297319341e-05
Position 844: 2.2333670597400903e-05
Position 2823: 2.1985317877494354e-05
Position 1165: 1.5285238373991834e-05
Position 2365: 1.5000906969169523e-05
Position 2617: 1.4797578257172068e-05
Position 2899: 1.1317385966584828e-05
Position 1454: 1.0958119919510205e-05
Position 1476: 1.0688219663118283e-05
Position 459: 9.513101660329911e-06
Position 1148: 8.849725726127669e-06
Position 1651: 8.179250641623883e-06
Position 2251: 7.647237254829574e-06
Position 2036: 6.694393693679491e-06
Position 1512: 6.536720302777959e-06
Position 1657: 4.678271883193342e-06
Position 1355: 4.405033056248498e-06
Position 2753: 3.491292585158216e-06
Position 2433: 3.296821464645838e-06
Position 2735: 2.781859866716812e-06
Position 1583: 2.4488880097893254e-06
Position 399: 2.3570789368175898e-06
Position 697: 2.242109724368234e-06
Position 291: 2.2171336116432978e-06
Position 562: 1.9251856753755897e-06
Position 1604: 1.8640046890349558e-06
Position 5: 1.8449630856504492e-06
Position 2236: 1.6563879854045434e-06
Position 962: 1.4759476101311394e-06
Position 153: 9.605776202080905e-07
Position 2369: 8.85911939109805e-07
Position 2647: 8.191160089447072e-07
Position 1318: 6.155486150427456e-07
Position 1662: 4.679961503769199e-07
Position 1589: 4.3503530850778634e-07
Position 2914: 3.898574409025848e-07
Position 372: 2.790076277680238e-07
Position 1295: 1.8689321131458796e-07
Position 1006: 1.7557412964686733e-07
Position 1552: 1.0840264620980734e-07
Position 2629: 9.128460550931036e-08
Position 1015: 6.019977738044131e-08
Position 1133: 3.992363787108355e-08
Position 1076: 3.7624322806202336e-08
Position 2062: 2.6237515637870765e-08
Position 331: 2.52398356836937e-08
Position 361: 1.6784058069700755e-08
Position 992: 9.070938766054826e-09
Position 658: 6.799219135446257e-09
Position 310: 6.904008905553928e-10
Position 1756: 3.352514257758098e-10
Position 2040: 1.3811137013698848e-10
Position 2492: 3.2295796475106996e-12
Position 1788: 1.4335477409110654e-14
Position 1813: 2.2675325912987344e-15
Position 1791: 5.361530091810145e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1791: 0.9970795640378367
Position 327: 0.9968821781237016
Position 661: 0.9945691593722814
Position 1270: 0.9935081528833154
Position 2045: 0.9717317595047713
Position 1526: 0.9526748610430921
Position 2533: 0.933457809792327
Position 2365: 0.07456023645094195
Position 1547: 0.040359486637916706
Position 2372: 0.018467716248936183
Position 2051: 0.016171407482388097
Position 2641: 0.009380478529933949
Position 850: 0.008936113134804335
Position 2944: 0.007862209333851119
Position 773: 0.007549317056341868
Position 149: 0.007330666739808881
Position 988: 0.0067859313706698475
Position 1589: 0.006063128835931541
Position 1801: 0.002445148372467042
Position 1330: 0.002395358628926315
Position 2419: 0.002323596679274988
Position 2899: 0.0022213218395614417
Position 609: 0.0022131639050962317
Position 2195: 0.002049153001021962
Position 2091: 0.0017728702691811623
Position 2697: 0.0017116923261920915
Position 1380: 0.0016600815020445608
Position 784: 0.0014989667471543204
Position 1355: 0.0013824061154405752
Position 2402: 0.0011665098610541076
Position 554: 0.0009928243989483134
Position 673: 0.0009414766331994784
Position 124: 0.0006569490537465427
Position 2701: 0.0005768238639226994
Position 1390: 0.0003342059415371377
Position 2823: 0.0003231349130768744
Position 2790: 0.00023352684878368698
Position 2004: 0.00020114167875432472
Position 170: 0.00015002053540441666
Position 2447: 0.00013879766377172996
Position 2108: 0.00013086907549824845
Position 932: 0.00012929854133834356
Position 781: 0.00012374910524546922
Position 1454: 0.00012260607124219588
Position 2156: 7.294042960972505e-05
Position 114: 6.957335293865014e-05
Position 2873: 6.900417007542566e-05
Position 943: 6.590586031473205e-05
Position 703: 6.571653852736309e-05
Position 167: 6.422624181404662e-05
Position 346: 5.6436511600297966e-05
Position 2772: 5.4765138125148494e-05
Position 1651: 5.4541622121172156e-05
Position 910: 5.12955696801701e-05
Position 1823: 5.097218681202356e-05
Position 713: 4.998578079880716e-05
Position 2838: 4.444054805326962e-05
Position 615: 4.2823620006886374e-05
Position 1418: 3.984722363194218e-05
Position 1810: 3.760811094996498e-05
Position 2159: 3.4724541660599384e-05
Position 2204: 3.0071082703450053e-05
Position 1657: 2.937023574412357e-05
Position 2853: 1.966932483702798e-05
Position 2114: 1.787665431616348e-05
Position 183: 1.6866671037175046e-05
Position 1006: 1.655073647156191e-05
Position 1081: 1.6149752802353394e-05
Position 357: 1.2861190212198752e-05
Position 879: 1.2810181077470392e-05
Position 826: 1.1747459526243271e-05
Position 366: 1.0891277767113472e-05
Position 459: 9.80272641054229e-06
Position 1096: 8.779194830734498e-06
Position 2957: 8.624427066424073e-06
Position 895: 8.23874442876214e-06
Position 2463: 7.580049588333116e-06
Position 748: 7.5643939255765015e-06
Position 399: 6.957067087252761e-06
Position 378: 6.3447449237668494e-06
Position 1604: 5.745571817583379e-06
Position 1115: 5.695086598120158e-06
Position 1699: 5.694645463599384e-06
Position 348: 5.554914326742331e-06
Position 1828: 5.3103404902995624e-06
Position 206: 5.026191797978877e-06
Position 1364: 4.528284611029861e-06
Position 1072: 2.7886189542724158e-06
Position 2129: 2.688413183726696e-06
Position 1050: 2.644926365635389e-06
Position 979: 2.3967701409130983e-06
Position 1674: 2.2721516841666187e-06
Position 2478: 2.1950382119214736e-06
Position 683: 1.908555189838917e-06
Position 2120: 1.8774684749381042e-06
