Gene = Nplp3
index = 1329
Annotated 5SS: [46]
Annotated 3SS: [174]
SMsplice 5SS: [46]
SMsplice 3SS: [174]
top_k =  1000
Partition function (log Z): -4.779956726892769

Sorted 5' Splice Sites (High to Low Probability):
Position 46: 0.9745525207569767
Position 328: 0.028743038173240174
Position 109: 0.021872189780712373
Position 325: 0.0049897253587170036
Position 373: 0.004777337590484557
Position 129: 0.002424842599676886
Position 70: 0.0007135908727379982
Position 421: 0.00023662497233251526
Position 295: 0.00021051210447062176
Position 149: 0.00012819803573133715
Position 337: 0.00011354639551668722
Position 334: 0.00010071858363511092
Position 268: 9.894523972297514e-05
Position 431: 9.874231129129581e-05
Position 607: 7.058546768884081e-05
Position 36: 4.233210894190895e-05
Position 79: 4.170461209407539e-05
Position 403: 3.903518775549948e-05
Position 543: 3.209070759477434e-05
Position 344: 3.05300636020366e-05
Position 10: 2.653657135933638e-05
Position 424: 2.405613805476114e-05
Position 298: 1.2715217310711548e-05
Position 248: 9.645822076241377e-06
Position 50: 6.1159518973222095e-06
Position 555: 2.722048027552546e-06
Position 174: 2.684233412660192e-06
Position 440: 9.118193375167726e-07
Position 548: 8.258098043337478e-07
Position 503: 2.900624571819219e-07
Position 178: 1.8886640056232992e-08
Position 184: 1.7389069346099376e-08
Position 166: 8.068038058000869e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.8132783264542562
Position 197: 0.1767096760392576
Position 372: 0.02392666406471308
Position 471: 0.00932565824484074
Position 324: 0.006273130090369448
Position 399: 0.0025616995664042488
Position 440: 0.0022900428473149564
Position 660: 0.0021019682320939648
Position 90: 0.0009481774851222024
Position 109: 0.0006356098351053597
Position 612: 0.00036759069534558227
Position 217: 0.00033865878079992773
Position 129: 0.00018962167753681027
Position 487: 0.00016598084054327255
Position 632: 0.00011586962653942474
Position 543: 8.40526003477256e-05
Position 568: 4.1880395133670126e-05
Position 577: 1.4558034157661844e-05
Position 421: 1.2772204828762012e-05
Position 453: 1.1214646129258605e-05
Position 495: 9.947061425584577e-06
Position 587: 1.5582567414114678e-07
Position 401: 8.984615234856366e-08
Position 59: 4.79610404832873e-09
Position 70: 1.1704860967378188e-09
Position 584: 4.569337977386796e-10
Position 68: 1.615540154886015e-10
Position 332: 4.989179131551775e-15
