Gene = hid
index = 1727
Annotated 5SS: [  850 12595 13582]
Annotated 3SS: [12086 13268 15549]
SMsplice 5SS: [  850 12595 13582]
SMsplice 3SS: [12086 13268 15549]
top_k =  1000
Partition function (log Z): -2.942115574570849

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9916035633092023
Position 12595: 0.983688716937477
Position 13582: 0.9782993922040197
Position 12016: 0.1737084346010978
Position 15884: 0.12959088459942764
Position 4574: 0.09892800721237363
Position 17033: 0.05732743733420819
Position 1036: 0.05270185621265884
Position 11959: 0.052514306998108155
Position 3427: 0.04982458533949157
Position 4469: 0.047912967719995404
Position 1653: 0.030027874307597232
Position 2727: 0.028657789359284
Position 1133: 0.026769815423875538
Position 10405: 0.02653142917897543
Position 14713: 0.02518895546077488
Position 16284: 0.02081410725771783
Position 28: 0.02063297075552846
Position 2226: 0.019567669225311942
Position 1504: 0.017557031840861773
Position 15388: 0.016527192322267605
Position 15646: 0.01402022535403545
Position 14654: 0.012861941951999155
Position 8756: 0.010935709909054635
Position 15206: 0.010548286274879231
Position 1458: 0.007283430879590001
Position 14060: 0.007017389082666598
Position 5357: 0.006691539916480615
Position 14782: 0.006605199412454374
Position 10696: 0.005442181257118907
Position 1175: 0.00467466153647121
Position 8712: 0.004674607051107564
Position 818: 0.004502052473619907
Position 9136: 0.004372251947579553
Position 15844: 0.004339840894762922
Position 14926: 0.004036915581083209
Position 1127: 0.003973303171452816
Position 14666: 0.003956371044123606
Position 13645: 0.0034013426347764574
Position 15941: 0.003247427737474848
Position 14002: 0.003152838208051042
Position 13631: 0.002968620088289702
Position 2902: 0.0029125366947015297
Position 15204: 0.002361837790408723
Position 322: 0.0022308034058501603
Position 4462: 0.0021283468605722018
Position 4019: 0.0019094135042042443
Position 4090: 0.0019042526687384489
Position 15664: 0.0018772719782996234
Position 1032: 0.0017926676894500734
Position 2463: 0.00175258905257363
Position 17279: 0.0017216446295276468
Position 13919: 0.0016848994675277965
Position 15108: 0.0015874783080919443
Position 5721: 0.0013337532171543009
Position 1810: 0.0013335767824246146
Position 5695: 0.0012177325992594548
Position 3778: 0.0011034315829610568
Position 6797: 0.000991327021071789
Position 1704: 0.0009418672054148352
Position 13904: 0.0009283625773710373
Position 7147: 0.0007847116275257225
Position 14066: 0.0006798507156449534
Position 14869: 0.0006584357680389758
Position 3385: 0.0006491744360401249
Position 14099: 0.0006390125276877571
Position 369: 0.0005882397396128137
Position 14072: 0.0005118485951940828
Position 15896: 0.0004411760608815987
Position 900: 0.00043742419200584233
Position 14484: 0.0003683321045269627
Position 14699: 0.0003266132858634713
Position 13543: 0.000267283362284528
Position 12847: 0.0002493625457436546
Position 256: 0.0002444245071395421
Position 12212: 0.000243123828744649
Position 15707: 0.00024017343363398673
Position 2656: 0.00022658079091300148
Position 15375: 0.00022410300849514243
Position 3985: 0.00021950918211994093
Position 14125: 0.00019563964513869198
Position 13966: 0.00018494315384113077
Position 12405: 0.00017856106953745125
Position 13487: 0.0001603015504011061
Position 13672: 0.00014916221880432217
Position 1481: 0.00014022309332640387
Position 1146: 0.00013774537057109761
Position 4004: 0.0001233962770614896
Position 15824: 0.00011486359043579123
Position 194: 0.0001142041916540301
Position 15791: 0.00011402800697859553
Position 16188: 0.00010815120187485281
Position 13861: 9.831085772593359e-05
Position 15644: 9.592082083518716e-05
Position 16381: 9.222649361834415e-05
Position 977: 8.611058833340947e-05
Position 15710: 8.414338224618127e-05
Position 16473: 7.890311828726633e-05
Position 16218: 7.655700411010984e-05
Position 15721: 6.633836495187126e-05
Position 59: 5.7774555041779905e-05
Position 2253: 5.33553412449162e-05
Position 12616: 5.1946854122375596e-05
Position 70: 5.179304212486405e-05
Position 13714: 3.910200725320236e-05
Position 259: 3.882507444803696e-05
Position 14155: 3.59738528635107e-05
Position 4860: 3.42982693967958e-05
Position 150: 3.4227528177902086e-05
Position 3491: 2.904107342914973e-05
Position 1893: 2.7423849073408826e-05
Position 847: 2.7159842734820918e-05
Position 157: 2.342437443026173e-05
Position 35: 2.1770983826801625e-05
Position 13816: 1.9622589578553367e-05
Position 254: 1.825358876913766e-05
Position 904: 1.708515629197932e-05
Position 77: 1.4998269132602508e-05
Position 1884: 1.3446993342297526e-05
Position 1781: 1.2395976513447407e-05
