Gene = Ccdc58
index = 1057
Annotated 5SS: [1057 1272 1452]
Annotated 3SS: [1124 1328 1504]
SMsplice 5SS: [1452]
SMsplice 3SS: [1504]
top_k =  1000
Partition function (log Z): -7.440468361357962

Sorted 5' Splice Sites (High to Low Probability):
Position 1452: 0.9146283489417254
Position 1272: 0.35641832233237036
Position 678: 0.31795304266569546
Position 622: 0.09434268362629088
Position 138: 0.061678566999785654
Position 215: 0.03155965094244419
Position 15: 0.021444758720798773
Position 772: 0.008115600893593108
Position 523: 0.00790714937404774
Position 1057: 0.007280950100569281
Position 796: 0.006038344486415256
Position 601: 0.00572666822648566
Position 314: 0.005334881482941099
Position 492: 0.0048104752564328696
Position 637: 0.003920720995150306
Position 919: 0.002494812283509003
Position 992: 0.0013409549079953626
Position 131: 0.0012906918529056487
Position 1083: 0.0011434926990318342
Position 462: 0.0010105690731921635
Position 641: 0.000973124232528173
Position 1063: 0.0005427860258565214
Position 744: 0.0005215690390174679
Position 782: 0.00041235390974199106
Position 142: 0.00040369988978414056
Position 565: 0.00034383213977503743
Position 298: 0.0003181506982640925
Position 206: 0.00030326670503043535
Position 360: 0.00025256405518566365
Position 1238: 0.0002499442454684502
Position 1287: 0.0002486870458175627
Position 1430: 0.0002213903841838867
Position 496: 0.000187422715622007
Position 1585: 0.0001528865501250399
Position 74: 0.0001308426989278211
Position 1209: 0.00012751681978187987
Position 222: 0.00012379918430861333
Position 682: 0.00012312000856047866
Position 746: 0.00011949232988125693
Position 737: 8.532253964096734e-05
Position 610: 7.399179121809952e-05
Position 1638: 4.962113423229669e-05
Position 1610: 4.0180418943489856e-05
Position 504: 3.867662966205786e-05
Position 527: 3.7050245743298174e-05
Position 357: 3.609782062934054e-05
Position 973: 2.5129623969454928e-05
Position 1204: 2.2810460650422097e-05
Position 1216: 1.1741517921603542e-05
Position 1413: 9.366762439546238e-06
Position 544: 8.740681346257759e-06
Position 1074: 8.714513583572966e-06
Position 379: 7.080920989092081e-06
Position 197: 6.46358090496071e-06
Position 225: 5.950208845271429e-06
Position 161: 5.385845348979778e-06
Position 1366: 3.220034075339983e-06
Position 1656: 2.7057672759374613e-06
Position 854: 1.8548339213110736e-06
Position 754: 1.3698986656941887e-06
Position 582: 1.1190497792172405e-06
Position 1699: 8.940740544415466e-07
Position 467: 6.516725361824132e-07
Position 541: 6.208286175280894e-07
Position 352: 5.955798456050932e-07
Position 404: 5.417263796816196e-07
Position 250: 3.925333219820825e-07
Position 291: 3.134537539975763e-07
Position 280: 3.057405743108955e-07
Position 318: 1.3094000851333834e-07
Position 629: 5.544568158402489e-08
Position 849: 5.364644992279985e-08
Position 626: 4.70111999613788e-08
Position 844: 4.5356377559379444e-08
Position 703: 3.9177164297135426e-08
Position 863: 3.2190195486002423e-08
Position 1087: 2.2630738234682434e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1504: 0.9705991190972597
Position 1328: 0.29799526622170547
Position 1056: 0.2526749634610061
Position 863: 0.12447001990435023
Position 1124: 0.033745903758379346
Position 271: 0.03057286647586191
Position 1366: 0.015765603754047595
Position 1332: 0.014704592129351119
Position 918: 0.012653811334486604
Position 816: 0.011344545856186147
Position 992: 0.011298687087423593
Position 764: 0.009981929255583322
Position 94: 0.00975269940350153
Position 257: 0.008455904234231124
Position 1087: 0.007554088393239933
Position 1113: 0.0074965552821470655
Position 737: 0.006008423324945868
Position 213: 0.00581365862001496
Position 568: 0.005488607282983712
Position 1090: 0.0034577299356863818
Position 439: 0.0028488356572122743
Position 74: 0.0022013437588577207
Position 600: 0.0018126302347762436
Position 1202: 0.0017998729816293597
Position 621: 0.0012175840238071972
Position 1311: 0.0010891908900800369
Position 1345: 0.0010629230634592818
Position 664: 0.0010330850792928373
Position 571: 0.0010024512240935234
Position 136: 0.000937915311771799
Position 1519: 0.0007711735665480074
Position 1315: 0.0006703764795950772
Position 1379: 0.0006084364040398778
Position 1039: 0.0005809802794608077
Position 1637: 0.00044021119320757974
Position 775: 0.0003211174654101383
Position 1216: 0.00022608317363064596
Position 673: 0.00020820401241774777
Position 591: 0.0001919152120069639
Position 1376: 0.0001840810586634542
Position 1430: 0.00015454692200683954
Position 215: 0.00014889179697256317
Position 574: 0.00014526570817613644
Position 1247: 0.00013347248334672287
Position 1336: 9.451009104766694e-05
Position 690: 8.084108211087545e-05
Position 100: 7.515817737924854e-05
Position 1741: 7.1844390480715e-05
Position 1127: 6.605803090536737e-05
Position 1609: 6.149385254976818e-05
