Gene = Pc
index = 1362
Annotated 5SS: [ 224 2715]
Annotated 3SS: [  537 11821]
SMsplice 5SS: [224 604]
SMsplice 3SS: [ 537 9292]
top_k =  1000
Partition function (log Z): -9.499984947766892

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.760537472126132
Position 604: 0.5866244310557868
Position 9470: 0.4533583050786964
Position 7866: 0.32239320475792216
Position 7101: 0.2888689361039066
Position 8604: 0.22573870296303572
Position 1147: 0.10015555987587188
Position 9922: 0.06684238895914119
Position 6870: 0.06282606562544964
Position 409: 0.05383037185447079
Position 440: 0.052152820999903794
Position 2611: 0.030415297417324887
Position 424: 0.02886595658581976
Position 32: 0.024895705878439416
Position 3108: 0.02338300501842948
Position 11170: 0.023211090811943696
Position 1342: 0.02276873151694347
Position 8171: 0.022512198701581766
Position 10213: 0.0225011567666789
Position 403: 0.018132411832614374
Position 1648: 0.012940155791958362
Position 428: 0.012651007428282644
Position 5730: 0.012650125993067675
Position 9063: 0.011552346290859813
Position 7018: 0.011085731471187889
Position 416: 0.010100654995980533
Position 444: 0.009585145671376064
Position 405: 0.009218052569931289
Position 44: 0.008570858442689391
Position 2056: 0.007816554007318434
Position 9844: 0.006460980058309854
Position 420: 0.006319933073922105
Position 184: 0.005090788491212744
Position 9441: 0.00492408319972522
Position 7272: 0.004885046335452118
Position 2972: 0.004814939475776946
Position 436: 0.0042237558190785385
Position 434: 0.003929102156815389
Position 430: 0.003868483702919198
Position 2985: 0.003777680166487692
Position 432: 0.0035831460446315764
Position 2607: 0.003546982651937065
Position 858: 0.003402891381477687
Position 11431: 0.00304908652993907
Position 1063: 0.003034173583664644
Position 1676: 0.0029140931028422143
Position 10011: 0.002021728784520019
Position 1556: 0.001705509988120434
Position 9848: 0.001687208582812711
Position 235: 0.0016583267460685603
Position 1769: 0.0016080582225199366
Position 413: 0.001501683870576214
Position 9671: 0.001438347835369197
Position 735: 0.0014096572666712018
Position 10206: 0.000967673396268273
Position 3594: 0.0009434062557691603
Position 2758: 0.0009246539770641283
Position 2265: 0.0007591787058381005
Position 132: 0.0007515239683065813
Position 7879: 0.0006951742681513549
Position 935: 0.0006899163397130453
Position 2030: 0.000505494980477752
Position 320: 0.00048475308798499574
Position 11781: 0.0003928710009982515
Position 1501: 0.0003853652579023638
Position 407: 0.00032714632678568526
Position 55: 0.00032297634624050636
Position 334: 0.00028798735173030533
Position 2339: 0.00025583962789669254
Position 3173: 0.00016196343463992127
Position 2660: 0.0001521749418076667
Position 2044: 0.00015097730942790924
Position 1838: 0.00011120520823217375
Position 2060: 9.222941110771388e-05
Position 2691: 4.677958116086932e-05
Position 2262: 4.513537841745341e-05
Position 1090: 4.111982309006388e-05
Position 1306: 3.778171906680046e-05
Position 1548: 2.8605766820758768e-05
Position 2718: 2.624409305962485e-05
Position 1588: 2.6055828121086567e-05
Position 459: 2.1915360575167102e-05
Position 1714: 1.7158040772879014e-05
Position 325: 1.6101775664545595e-05
Position 872: 1.5883392816062796e-05
Position 438: 1.577776343648512e-05
Position 2271: 1.2997680731353427e-05
Position 215: 1.2865243768119593e-05
Position 2557: 1.1623303398081994e-05
Position 804: 1.1237235296867525e-05
Position 487: 1.0387577260636672e-05
Position 142: 1.0232570716500232e-05
Position 2238: 8.446824163735113e-06
Position 451: 7.957913006936271e-06
Position 1480: 7.9551144184806e-06
Position 2715: 7.26778538627156e-06
Position 484: 6.533253347353645e-06
Position 2224: 6.434358039728766e-06
Position 2177: 5.787961722488014e-06
Position 2652: 5.346632402511221e-06
Position 1754: 5.247483071398987e-06
Position 182: 5.044885352149986e-06
Position 15: 4.827822066099582e-06
Position 1483: 3.7344629507034093e-06
Position 453: 2.7132460754745736e-06
Position 1615: 2.3509126735798656e-06
Position 2089: 2.048941225998957e-06
Position 757: 1.9848915655436305e-06
Position 1284: 1.944102940041065e-06
Position 173: 1.2271729270346574e-06
Position 117: 4.808420481236271e-07
Position 341: 3.543065301358443e-07
Position 1833: 1.9091539248272694e-07
Position 85: 1.5232910811803251e-07
Position 927: 5.6774210961104335e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9292: 0.8318082088804016
Position 537: 0.7327827196859498
Position 10644: 0.3435492991055822
Position 7150: 0.23808571953557592
Position 11473: 0.11730101396039425
Position 10061: 0.09990512645637015
Position 6778: 0.08942806904979084
Position 11284: 0.08017101054481951
Position 8276: 0.06922182092873995
Position 8288: 0.06523927764553597
Position 6937: 0.05765034496105006
Position 6790: 0.05407936179645037
Position 5926: 0.04888523942145361
Position 6774: 0.04457906764174828
Position 8415: 0.04411165526296919
Position 2416: 0.041972962260016095
Position 7397: 0.04161090706526635
Position 8098: 0.04000721058583219
Position 9974: 0.03553230080543565
Position 6539: 0.024921495187457194
Position 6736: 0.020679308014511903
Position 95: 0.020008099572590355
Position 7630: 0.018845144942168723
Position 7171: 0.018406683287956006
Position 7076: 0.01746448981512245
Position 2800: 0.014672028132100497
Position 8876: 0.013911239797206553
Position 9575: 0.01311499765831622
Position 5791: 0.011992992865188255
Position 6464: 0.01104162478379185
Position 8600: 0.010779769324191302
Position 7723: 0.010350906146859325
Position 10186: 0.009373643582262284
Position 9661: 0.008916233844206778
Position 303: 0.008680985386626705
Position 10623: 0.007071229440576073
Position 2413: 0.006372157866133757
Position 8460: 0.005839829682515149
Position 10103: 0.004746973302345358
Position 9838: 0.004540488286086
Position 10871: 0.0031244954414132303
Position 8331: 0.0030668132802270757
Position 5449: 0.0030036603189927433
Position 5517: 0.002958673748742402
Position 7412: 0.002379683619206815
Position 312: 0.0023131374873279396
Position 5131: 0.002217232966820863
Position 6858: 0.0018501780220671461
Position 5107: 0.0017794905639964382
Position 484: 0.0017293117678564172
Position 5332: 0.001709989743516933
Position 5983: 0.0016340747994687697
