Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  1000
Partition function (log Z): 3.8990637510691335

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9994140843544965
Position 2059: 0.9941099190679319
Position 3253: 0.9379921029659922
Position 2564: 0.9315290887048996
Position 1405: 0.10628467532952388
Position 2860: 0.10017350244907948
Position 2724: 0.06819530497744013
Position 919: 0.027719846376936766
Position 969: 0.024685874160275248
Position 578: 0.02036726286424694
Position 3229: 0.01488148266308844
Position 2851: 0.013618442215346692
Position 592: 0.012374488378417006
Position 988: 0.010318354917832555
Position 2412: 0.009558970271048947
Position 1461: 0.009534695354782626
Position 2333: 0.009295454505616174
Position 998: 0.006587682141091292
Position 460: 0.006012888334609365
Position 1736: 0.005528291773025146
Position 1132: 0.005488294785061673
Position 556: 0.005127650683100332
Position 547: 0.0034217465787645157
Position 892: 0.003101446244465716
Position 901: 0.002389365407633361
Position 670: 0.0018137352340746981
Position 1016: 0.0012654976814368152
Position 952: 0.0011502885651223475
Position 2035: 0.001133244969012837
Position 57: 0.0010583964759722665
Position 731: 0.000848986704562841
Position 1113: 0.0007874349893508847
Position 1820: 0.0007732252694958895
Position 2968: 0.0006957391493422996
Position 2674: 0.0006870012760896967
Position 2833: 0.0006388446424936917
Position 1482: 0.0005836930645282062
Position 2568: 0.0004628370612446198
Position 2274: 0.0004546443185895089
Position 701: 0.00044081686912821673
Position 793: 0.00040134361349551234
Position 2821: 0.00036701716168392214
Position 1067: 0.00035775534673432796
Position 598: 0.000357631242886561
Position 1760: 0.00035680361900744425
Position 511: 0.0003396395235395644
Position 26: 0.0003199190634976724
Position 1639: 0.0003143609990423657
Position 1288: 0.00029508949081376247
Position 3258: 0.00029299713682856766
Position 2294: 0.0002908347628540476
Position 1626: 0.00025544142750098066
Position 2808: 0.0002519753452921084
Position 899: 0.00024999909032457366
Position 2550: 0.0002466269244484914
Position 2906: 0.00022484520407668504
Position 1337: 0.00022476284961090744
Position 844: 0.00021539864458860488
Position 3234: 0.00020873500057911197
Position 1021: 0.00020325569315594898
Position 1216: 0.00018167463764746786
Position 2224: 0.0001694500942517526
Position 2063: 0.00016146899942871834
Position 2787: 0.00014842249674058085
Position 695: 0.00013999490230565305
Position 706: 0.0001294802454111733
Position 3003: 0.00012240147441456873
Position 991: 0.0001183321648978138
Position 1453: 0.0001176817624105252
Position 1771: 9.857143241020232e-05
Position 1684: 8.174735918795886e-05
Position 2586: 7.943663313019343e-05
Position 2414: 7.393396708960199e-05
Position 1084: 7.088271520010475e-05
Position 855: 6.622717918792603e-05
Position 168: 6.554933959086822e-05
Position 3177: 5.662581214122137e-05
Position 1442: 5.3809269282910145e-05
Position 2051: 4.961061327966938e-05
Position 225: 4.774029420496752e-05
Position 241: 4.746015431013569e-05
Position 2572: 4.142577808294171e-05
Position 3435: 4.116986544394561e-05
Position 3156: 3.911008927594331e-05
Position 1072: 3.627072929179013e-05
Position 1369: 3.5306644838714046e-05
Position 33: 3.0708064672807946e-05
Position 206: 2.616555444937643e-05
Position 2170: 2.4928101173690142e-05
Position 1572: 2.4313036059831474e-05
Position 2467: 2.3734136515068435e-05
Position 208: 2.3670577409636318e-05
Position 3268: 2.3590906941458155e-05
Position 931: 1.5359147837100224e-05
Position 251: 1.450486243449473e-05
Position 3358: 1.2695342627384461e-05
Position 80: 9.21229416330116e-06
Position 187: 7.505754951352392e-06
Position 3428: 7.161029301475009e-06
Position 2038: 5.5735108386172784e-06
Position 2737: 5.45557660821073e-06
Position 1033: 5.128656278182503e-06
Position 3405: 4.7094069793487796e-06
Position 3309: 2.616559749761239e-06
Position 162: 2.544572148701264e-06
Position 787: 1.9797120326736304e-06
Position 1200: 1.5010229329075468e-06
Position 2471: 1.3533372224505135e-06
Position 595: 1.0314214210535707e-06
Position 1036: 9.675375352217256e-07
Position 3439: 8.199707060747156e-07
Position 416: 2.1689882874481047e-07
Position 2867: 1.2332825738234804e-07
Position 2444: 7.298795590566765e-08
Position 502: 5.0533889867945134e-08
Position 847: 1.64137926657221e-08
Position 650: 1.0262631856602923e-08
Position 635: 7.317810699850948e-09
Position 869: 7.2589249002930625e-09
Position 269: 6.916767836857808e-09
Position 193: 4.744281728653151e-09
Position 352: 1.4822748088240211e-09
Position 2761: 1.4536238494799914e-09
Position 1038: 7.43508869442481e-10
Position 1154: 1.6372477961147107e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9972927778146324
Position 3312: 0.9563949401681195
Position 2113: 0.918341004302943
Position 2622: 0.7259343544510655
Position 2644: 0.16427066283068653
Position 2919: 0.1483357365367775
Position 1532: 0.06823128317820895
Position 2168: 0.04421806882131614
Position 2776: 0.04145297813488363
Position 1816: 0.0376410159477605
Position 1049: 0.033969230137549496
Position 1869: 0.031890489443921886
Position 2482: 0.01709638941088436
Position 1950: 0.014348377927761618
Position 1620: 0.012070425756966912
Position 991: 0.011990624020341371
