Gene = ND-B22
index = 1302
Annotated 5SS: [269 487]
Annotated 3SS: [346 545]
SMsplice 5SS: [269 487]
SMsplice 3SS: [346 545]
top_k =  1000
Partition function (log Z): -4.183857022566725

Sorted 5' Splice Sites (High to Low Probability):
Position 269: 0.988673647513874
Position 487: 0.5423561124126685
Position 789: 0.08888726036379883
Position 755: 0.05188762027485376
Position 502: 0.0317601780210009
Position 691: 0.030738198613364368
Position 703: 0.009584824883561919
Position 257: 0.005932534173011479
Position 750: 0.00355028942129912
Position 896: 0.001848011534711094
Position 679: 0.0010375888335072223
Position 894: 0.000845649024137026
Position 529: 0.0001684337899505893
Position 833: 0.00015010674647224974
Position 131: 0.0001480190448629007
Position 584: 0.00014660412390698354
Position 507: 6.377708601713182e-05
Position 514: 6.288744739923227e-05
Position 907: 5.694341057879586e-05
Position 683: 5.286450939480479e-05
Position 254: 3.4595159712615695e-05
Position 213: 3.446459585537059e-05
Position 828: 2.9099615899214032e-05
Position 646: 2.89800500348172e-05
Position 779: 2.776346265902959e-05
Position 24: 2.730906530871571e-05
Position 520: 2.7162017062176337e-05
Position 315: 2.418351904140174e-05
Position 110: 1.997452305515108e-05
Position 107: 1.9151499747414563e-05
Position 814: 1.5890281493455043e-05
Position 830: 1.4806639527058928e-05
Position 273: 1.4204169068498127e-05
Position 637: 1.164995553237509e-05
Position 113: 1.0180357175665957e-05
Position 325: 8.408486792377568e-06
Position 251: 8.34696557470094e-06
Position 161: 7.02210111845211e-06
Position 439: 5.036945810416635e-06
Position 539: 4.885846968680539e-06
Position 846: 2.1546815617697186e-06
Position 542: 2.1527141562016915e-06
Position 224: 9.088873501257458e-07
Position 518: 8.369174025763601e-07
Position 561: 5.671242105751621e-07
Position 951: 2.0454802073874347e-07
Position 30: 1.6322866881686574e-07
Position 379: 3.281629554623379e-08
Position 215: 3.20244753493508e-08
Position 180: 1.2957843381789333e-08
Position 567: 1.0695529707578388e-08
Position 328: 1.0671017172091163e-08
Position 116: 8.269563636930237e-09
Position 602: 7.152194532398551e-09
Position 369: 7.104280156828442e-09
Position 351: 3.796092078133786e-09
Position 555: 3.258758088446756e-09
Position 531: 8.844900068902941e-10
Position 195: 5.911688979177763e-10
Position 533: 5.312702385581604e-10
Position 545: 9.282218567293854e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.8610545620404771
Position 545: 0.5922037186956
Position 950: 0.13654003880819834
Position 374: 0.05399037453299125
Position 555: 0.04214941344113666
Position 990: 0.029211815132243787
Position 846: 0.02520035016797977
Position 927: 0.006023519713260185
Position 894: 0.005129511615495406
Position 915: 0.003758452631706313
Position 408: 0.0008280722695210297
Position 789: 0.0007378878017361587
Position 970: 0.0004237724945255591
Position 748: 0.0002657378917958114
Position 631: 0.00014258168740528484
Position 667: 0.00012422849652087584
Position 583: 0.00011365804376805064
Position 206: 0.00010278784175742494
Position 628: 6.269272078562494e-05
Position 161: 4.7619871385108614e-05
Position 315: 4.6945543881287906e-05
Position 658: 4.287520994594649e-05
Position 71: 2.4745039052335938e-05
Position 1002: 2.416491211837313e-05
Position 995: 1.7046374507807665e-05
Position 180: 1.6415189060425638e-05
Position 435: 1.3541795882910621e-05
Position 703: 9.436731068026865e-06
Position 967: 7.984939330930555e-06
Position 637: 5.871347428171252e-06
Position 212: 5.7146357560139845e-06
Position 77: 2.287141287413025e-06
Position 581: 2.0965866444369002e-06
Position 700: 5.268452789491716e-07
Position 476: 4.4760899323938943e-07
Position 220: 3.2619987266450905e-07
Position 104: 1.3380069861809613e-07
Position 448: 1.052315565634666e-07
Position 646: 1.0065644302895965e-07
Position 249: 9.266900111843332e-08
Position 311: 5.087069755729236e-08
Position 664: 2.6875435843450862e-08
Position 724: 1.7184242591459917e-08
Position 287: 1.2110338979260049e-08
Position 466: 6.953393848413107e-09
Position 273: 5.07107072535401e-09
Position 85: 4.990351583593461e-09
Position 134: 2.8246963400358697e-09
Position 230: 1.6453757831525933e-09
Position 697: 9.29372762076214e-10
Position 750: 5.990513065154639e-10
Position 676: 5.728339670370635e-10
Position 461: 2.4369811884897714e-10
Position 234: 1.324199689995074e-10
Position 419: 4.6748241490594675e-11
Position 452: 1.9285381808211527e-11
Position 251: 7.866975070526642e-12
Position 87: 6.584220986935902e-17
