Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  1000
Partition function (log Z): -44.13118550649063

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9999999999927383
Position 22722: 2.7410030350003832e-08
Position 2209: 2.9889973271372456e-11
Position 240: 1.8819611363790806e-12
Position 519: 1.233472634888111e-12
Position 228: 1.1924285039777871e-12
Position 11435: 1.0925704178761504e-12
Position 12454: 6.545225415557018e-13
Position 10917: 5.644959537351883e-13
Position 806: 5.425560994643869e-13
Position 1957: 4.859528937962748e-13
Position 244: 3.388716330457451e-13
Position 653: 2.588852823187741e-13
Position 322: 2.1939630735769134e-13
Position 15051: 2.1127613657745618e-13
Position 358: 1.9100796526694792e-13
Position 675: 1.5836522015561614e-13
Position 224: 1.1682727463171978e-13
Position 11314: 1.1666894374714558e-13
Position 1626: 9.803227277944331e-14
Position 1369: 8.390312805485121e-14
Position 12385: 8.113499586060113e-14
Position 432: 7.628263386357904e-14
Position 3437: 7.619833858738842e-14
Position 92: 4.527457413576605e-14
Position 12464: 2.856598912929473e-14
Position 11417: 2.2578848223531856e-14
Position 7504: 1.4185251563457788e-14
Position 710: 1.258945750833175e-14
Position 5346: 1.218241603029093e-14
Position 8408: 1.0154789542500887e-14
Position 279: 9.391674193118963e-15
Position 9233: 9.221132886849082e-15
Position 2583: 3.1005442457688638e-15
Position 1008: 2.9679786487874644e-15
Position 360: 2.592603486899561e-15
Position 935: 2.5097121014634347e-15
Position 3232: 1.3656584597329943e-15
Position 447: 1.2531071440497516e-15
Position 2484: 9.355426276690209e-16
Position 1657: 8.857239480704854e-16
Position 9098: 8.043141512209121e-16
Position 272: 7.418074043875875e-16
Position 513: 7.396329067844319e-16
Position 962: 4.889381203609051e-16
Position 362: 3.8712537100921227e-16
Position 429: 3.594118888025739e-16
Position 583: 2.887889148850872e-16
Position 605: 2.258444860428738e-16
Position 441: 1.9609661104750122e-16
Position 1111: 1.9412466297769421e-16
Position 45: 1.807662070960922e-16
Position 2587: 1.5767118027583514e-16
Position 851: 1.314791841758519e-16
Position 15: 1.0534367392109468e-16
Position 2548: 8.392521885075646e-17
Position 2459: 7.071072243308363e-17
Position 2864: 5.624614566222887e-17
Position 3185: 3.0747531269702924e-17
Position 3085: 2.658597439320719e-17
Position 7183: 1.9869334523029416e-17
Position 2508: 1.4364449625008452e-17
Position 2389: 1.3351248798005469e-17
Position 2437: 1.1969387313747874e-17
Position 3931: 1.0280749838898017e-17
Position 3965: 5.783704628355988e-18
Position 2504: 3.193237273275212e-18
Position 1806: 3.0391868383261424e-18
Position 3927: 2.484929249977555e-18
Position 5056: 1.7965967035824357e-18
Position 4094: 1.7536883868009006e-18
Position 3979: 1.6170323313718124e-18
Position 4736: 3.9108106090824065e-19
Position 3736: 3.011853552601771e-19
Position 3738: 1.0549162359791311e-19
Position 3742: 9.937630750878893e-20
Position 3428: 4.7826552886680684e-20
Position 3569: 3.0184334250093814e-20
Position 25: 1.6809076144429664e-20
Position 33: 5.11094791564447e-21
Position 1749: 2.553540550105019e-21
Position 1567: 2.5489965343980764e-21
Position 1547: 2.4725850914745376e-21
Position 2786: 2.3711331128278422e-21
Position 1331: 1.672394709238689e-21
Position 873: 1.5816405478459886e-21
Position 1136: 1.085459385356937e-21
Position 919: 9.22584916927945e-22
Position 232: 6.707340254934556e-22
Position 1079: 5.469865055679006e-22
Position 1099: 5.255433471011214e-22
Position 439: 4.39609087174274e-22
Position 246: 1.264489170298834e-22
Position 838: 1.157853470642443e-22
Position 4: 1.0410333352320589e-22
Position 248: 4.599966784634214e-23
Position 836: 1.5165925571498295e-27
Position 890: 1.4914380767417064e-27

Sorted 3' Splice Sites (High to Low Probability):
Position 38771: 0.9999814970138543
Position 29344: 1.606275956229894e-05
Position 27236: 1.655841356937534e-06
