Gene = lt
index = 1760
Annotated 5SS: [  131   313   536   704  1125  2971 14048 14511 14746 15040 15219]
Annotated 3SS: [  186   364   585   770  2642 13978 14108 14558 14799 15091 15277]
SMsplice 5SS: [  536   704  1125  2971 17656]
SMsplice 3SS: [  585   770  2642 17543 17713]
top_k =  1000
Partition function (log Z): -4.573986349229072

Sorted 5' Splice Sites (High to Low Probability):
Position 704: 0.9923504653941834
Position 536: 0.9848506662683107
Position 2971: 0.9705189829178641
Position 1125: 0.7446324254866686
Position 15219: 0.5189382457989795
Position 15552: 0.2349616150270862
Position 313: 0.2061722733648073
Position 6319: 0.1977911048483293
Position 6052: 0.17809696809626824
Position 1625: 0.1656396616520645
Position 2493: 0.07071975934699856
Position 131: 0.06473940468654225
Position 1310: 0.05289471304229437
Position 15054: 0.04758761758763458
Position 29: 0.042103340545029164
Position 1325: 0.03438662216477564
Position 15383: 0.029160118198547514
Position 1129: 0.025180141169470947
Position 2473: 0.02403895374997819
Position 1669: 0.018750616903183245
Position 23: 0.011495708814789169
Position 315: 0.010480461444720167
Position 1163: 0.009698539048302058
Position 952: 0.009136572297379894
Position 2669: 0.007078442545354206
Position 3790: 0.006959358136295234
Position 5148: 0.006718925368622266
Position 2267: 0.006557973991077059
Position 2406: 0.005963514305956208
Position 1153: 0.0054150413188590275
Position 1832: 0.005179233111316677
Position 959: 0.004519496749844689
Position 293: 0.0043352117946654795
Position 1300: 0.0042123038552012645
Position 1949: 0.004099562722135129
Position 700: 0.0040107796140229305
Position 2567: 0.0039687224913407
Position 126: 0.003769357655731187
Position 2163: 0.003545083037847899
Position 301: 0.003486471505913092
Position 3774: 0.0031033092097936697
Position 708: 0.002737984237591493
Position 1398: 0.0026909514687359203
Position 2246: 0.0026799658460585863
Position 1494: 0.002608464504398393
Position 505: 0.0023719998820946357
Position 353: 0.0019130433783862602
Position 1891: 0.0014444424747774324
Position 1636: 0.0014102182077368698
Position 1002: 0.0013635280473250704
Position 1134: 0.0013059805538685268
Position 1574: 0.0010483452587966406
Position 2561: 0.000940793066097337
Position 3820: 0.0008064070960491825
Position 1037: 0.0006949241785486702
Position 2261: 0.0005650044414335259
Position 2918: 0.0005007589821087931
Position 3109: 0.00043928256805142836
Position 2540: 0.0004148112893915895
Position 1058: 0.00041041762262481867
Position 339: 0.00037966523548864476
Position 237: 0.0003756632079079091
Position 1243: 0.0003642967145146064
Position 905: 0.00034254399869393387
Position 3293: 0.0003344527128895664
Position 697: 0.00031271863996335935
Position 3278: 0.0002599193455741893
Position 129: 0.00022258737208577902
Position 2759: 0.00021077258074904124
Position 1359: 0.00020326457806343052
Position 3749: 0.00020182628901370715
Position 4982: 0.00018615616152638367
Position 1673: 0.0001826815494202875
Position 2161: 0.00010654672726115927
Position 540: 0.00010469263117738559
Position 3669: 8.85199157144802e-05
Position 112: 8.793497584523025e-05
Position 7: 7.860942755858152e-05
Position 90: 7.353739360750818e-05
Position 58: 7.105527186205884e-05
Position 473: 6.907787096975544e-05
Position 2956: 6.678050351544948e-05
Position 488: 5.9090495377462024e-05
Position 2915: 5.087472320531973e-05
Position 3358: 4.118710786302246e-05
Position 66: 2.9762026682720995e-05
Position 3049: 2.8717709432016608e-05
Position 140: 2.839110640004942e-05
Position 1115: 2.6064326557300406e-05
Position 3603: 2.5794060570240654e-05
Position 3054: 2.348769695908758e-05
Position 220: 1.8698131562311446e-05
Position 162: 1.2470098007826897e-05
Position 245: 1.241537335608698e-05
Position 1283: 1.2337392209720395e-05
Position 586: 8.471318548433215e-06
Position 652: 8.251489959541053e-06
Position 364: 8.210241778710479e-06
Position 395: 4.3698176520603385e-06
Position 69: 4.289443849376067e-06
Position 7084: 3.760367755230319e-06
Position 283: 3.4585957282868706e-06
Position 790: 2.9405490045767307e-06
Position 1006: 2.2685925996949983e-06
Position 56: 2.2594091234948905e-06
Position 911: 2.0453551141857246e-06
Position 176: 1.8537033748399188e-06
Position 1341: 1.6296957582885408e-06
Position 894: 1.5901772297579957e-06
Position 399: 1.5689359819204988e-06
Position 726: 1.5284932549740984e-06
Position 1193: 1.4749669437410982e-06
Position 655: 1.283174755235337e-06
Position 467: 1.1852630255835722e-06
Position 393: 1.1050922957114765e-06
Position 851: 7.747870337415431e-07
Position 6326: 5.97014039623244e-07
Position 849: 4.30261083869642e-07
Position 1052: 2.3988840119808107e-07
Position 453: 1.714461274429839e-07
Position 1844: 1.7102987973566432e-07
Position 856: 1.52461746402156e-07
Position 425: 1.482183580544358e-07
Position 603: 1.1908888140611563e-07
Position 832: 6.458479417540525e-08
Position 509: 6.125854456220525e-08
Position 839: 6.010122751703445e-08
Position 1233: 1.800428526500141e-08
Position 824: 1.3617939181523047e-08
Position 1227: 1.2946341894992696e-08
Position 1249: 2.577542117267476e-10
Position 1418: 2.45353041966638e-10
