Gene = ringer
index = 1857
Annotated 5SS: [ 130 3795]
Annotated 3SS: [3391 4060]
SMsplice 5SS: [ 844 1373 1648 3795]
SMsplice 3SS: [ 988 1426 3391 4060]
top_k =  1000
Partition function (log Z): 1.2311739060757199

Sorted 5' Splice Sites (High to Low Probability):
Position 3795: 0.8810245960684477
Position 844: 0.8367778959101809
Position 1373: 0.7878454536308903
Position 4249: 0.43636340545402563
Position 1648: 0.4032516555857713
Position 3003: 0.3155106872524053
Position 130: 0.2814235607700333
Position 3501: 0.17017975380647105
Position 3124: 0.13478450410836534
Position 2511: 0.1264033205177013
Position 1530: 0.1256558214164969
Position 4199: 0.11708391496063243
Position 2338: 0.09536353528637098
Position 3338: 0.049975680837074724
Position 705: 0.029408565451394735
Position 691: 0.02741533272888689
Position 1211: 0.024419108091034078
Position 3136: 0.022789972052821943
Position 3287: 0.02229016509297654
Position 2942: 0.020369110512157392
Position 2760: 0.018375720415993623
Position 3104: 0.015537459067246677
Position 46: 0.014171647284600734
Position 4480: 0.012757405184362238
Position 2515: 0.011687670792304
Position 1578: 0.009999083592070043
Position 2548: 0.009924766996542881
Position 2592: 0.009699797092285991
Position 2616: 0.009539598536838084
Position 3179: 0.007907602262407295
Position 848: 0.006080282901023853
Position 3140: 0.005964005935254062
Position 2113: 0.00538332624712401
Position 3785: 0.004698892686532201
Position 2586: 0.004078011884443726
Position 3799: 0.003843116042352804
Position 525: 0.003242191493856178
Position 3780: 0.0028579660263318377
Position 2432: 0.002522875330828606
Position 1123: 0.001937932450289776
Position 3275: 0.0017278799951238398
Position 3729: 0.0016624303859267432
Position 3209: 0.0016201199383558704
Position 2050: 0.0016059594366944518
Position 1377: 0.001489968572021992
Position 3590: 0.0014840976987667274
Position 1870: 0.0014103568623208427
Position 723: 0.001265510328249311
Position 2946: 0.0012514759084780985
Position 398: 0.0012376369704968405
Position 522: 0.0012101559489202253
Position 1533: 0.001197396729270425
Position 3948: 0.0011051023458153065
Position 1775: 0.0009194045374643274
Position 265: 0.0007681379795397602
Position 1290: 0.0007679865180991915
Position 2439: 0.0007387012403489226
Position 3149: 0.0006896664119520401
Position 2342: 0.0006643808363788462
Position 3536: 0.000643772232679137
Position 163: 0.0006225578097067317
Position 684: 0.00047612004458874677
Position 3812: 0.00045302437113755976
Position 530: 0.0004392163299164244
Position 3755: 0.0004140713246253119
Position 4258: 0.00040973742716389125
Position 4281: 0.00038519188585883014
Position 3865: 0.00035536937671820667
Position 4: 0.00033775961076460147
Position 2158: 0.0003338661735157632
Position 2034: 0.00027757885543710126
Position 2110: 0.00027653308053774306
Position 4307: 0.00026835368812547575
Position 3007: 0.0002378981628734225
Position 3551: 0.00023017517886709493
Position 2253: 0.0002276753798324453
Position 1724: 0.0002157513451418213
Position 939: 0.00018867669268611713
Position 3763: 0.00017540116710960065
Position 1856: 0.00017287509791566745
Position 661: 0.0001637499862689132
Position 489: 0.00015372485389733825
Position 1727: 0.00013611067523005928
Position 1942: 0.00013448942254869637
Position 2643: 0.00012779075078662265
Position 1484: 0.00012279487235226293
Position 584: 0.00011333355937363135
Position 34: 0.00010686305558466262
Position 3942: 0.00010127224209360728
Position 571: 9.875897916846477e-05
Position 402: 9.466774377567414e-05
Position 853: 8.869538304420348e-05
Position 1279: 8.708402963548079e-05
Position 1271: 8.411729992263621e-05
Position 1722: 8.327098868150726e-05
Position 367: 8.07057948720114e-05
Position 2335: 7.344163187802919e-05
Position 504: 7.168671079077898e-05
Position 1262: 6.683562714732851e-05
Position 2407: 6.611242375955332e-05
Position 3453: 6.225350543937142e-05
Position 3609: 6.0343002390833484e-05
Position 767: 5.9405747612707965e-05
Position 707: 5.923930477880596e-05
Position 4532: 5.706390192763565e-05
Position 770: 5.286859175207464e-05
Position 638: 5.203019861275088e-05
Position 1786: 4.334401651188639e-05
Position 3789: 3.873604169225669e-05
Position 743: 3.389061840200841e-05
Position 1260: 3.074944923121173e-05
Position 193: 3.0749393869033905e-05
Position 942: 2.955229538883403e-05
Position 865: 2.2706074101306328e-05
Position 1304: 2.2665122587113187e-05
Position 985: 2.163159423997069e-05
Position 1226: 2.0616476187169872e-05
Position 738: 1.9410777273326278e-05
Position 3863: 1.799046721855525e-05
Position 167: 1.6958748124308084e-05
Position 9: 1.681857668921158e-05
Position 709: 1.6586127171681785e-05
Position 1315: 1.5924228762263857e-05
Position 3583: 1.5815944438914946e-05
Position 3837: 1.581143784849234e-05
Position 4158: 1.5702376736118785e-05
Position 199: 1.4570544080544306e-05
Position 429: 1.4347610914542749e-05
Position 1719: 1.3316213453391444e-05
Position 3815: 1.322553158189013e-05
Position 882: 1.267677286734545e-05
Position 1923: 1.0389521617878694e-05
Position 4472: 1.0382798070428722e-05
Position 1413: 9.779499347040932e-06
Position 442: 9.45040299945736e-06
Position 3737: 8.932237411954879e-06
Position 604: 8.777608979376406e-06
Position 4203: 8.64755954273846e-06
Position 134: 8.505317443061752e-06
Position 1833: 7.259927980474237e-06
Position 643: 7.23472033165896e-06
Position 412: 6.90961539990392e-06
Position 2751: 6.5988280488054e-06
Position 609: 5.213707304817792e-06
Position 735: 4.684969405404492e-06
Position 327: 3.987201421039751e-06
Position 346: 3.5269952820318932e-06
Position 4349: 3.296002859138487e-06
Position 752: 3.2426017385560782e-06
Position 311: 3.0712804041264855e-06
Position 833: 2.967617152741893e-06
Position 258: 2.91043804234562e-06
Position 2571: 2.7182368541689794e-06
Position 1472: 2.6893436621535366e-06
Position 509: 2.401268870150901e-06
Position 4445: 1.9896912627517985e-06
Position 774: 1.9142391592666643e-06
Position 4527: 1.58796406100037e-06
Position 400: 1.13296193769709e-06
Position 1004: 9.050030558642109e-07
Position 1482: 5.395251038507868e-07
Position 143: 4.419085639873282e-07
Position 558: 2.4115435986815355e-07
Position 4178: 8.357493136151841e-08
Position 4181: 7.077675870412738e-08
