Gene = WDR79
index = 1600
Annotated 5SS: [ 166  874 1121]
Annotated 3SS: [ 221  931 1179]
SMsplice 5SS: [ 166  874 1121]
SMsplice 3SS: [ 221  931 1179]
top_k =  1000
Partition function (log Z): 2.4542335401336577

Sorted 5' Splice Sites (High to Low Probability):
Position 1121: 0.9993321794065825
Position 874: 0.9884669273775855
Position 166: 0.8150263986241683
Position 142: 0.013062430491892032
Position 689: 0.007776023146953193
Position 278: 0.002392692425905025
Position 1006: 0.0013607666486850777
Position 1010: 0.0011122962722749207
Position 414: 0.0009090167340451701
Position 835: 0.0009010320692579751
Position 1551: 0.0008450731257096892
Position 517: 0.0006539931041563606
Position 338: 0.0006246272970710851
Position 679: 0.0006115476305906733
Position 1423: 0.0004650904797039268
Position 479: 0.0002455783550435716
Position 170: 0.00020726015851846178
Position 200: 0.00016159132131603204
Position 716: 0.00014759938176861758
Position 1574: 0.0001321218238636211
Position 601: 0.0001199047734302741
Position 695: 9.367268158348696e-05
Position 596: 7.682451511036464e-05
Position 577: 6.653984324671481e-05
Position 1472: 6.591042232826086e-05
Position 148: 6.296245567161692e-05
Position 794: 4.924340286531434e-05
Position 1381: 4.1100607573990105e-05
Position 878: 3.79273821108883e-05
Position 1029: 3.127619618531911e-05
Position 1506: 2.8349774258053974e-05
Position 381: 2.8012166737234688e-05
Position 175: 2.3849041036452382e-05
Position 322: 2.1923948759678006e-05
Position 1142: 2.0384600773259188e-05
Position 664: 1.88338710115185e-05
Position 1441: 1.637956139978142e-05
Position 1568: 1.5823374690052515e-05
Position 131: 1.5393127496117393e-05
Position 299: 1.4682221889434916e-05
Position 488: 1.3966717090426503e-05
Position 1607: 1.3770297648381064e-05
Position 1306: 1.368605362238134e-05
Position 304: 1.3369273936326371e-05
Position 1213: 1.3065048631672555e-05
Position 1323: 1.2244483839555064e-05
Position 1188: 1.0650723649382006e-05
Position 1410: 6.338616543825111e-06
Position 1125: 5.918146806977095e-06
Position 932: 5.620606584896031e-06
Position 21: 5.598791599926182e-06
Position 485: 5.178157745757422e-06
Position 251: 5.121782581244451e-06
Position 1405: 4.114808817478924e-06
Position 569: 3.3773585737043532e-06
Position 625: 3.3285347545776155e-06
Position 1477: 3.1139972463658455e-06
Position 755: 2.5732866559970577e-06
Position 224: 2.127525935261449e-06
Position 8: 2.073151678487916e-06
Position 968: 1.7500120690754071e-06
Position 830: 1.6245288644260668e-06
Position 1490: 1.621272941435062e-06
Position 372: 1.4617183175722946e-06
Position 395: 1.4588827121432744e-06
Position 123: 1.396910646935609e-06
Position 1020: 1.3519651692947896e-06
Position 732: 1.1624450383983873e-06
Position 818: 7.791250044207009e-07
Position 53: 5.908969463694974e-07
Position 787: 5.499327971966927e-07
Position 82: 5.316054527902533e-07
Position 416: 4.997136947967636e-07
Position 800: 3.3829708360113527e-07
Position 1396: 3.1412791080263117e-07
Position 1176: 2.927598198550756e-07
Position 1640: 2.0896303844055073e-07
Position 985: 8.702342507620447e-08
