Gene = kto
index = 1741
Annotated 5SS: [ 675 3404 5192 5619 5993 6376 6887]
Annotated 3SS: [ 735 3477 5249 5677 6063 6579 6950]
SMsplice 5SS: [ 675 3404 5192 5619 5993 6376 6887]
SMsplice 3SS: [ 735 3477 5249 5677 6063 6579 6950]
top_k =  1000
Partition function (log Z): 24.199246636344206

Sorted 5' Splice Sites (High to Low Probability):
Position 6887: 0.9990076158360288
Position 5993: 0.9980437735813467
Position 675: 0.9974603809217116
Position 5619: 0.9972069633558043
Position 5192: 0.9952019699673953
Position 3404: 0.9806871504063175
Position 6376: 0.9768502338701377
Position 219: 0.17870033654845677
Position 1023: 0.14218886752445867
Position 4028: 0.0887785493961196
Position 8269: 0.0884115956907941
Position 3244: 0.08456714691913973
Position 414: 0.06395002049441162
Position 3911: 0.06192279945291104
Position 3879: 0.06141073081356549
Position 1944: 0.057535969235793426
Position 4106: 0.05570564825758242
Position 381: 0.05423996456489493
Position 790: 0.05302117314672846
Position 847: 0.04742798576281069
Position 3875: 0.045347781235284906
Position 3750: 0.031648745881340465
Position 1003: 0.027292815682773076
Position 1118: 0.023530274838811836
Position 2964: 0.02195921747407913
Position 2190: 0.012942529356877498
Position 867: 0.00945546626762099
Position 254: 0.00754999789748538
Position 372: 0.005857469262747028
Position 6488: 0.005208298497380699
Position 2584: 0.005056291956276536
Position 6516: 0.004741246075230128
Position 5328: 0.004674071100437286
Position 1222: 0.004434358160280728
Position 1154: 0.0039048593851000067
Position 1579: 0.003666518381964748
Position 876: 0.0032118033850040257
Position 8242: 0.003167689210751004
Position 6480: 0.002284135595590155
Position 3543: 0.0022379289427404457
Position 1148: 0.001525331615506885
Position 205: 0.0015036975706515748
Position 6477: 0.0013746212359284117
Position 3830: 0.0013497584047182415
Position 679: 0.0012637233413724917
Position 379: 0.001245413861405734
Position 386: 0.0010452474892389634
Position 1039: 0.001040163009036623
Position 173: 0.0009056390018141785
Position 397: 0.000887679732736958
Position 7388: 0.0008341913809447712
Position 1091: 0.0007347278768471628
Position 4640: 0.0007006581680158142
Position 3826: 0.0006722642117828394
