Gene = scaf6
index = 1866
Annotated 5SS: [ 137  472  881 2136 2437 3019 3318 3580 4644 4869 5255 5491]
Annotated 3SS: [ 300  533 1972 2363 2943 3240 3380 3641 4700 4939 5318 5543]
SMsplice 5SS: [ 137  472  881 2136 3019 3318 3580 4644 4869 5255 5491]
SMsplice 3SS: [ 300  533 1972 2363 3095 3380 3641 4700 4939 5318 5543]
top_k =  1000
Partition function (log Z): 21.677958174831453

Sorted 5' Splice Sites (High to Low Probability):
Position 4644: 0.9966686791135717
Position 4869: 0.9952962126073887
Position 137: 0.9945472126199701
Position 3580: 0.9919152212888883
Position 2136: 0.9842584810108241
Position 472: 0.9353362267016724
Position 3318: 0.9237959007302257
Position 881: 0.8928788845634577
Position 5491: 0.727536297567413
Position 5255: 0.6753339926990509
Position 3019: 0.557892105463542
Position 738: 0.06428354658024502
Position 5464: 0.06232111789212663
Position 2437: 0.06230100493859453
Position 476: 0.06192562714869393
Position 5484: 0.05931735867048481
Position 3899: 0.04491266351152308
Position 2560: 0.020406398992095495
Position 3896: 0.01979410646020374
Position 3322: 0.01609921163013662
Position 5066: 0.015892552027894084
Position 5474: 0.01008088602734858
Position 1593: 0.008629420364681355
Position 5077: 0.007024527722846526
Position 1460: 0.006481425644158201
Position 4276: 0.006201739028378804
Position 1617: 0.006158700612098005
Position 1609: 0.005750837868182863
Position 4085: 0.005445999580879199
Position 5271: 0.005190882339678296
Position 2885: 0.00517366984793482
Position 3584: 0.005020134580995691
Position 2473: 0.004281877389366742
Position 3821: 0.0022542461107171873
Position 2871: 0.0022005525116640273
Position 1152: 0.002111824758092884
Position 1469: 0.002083330335282808
Position 4875: 0.002071814240233881
Position 1615: 0.0017069786475506854
Position 3112: 0.0014311155867925175
Position 5638: 0.0013791069046375825
Position 4648: 0.0011893873572629068
Position 1340: 0.0009010426985502781
Position 5074: 0.0008071186859901756
Position 965: 0.000759617351867402
Position 2682: 0.0007333470547037499
Position 2772: 0.0006849079540826413
Position 1783: 0.0006476854886199569
Position 2663: 0.0006433556639543411
Position 1712: 0.0006337384417305825
Position 63: 0.0006266821441809334
Position 4312: 0.00047949340534954635
Position 5161: 0.0004314392678394472
Position 2888: 0.00042918014290165663
Position 1392: 0.00039696038251718803
Position 1305: 0.0003935950419611398
Position 2924: 0.00035215106750931285
Position 3048: 0.0003492190722670521
Position 2585: 0.0003193167676234087
Position 218: 0.0003096177039576817
Position 2146: 0.0002889907792380134
Position 891: 0.0002884154675203963
Position 3095: 0.00027865462699450295
Position 3043: 0.00027218659853105783
Position 1882: 0.00026871872898982644
Position 3502: 0.0002523299114513974
Position 1216: 0.0002458725787597845
Position 3744: 0.00023782235706206812
Position 5496: 0.00023671244725154787
Position 54: 0.00023210053300960193
Position 573: 0.00022724076671135874
Position 2891: 0.00019546582743384328
Position 3888: 0.0001930302430323208
Position 1969: 0.00018591557978203633
Position 3199: 0.00016657773898628205
Position 404: 0.00014782393570627038
Position 826: 0.00013878489216335516
Position 2646: 0.0001318875710501298
Position 453: 0.00012780850996137647
Position 141: 0.00012730103526323102
Position 5158: 0.0001266608222737738
Position 1003: 0.0001244973190316996
Position 3592: 0.00011185195204409575
Position 157: 0.00010417917666862558
Position 40: 0.00010077891712934887
Position 1397: 9.61357174881627e-05
Position 4124: 9.179142890139422e-05
Position 3023: 9.006482480247561e-05
Position 4105: 8.634960890248355e-05
Position 2179: 8.587303156018488e-05
Position 480: 8.51658348109715e-05
Position 2205: 8.182063726557324e-05
Position 491: 7.81965921851548e-05
Position 1073: 7.809921686087606e-05
Position 198: 7.244341677059175e-05
Position 4062: 7.080309881538732e-05
Position 2447: 6.921947790721791e-05
Position 1884: 6.877903771401594e-05
Position 3053: 6.798775968448764e-05
Position 3108: 5.976219749198389e-05
Position 75: 5.8574997931547475e-05
Position 3298: 5.487867945597274e-05
Position 4117: 5.3704615202936784e-05
Position 2191: 4.6464173914686825e-05
Position 2337: 4.6050601892376984e-05
Position 2625: 4.382590751494876e-05
Position 4814: 3.979746973386746e-05
Position 4879: 3.6249065125474944e-05
Position 1652: 3.509846136754713e-05
Position 4861: 3.500033348517938e-05
Position 2928: 3.477902959034514e-05
Position 5167: 3.2294915840483054e-05
Position 1041: 3.127095861202316e-05
Position 5393: 3.042554836105224e-05
Position 33: 2.976299131528172e-05
Position 3284: 2.8927312681396728e-05
Position 1556: 2.8102269459798956e-05
Position 1328: 2.5483117638023746e-05
Position 2183: 2.328281501727806e-05
Position 5217: 2.2942510755651482e-05
Position 2507: 2.2356363761062407e-05
Position 2414: 2.1748964149701194e-05
Position 3490: 2.1606427533549907e-05
Position 2487: 2.0777090869426507e-05
Position 1101: 1.8543154255232873e-05
Position 963: 1.8298807058594413e-05
Position 1289: 1.787297102980414e-05
Position 5092: 1.7575086873746827e-05
Position 428: 1.590335922978468e-05
Position 793: 1.3153143750634852e-05
Position 3461: 1.2879337870211306e-05
Position 4873: 1.2468971972241059e-05
Position 216: 1.1757825797155149e-05
Position 1489: 1.1710528452791271e-05
Position 4631: 1.0183054830962525e-05
Position 3287: 9.483698310580105e-06
Position 996: 8.570176598137446e-06
Position 2411: 8.42983316126735e-06
Position 4324: 8.303065981571931e-06
Position 10: 8.166156104217005e-06
Position 4495: 7.94062589733711e-06
Position 1085: 7.655413417668153e-06
Position 1823: 7.401473867653502e-06
Position 1342: 6.154929753121043e-06
Position 1837: 5.826732951363783e-06
Position 2633: 5.785557075858007e-06
Position 4800: 5.5003367955981775e-06
Position 190: 4.51893271027619e-06
Position 5287: 4.315608187453812e-06
Position 4822: 3.7549234246384537e-06
Position 4741: 3.6606235826017995e-06
Position 121: 3.502416346159831e-06
Position 3221: 3.332970803618107e-06
Position 2666: 3.262341786944162e-06
Position 4348: 3.061566194513427e-06
Position 1299: 3.026774963294099e-06
Position 95: 2.843300468207088e-06
Position 5505: 2.5060861977773097e-06
Position 1584: 2.309371518890225e-06
Position 2066: 2.088106738494726e-06
Position 410: 1.958118434902089e-06
Position 3445: 1.545890237422331e-06
Position 4432: 1.5178001934206944e-06
Position 4994: 1.119215410919941e-06
Position 4408: 2.864635359225295e-07
Position 4435: 2.751667633215095e-07
Position 2198: 2.1057830228767855e-07
Position 4806: 1.719122520052019e-07
Position 4706: 1.4843550333648348e-07
Position 2107: 1.1704006303425232e-07
Position 338: 1.0625221632445496e-07
Position 107: 1.0332017875962828e-07
Position 3427: 9.167789575709345e-08
Position 3733: 7.470850006255347e-08
Position 4140: 7.336916371459762e-08
Position 3478: 2.713466601705966e-08
Position 2489: 2.2280010768224024e-08
Position 1284: 1.9900952401705854e-08
Position 533: 1.6466434575978516e-08
Position 2344: 1.0513786927153306e-08
Position 1372: 7.877032715417873e-09
Position 2958: 5.105366024734019e-09
Position 1103: 3.6739476340467062e-09
Position 307: 8.710209405670378e-10
Position 5309: 1.826820894750949e-10
Position 4731: 1.778472335275696e-10
Position 342: 1.034527882903903e-10
Position 2186: 3.944207996432079e-12
Position 3798: 3.2695902203187855e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4700: 0.9990697154605453
Position 300: 0.9946367955188644
Position 4939: 0.9813687726339959
Position 3380: 0.9660097739084268
Position 3641: 0.9469294105575801
Position 533: 0.9229760546701219
Position 1972: 0.8686467868015197
Position 5543: 0.8651333953750404
Position 5318: 0.7096180339352595
Position 2363: 0.6127838924168443
Position 3095: 0.36009749276340325
Position 2943: 0.1846436746404013
Position 3240: 0.111669319640189
Position 3116: 0.10466458321039265
Position 1521: 0.08976958038366512
Position 572: 0.05750012888171437
Position 3069: 0.05464076267879441
Position 2186: 0.049204518922746895
Position 3197: 0.038595570623376624
Position 4149: 0.03115452522788972
Position 3680: 0.031112409791458802
Position 2528: 0.02072819025653732
Position 3994: 0.020357580143200663
Position 2605: 0.017033092878164645
Position 2240: 0.015817859909583655
Position 2026: 0.01181744946164919
Position 4182: 0.00986683235584881
Position 4023: 0.009691399045917164
Position 2900: 0.008838669819211206
Position 4369: 0.0057305153484260825
Position 2996: 0.005476214966813079
Position 2772: 0.004964429750082863
Position 2198: 0.004761112867383895
Position 1257: 0.00422577976744563
Position 4462: 0.004222498015516193
Position 2971: 0.004125944725710256
Position 1085: 0.00407260499739551
Position 2383: 0.004033706335537973
Position 4336: 0.004007483940397695
Position 947: 0.003863808439915162
Position 2507: 0.00381839923250579
Position 3141: 0.0036850971904745723
Position 3362: 0.0035263451626922197
Position 3648: 0.0034011909598364487
Position 952: 0.002474170613036268
Position 4077: 0.0022664120525772292
Position 1299: 0.0022234287662499107
Position 1578: 0.00203486349127985
Position 3202: 0.0017915959757353575
Position 2730: 0.0016923014575250144
Position 4124: 0.0016883110548678245
Position 2560: 0.0016005862160410236
Position 2828: 0.0015631828693042004
Position 933: 0.001501439641075751
Position 3654: 0.0014750020652854294
Position 5287: 0.0014446351172932295
Position 547: 0.001344567793719922
Position 616: 0.0013413499197076108
Position 1269: 0.0013194932896101765
Position 5686: 0.0011703991059469547
Position 5131: 0.0011309643710099326
Position 198: 0.0011034115968218843
Position 3696: 0.0009061375752642268
Position 3397: 0.0009060989172525564
Position 541: 0.0008800577964575693
Position 2434: 0.0008429045852601759
Position 3273: 0.0008030276718541184
Position 1990: 0.0007257058332517022
Position 5324: 0.000716059620940165
Position 2871: 0.0006612764813427971
Position 806: 0.0006368262310103719
Position 2397: 0.0005931479735008107
Position 3268: 0.0005914230770964617
Position 1987: 0.0005839587468784649
Position 658: 0.0005523402814210261
Position 5547: 0.0005258235548193591
Position 1201: 0.0005162560295331489
Position 1996: 0.0005036427725246426
Position 4946: 0.0005023375428626933
Position 3895: 0.0004950234901845092
Position 4269: 0.0004927110930629532
Position 655: 0.00048638870323925923
Position 1423: 0.00047957603852312973
Position 1073: 0.00046632317371803745
Position 4129: 0.0004464744209341411
Position 3061: 0.0004293918995436148
Position 874: 0.00042222025712310987
Position 3684: 0.0003748688716636119
Position 1420: 0.00033538697680847917
Position 3439: 0.00032546211069351793
Position 4280: 0.00032181691645526806
Position 4990: 0.00031912587274091097
Position 4911: 0.0003080878503152774
Position 3306: 0.00029103413207533745
Position 3556: 0.00028358440071204224
Position 5691: 0.0002719238283165396
Position 4740: 0.0002682316614485836
Position 1277: 0.00026791869633117086
Position 3099: 0.0002291473517726619
Position 1173: 0.00022839732999505033
Position 2205: 0.0002263576945212566
Position 5065: 0.00022154045921738005
Position 1626: 0.00022041513494871261
Position 2564: 0.00022007343576036168
Position 3708: 0.00020820391605768038
Position 2209: 0.000203335831192091
Position 2437: 0.00019144454942275255
Position 700: 0.00018270483966170305
Position 1999: 0.0001795406002258779
Position 4401: 0.00016772202180141102
Position 5341: 0.0001663368102410327
Position 3520: 0.00015128079561696576
Position 3053: 0.00012669340620755787
Position 4444: 0.00012248406682613812
Position 181: 9.846601032107032e-05
Position 3915: 9.66151504627389e-05
Position 3406: 8.86741204668823e-05
Position 2832: 8.824419584585841e-05
Position 709: 8.522581923404627e-05
Position 2690: 8.240634904161704e-05
Position 4986: 7.692639009671861e-05
Position 2666: 7.6186889873776e-05
Position 2095: 7.475971031805902e-05
Position 2902: 7.447799524126948e-05
Position 349: 7.229804745596512e-05
Position 5137: 7.135516875583377e-05
Position 5182: 6.852642330389531e-05
Position 5367: 6.820544858744094e-05
Position 1392: 6.575060904438946e-05
Position 2257: 6.4709571511728e-05
Position 4137: 6.341496568409672e-05
Position 1097: 6.298405563389199e-05
Position 4158: 6.250621698950888e-05
Position 3048: 5.320977137252875e-05
Position 3811: 5.2101198808793004e-05
Position 957: 4.8844249365627955e-05
Position 2673: 4.800265577641917e-05
Position 3403: 4.645149495864809e-05
Position 3043: 4.601710197296086e-05
Position 4155: 4.5804297073907226e-05
Position 1177: 4.5801987256578617e-05
Position 2059: 4.502761341225549e-05
Position 3918: 4.186951915533841e-05
Position 686: 3.9901561611502545e-05
Position 5271: 3.4885207786699334e-05
Position 451: 3.1093592655541e-05
Position 2044: 3.058548634801715e-05
Position 1208: 3.0071250386955985e-05
Position 2368: 2.4137840708530742e-05
Position 5588: 2.3889387727646357e-05
Position 3912: 2.3674200646147802e-05
Position 3702: 2.2550781727162134e-05
Position 814: 2.1367113654755218e-05
Position 2447: 1.9217872324829706e-05
Position 307: 1.8966354755328925e-05
Position 760: 1.7108644263160985e-05
Position 963: 1.7018943433795786e-05
Position 5030: 1.625562226987494e-05
Position 1593: 1.5145521026188287e-05
Position 2835: 1.417967345469494e-05
Position 107: 1.4105509280542562e-05
Position 4704: 1.3060780327252738e-05
