Gene = Orc5
index = 1345
Annotated 5SS: [1298]
Annotated 3SS: [1350]
SMsplice 5SS: [1298]
SMsplice 3SS: [1350]
top_k =  1000
Partition function (log Z): -3.921455605327377

Sorted 5' Splice Sites (High to Low Probability):
Position 1298: 0.9994037793853319
Position 794: 0.032586918710569804
Position 288: 0.023586708370067124
Position 658: 0.01974491258710449
Position 1594: 0.00792755866786513
Position 860: 0.007263063110697912
Position 54: 0.006877382470606134
Position 1591: 0.006607140209886789
Position 84: 0.003632060190349229
Position 1441: 0.0006731982975149138
Position 817: 0.0005987630186715731
Position 477: 0.00046146682791307344
Position 1642: 0.0003747567082339823
Position 1445: 0.0002949206694134014
Position 611: 0.00029460084990412305
Position 1133: 0.00022858299701452987
Position 451: 0.00020605310657607898
Position 960: 0.00020020236148229605
Position 1606: 0.0001939362480720018
Position 1302: 0.0001649274560125441
Position 662: 0.00014598482290468712
Position 491: 0.00013289649950930785
Position 1535: 0.00012736403585161035
Position 372: 0.000118299991231465
Position 1483: 0.0001084679127579067
Position 998: 0.00010754031926285204
Position 118: 0.0001018384302104673
Position 163: 0.00010061266451145013
Position 389: 9.148610761638169e-05
Position 694: 8.921339939074328e-05
Position 1569: 7.05052297927196e-05
Position 167: 5.67074885141222e-05
Position 745: 5.550269366323787e-05
Position 1280: 5.046740091612799e-05
Position 545: 4.584139634962985e-05
Position 572: 4.26804267584669e-05
Position 837: 4.035021682457325e-05
Position 327: 3.613462045349595e-05
Position 717: 2.1468923959312687e-05
Position 1632: 2.1085737969559406e-05
Position 983: 2.0032488459738973e-05
Position 1100: 1.425320121384399e-05
Position 1237: 1.0482160247491826e-05
Position 1403: 9.000798325733474e-06
Position 240: 8.471938186624545e-06
Position 725: 7.712519159665285e-06
Position 97: 6.772145996110388e-06
Position 1050: 6.3219370491021365e-06
Position 958: 5.5059314360672716e-06
Position 1150: 4.966842184935846e-06
Position 28: 4.461895417689497e-06
Position 905: 4.041825758929422e-06
Position 620: 3.7202445789139207e-06
Position 525: 3.157946365837851e-06
Position 1551: 1.9508865445054577e-06
Position 1655: 1.8055783576489766e-06
Position 1365: 1.044309048693746e-06
Position 1645: 9.594842264250825e-07
Position 1507: 3.943015513931892e-07
Position 613: 3.587554278677116e-07
Position 512: 1.6636869049267992e-08
Position 140: 3.783513027802582e-09
Position 232: 1.5961346666112888e-09
Position 1183: 3.0556567363060697e-10
Position 1241: 2.7417382449666786e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1350: 0.968571351001183
Position 1202: 0.04493897836388505
Position 1394: 0.017727442118231903
Position 1432: 0.011485976425425027
Position 1066: 0.010610432065173632
Position 1679: 0.008694098575410102
Position 935: 0.007220786235766924
Position 1655: 0.00559255832591803
Position 717: 0.004582857793349621
Position 136: 0.004443534878723567
Position 917: 0.004026617045614624
Position 790: 0.0023163494202819847
Position 1714: 0.0019599276602618675
Position 745: 0.0017713267096154419
Position 1121: 0.0015820961899520923
Position 637: 0.0015415985939213177
Position 793: 0.001483720486405599
Position 679: 0.001475471170503297
Position 1470: 0.0014634125435592752
Position 1124: 0.001307295517815042
Position 170: 0.001261772309849318
Position 1206: 0.001102083324425516
Position 398: 0.0009085663264112019
Position 476: 0.0007676347269118441
Position 455: 0.0007662009731357925
Position 433: 0.0005414403100831288
Position 1097: 0.0004679672500937029
Position 1502: 0.00041961464632448456
Position 1225: 0.0003911193355633432
Position 520: 0.000292033802757486
Position 344: 0.0002814874046032349
Position 354: 0.00026225848527615
Position 817: 0.0002549049556051581
Position 190: 0.00023771749987261322
Position 706: 0.00022368904271167654
Position 954: 0.0002235845755918004
Position 853: 0.0002174699686249803
Position 1544: 0.0001984900064082335
Position 327: 0.00014786092636260304
Position 1581: 0.00011001080017448937
Position 490: 9.894764574697907e-05
Position 640: 9.845730566850363e-05
Position 937: 9.60717485579697e-05
Position 694: 8.571125410278603e-05
Position 1246: 8.215931644430834e-05
Position 1037: 6.23814102555019e-05
Position 1635: 6.22726841447314e-05
Position 114: 5.6511394310307545e-05
Position 1261: 4.8667533103407224e-05
Position 1141: 4.6844766240362386e-05
Position 368: 4.215311962463372e-05
Position 1534: 3.516684205947398e-05
Position 1222: 2.8943349608737048e-05
Position 1100: 2.603337248873877e-05
Position 754: 2.4922072451069002e-05
Position 1150: 2.442738720771492e-05
Position 857: 2.4209436356355036e-05
Position 187: 2.2939809998280195e-05
Position 766: 2.1557157951594357e-05
Position 943: 2.127693626538528e-05
Position 569: 2.0235438604475857e-05
Position 118: 1.7660693559894547e-05
Position 826: 1.702983128470394e-05
Position 1434: 1.2761228107607959e-05
Position 1129: 1.0863116679730941e-05
Position 1359: 1.0403082039214391e-05
Position 1569: 6.587498100526205e-06
Position 869: 6.231950161060776e-06
Position 532: 3.939621610065859e-06
Position 197: 2.6082017767998824e-06
Position 1551: 2.1852366173098917e-06
Position 556: 1.5730797443292292e-06
Position 832: 1.492967573502379e-06
Position 226: 1.014124521106013e-06
Position 356: 8.973346380034072e-07
Position 958: 8.414529846936735e-07
Position 1231: 7.53618337922459e-07
Position 835: 7.095021488335552e-07
Position 445: 6.729306646853737e-07
Position 588: 4.790738441594575e-07
Position 1276: 1.873695747402033e-07
Position 278: 1.505115702788029e-07
Position 517: 1.249099529096215e-07
Position 1590: 1.922246643111406e-08
Position 691: 1.4906972167248266e-09
Position 247: 9.541473904525332e-10
Position 550: 8.633653661316051e-10
Position 288: 4.03103602047897e-10
Position 281: 1.2748837306233752e-10
Position 175: 9.788226252216973e-11
Position 206: 7.989697076076509e-11
Position 271: 1.2276281162116881e-14
Position 292: 1.565526442108371e-15
