Gene = holn1
index = 1730
Annotated 5SS: [195 447]
Annotated 3SS: [253 511]
SMsplice 5SS: [195 447]
SMsplice 3SS: [253 511]
top_k =  1000
Partition function (log Z): 2.251011397410009

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9987085823448466
Position 447: 0.9842101715004751
Position 681: 0.13287841065656048
Position 22: 0.024397096633487977
Position 422: 0.006287797046999421
Position 441: 0.004853111049918645
Position 832: 0.002360050978621551
Position 1114: 0.002119028741498839
Position 324: 0.0015098114556221594
Position 1106: 0.0005549602806553437
Position 629: 0.0004906271299478729
Position 907: 0.000376905493981341
Position 995: 0.0001755803712541305
Position 887: 0.00017135382273990679
Position 587: 0.00013674018448702702
Position 1171: 8.168617352359007e-05
Position 634: 8.023515536575624e-05
Position 1100: 2.160855563550136e-05
Position 656: 1.3459731236685247e-05
Position 740: 1.0443124605324241e-05
Position 1191: 1.0096726281353981e-05
Position 1165: 7.976045321566303e-06
Position 209: 7.2919628536836315e-06
Position 127: 6.3498158387035e-06
Position 1006: 6.222528614296493e-06
Position 1205: 3.7520438423558638e-06
Position 318: 3.687212486802932e-06
Position 1181: 3.4987814444248225e-06
Position 471: 2.1660200416077036e-06
Position 695: 1.6631563979115552e-06
Position 379: 1.4503561476415419e-06
Position 955: 1.3504026130322913e-06
Position 1063: 1.2706434812170368e-06
Position 960: 1.0457248543727141e-06
Position 675: 9.058694673767259e-07
Position 306: 5.467498310513774e-07
Position 607: 4.190859558341983e-07
Position 297: 3.038616421218534e-07
Position 67: 1.2267121075884697e-07
Position 38: 5.530418417662242e-08
Position 225: 1.0122949038606105e-08
Position 72: 7.3042329303611435e-09
Position 79: 7.064361538471938e-09
Position 246: 1.4215764809259811e-09
Position 1015: 7.186729855307421e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.9980770572199954
Position 511: 0.9806770507877675
Position 914: 0.05778775391246532
Position 67: 0.022882332749440293
Position 757: 0.022393670567827335
Position 751: 0.015419703714761526
Position 523: 0.012843463959463198
Position 1174: 0.009785297463681711
Position 826: 0.006321781360686521
Position 769: 0.006194289534302003
Position 992: 0.006052972349643294
Position 730: 0.004363651075121276
Position 802: 0.004168447077368184
Position 932: 0.0018012528522528826
Position 712: 0.001428455166612978
Position 494: 0.001296134420951594
Position 1266: 0.0009289368485103322
Position 104: 0.0007375262776807027
Position 869: 0.0006546156935544777
Position 1277: 0.0006107866480097771
Position 966: 0.0005658773764562237
Position 1078: 0.0005167015556287425
Position 890: 0.0004692199641586918
Position 724: 0.00043730599753732453
Position 344: 0.0004343339334443685
Position 271: 0.00039882750145057543
Position 79: 0.00032394069999319437
Position 1021: 0.0002978203216842134
Position 526: 0.0002870958419502439
Position 778: 0.00018910651429816054
Position 1264: 0.0001593488848629754
Position 1039: 0.00013175787396184718
Position 949: 0.00011791307809185656
Position 401: 0.00010171089637103675
Position 108: 7.144033778681929e-05
Position 123: 7.06473271867744e-05
Position 548: 5.950812810634977e-05
Position 1154: 4.744055585785309e-05
Position 147: 3.618816659840027e-05
Position 398: 3.158638876687935e-05
Position 840: 3.1209706223425035e-05
Position 574: 2.7633026662843436e-05
Position 673: 2.6890200308978465e-05
Position 1181: 2.4094189873223447e-05
Position 688: 2.349334898828055e-05
Position 1081: 2.1425696453495788e-05
Position 281: 2.0316883876905264e-05
Position 940: 1.9308850075874624e-05
Position 1143: 1.900889771094126e-05
Position 571: 1.2865701346429571e-05
Position 375: 1.2664038016172329e-05
Position 323: 1.2412342639943112e-05
Position 994: 1.1254689746448782e-05
Position 577: 1.0356729206829741e-05
Position 1057: 6.288405188968746e-06
Position 847: 6.05297293554726e-06
Position 1027: 5.658074379295944e-06
Position 887: 5.419301517117752e-06
Position 853: 5.060047321577337e-06
Position 115: 4.497557236703668e-06
Position 790: 4.2204456375825085e-06
Position 127: 2.628595513003136e-06
Position 685: 1.689059667204078e-06
Position 554: 1.6659206252214932e-06
Position 348: 1.1984416761239624e-06
Position 876: 1.0880682116288006e-06
Position 1006: 9.399844874881036e-07
Position 435: 9.098011177091193e-07
Position 1114: 8.568384255785374e-07
Position 290: 6.572771333047183e-07
Position 595: 5.968497247418594e-07
Position 172: 5.698765509352466e-07
Position 135: 5.621137035203438e-07
Position 714: 5.118963683981774e-07
Position 293: 3.391578187321233e-07
Position 356: 1.7303603630783024e-07
Position 413: 1.395943664754053e-07
Position 174: 9.905059193893006e-08
Position 133: 8.226824738657906e-08
Position 98: 2.2499888915146242e-08
Position 194: 2.0978197025389502e-08
Position 634: 1.0525821940198791e-08
Position 312: 7.455203667614149e-09
Position 306: 6.725016266019865e-09
Position 408: 1.6596270284685801e-09
Position 451: 7.776888114092629e-10
Position 447: 6.930470487363263e-10
Position 661: 6.919781371603711e-10
Position 650: 5.939520399286931e-11
Position 359: 4.796849263504216e-19
