Gene = scat
index = 1867
Annotated 5SS: [497]
Annotated 3SS: [875]
SMsplice 5SS: [497]
SMsplice 3SS: [875]
top_k =  1000
Partition function (log Z): -7.541083999790892

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.9684389496295417
Position 211: 0.07671422254384265
Position 692: 0.06859592873952783
Position 1112: 0.02728566574607767
Position 1621: 0.024189674247772647
Position 1414: 0.022748592192211654
Position 1328: 0.009986598512588324
Position 1131: 0.008597536042679401
Position 609: 0.005571280175051364
Position 688: 0.00480097508866308
Position 943: 0.004224016618573969
Position 3814: 0.003513285402879396
Position 754: 0.002420159851580524
Position 255: 0.0021899087146285425
Position 1537: 0.0018024294144482495
Position 2824: 0.0009412358126998444
Position 719: 0.0009028709541327172
Position 1325: 0.0008236099942866976
Position 626: 0.0007906028679556829
Position 2820: 0.0006793722595750167
Position 1666: 0.0006412338257998572
Position 1005: 0.0006377796766765017
Position 1513: 0.000553851621892732
Position 822: 0.00042397646921072795
Position 1157: 0.00038570496140464974
Position 1625: 0.00033834728145451927
Position 1081: 0.000280608611287827
Position 583: 0.0002742468903001189
Position 681: 0.0002722179382397112
Position 1519: 0.00016499230097896566
Position 1349: 0.00013652941098745157
Position 1162: 8.964487643345225e-05
Position 1051: 8.13329593594047e-05
Position 3566: 6.019312171646906e-05
Position 2291: 4.8172080986187224e-05
Position 2029: 4.580086769839987e-05
Position 334: 4.1447186323873314e-05
Position 379: 3.845220994885132e-05
Position 237: 3.7949944670801205e-05
Position 1684: 2.4570316943199994e-05
Position 1147: 2.321446450426861e-05
Position 1669: 2.1582842852941203e-05
Position 1012: 1.885971953642192e-05
Position 776: 1.8018565000664933e-05
Position 3: 1.54802451594857e-05
Position 1274: 1.5238334101240182e-05
Position 405: 1.058970182442503e-05
Position 711: 9.785383755230793e-06
Position 696: 7.816054575643884e-06
Position 151: 4.017239109782075e-06
Position 44: 3.1332930185426923e-06
Position 549: 2.3107481241153843e-06
Position 1354: 1.8380491701477792e-06
Position 13: 1.643132338391859e-06
Position 908: 1.1716048032288942e-06
Position 344: 9.814680078309956e-07
Position 501: 9.745007064016856e-07
Position 33: 8.502195271396047e-07
Position 1119: 8.488303992209121e-07
Position 1212: 8.272324669915366e-07
Position 492: 6.451130370817798e-07
Position 589: 5.76259251539892e-07
Position 970: 5.074232024153315e-07
Position 304: 3.7208454203912466e-07
Position 112: 3.5570615347007917e-07
Position 506: 3.238695129188397e-07
Position 409: 2.8427398175663725e-07
Position 306: 2.7482207405200727e-07
Position 503: 2.455875699250373e-07
Position 2284: 2.383915684384517e-07
Position 644: 2.2592147344703513e-07
Position 947: 1.541378869492861e-07
Position 1629: 9.014793118166765e-08
Position 683: 4.971315828295228e-08
Position 348: 4.762214075391057e-08
Position 778: 1.6747756181125132e-08
Position 919: 1.539567136321189e-08
Position 426: 1.2158306652702637e-08
Position 896: 8.30315760764123e-09
Position 655: 2.647765480755368e-10
Position 673: 1.3152233719551042e-10
Position 844: 5.819924916138311e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.7778936361760703
Position 298: 0.059154228083683195
Position 649: 0.051542236777483465
Position 3903: 0.046603773558946134
Position 2469: 0.03983263208773521
Position 1223: 0.03830428539070381
Position 2706: 0.033973122070789376
Position 1893: 0.028665030400472243
Position 608: 0.020263751600036215
Position 1448: 0.018052934219419364
Position 3683: 0.014866254582414438
Position 3228: 0.012278830524113427
Position 678: 0.01033834169479475
Position 2873: 0.007537612750041355
Position 2079: 0.007482837407155894
Position 804: 0.006940065565914252
Position 322: 0.005232459739127249
Position 2896: 0.003455927813635715
Position 765: 0.003284928891652533
Position 1413: 0.003278642822240916
Position 906: 0.0031546308432812303
Position 830: 0.003117777560919851
Position 655: 0.0030854652572538123
Position 822: 0.0030097147001597745
Position 621: 0.0027138252335260887
Position 1386: 0.0027070234851865865
Position 540: 0.002489829859277801
