Gene = CYLD
index = 1049
Annotated 5SS: [ 101  804 1067 2143 2417 2632 2910 3223 3424 3676]
Annotated 3SS: [ 626  857 1910 2240 2476 2690 2987 3281 3478 3736]
SMsplice 5SS: [ 804 1378 1825 2143 2417 2632 2910 3223 3424 3676]
SMsplice 3SS: [ 857 1448 1910 2240 2476 2690 2987 3281 3478 3736]
top_k =  1000
Partition function (log Z): 23.639286990957437

Sorted 5' Splice Sites (High to Low Probability):
Position 2632: 0.9976642221814005
Position 3424: 0.9974397276243685
Position 3223: 0.9705695750831261
Position 804: 0.9697429841466542
Position 2143: 0.9664826369413462
Position 2417: 0.9615060982525828
Position 2910: 0.9584534284877921
Position 1378: 0.9447031317382911
Position 1825: 0.9306432849733836
Position 420: 0.24031205851344792
Position 1067: 0.191946073158669
Position 416: 0.12197872296907095
Position 983: 0.05800687322870822
Position 3644: 0.04700369529609397
Position 86: 0.03273180737432535
Position 507: 0.029540434149111033
Position 3192: 0.025695198533718253
Position 3706: 0.018540265188978326
Position 998: 0.016586031189617677
Position 2919: 0.015305734675251759
Position 101: 0.01324038720870967
Position 2081: 0.011511749413278887
Position 2181: 0.011336691513379484
Position 191: 0.011286010172775059
Position 157: 0.010127726116435172
Position 1454: 0.008368348107015172
Position 206: 0.007999535322278113
Position 336: 0.007777200115532379
Position 2900: 0.006704606799709028
Position 203: 0.0060700725871694625
Position 3691: 0.005230531144948876
Position 2138: 0.004817975646553878
Position 408: 0.0042171706886944705
Position 808: 0.00396919065778794
Position 1382: 0.0039546765540559355
Position 1167: 0.0038138023847576275
Position 1572: 0.003564702555316196
Position 2820: 0.0031978432323297363
Position 2869: 0.002457648293800529
Position 3617: 0.0023661369652923964
Position 1704: 0.002323090026008192
Position 3557: 0.0022569843676598245
Position 3727: 0.0017982381688025374
Position 3227: 0.0017796761968224357
Position 760: 0.0017683480367925591
Position 584: 0.0016150200363405792
Position 2108: 0.001451547741179875
Position 237: 0.001342088231123815
Position 1370: 0.0012490128713416768
Position 1605: 0.0011541721423055202
Position 109: 0.0010018070309456269
Position 2892: 0.0009489889734829896
Position 266: 0.0009060256077862292
Position 493: 0.0008872504479777327
Position 2037: 0.000881238606938864
Position 105: 0.0008246302418015935
Position 253: 0.0007163537232081729
Position 400: 0.0006984953516078336
Position 1682: 0.0006764928963400443
Position 811: 0.0006514924016699074
Position 2858: 0.0006358662117705117
Position 128: 0.0005351802359861095
Position 485: 0.0005280886454804248
Position 3543: 0.0005147044872078109
Position 1162: 0.0005108291129543643
Position 468: 0.000499730335416024
Position 149: 0.00034676778207200047
Position 2000: 0.000341023815155595
Position 1249: 0.0003334912551730792
Position 1644: 0.00031512045006972975
Position 1782: 0.00031463395112528057
Position 3114: 0.0002795371871697621
Position 442: 0.00023483020001605117
Position 1346: 0.00020814844596230199
Position 2351: 0.00018893308553709565
Position 1195: 0.00018691305672182223
Position 367: 0.0001857724274844276
Position 1233: 0.00016355589264210356
Position 3566: 0.00015191194590717048
Position 2024: 0.0001445863950008924
Position 3646: 0.00013910592318554265
Position 90: 0.00013908638391846884
Position 275: 0.00013324912632107252
Position 3847: 0.00011377373622073944
Position 3869: 0.00010903530467808933
Position 2317: 0.00010825473264799762
Position 1348: 0.00010630732135092014
Position 1617: 0.00010541012919332675
Position 251: 9.721233994623071e-05
Position 216: 9.675699157110889e-05
Position 2815: 8.670563791852506e-05
Position 617: 7.384552675875017e-05
Position 352: 7.032589264324356e-05
Position 2636: 6.938318852493993e-05
Position 3167: 5.4327671184044016e-05
Position 210: 4.718811267719534e-05
Position 3229: 4.480301664401332e-05
Position 2827: 4.286941119341004e-05
Position 1566: 3.762278443722487e-05
Position 3508: 3.6184626052441955e-05
Position 458: 3.528963748088056e-05
Position 2063: 3.5014451477444555e-05
Position 1006: 3.268601478648173e-05
Position 1592: 3.083945582952804e-05
Position 2610: 2.76986364526353e-05
Position 1463: 2.586755648465005e-05
Position 257: 2.5253635013136164e-05
Position 292: 2.492479888311204e-05
Position 3071: 2.1525641218360525e-05
Position 3579: 1.9910002757527246e-05
Position 2374: 1.9134727461157797e-05
Position 3411: 1.7592438355994282e-05
Position 282: 1.6316665922005277e-05
Position 103: 1.5991459732622363e-05
Position 1331: 1.4837222474868355e-05
Position 1199: 1.3085045424259083e-05
Position 3576: 1.3017462156214378e-05
Position 1626: 1.2372222988087037e-05
Position 2618: 1.2144494068716047e-05
Position 208: 1.1153391754621284e-05
Position 1699: 1.1036120903615833e-05
Position 2517: 1.0254285932270552e-05
Position 3058: 9.202853564517477e-06
Position 1505: 9.112261682480305e-06
Position 2275: 8.561879509253077e-06
Position 287: 8.377584303988648e-06
Position 2344: 7.782380843641086e-06
Position 194: 7.395822493790505e-06
