Gene = tral
index = 1917
Annotated 5SS: [ 514 2001 2899 3196 3609 4012]
Annotated 3SS: [1499 2356 2964 3378 3670 4084]
SMsplice 5SS: [ 514 2001 2899 3166 3609 4012]
SMsplice 3SS: [1499 2368 2964 3378 3673 4084]
top_k =  1000
Partition function (log Z): 17.74730284271379

Sorted 5' Splice Sites (High to Low Probability):
Position 3609: 0.9954698152662124
Position 2001: 0.9929770598898271
Position 514: 0.9675550809940571
Position 2899: 0.9374349159108198
Position 4012: 0.8677918053045802
Position 3166: 0.7426978234055355
Position 3196: 0.21015010466679698
Position 4185: 0.08820211460445958
Position 5295: 0.07970429626712253
Position 1312: 0.0591745110572898
Position 3170: 0.042853411823326304
Position 5290: 0.042708036787098995
Position 4601: 0.04176839591983828
Position 5471: 0.03890640664747354
Position 1158: 0.03546368792627248
Position 232: 0.034535497262995256
Position 1102: 0.02020685948233378
Position 2911: 0.01661131623523052
Position 4732: 0.015837707575301504
Position 4180: 0.014246948386086925
Position 14: 0.014190165790754092
Position 1439: 0.009269044700985496
Position 5695: 0.008571686027968508
Position 755: 0.008486696811979834
Position 5496: 0.0044306133312817094
Position 2416: 0.004019697776749907
Position 2639: 0.0039207745731094845
Position 3999: 0.003064531534636232
Position 5611: 0.002637121467397698
Position 5486: 0.0025886740452972187
Position 3178: 0.0025883945904036543
Position 5301: 0.0025863490900378946
Position 5223: 0.002547436875269733
Position 4008: 0.0023911276414237213
Position 3275: 0.00225025539685475
Position 1096: 0.0021142030793776098
Position 4446: 0.0021025956270395536
Position 4452: 0.0016579851688295279
Position 2654: 0.0015845511443056833
Position 5639: 0.0015080248983775737
Position 5810: 0.0012672386261777854
Position 359: 0.0009623623827062324
Position 82: 0.0009015708924015346
Position 1429: 0.0008409775799736324
Position 4612: 0.0008407753981924977
Position 4971: 0.0008231502033825791
Position 2789: 0.0007708170798656424
Position 578: 0.0007119018024424572
Position 705: 0.0006528698940157745
Position 2005: 0.0006115941351533502
Position 5708: 0.0006082239929252154
Position 1142: 0.0005176003850004424
Position 5028: 0.0004903135932503846
Position 1134: 0.0004275956549651964
Position 4016: 0.00040770640393037366
Position 477: 0.0004028477495861946
Position 1027: 0.0003295773036186336
Position 518: 0.00031202605359721816
Position 4623: 0.0002853293675136912
Position 928: 0.00026749740620499277
Position 4313: 0.00025813308639531
Position 5011: 0.0002528619822697562
Position 1195: 0.00023877239344056062
Position 5802: 0.00023472622901082765
Position 1298: 0.00022235263649394256
Position 555: 0.00021989840294201553
Position 5668: 0.0002179315305976116
Position 4822: 0.00020969838569768237
Position 832: 0.00020333115589290702
Position 4505: 0.0001769310386406616
Position 1886: 0.0001753039210607156
Position 4458: 0.00013836323189144603
Position 2232: 0.00013763039391645083
Position 719: 0.00012559538807832026
Position 4235: 0.00011844527405526433
Position 2256: 0.00011710351496430802
Position 511: 0.00011618207480270893
Position 4978: 0.00011208057589199956
Position 2009: 0.00010636865955226585
Position 5500: 9.710732470393518e-05
Position 1088: 9.04552922593901e-05
Position 5548: 8.738654457256396e-05
Position 3319: 8.513029122609233e-05
Position 2269: 7.940412875214234e-05
Position 623: 7.032239765207511e-05
Position 255: 6.79127030551345e-05
Position 2294: 6.02591060395118e-05
Position 675: 6.007512953019604e-05
Position 210: 5.481162538519406e-05
Position 266: 4.940627463112319e-05
Position 868: 4.754291266220489e-05
Position 4285: 3.993291797806773e-05
Position 4063: 3.657030952379079e-05
Position 1350: 3.542009043539082e-05
Position 3965: 3.145904198027995e-05
Position 732: 3.1234853167567904e-05
Position 2047: 3.0074249883793372e-05
Position 3094: 2.970419611951805e-05
Position 2606: 2.8162781233548792e-05
Position 634: 2.754987652937411e-05
Position 208: 2.5420070473331964e-05
Position 2480: 2.4439372326619657e-05
Position 18: 2.346575715401469e-05
Position 679: 2.3207909439882007e-05
Position 84: 2.2427084858273387e-05
Position 1237: 1.8965521168794883e-05
Position 1607: 1.854963032575565e-05
Position 383: 1.8530113294266262e-05
