Gene = A16
index = 1
Annotated 5SS: [1082 1515]
Annotated 3SS: [1385 1582]
SMsplice 5SS: [1082 1515]
SMsplice 3SS: [1385 1582]
top_k =  1000
Partition function (log Z): 4.697750119232271

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9957139674389777
Position 1082: 0.9932967141562504
Position 5: 0.116869263865582
Position 662: 0.023683324371180585
Position 1328: 0.011152352400529628
Position 1227: 0.00989890675265251
Position 789: 0.008769753279152828
Position 1289: 0.002925479247096937
Position 1315: 0.002319987245129976
Position 1651: 0.001478322024958386
Position 199: 0.0013243446160635564
Position 461: 0.0009377686915166226
Position 381: 0.0006058297092975747
Position 1115: 0.0004905628512590616
Position 1120: 0.00047263950259231614
Position 1086: 0.0003542546774925063
Position 1331: 0.00033985089395381987
Position 306: 0.00032323460301294344
Position 564: 0.0003138694744101366
Position 1176: 0.00028684505941850645
Position 553: 0.00022957552978676484
Position 838: 0.00019200218826410456
Position 1501: 0.0001917162791785725
Position 521: 0.00010192739195051972
Position 168: 9.962373018069743e-05
Position 1642: 9.473792633981869e-05
Position 1127: 8.377358696218988e-05
Position 1200: 6.931713399357088e-05
Position 27: 6.656552258171217e-05
Position 145: 5.041048713132669e-05
Position 364: 4.8321673153672175e-05
Position 393: 4.6336751879085696e-05
Position 793: 2.836018803109739e-05
Position 209: 2.5600423666396723e-05
Position 986: 2.3530635250959993e-05
Position 1180: 2.345153767832373e-05
Position 653: 2.1906727199932243e-05
Position 1658: 1.7413588982955592e-05
Position 643: 1.6951299306182904e-05
Position 245: 1.4455532732465546e-05
Position 1519: 1.2530612496650702e-05
Position 647: 1.1121980551613984e-05
Position 1636: 8.377721645572617e-06
Position 201: 7.662009909364096e-06
Position 902: 6.672140394997745e-06
Position 1351: 5.376329208878555e-06
Position 680: 5.161949957652013e-06
Position 768: 4.834790461433525e-06
Position 911: 3.813281056433363e-06
Position 997: 3.789064045732757e-06
Position 203: 2.9463578999562177e-06
Position 22: 1.6828840782497585e-06
Position 974: 1.5454565839870246e-06
Position 1157: 9.928745031465954e-07
Position 1355: 4.3141505495850496e-07
Position 1457: 3.3822754936262553e-07
Position 361: 2.900262843047076e-07
Position 589: 1.8270330774106451e-07
Position 892: 1.2822314903722348e-07
Position 640: 1.189625073995497e-07
Position 1608: 1.1806822568847501e-07
Position 1557: 7.93888814220261e-08
Position 1553: 6.57344720540281e-08
Position 989: 6.142490739870007e-08
Position 1442: 2.1862166844540335e-08
Position 1386: 2.0264222932530195e-09
Position 610: 1.3168644272961527e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1385: 0.9960909077491074
Position 1582: 0.9958017588727899
Position 81: 0.0651238230896384
Position 61: 0.03269432977984749
Position 756: 0.01674654420195177
Position 78: 0.015831610484759794
Position 1157: 0.013981288240243988
Position 1200: 0.012324598288491622
Position 907: 0.010277156234132851
Position 1354: 0.0034991297271968107
Position 629: 0.0028104040387761254
Position 1704: 0.0016036528637216193
Position 478: 0.001027566772529796
Position 919: 0.0008722853041601465
Position 564: 0.0007181315763615783
Position 820: 0.0005733660869609641
Position 199: 0.00048159023109100956
Position 781: 0.00033470639154656984
Position 985: 0.00033280602358121207
Position 823: 0.00023571826522467008
Position 1217: 0.00022942624096451177
Position 937: 0.0001886011951380192
Position 974: 0.00016351454552631942
Position 886: 0.00015640329985777186
Position 1020: 0.00014816030892462532
Position 168: 0.00010545646660938088
Position 527: 6.875003262697217e-05
Position 567: 6.612182890640914e-05
Position 853: 6.037973245268424e-05
Position 1606: 6.002501455191531e-05
Position 1602: 4.8332307459855526e-05
Position 1331: 3.8013343924722655e-05
Position 270: 2.7062971862004714e-05
Position 1294: 2.542041308561034e-05
Position 407: 2.5278053320474833e-05
Position 97: 2.2086210094984865e-05
