Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  1000
Partition function (log Z): 4.739854268697428

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9857859047983106
Position 1885: 0.9746962411255997
Position 604: 0.9417004433514463
Position 2230: 0.8078217289806886
Position 226: 0.2826528781595123
Position 2234: 0.04133289854725652
Position 1680: 0.02675742398904458
Position 812: 0.02003039796305881
Position 1425: 0.019235890243850876
Position 1864: 0.012580052479064302
Position 2750: 0.012446112787421254
Position 1500: 0.008607139716984853
Position 84: 0.00722815732126738
Position 132: 0.0061518212046558305
Position 2758: 0.003961001723592885
Position 969: 0.003450894967838841
Position 762: 0.003445461865435801
Position 608: 0.0031388592934814036
Position 1601: 0.0019248688320191198
Position 2502: 0.0016591709057757029
Position 104: 0.0016471241199195559
Position 1675: 0.001404304676731861
Position 1377: 0.0013843160284062609
Position 826: 0.0010326405786348733
Position 237: 0.000999268800995364
Position 2614: 0.0005634172105905595
Position 928: 0.0005403960579606241
Position 1520: 0.0004652854864588803
Position 1761: 0.00045608629526842426
Position 448: 0.0004452030349660298
Position 869: 0.0004428785355423248
Position 1173: 0.0003209432462698328
Position 1188: 0.0003150127813594205
Position 2748: 0.0002803149629738691
Position 2170: 0.0002718857515260665
Position 1717: 0.0002673837448002539
Position 791: 0.00021530306544753248
Position 2623: 0.00021199228132969886
Position 476: 0.00020130349860619044
Position 2176: 0.00018774387900144496
Position 1568: 0.00018473161085967452
Position 243: 0.00018334407066490863
Position 2632: 0.00018320656421761498
Position 122: 0.00017786755324758756
Position 1506: 0.00015219107170207953
Position 1511: 0.00012868164711911219
Position 156: 0.00011086441309741993
Position 750: 9.969528571319442e-05
Position 770: 9.451736159419213e-05
Position 1909: 7.122053246114728e-05
Position 2076: 6.276310983361191e-05
Position 1832: 5.954880414819436e-05
Position 2293: 5.380693092482584e-05
Position 148: 4.516787140914289e-05
Position 1930: 3.7010617226093586e-05
Position 1999: 3.6152998339476384e-05
Position 2431: 3.5060253028060126e-05
Position 1257: 3.1602260510442604e-05
Position 2380: 2.3327890703090774e-05
Position 464: 2.250269235622574e-05
Position 2479: 2.0890714264501777e-05
Position 1137: 1.6527365571528472e-05
Position 197: 1.4892751038969809e-05
Position 2210: 1.4265676048934988e-05
Position 1544: 1.4071499474562121e-05
Position 2029: 1.4061161495571346e-05
Position 2455: 1.3485705774834819e-05
Position 1468: 1.3290789844797105e-05
Position 1818: 1.2630536429384952e-05
Position 657: 1.0820487522931194e-05
Position 1889: 1.0425475831046988e-05
Position 688: 1.0242840573933607e-05
Position 2511: 1.0203589815638584e-05
Position 642: 7.185417419101228e-06
Position 1916: 6.811891317192727e-06
Position 651: 6.495588660297779e-06
Position 39: 5.991352304628662e-06
Position 1836: 5.469333677179215e-06
Position 66: 4.80195021525284e-06
Position 1684: 4.524600237514978e-06
Position 2485: 4.394085371386733e-06
Position 2413: 3.795468074778271e-06
Position 2548: 3.7059442104054086e-06
Position 683: 3.465133749142683e-06
Position 2284: 3.121623922133495e-06
Position 728: 2.471014410624298e-06
Position 2269: 2.1100252506752475e-06
Position 1495: 1.8515601009091182e-06
Position 1714: 1.7005756206668268e-06
Position 1659: 8.851588587722894e-07
Position 349: 7.987743636249496e-07
Position 2500: 7.703513290282916e-07
