Gene = capt
index = 1642
Annotated 5SS: [ 184 4877 5492 6086]
Annotated 3SS: [4530 4943 5561 6146]
SMsplice 5SS: [ 184 4877 5492 6086]
SMsplice 3SS: [4530 4943 5561 6146]
top_k =  1000
Partition function (log Z): 6.983188185623651

Sorted 5' Splice Sites (High to Low Probability):
Position 6086: 0.9988090612418153
Position 184: 0.9972721633554258
Position 5492: 0.9943419263565993
Position 4877: 0.9806814602349672
Position 3981: 0.4919501347489592
Position 4379: 0.20527369406493196
Position 4374: 0.04243466988311182
Position 3475: 0.02607410135126289
Position 1644: 0.022121194468826093
Position 3711: 0.012431051253146959
Position 1918: 0.012387027369034737
Position 848: 0.011921325170601784
Position 3162: 0.011677700318814797
Position 4171: 0.008299305480620757
Position 892: 0.006485587902629319
Position 3006: 0.006453667210013447
Position 3098: 0.0063872310318293084
Position 5794: 0.004156966009204822
Position 4881: 0.0040582569402961895
Position 6256: 0.0037171927067566717
Position 1456: 0.0030965533140857333
Position 1396: 0.002882234311413603
Position 1892: 0.002453866900474268
Position 3762: 0.002187915066030452
Position 4000: 0.0020406641059365098
Position 5514: 0.0012755536186229064
Position 5808: 0.0010264431290773356
Position 4905: 0.000913722876713138
Position 6278: 0.0008917027951108433
Position 4329: 0.0008428755788586014
Position 5806: 0.0007166820376555055
Position 2517: 0.0007093643312946101
Position 307: 0.0006555749143398875
Position 3684: 0.0004952104560543276
Position 4120: 0.0004553562471959978
Position 601: 0.00042410145709401614
Position 5133: 0.0003939943487738848
Position 4431: 0.00038548515265215163
Position 6297: 0.00038162462522179665
Position 3048: 0.00036115707059489774
Position 5474: 0.0003230474571150068
Position 6467: 0.0003225206937325008
Position 5530: 0.0003171493403133155
Position 3119: 0.0002749446809649712
Position 5789: 0.00027242769063793405
Position 2071: 0.00023816546248636434
Position 5761: 0.00022006670185569316
Position 3974: 0.00021430790242635308
Position 675: 0.00017427453816032116
Position 453: 0.0001619445832239517
Position 687: 0.0001382756512971326
Position 5131: 0.00012018323224037485
Position 3737: 0.00010860585662923794
Position 5765: 9.830698579725695e-05
Position 5840: 9.251215275609046e-05
Position 6260: 8.915460426053932e-05
Position 5351: 7.751875006733691e-05
Position 5792: 7.746150559710964e-05
Position 2954: 7.652753504840758e-05
Position 6209: 7.45066539615203e-05
Position 6452: 6.761691874509161e-05
Position 5942: 5.034067313116332e-05
Position 6398: 4.360688588200894e-05
Position 6090: 3.14951069592677e-05
Position 6275: 2.9073355819151715e-05
Position 932: 2.159629192744344e-05
Position 543: 2.056387652730728e-05
Position 3114: 1.9049828903848917e-05
Position 6323: 1.882738395435319e-05
Position 6235: 1.7851309288066172e-05
Position 4913: 1.680398441676183e-05
Position 1263: 1.5390433526934068e-05
Position 5725: 1.2461289046280095e-05
Position 4792: 1.2412727536564988e-05
Position 960: 1.1504586686421126e-05
Position 300: 1.0600469231474604e-05
Position 5573: 1.0587721077433358e-05
Position 5737: 9.933428657970188e-06
Position 5260: 8.876317623309603e-06
Position 1719: 8.509058273716039e-06
Position 5963: 7.72580804388534e-06
Position 5378: 7.628323298646967e-06
Position 1419: 7.453171619658925e-06
Position 188: 7.158825360843882e-06
Position 1069: 7.114655003201841e-06
Position 125: 6.836239214933872e-06
Position 5244: 5.111928553562662e-06
Position 1666: 4.923535073520033e-06
Position 1274: 4.599781464424633e-06
Position 5317: 4.24953653101984e-06
Position 354: 4.227092916384005e-06
Position 49: 3.998886549174538e-06
Position 472: 3.8623929382297e-06
Position 80: 3.0621277585333953e-06
Position 679: 2.430962008813033e-06
Position 4956: 2.3315520464811826e-06
Position 293: 1.881392194402647e-06
Position 1578: 1.86630959491806e-06
Position 5519: 1.7347269858881298e-06
Position 5375: 1.6782860507574256e-06
Position 6310: 1.5209657072891884e-06
Position 437: 1.4183630241481748e-06
Position 334: 1.3908239778164412e-06
Position 5153: 1.3475295303793672e-06
Position 6029: 1.3442117014041194e-06
Position 6469: 1.3423690880740541e-06
Position 5911: 1.2912373125067983e-06
Position 6040: 1.2523177000477963e-06
Position 21: 1.0529591457369943e-06
Position 1257: 1.0144057222736664e-06
Position 338: 8.829888224431612e-07
Position 818: 8.790959245187389e-07
Position 435: 8.41468673585676e-07
Position 1198: 7.834553764941281e-07
Position 580: 7.620247065842849e-07
Position 6317: 7.574569974741294e-07
Position 5995: 6.75589438646668e-07
Position 5239: 6.603522301836701e-07
Position 474: 6.411416629146989e-07
Position 1162: 5.196954041863348e-07
Position 6020: 4.967872522359217e-07
Position 967: 4.793852184030209e-07
Position 1268: 4.5888060196493363e-07
Position 420: 4.1238041979438194e-07
Position 418: 3.2902924999455994e-07
Position 1470: 3.255078435554605e-07
Position 336: 3.1958147538491455e-07
Position 6207: 3.102718992865429e-07
Position 5954: 2.4916584332652846e-07
Position 661: 2.408352706866931e-07
Position 1053: 2.336371679023632e-07
Position 541: 2.0774938625398573e-07
Position 6354: 1.939321351227359e-07
Position 1330: 1.9122606906683644e-07
Position 201: 1.2674947301238904e-07
Position 446: 8.409449611318484e-08
Position 1704: 7.129774139577998e-08
Position 6471: 6.143304282314634e-08
Position 213: 6.090224293091393e-08
Position 748: 4.083461722340245e-08
Position 311: 3.8500365532366535e-08
Position 360: 3.7160121332983904e-08
Position 364: 3.625833125047051e-08
Position 637: 3.094508622204996e-08
Position 6391: 2.8233816272569386e-08
Position 615: 2.2701817046555182e-08
Position 358: 1.8442274036014083e-08
Position 104: 1.5631639891648156e-08
Position 314: 1.562293172839136e-08
Position 631: 1.2312352891395879e-08
Position 340: 1.2253736439261217e-08
Position 342: 1.1004902036035316e-08
Position 728: 8.759280157986988e-09
Position 275: 8.611152650324106e-09
Position 277: 8.447491501638854e-09
Position 106: 6.763102061116895e-09
Position 5540: 4.800974300903143e-09
Position 5322: 4.475413935102425e-09
Position 691: 4.270364587129772e-09
Position 5298: 2.09779028830218e-09
Position 5411: 1.0880238724438346e-09
Position 5894: 8.920174284595218e-10
Position 5930: 8.371499360067134e-10
Position 58: 5.14215308454339e-10
Position 714: 4.3576626006710583e-10
Position 5897: 3.835747449661133e-10
Position 5800: 3.7955060302734154e-10
Position 5798: 3.282272176905302e-10
Position 722: 2.9088727983853114e-10
Position 5647: 2.613773753955805e-10
Position 129: 2.159154349558838e-10
Position 740: 1.5356650168635563e-10
Position 5884: 1.2254137326535934e-10
Position 6102: 1.0072485765431568e-10
Position 5915: 9.042621434929201e-11
Position 260: 8.913526040084252e-11
Position 5666: 8.021649373517611e-11
Position 5872: 7.809302936276635e-11
Position 5828: 6.220191909241693e-11
Position 5906: 4.2007031881817705e-11
Position 6170: 2.6508656496743523e-11
Position 694: 1.8266888227143278e-11
Position 5702: 1.613626718228041e-11
Position 5852: 1.5686804264912872e-11
Position 5230: 1.8564935076413195e-12
Position 5094: 1.6360426434109618e-12
Position 319: 1.5702347690267674e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6146: 0.9987950463302958
Position 5561: 0.9957526362212604
Position 4943: 0.9825662677384654
Position 4530: 0.8703390305954734
Position 3855: 0.5160545836409048
Position 3208: 0.06386396247380334
Position 4036: 0.060234581642990295
Position 3821: 0.05167023867197272
Position 4033: 0.03273560712669658
Position 4257: 0.025597466936634672
Position 4453: 0.022454772655085588
Position 3802: 0.02187040074844584
Position 1510: 0.02119938912385534
Position 4094: 0.0206681315647977
Position 4373: 0.018882271487870004
Position 3182: 0.015702609116668584
Position 4284: 0.009027343521337525
Position 3089: 0.008733461391354074
Position 1023: 0.008555808564746765
Position 4956: 0.007870155586211354
Position 3039: 0.007026829944545881
Position 565: 0.006367100998780232
Position 4097: 0.00611033520077265
Position 3782: 0.005843852272707216
Position 967: 0.005633325520914784
Position 4351: 0.005189910961115802
Position 4170: 0.005009041142700072
Position 1339: 0.004626275131967492
Position 562: 0.004493439203772214
Position 2829: 0.004174704837594776
Position 3222: 0.004084861300519141
Position 3762: 0.003700797183470367
Position 537: 0.0031842969527221122
Position 1492: 0.0031833097351081498
Position 5869: 0.0026664985612937764
Position 4716: 0.002564156985434266
Position 1747: 0.002340348530493729
Position 5872: 0.0022348877901107326
Position 4753: 0.002218051863878212
Position 6341: 0.00205104484213819
Position 4719: 0.0019651712812955944
Position 6333: 0.001943864805574518
Position 1296: 0.0018582164395130256
Position 653: 0.0016005640790683244
Position 4750: 0.001585606507988442
Position 2810: 0.0015785336707748194
Position 4680: 0.0015642935928587628
Position 4977: 0.0015600638241215136
Position 4632: 0.0013715599445145478
Position 694: 0.0013416701119247905
Position 1708: 0.0011284404316688965
Position 3005: 0.001083445109223132
Position 847: 0.0009243886111996836
Position 2989: 0.0008522239735624336
Position 794: 0.0008519690370072401
Position 3341: 0.0008199211402452184
Position 5283: 0.0007725465241923474
Position 2886: 0.0007627926317234334
Position 5839: 0.000727236471071094
Position 2253: 0.0006579380226200706
Position 6310: 0.0006493665050733171
Position 6533: 0.0005720640259427618
Position 3085: 0.0005661643668932677
Position 1554: 0.0005470639240424562
Position 3767: 0.00049606054345302
Position 5590: 0.0004560868783752018
Position 3250: 0.0004558845971032796
Position 1221: 0.0004313111280960641
Position 5833: 0.0004087095917937813
Position 350: 0.0003914396801998782
Position 1456: 0.00036961638131781583
Position 4299: 0.0003499131282055669
Position 3539: 0.0003358042017648556
Position 516: 0.00032096136702775864
Position 1778: 0.0003036350073492097
Position 2966: 0.0002976330359539938
Position 6317: 0.00029192699427475045
Position 6170: 0.0002910695100851376
Position 2071: 0.000285010110557449
Position 2323: 0.00027364595697923624
Position 3274: 0.00026779881385388226
Position 1155: 0.0002642847658729943
