Gene = pelo
index = 1835
Annotated 5SS: [ 284 1065 1313 5937]
Annotated 3SS: [ 342 1119 5829 7334]
SMsplice 5SS: [ 284 1065 1313 5937]
SMsplice 3SS: [ 342 1119 5829 7334]
top_k =  1000
Partition function (log Z): 8.859576312124164

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9987883966990821
Position 1313: 0.9969810932801122
Position 1065: 0.99153288676025
Position 5937: 0.9402023341304763
Position 7271: 0.2452775497406404
Position 7125: 0.22251482455648872
Position 8005: 0.10988126070003237
Position 7011: 0.07229654155438874
Position 1550: 0.07184083853816757
Position 639: 0.0685449247862555
Position 7081: 0.0645598830021343
Position 5763: 0.06424243001371652
Position 4283: 0.06294736439268199
Position 910: 0.05725705253754123
Position 6009: 0.039470247337453
Position 5298: 0.03499112701247542
Position 482: 0.030044826039389072
Position 5729: 0.026589850430911773
Position 2722: 0.02358715753353487
Position 7209: 0.023236734306928762
Position 4210: 0.016305374901089867
Position 5710: 0.01560621182918227
Position 7250: 0.012945465901575588
Position 2993: 0.01226075763468024
Position 7224: 0.01115794175867098
Position 4785: 0.00993787159412774
Position 6070: 0.009087346923537725
Position 912: 0.008899383603287767
Position 6498: 0.008771403985533843
Position 6769: 0.007146278254242838
Position 5988: 0.006655424253226711
Position 440: 0.005765110159899042
Position 2813: 0.004636534722438293
Position 6406: 0.0042979158974099175
Position 5718: 0.004296938444614812
Position 6792: 0.0038665903218160994
Position 6557: 0.003110469593825558
Position 3409: 0.0030888610612279624
Position 6545: 0.0030294976893555175
Position 4696: 0.002913338721014191
Position 577: 0.002618419608406013
Position 7230: 0.0025745251957075797
Position 6980: 0.0024428410864611168
Position 3170: 0.0024127909089368027
Position 3826: 0.0023819310868389483
Position 7153: 0.002312128135332305
Position 3422: 0.0016890430983127849
Position 3285: 0.0012255673376418406
Position 2999: 0.0011577840748689288
Position 3963: 0.0010620853824321785
Position 1216: 0.0009521538546135808
Position 628: 0.0007138177686933584
Position 2964: 0.0006656175248158655
Position 1970: 0.0005474337665119303
Position 6862: 0.000524340002356685
Position 6734: 0.0005225445949473137
Position 7233: 0.0005181764501888903
Position 6789: 0.0005114902826045047
Position 2846: 0.0004994184637866286
Position 5941: 0.0004507743071376978
Position 3427: 0.00044039856823385433
Position 866: 0.00042057804301827206
Position 8009: 0.00041011625735941403
Position 7039: 0.00039740540895879135
Position 3121: 0.0003904776793546009
Position 6944: 0.00035948038386578396
Position 7548: 0.0003501593245966466
Position 183: 0.00033536983580200776
Position 2100: 0.0003281463685019961
Position 1456: 0.00031377082976270744
Position 288: 0.0002670873912015433
Position 2416: 0.00022605928169861745
Position 2195: 0.00020996658773407087
Position 7826: 0.00018251147991189126
Position 1524: 0.0001808993612061494
Position 7808: 0.00017758851484309639
Position 765: 0.00017610500432187743
Position 7943: 0.00016934465804045124
Position 6835: 0.0001524650108601666
Position 1803: 0.00014875095738434447
Position 7712: 0.00013341179751636488
Position 1338: 0.00013196441127575045
Position 6807: 0.00012847462812458753
Position 1477: 0.0001275842854142045
Position 2505: 0.00012498610966274243
Position 1018: 0.00011674558111226173
Position 6163: 0.0001006384864951762
Position 4380: 9.637655577392017e-05
Position 1592: 9.264433905773022e-05
Position 1028: 9.235858887384247e-05
Position 2840: 9.168972859588383e-05
Position 776: 8.735707893625117e-05
Position 3466: 8.255515271817618e-05
Position 902: 7.974767492638134e-05
Position 151: 7.866974900676696e-05
Position 2217: 7.712339000670912e-05
Position 1632: 7.593639613741852e-05
Position 506: 7.535491402768932e-05
Position 905: 7.121388304912647e-05
Position 3273: 6.990910852124048e-05
Position 7015: 6.619592916325599e-05
Position 4134: 6.426570731717397e-05
Position 6021: 6.272805457580435e-05
Position 6031: 6.231239922993462e-05
Position 7962: 5.57826259974231e-05
Position 416: 5.5242686520106053e-05
Position 3151: 5.087584447704582e-05
Position 6710: 4.596681975932138e-05
Position 6741: 4.545751061138383e-05
Position 64: 4.477237422057824e-05
Position 794: 4.10204500464411e-05
Position 853: 3.78054997042079e-05
Position 6442: 3.081173872316784e-05
Position 890: 3.0217419990605366e-05
Position 914: 2.8472708486739688e-05
Position 7717: 2.718327625210638e-05
Position 3198: 2.7041104186600273e-05
Position 3806: 2.606947668639646e-05
Position 145: 2.51124537082239e-05
Position 6181: 2.444861851782546e-05
Position 7992: 2.2929098779289466e-05
Position 117: 2.0007514845596e-05
Position 700: 1.849672930261351e-05
Position 2704: 1.6877457473329138e-05
Position 6315: 1.4301922830401623e-05
Position 2231: 1.4197335522262653e-05
Position 6639: 1.3424944261001837e-05
Position 2378: 1.3148639008178779e-05
Position 7436: 1.2307673831629958e-05
Position 2988: 1.0774137956147073e-05
Position 1694: 9.895587161704709e-06
Position 7860: 9.755613788273993e-06
Position 3210: 8.723817752571627e-06
Position 1795: 8.023066393803296e-06
Position 916: 6.74212278698111e-06
Position 2944: 6.740262727865392e-06
Position 537: 6.589914255651529e-06
Position 2172: 6.348278898670757e-06
Position 925: 5.5039574475776964e-06
Position 1652: 5.263788234741418e-06
Position 7580: 4.408097936378696e-06
