Gene = Naprt
index = 1310
Annotated 5SS: [ 925 1597 2338 2533 3055 3254 4533 4762 7513 7989]
Annotated 3SS: [1291 2166 2405 2970 3125 4391 4589 7246 7578 8051]
SMsplice 5SS: [1597 2338 2533 3055 3254 4533 4762 5439 7513 7989]
SMsplice 3SS: [2166 2405 2970 3125 4391 4589 5102 7246 7578 8051]
top_k =  1000
Partition function (log Z): 37.60400472665159

Sorted 5' Splice Sites (High to Low Probability):
Position 2338: 0.9999652852852375
Position 7513: 0.9996757846782561
Position 4533: 0.9993658428105653
Position 7989: 0.9986699378753116
Position 3055: 0.9161535702049693
Position 4762: 0.8913770155417293
Position 5439: 0.8900389519691627
Position 1597: 0.8350406831156841
Position 3254: 0.7369555249277772
Position 2533: 0.6827425653379603
Position 4104: 0.44155020360395575
Position 2898: 0.36838369943559346
Position 5956: 0.23202703200633873
Position 1883: 0.19609455318712476
Position 199: 0.18291070359152514
Position 6297: 0.12464424323318826
Position 44: 0.10249165849161158
Position 976: 0.0661016967260017
Position 107: 0.06582216831868147
Position 2097: 0.040384033851000256
Position 1126: 0.039456803491398684
Position 3338: 0.03762530720189972
Position 3041: 0.03231195583547014
Position 1601: 0.02773522699736626
Position 2657: 0.02675019267658817
Position 1644: 0.026576101348322164
Position 765: 0.025323573814887517
Position 925: 0.019460111359928103
Position 2497: 0.019057088183934364
Position 7752: 0.017625520365916383
Position 1877: 0.016239019066346037
Position 120: 0.01619358730259541
Position 4747: 0.015905249367377215
Position 8349: 0.015333168420854271
Position 841: 0.013995549643407377
Position 820: 0.013220386504394558
Position 8375: 0.011075883277157287
Position 1605: 0.010830018203605941
Position 852: 0.009781055430477248
Position 7785: 0.00892328565162837
Position 4213: 0.008895058139618092
Position 2922: 0.007512328607848998
Position 440: 0.007383656181373586
Position 6448: 0.007044539459240309
Position 8515: 0.006950991162100667
Position 4321: 0.006568897299339367
Position 368: 0.006479323288085341
Position 7674: 0.005760079804932765
Position 4674: 0.005246220638443655
Position 5639: 0.005150801204612899
Position 8367: 0.004951601132835216
Position 436: 0.004902446481302784
Position 4344: 0.004863087916042034
Position 2610: 0.004784850390106241
Position 2734: 0.004458632975488992
Position 5230: 0.004337782067488073
Position 3941: 0.00398737422164331
Position 4291: 0.003950522120633605
Position 4078: 0.003802961044396911
Position 356: 0.003731669536204386
Position 1329: 0.0037135182524558326
Position 354: 0.0034356220033303396
Position 358: 0.003309748354432918
Position 360: 0.003209568175583401
Position 2117: 0.002998351354532847
Position 362: 0.0029887556543603923
Position 6030: 0.0029450299406727615
Position 2601: 0.002838504816879914
Position 5470: 0.0028136346056449545
Position 1959: 0.002692251886617395
Position 364: 0.0026661923266194476
Position 1655: 0.002481215085805731
Position 2674: 0.0023795263101546297
Position 76: 0.002329257304249915
Position 3224: 0.00224602418476913
Position 930: 0.002162239756668675
Position 1668: 0.0019056875197311924
Position 2635: 0.0017017901435464953
Position 193: 0.0015443697673836333
Position 374: 0.0014577528250346971
Position 2668: 0.001444825729655441
Position 117: 0.001398975594361411
Position 2561: 0.0013923279062101972
Position 3167: 0.001303285711848827
Position 5961: 0.00129932391262197
Position 4795: 0.001272889359484106
Position 4754: 0.0011598025124881606
Position 29: 0.0011266244660794044
Position 4820: 0.0010814235751052028
Position 153: 0.0010299827071702183
Position 2599: 0.0010266230904504262
Position 2779: 0.0009895608581133497
Position 1093: 0.0009855341965616074
Position 773: 0.0009499941333220218
Position 4095: 0.0008466847075376094
Position 2537: 0.000829243662403913
Position 321: 0.000814489748042224
Position 4849: 0.0007838127010342044
Position 3160: 0.000776376449109805
Position 5213: 0.000729142417038029
Position 7081: 0.0007104318711221002
Position 372: 0.0006881533229198926
Position 2746: 0.000666494577530672
Position 2519: 0.0006048216566407439
Position 4090: 0.0006011254275403255
Position 4964: 0.0005862501748945994
Position 4311: 0.0005560416439028435
Position 5288: 0.0005396333914067171
Position 1157: 0.0004754654257731659
Position 7995: 0.0004730822552853708
Position 1641: 0.0004405860736709854
Position 4537: 0.0004203923250820196
Position 5904: 0.00040735010289240814
Position 4232: 0.0003953123233153544
Position 8193: 0.00037233600732286304
Position 1309: 0.00035378355965550806
Position 757: 0.0003400776863391594
Position 242: 0.00033396468485770783
Position 1702: 0.0003119876947799845
Position 1865: 0.00029882240086988884
Position 7773: 0.00028162608877927965
Position 258: 0.00027979999806517896
Position 779: 0.0002401563605133091
Position 231: 0.0002224386654979761
Position 4808: 0.00022072627486115546
Position 1730: 0.00021941301063552697
Position 3589: 0.00021766335891001056
Position 8523: 0.0002162723531424104
Position 1185: 0.00021611836845503822
Position 7911: 0.00021569716806743865
Position 8377: 0.00020629546419229653
Position 7827: 0.00018150159854648495
Position 1705: 0.00017164114643712232
