Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  1000
Partition function (log Z): -1.4984920068354548

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9769497780354656
Position 136: 0.8018106073783973
Position 331: 0.6505933472817762
Position 2016: 0.07716432179771752
Position 690: 0.02888346198275148
Position 442: 0.01476732810112877
Position 1778: 0.013961796992258545
Position 1950: 0.011404112126197505
Position 815: 0.004924893725155576
Position 679: 0.004891886506162054
Position 430: 0.004287499011109266
Position 309: 0.004225435032579014
Position 1797: 0.0039495907681734695
Position 1073: 0.003359228652975026
Position 1596: 0.002993211935135294
Position 1614: 0.00258679811827181
Position 116: 0.0021921464076697394
Position 1916: 0.002041533017330065
Position 464: 0.0018101206427436009
Position 890: 0.0017550258962513907
Position 297: 0.0014998614068335381
Position 2495: 0.0014673299036433338
Position 1448: 0.001176949719504846
Position 1055: 0.001154281367080885
Position 1782: 0.0011374825954424484
Position 745: 0.0010211800023524036
Position 894: 0.0009020504256791483
Position 1681: 0.0007974302034006425
Position 140: 0.0007399017047374707
Position 455: 0.0005785683896202238
Position 623: 0.0005481033758799341
Position 1430: 0.00048176353373790355
Position 656: 0.0003792967575471446
Position 2477: 0.00033699380788965703
Position 375: 0.00022521186590431487
Position 313: 0.00011877535136255278
Position 873: 5.6682563690965064e-05
Position 388: 4.774231779838081e-05
Position 2280: 4.7494993333933455e-05
Position 87: 4.322456832742393e-05
Position 1470: 3.692860427393584e-05
Position 1132: 3.578878909755724e-05
Position 179: 2.6471777913214237e-05
Position 362: 2.632259166622846e-05
Position 729: 2.5874223622161773e-05
Position 60: 2.496555100810419e-05
Position 1866: 2.4636615627938987e-05
Position 421: 2.4574963669173206e-05
Position 85: 2.2558503774198816e-05
Position 1364: 1.4751320724347393e-05
Position 1968: 1.3056934541035505e-05
Position 391: 1.1998773927037688e-05
Position 1130: 1.0583849646030109e-05
Position 55: 8.010922304827463e-06
Position 632: 6.71834646226244e-06
Position 197: 6.694051882765663e-06
Position 2086: 6.084815805771955e-06
Position 364: 5.993605342048945e-06
Position 759: 5.109621826037202e-06
Position 2091: 5.006932128612818e-06
Position 2445: 3.707687138211231e-06
Position 1526: 3.5546903688165828e-06
Position 259: 3.5275469567110267e-06
Position 1685: 2.9947417499774295e-06
Position 1945: 2.830078048438184e-06
Position 1329: 2.4203447596606787e-06
Position 1579: 2.3613622147219477e-06
Position 41: 2.361327411234145e-06
Position 1123: 2.1448024607516645e-06
Position 2218: 1.6063746532785038e-06
Position 787: 1.5516100332268852e-06
Position 1775: 1.5402584779857991e-06
Position 2367: 1.5146845572019859e-06
Position 2378: 1.266204562514913e-06
Position 1603: 1.11210750364193e-06
Position 2447: 1.0916111370350527e-06
Position 1439: 1.0520634118169535e-06
Position 34: 9.488377280908772e-07
Position 924: 8.781347433300395e-07
Position 810: 7.604392025089671e-07
Position 1546: 6.266962386341733e-07
Position 2325: 3.719356257934683e-07
Position 373: 1.0444080940288787e-07
Position 218: 9.903511314920458e-08
Position 486: 4.99223661306392e-08
Position 2426: 4.793257860538353e-08
Position 2381: 4.7892021637323445e-08
Position 199: 2.3954277195790894e-08
Position 208: 6.449789709549195e-09
Position 645: 1.5802203359478157e-09
Position 570: 4.4626316246193655e-10
Position 505: 7.96810469096822e-11
Position 1465: 1.1357026727943605e-11
Position 1185: 1.001836313355071e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9912865697490443
Position 519: 0.9108471620033793
Position 179: 0.4304489663070211
Position 2071: 0.07634467191064472
Position 1854: 0.052532292491227664
Position 230: 0.046007375824560846
Position 2054: 0.030180135088318655
Position 2016: 0.015627498909962175
Position 391: 0.015480054784257017
Position 218: 0.008604096688904418
Position 1876: 0.007251248658435256
Position 1199: 0.005653492912881479
Position 1481: 0.005400609023879835
Position 1945: 0.0051601384555279165
Position 787: 0.004151947845314895
Position 532: 0.002472472185975137
Position 774: 0.0019587107225463927
Position 1218: 0.0019553471645837343
Position 2551: 0.0018647984654976714
Position 1329: 0.001409869099206114
Position 1859: 0.0013998296296764334
Position 2152: 0.0012063818794366382
Position 1942: 0.0011540276475124002
Position 570: 0.0010503132939337254
Position 1735: 0.0007346755113270467
Position 556: 0.0007052781966806523
Position 271: 0.0005353620166465431
Position 1775: 0.000526388571552784
Position 1185: 0.0004592765124674587
Position 486: 0.00044034768361521284
Position 2129: 0.0004163015162715143
Position 505: 0.0003567466856125771
Position 1666: 0.0003415123938445984
Position 2086: 0.0003240636919673711
Position 934: 0.00029461943699901876
Position 1613: 0.0002888573603366001
Position 2176: 0.00027574896817339056
Position 1891: 0.00023544308851699853
Position 1781: 0.00022005605241837023
Position 798: 0.00021085716497888348
Position 1765: 0.0002100009579803339
Position 2279: 0.00020823935279611118
Position 362: 0.00017124433750990563
Position 1507: 0.00016285081081802744
Position 1335: 0.0001607085984828456
Position 1106: 0.0001580975321312603
Position 1146: 0.0001451409995660906
Position 884: 0.00012783255832408584
Position 645: 0.0001243287835264857
Position 1699: 0.0001242215402314356
Position 1637: 8.705734457223566e-05
Position 1171: 6.461270494155706e-05
Position 853: 5.3816139996853134e-05
Position 313: 1.7983332128629738e-05
Position 410: 1.3938755551277582e-05
Position 1800: 1.374978726075972e-05
Position 373: 1.0611759528313521e-05
Position 434: 5.469667468957387e-06
Position 2439: 5.229879245793801e-06
Position 135: 3.937689921283036e-06
Position 132: 3.4600878245535877e-06
Position 464: 2.3108442750549358e-06
Position 99: 1.1745430970216805e-06
Position 289: 9.70546081936557e-07
Position 2413: 8.68561408985544e-07
Position 301: 8.660218527234283e-07
Position 455: 5.316819506814459e-07
Position 651: 5.133341858705585e-07
Position 469: 5.034698324632061e-07
Position 943: 2.997524997065514e-07
Position 105: 2.3437650731208894e-07
Position 2367: 2.2284420012465397e-07
Position 577: 1.6177501597127053e-07
Position 1043: 1.5249173223883803e-07
Position 442: 1.1042010986469774e-07
Position 958: 7.063111581005959e-08
Position 729: 5.3419725935887265e-08
Position 328: 3.0638213875316547e-08
Position 689: 1.1105208491115833e-08
Position 139: 1.0564140475818627e-08
Position 109: 4.078264290054809e-09
Position 607: 1.8753875297467306e-09
Position 723: 1.5660840066571939e-09
Position 153: 8.970975383574425e-10
Position 436: 7.008060296673364e-10
