Gene = Cp18
index = 1089
Annotated 5SS: [59]
Annotated 3SS: [232]
SMsplice 5SS: [59]
SMsplice 3SS: [232]
top_k =  1000
Partition function (log Z): -2.1840054852671678

Sorted 5' Splice Sites (High to Low Probability):
Position 59: 0.9185455144493827
Position 109: 0.08101230811529504
Position 332: 0.0017043770516577924
Position 464: 0.000360274838490929
Position 575: 0.00020196087199726156
Position 52: 0.00016931288037001012
Position 81: 0.00013306031573506806
Position 411: 0.0001234776054565026
Position 375: 0.000115875589157108
Position 70: 0.00010900941012603192
Position 378: 0.00010294053012032095
Position 311: 7.07268014316278e-05
Position 456: 6.936981798921534e-05
Position 315: 5.4614753130059445e-05
Position 425: 3.7663833195088154e-05
Position 421: 3.496703502348571e-05
Position 300: 3.283348748914595e-05
Position 303: 2.6508291353801295e-05
Position 104: 2.415280256075282e-05
Position 755: 2.231117558816817e-05
Position 498: 1.0622342800081154e-05
Position 291: 7.08874396044846e-06
Position 659: 6.061010842023132e-06
Position 4: 4.402954161611854e-06
Position 350: 3.1065016569345174e-06
Position 747: 3.055127955917997e-06
Position 483: 2.613777392356143e-06
Position 509: 2.0571267493613135e-06
Position 475: 1.1871820034683775e-06
Position 362: 9.402486699361127e-07
Position 288: 7.218064359865514e-07
Position 737: 6.298383267272442e-07
Position 439: 5.971784113048679e-07
Position 437: 3.112093644023847e-07
Position 282: 2.0688236381603994e-07
Position 640: 1.598772088062397e-07
Position 431: 1.0403383671735737e-07
Position 629: 2.001575482667374e-08
Position 260: 3.0255229878814035e-09
Position 695: 1.4041355024080657e-09
Position 608: 3.3614455808976295e-10
Position 191: 5.454488931267367e-13
Position 232: 3.477845411318134e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.9986179262773479
Position 624: 0.0014692517695523437
Position 453: 0.001225895182068212
Position 191: 0.0011095686444614642
Position 520: 0.00019449440098017926
Position 509: 8.909143258635293e-05
Position 331: 8.190760310958707e-05
Position 475: 5.838088366840541e-05
Position 818: 3.9586057132094205e-05
Position 401: 2.6174881396577293e-05
Position 355: 2.4340774884021027e-05
Position 538: 2.209814193863434e-05
Position 558: 1.5756432009406665e-05
Position 109: 5.331305650602197e-06
Position 311: 2.9382580666881753e-06
Position 604: 2.637591742666717e-06
Position 782: 2.418416710566777e-06
Position 337: 2.156142813970128e-06
Position 651: 1.4076677140672865e-06
Position 583: 1.3904931557857348e-06
Position 637: 7.112873468654904e-07
Position 805: 5.738401705539925e-07
Position 640: 2.5017871874883524e-07
Position 712: 2.1913301363977373e-07
Position 789: 2.1223749157312346e-07
Position 586: 1.0390401937881195e-07
Position 709: 9.916744581384772e-08
Position 690: 9.224641726305692e-08
Position 755: 6.387866824269434e-08
Position 677: 4.1507530903538336e-08
Position 664: 1.0397670004781437e-08
Position 658: 1.0152963233280996e-08
Position 721: 6.9336029632965555e-09
Position 421: 1.0260218718635827e-09
Position 655: 9.736030973822149e-10
Position 63: 6.90799030270034e-10
Position 70: 2.8906104940276816e-10
Position 104: 7.58502830359778e-11
Position 52: 2.4447171012130923e-12
