Gene = pkaap
index = 1839
Annotated 5SS: [ 182  583 1912]
Annotated 3SS: [ 309  852 1980]
SMsplice 5SS: [ 182  583 1912]
SMsplice 3SS: [ 309  852 1980]
top_k =  1000
Partition function (log Z): -1.275168350536589

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9713046381717902
Position 1912: 0.9647793818927364
Position 583: 0.9195201442719086
Position 746: 0.04137944840600048
Position 6: 0.016401407160969887
Position 1089: 0.009525546936434363
Position 765: 0.006529850450597444
Position 1902: 0.0058677686573905055
Position 148: 0.005466278209398566
Position 688: 0.0037563032165098464
Position 526: 0.0013037810469410896
Position 774: 0.001148208753325094
Position 400: 0.0010483195372335075
Position 762: 0.0009181728999634095
Position 1506: 0.0009008207238496458
Position 2626: 0.0008880041045211761
Position 771: 0.0008528355091820027
Position 565: 0.0007040590834717905
Position 2829: 0.0006913281774530891
Position 538: 0.0006544336039396234
Position 1299: 0.0005824578074345671
Position 1844: 0.0005295535034430327
Position 700: 0.00048592508864295204
Position 239: 0.00047075191270377106
Position 2814: 0.0003880133665101857
Position 535: 0.00033340448772510025
Position 2491: 0.00032680859964459515
Position 1210: 0.0003129141298280188
Position 2611: 0.00028187735325590834
Position 727: 0.0002815129588609255
Position 661: 0.00027781826336953076
Position 604: 0.00027040049844376826
Position 1916: 0.0002670397696350608
Position 2421: 0.0002638624542398685
Position 532: 0.00025634484697052544
Position 186: 0.00024150519691822593
Position 1196: 0.0002351726776049648
Position 1271: 0.00023258168091650259
Position 1409: 0.0002155452166083781
Position 2084: 0.00019404335961764252
Position 2168: 0.00018590891717031296
Position 2344: 0.0001585251113108297
Position 529: 0.00013997822394276306
Position 935: 0.00013875056549585138
Position 2635: 0.00011500061965493723
Position 156: 0.00010498905075785962
Position 1818: 9.90943460174329e-05
Position 2376: 9.745456390430393e-05
Position 1582: 9.404277658527523e-05
Position 1829: 9.26939773014764e-05
Position 1281: 9.216319319594456e-05
Position 89: 7.785581159195521e-05
Position 365: 7.676160970091853e-05
Position 1358: 7.314105813512198e-05
Position 621: 6.054011166496918e-05
Position 930: 5.8602044567679116e-05
Position 1212: 5.846867827346938e-05
Position 1887: 4.369208287903937e-05
Position 2779: 4.332565757885986e-05
Position 1480: 4.046574902356484e-05
Position 1440: 3.95324888758497e-05
Position 1944: 3.338305194969034e-05
Position 748: 2.917772138587536e-05
Position 1109: 2.6254595486089983e-05
Position 2337: 2.5411389096686885e-05
Position 387: 2.4568863694232737e-05
Position 750: 2.3022465956324385e-05
Position 2445: 2.1085454207672124e-05
Position 900: 2.0034521656928542e-05
Position 2454: 1.7982360377228894e-05
Position 2397: 1.739455021570858e-05
Position 1487: 1.2509654761904577e-05
Position 2232: 1.1808221790295281e-05
Position 54: 1.0829468864656292e-05
Position 2464: 1.0405709879855846e-05
Position 1364: 9.543225233336527e-06
Position 2039: 9.243072829158373e-06
Position 492: 9.20085620585808e-06
Position 2251: 7.57168945068107e-06
Position 2637: 7.39067362892067e-06
Position 1366: 6.2768743074734805e-06
Position 2589: 4.416695238490777e-06
Position 2792: 3.7018002265813264e-06
Position 448: 2.851250236078965e-06
Position 2436: 2.8506411333974286e-06
Position 1865: 2.6524538949011764e-06
Position 2452: 2.402069565780146e-06
Position 1938: 2.2981000434181746e-06
Position 1715: 1.987827065770573e-06
Position 215: 1.135876871457875e-06
Position 462: 9.324648083170222e-07
Position 1726: 8.820453894700072e-07
Position 287: 8.76314088367859e-07
Position 464: 5.274252132204068e-07
Position 2730: 4.737890932763803e-07
Position 267: 4.428816273941855e-07
Position 2327: 3.6133039846744914e-07
Position 2256: 3.494608165559503e-07
Position 2144: 3.2266025499578996e-07
Position 2324: 2.8731192259566907e-07
Position 372: 2.65877013681503e-07
Position 2574: 2.479745830009465e-07
Position 2227: 2.3831658443953387e-07
Position 316: 5.6400024911157513e-08
Position 294: 1.848910962851065e-08
Position 1314: 2.9798343444429595e-09
Position 349: 1.5751578007508098e-09
Position 1559: 5.6661208335794125e-11
Position 1595: 2.1182751790698083e-11
Position 1790: 6.297663832013331e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 309: 0.9667495376114873
Position 852: 0.8658248236245704
Position 1980: 0.8375025393828072
Position 2009: 0.13133562432936716
Position 1140: 0.07712883432207303
Position 89: 0.014101137671262235
Position 659: 0.01319004481698509
Position 1715: 0.011064173517224678
Position 1531: 0.006774017642101414
Position 953: 0.0061852629362101185
Position 1721: 0.004666841928064311
Position 2900: 0.0042253927069980865
Position 2740: 0.003345752682319032
Position 691: 0.0030330788820477125
Position 1077: 0.0021989135637512894
Position 935: 0.002124538107021968
Position 448: 0.0017946426668360978
Position 2108: 0.0010601621086293593
Position 2088: 0.0009567504571324466
Position 1961: 0.0007641983863479424
Position 363: 0.0007330364655413254
Position 1281: 0.0007132651321212585
Position 1865: 0.0006029119697041542
Position 1271: 0.0005051878943105616
Position 2060: 0.00047917337758950345
Position 1457: 0.0004654127876577543
Position 2225: 0.0004144128454289304
Position 325: 0.0003710976824389407
Position 1103: 0.0003698537377577622
Position 1387: 0.00031466307001399576
Position 746: 0.00029658625692708377
Position 1790: 0.0002935587314382529
Position 1571: 0.00029296761152300963
Position 1745: 0.00027702215912177785
Position 762: 0.00017506333389515674
Position 474: 0.00014409212823056502
Position 471: 0.00012601939875003722
Position 1742: 0.00012500471621751562
Position 1424: 0.00011389975334928115
Position 107: 0.00011373749234811264
Position 714: 0.00010194008900617021
Position 2194: 9.624507518301513e-05
Position 462: 9.158018341429563e-05
Position 322: 8.348449814664105e-05
Position 1625: 7.732328186795235e-05
Position 998: 7.525218801226941e-05
Position 2154: 7.189412587325201e-05
Position 1291: 7.007311554769654e-05
Position 2138: 6.500015684538043e-05
Position 1181: 6.367433186994755e-05
Position 1829: 6.113910707241205e-05
Position 1649: 5.023855672331797e-05
Position 2559: 4.0823153829790335e-05
Position 1369: 3.4614686981210834e-05
Position 2696: 3.2383050317381173e-05
Position 1151: 2.779403338808915e-05
Position 138: 2.2205113104249272e-05
Position 2868: 2.1936394123595137e-05
Position 2168: 2.192097689624804e-05
Position 1646: 2.178710164821276e-05
Position 1559: 2.0253291089130573e-05
Position 1351: 1.983155434415013e-05
Position 1189: 1.9679613089071704e-05
Position 2746: 1.563997285476721e-05
Position 2586: 1.553438880379485e-05
Position 1056: 1.3743346122642306e-05
Position 922: 1.187458489191172e-05
Position 1901: 8.546646454505221e-06
Position 1022: 8.309219718322595e-06
Position 116: 8.190277601936909e-06
Position 1210: 7.815450069249273e-06
Position 2029: 7.451656288579382e-06
Position 2321: 6.700101085708291e-06
Position 1178: 6.489571717860027e-06
Position 2589: 6.378463864264793e-06
Position 989: 6.191040317637083e-06
Position 1405: 6.045828270878099e-06
Position 1421: 6.004464376530571e-06
Position 1049: 5.717979672911504e-06
Position 408: 5.480210708262751e-06
Position 1086: 5.3125750969760115e-06
Position 1844: 5.022830449210038e-06
Position 2583: 4.390839736808106e-06
Position 1497: 4.062136598017538e-06
Position 113: 3.4402610618557726e-06
Position 1246: 3.4226642646887863e-06
Position 2872: 3.2022450551350485e-06
Position 2464: 2.6564841939451423e-06
Position 1445: 2.1736204555885033e-06
Position 2372: 2.0885421300823885e-06
Position 1487: 2.0484661224436086e-06
Position 2347: 1.9450993343236497e-06
Position 504: 1.8777946633466256e-06
Position 2771: 1.7768158404922226e-06
Position 1401: 1.7197649635578473e-06
Position 717: 1.5955934304381362e-06
Position 1240: 1.501336077576651e-06
Position 2198: 1.027645380637121e-06
Position 1025: 9.358682917650489e-07
Position 479: 8.770212890793138e-07
Position 507: 6.639800303770788e-07
Position 396: 3.1954305912304826e-07
Position 330: 1.3315760158882693e-07
Position 510: 9.28061257365818e-08
Position 171: 6.349624870526252e-08
Position 201: 3.6865361397549897e-08
Position 513: 3.261972881013271e-08
Position 516: 2.901672722433913e-08
Position 565: 2.5448413424400028e-08
Position 482: 1.5386851468570457e-08
Position 153: 5.899799479769764e-09
Position 574: 5.745835705173896e-09
Position 173: 2.9108869413590963e-09
Position 485: 2.4262421290050372e-09
Position 519: 1.3206098018763841e-09
Position 144: 9.7518134557895e-11
Position 192: 1.7995228883487243e-11
Position 182: 1.4994380160454075e-11
Position 522: 3.482769864761165e-12
Position 525: 1.9821540038145194e-12
Position 543: 3.425579424467036e-13
Position 186: 1.9922420342385755e-13
