Gene = Hr38
index = 1215
Annotated 5SS: [ 1552 24446 26133 27339]
Annotated 3SS: [24131 24986 26251 27521]
SMsplice 5SS: [  385 24446 26133 27339]
SMsplice 3SS: [24131 24986 26251 27521]
top_k =  1000
Partition function (log Z): -8.44736557449827

Sorted 5' Splice Sites (High to Low Probability):
Position 27339: 0.9919164914997796
Position 26133: 0.9752018598843674
Position 24446: 0.7413479169535316
Position 385: 0.3375744841790188
Position 190: 0.2804744883518675
Position 1813: 0.2279794312606881
Position 24395: 0.21299428743899979
Position 27754: 0.20534444094202808
Position 1552: 0.1613677698925098
Position 24755: 0.10141492685019353
Position 595: 0.09716606627125729
Position 3231: 0.08670483495309846
Position 24703: 0.07051821562480261
Position 371: 0.06149518392650077
Position 28436: 0.024745562976805743
Position 2845: 0.021083901464433535
Position 990: 0.013836433777981673
Position 29164: 0.0091598671385353
Position 24724: 0.008968256320227025
Position 27794: 0.006314296695853756
Position 27343: 0.005500057400632201
Position 1012: 0.005022415956408921
Position 28919: 0.004639304818035515
Position 426: 0.00404811261782625
Position 28552: 0.003997212627251554
Position 692: 0.003971727978821121
Position 27995: 0.003963894203762682
Position 288: 0.0032483310291480205
Position 188: 0.003179134749804896
Position 110: 0.003068550607488018
Position 26704: 0.0028351001952115987
Position 2620: 0.0026023689721799163
Position 26372: 0.0024940768489884867
Position 389: 0.0024856841377395348
Position 1040: 0.0022616591198122747
Position 27670: 0.00217592997768819
Position 324: 0.002084642426863608
Position 1590: 0.002029220130383011
Position 28611: 0.001991186042304382
Position 28953: 0.001903665189839087
Position 25209: 0.0017686233399486877
Position 30795: 0.001726387955879976
Position 441: 0.0017123464450100041
Position 29217: 0.0016994823644426711
Position 26390: 0.001663375126935785
Position 524: 0.001548780965641261
Position 294: 0.001330170172123703
Position 2466: 0.001281716297046714
Position 28585: 0.001245937092459713
Position 310: 0.001218562773546719
Position 27725: 0.0011751613943137241
Position 1556: 0.0006945614042215361
Position 29430: 0.0006286858979956193
Position 29802: 0.0006168971191644917
Position 26379: 0.0005255438711864052
Position 1211: 0.00047090598830725865
Position 2836: 0.0004599655558275031
Position 160: 0.00043622671985983326
Position 89: 0.00039802264235050324
Position 27348: 0.0003918801068541344
Position 28593: 0.0003775943407932703
Position 28955: 0.00037547514280394527
Position 584: 0.0003719431658707465
Position 542: 0.0003253262267073105
Position 1755: 0.00030836091788938715
Position 2718: 0.00028301012916984966
Position 28679: 0.0002806125297620127
Position 28852: 0.0002591924569784203
Position 1429: 0.0002528172708723511
Position 28753: 0.00025247264819561275
Position 28957: 0.00025092600890678455
Position 27831: 0.00020143458698996093
