Gene = prc
index = 1849
Annotated 5SS: [  79 1026 1327 1497 1724 5083 5678 5868]
Annotated 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
SMsplice 5SS: [ 824 1026 1327 1497 1724 5083 5678 5868]
SMsplice 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
top_k =  1000
Partition function (log Z): 6.362679279245595

Sorted 5' Splice Sites (High to Low Probability):
Position 1724: 0.9896148735390757
Position 5678: 0.9869417436067675
Position 1497: 0.9293905892371629
Position 1327: 0.8897628939731043
Position 1026: 0.8784048672800223
Position 5868: 0.8775255557016538
Position 5083: 0.6433674650679623
Position 824: 0.5121439213753811
Position 79: 0.48893346428356826
Position 758: 0.0956456392184926
Position 1981: 0.09275505294336785
Position 322: 0.05880970567206224
Position 2134: 0.05703718796044058
Position 1930: 0.056294082248721976
Position 6172: 0.04245459345669172
Position 3905: 0.03811523348054113
Position 1493: 0.03431062447331505
Position 326: 0.03022406039096153
Position 1157: 0.021078434278427306
Position 6353: 0.016573681996148556
Position 4078: 0.014753361320954188
Position 5935: 0.014504252218955344
Position 3661: 0.012933236727605537
Position 2287: 0.012886516877290326
Position 797: 0.012374516217369147
Position 5843: 0.011712758197377634
Position 514: 0.01168209573462791
Position 6357: 0.010746863235358211
Position 781: 0.010429925495946577
Position 2440: 0.010220267913884069
Position 1501: 0.010116267398279514
Position 5409: 0.009802269768565216
Position 5872: 0.00943265578954543
Position 6350: 0.008251847550287633
Position 2644: 0.008035519066834345
Position 211: 0.007680356825603937
Position 1507: 0.007509229568481155
Position 609: 0.007391703969208634
Position 150: 0.007121775730012625
Position 1721: 0.0070996861973448185
Position 5884: 0.007097887786147183
Position 2236: 0.006959004448804885
Position 239: 0.005845853634462981
Position 2593: 0.005615275560196506
Position 298: 0.0043587093627884535
Position 1867: 0.004290221172356022
Position 2950: 0.004239897849259166
Position 4087: 0.004181248015306184
Position 6184: 0.004121638509625272
Position 538: 0.003945707320728138
Position 2797: 0.0036476626542268375
Position 2034: 0.0035908917328121757
Position 6092: 0.0034625350458263784
Position 1431: 0.003407206795728813
Position 1688: 0.0028811009218172624
Position 6826: 0.002830800203605942
Position 338: 0.002694752451908189
Position 358: 0.002676669786709902
Position 185: 0.0026404312586715225
Position 3103: 0.002452306306411278
Position 5797: 0.002360702668032598
Position 638: 0.0022754875794067566
Position 397: 0.0020254248041333203
Position 1331: 0.0017364975792686552
Position 1041: 0.0016887766171729075
Position 305: 0.0014023554637520189
Position 1075: 0.0013748490943541515
Position 456: 0.001357082209079385
Position 94: 0.0013322929872566546
Position 601: 0.001220560646437744
Position 1338: 0.0011728405668037674
Position 4977: 0.0010974083447117845
Position 519: 0.0009733629187294793
Position 1129: 0.0009195694982030903
Position 1077: 0.0009115593896872154
Position 1334: 0.0008858667203039374
Position 571: 0.0008443984759169658
Position 512: 0.0008263798120958854
Position 216: 0.0008256206851666647
Position 1107: 0.0007564646067503765
Position 1097: 0.0007504210503690362
Position 527: 0.0006897701095335158
Position 2071: 0.0006585453420414415
Position 1102: 0.0005559474445001553
Position 6019: 0.0005530673180493695
Position 1495: 0.0005255117782668494
Position 6612: 0.0004860998644168441
Position 3427: 0.00047839133478859257
Position 465: 0.0004447767816730903
Position 6066: 0.0003767977663638545
Position 5361: 0.0003732952162922411
Position 855: 0.0003229681799103197
Position 5948: 0.00030654219288829153
Position 2172: 0.00018974571698782426
Position 5945: 0.00018041454802309638
Position 6579: 0.00017020279769466937
Position 83: 0.00016487531568128762
Position 324: 0.00014190714905440468
Position 1030: 0.00012309301323416583
Position 5847: 0.00011735014762972964
Position 6078: 0.00011345414332779438
Position 857: 9.294366451351154e-05
Position 5650: 9.03878112247592e-05
Position 7059: 8.911291106786337e-05
Position 762: 7.687548978360912e-05
Position 256: 7.512225265993676e-05
Position 6677: 7.225260709682162e-05
Position 1064: 6.714666210246529e-05
Position 5906: 5.765126918990429e-05
Position 5644: 5.4445755683541185e-05
Position 1120: 4.873751880932704e-05
Position 6385: 4.639012364505185e-05
Position 2031: 3.20851035628353e-05
Position 6777: 2.823053618826619e-05
Position 96: 2.6154616978342623e-05
Position 1728: 2.6071818798933225e-05
Position 2187: 2.5940975901204464e-05
Position 1731: 2.32193892997658e-05
Position 340: 2.303607009477364e-05
Position 5256: 1.705490405970135e-05
Position 3670: 1.6116359287491847e-05
Position 3376: 1.5181928612822858e-05
Position 5484: 1.4253724796599492e-05
Position 2697: 1.3130621064135117e-05
Position 889: 1.2001439965945207e-05
Position 939: 1.162497775302874e-05
Position 2377: 1.1450175454203856e-05
Position 1846: 1.0865805736362017e-05
Position 3562: 1.0025323985592548e-05
Position 6593: 9.719652689055275e-06
Position 2850: 7.808350868538014e-06
Position 1577: 7.4303450537722625e-06
Position 1277: 7.204869558094766e-06
Position 2224: 7.075515656959743e-06
Position 5365: 6.589795826094665e-06
Position 2530: 6.489430606945672e-06
Position 1079: 3.3649947016601187e-06
Position 15: 3.0308292008276083e-06
Position 644: 3.0063047701265214e-06
Position 897: 2.753634070231084e-06
Position 642: 2.3123577967472744e-06
Position 1899: 2.2384985220154674e-06
Position 4718: 1.816850656663128e-06
Position 1254: 1.811082211980367e-06
Position 1161: 1.3661324750487625e-06
Position 1881: 8.518630950017208e-07
Position 1670: 3.8827553144744835e-07
Position 5990: 1.2649720844725967e-07
Position 6572: 1.1049783724677596e-07
Position 6566: 1.0796505724497566e-07
Position 6101: 1.0725855726941052e-07
Position 2085: 6.241847182069195e-08
Position 6201: 6.097161100392309e-08
Position 5969: 5.295448545425082e-08
Position 3616: 2.8665946470552573e-08
Position 2542: 2.227519908177289e-08
Position 6452: 9.800160844261055e-09
Position 1619: 8.385470269292231e-09
Position 6433: 4.759670277880401e-09
Position 6475: 4.510873802286369e-09
Position 1593: 4.763057196096737e-10
Position 1830: 2.6617974951707027e-10
Position 18: 7.784402282845838e-11
Position 1746: 3.9958372122380035e-11
Position 990: 1.2589259364024142e-11
Position 1417: 4.5685981221668e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5741: 0.9969408263871353
Position 1558: 0.9870355600489158
Position 6237: 0.9665234174988702
Position 5136: 0.9488210726538224
Position 1392: 0.936453461083305
Position 1779: 0.8642106334777367
Position 889: 0.8168933807727746
Position 1267: 0.7849090730705031
Position 620: 0.34362419863677807
Position 4077: 0.05047235718267351
Position 3974: 0.04251162520179732
Position 4143: 0.03618167041054148
Position 1156: 0.0309496666252392
Position 751: 0.03021762582441671
Position 1300: 0.028301400925621133
Position 678: 0.018638066903810303
Position 7141: 0.014072222889288956
Position 256: 0.012250145087073474
Position 485: 0.0117891436123071
Position 684: 0.01075920828548217
Position 5471: 0.009659645241672198
Position 4434: 0.008178267029843946
Position 214: 0.007831358190060804
Position 4673: 0.007346261011399438
Position 937: 0.006933830975957062
Position 6556: 0.006660267616831354
Position 5178: 0.006435798250493698
Position 6632: 0.005284050465381429
Position 1200: 0.005273259537191393
Position 1095: 0.004972266798787975
Position 2249: 0.0036162719370174826
Position 1219: 0.00353853242462216
Position 282: 0.003467799621976559
Position 1132: 0.003018846458065439
Position 649: 0.0029255402472006587
Position 1224: 0.0028730755574806655
Position 6433: 0.0023110312499362478
Position 1129: 0.002310822388947617
Position 6267: 0.0022354719698250993
Position 5927: 0.002208787165236583
Position 7062: 0.0021249815537441583
Position 5990: 0.0020907566818367655
Position 568: 0.0018986767793631766
Position 5450: 0.0015644809324075952
Position 6003: 0.0013834495593979816
Position 6488: 0.0011831075365635187
Position 512: 0.0010509496138934365
Position 6868: 0.0009945421010720277
Position 7089: 0.0009642557484888609
Position 1359: 0.0009529499220317824
Position 6475: 0.0008720159133147675
Position 6448: 0.000772913460437249
Position 6297: 0.0007333587851541103
Position 402: 0.000721170605239643
Position 1651: 0.0007074929323095896
Position 5644: 0.0006450149459104932
Position 6057: 0.0006206638777910039
Position 1994: 0.0006106422413520953
Position 6513: 0.0005978865778103524
Position 776: 0.0005409099889394556
Position 6706: 0.00048573337489185933
Position 6691: 0.0004472712997782764
Position 7059: 0.00043314991550726356
Position 1235: 0.00042629306839492997
Position 6904: 0.0004101769057670965
Position 6694: 0.0004057845372404167
Position 6756: 0.00038644189563830013
Position 143: 0.0003827199483484376
Position 6871: 0.00036930810254328316
Position 1175: 0.00036356496452420034
Position 703: 0.0003226170259228596
Position 1161: 0.00029823854624236307
Position 3389: 0.00027905867876528925
Position 6549: 0.00027705624532796457
Position 298: 0.0002769612016090118
Position 351: 0.0002677213849047001
Position 6091: 0.00023491496170680506
Position 519: 0.0002185857200762482
Position 6427: 0.00021817308074644585
Position 1581: 0.00021339809949098146
Position 1284: 0.0002089188600709411
Position 721: 0.00020714630894107074
Position 2235: 0.00020178210060940266
Position 1753: 0.00019554087555367116
Position 595: 0.0001744803398391736
Position 1100: 0.0001733581803877089
Position 1435: 0.00015919518917162438
Position 6807: 0.00015400181345375416
Position 6560: 0.00012897364655494568
Position 1398: 0.00011944182927090653
Position 6532: 0.00011447244581917938
Position 756: 0.00011381855330264837
Position 6886: 0.00011073113125328265
Position 5810: 9.233756588117939e-05
Position 5714: 8.068437823281825e-05
Position 6737: 8.061549629361321e-05
Position 2045: 7.726635937340517e-05
Position 1097: 7.284487876259677e-05
Position 3797: 7.209815576859511e-05
Position 7073: 6.832045373608727e-05
Position 1943: 6.163256580610892e-05
Position 6731: 6.0033438844570376e-05
Position 3656: 5.8518183712993885e-05
Position 1172: 5.6985305655280495e-05
Position 6592: 5.4378078469794146e-05
Position 150: 5.342746728559209e-05
Position 1603: 4.7943711414090125e-05
Position 584: 4.570194457498174e-05
Position 1587: 4.4769861246218105e-05
Position 5843: 4.2385709895158196e-05
Position 1655: 3.709584348060933e-05
Position 2300: 3.606663834666667e-05
Position 1140: 3.0334149033658974e-05
Position 6836: 2.664836461264847e-05
Position 129: 2.6366709433202723e-05
Position 1841: 2.390270713623291e-05
Position 3116: 2.036592266122031e-05
Position 816: 1.9210583681710207e-05
Position 1797: 1.6287554960825492e-05
Position 1417: 1.6121151613615356e-05
Position 6385: 1.4527315924179233e-05
Position 3587: 1.239744534561977e-05
Position 781: 1.1817215875523038e-05
Position 6398: 1.1084297826332985e-05
Position 797: 1.0669400452539522e-05
Position 2147: 8.16280558132462e-06
Position 1411: 7.2414253587347694e-06
Position 313: 7.215905943103329e-06
Position 2453: 6.745291985995869e-06
Position 5791: 4.7155366708105015e-06
Position 808: 4.418607949401427e-06
Position 2810: 3.768411426625372e-06
Position 578: 3.6008579832595667e-06
Position 2759: 2.6176126869778527e-06
Position 216: 1.2545690648620447e-06
Position 1511: 1.1450911738524026e-06
Position 1709: 9.176657913501996e-07
Position 2606: 8.683431573952855e-07
Position 821: 7.302090322403811e-07
Position 155: 3.501696338930199e-07
Position 1501: 2.4590392298061813e-07
Position 6172: 2.0366134439535683e-07
Position 322: 1.3575903448230446e-07
Position 1819: 8.276306235418673e-08
Position 6251: 4.169158148260623e-08
Position 1806: 3.780768191405209e-08
Position 61: 3.738919114525114e-08
Position 2096: 3.5028335573813026e-08
Position 162: 3.3970878534054294e-08
Position 1907: 2.96234337020675e-08
Position 6289: 2.938258635872992e-08
Position 6607: 2.4628775593534104e-08
Position 5847: 3.9157465341690076e-09
Position 1830: 2.8878820349170886e-09
Position 70: 2.836844883731419e-09
Position 90: 9.025728850861731e-10
Position 107: 3.1091557100147596e-10
Position 2555: 2.2906005570761134e-10
Position 2402: 1.2380849243134907e-10
Position 6305: 1.1307157321917337e-10
Position 79: 7.859453083259194e-11
Position 2198: 4.868405857401727e-11
Position 2001: 1.0974703663018202e-11
Position 111: 2.707980566373223e-12
Position 1921: 1.7681275159405019e-12
Position 2023: 1.244401224384812e-12
Position 118: 5.715585272349749e-14
Position 120: 1.113467822220837e-15
