Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  1000
Partition function (log Z): 3.1552762454919407

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9719036538580089
Position 1465: 0.970961309516049
Position 1851: 0.912778019008344
Position 2314: 0.7332915785001558
Position 2270: 0.241899977468113
Position 42: 0.06892476160789074
Position 1705: 0.06808259672332452
Position 2274: 0.0069815617057496894
Position 1836: 0.0069176756951091385
Position 2268: 0.003669808346085871
Position 508: 0.003270918920750276
Position 1033: 0.003071275002095927
Position 1881: 0.0013736731128805933
Position 813: 0.0013305546559970974
Position 460: 0.0013022926639535022
Position 871: 0.0006779086483257775
Position 1788: 0.0003157163097596571
Position 444: 0.00028468896713133184
Position 1830: 0.00022415648376192013
Position 2302: 0.0002000879820209537
Position 905: 0.00019212408225833136
Position 2008: 0.00018562418402807797
Position 36: 0.00015151740037112348
Position 448: 0.00013778621262899935
Position 2605: 0.00012494246943814876
Position 2667: 0.00012295721777300046
Position 393: 0.00010657761858491186
Position 1690: 0.00010003646734887884
Position 1746: 8.206349739281986e-05
Position 724: 7.705497225883545e-05
Position 2621: 7.6097348396541e-05
Position 1948: 7.542934130672664e-05
Position 407: 7.540463316067398e-05
Position 2642: 7.463726924507548e-05
Position 1588: 6.535853293766464e-05
Position 189: 6.483134187174336e-05
Position 4: 5.8376288970418386e-05
Position 1658: 5.5807848554907326e-05
Position 2649: 5.353358250987204e-05
Position 658: 4.776479300708659e-05
Position 2152: 4.7663189983068944e-05
Position 1709: 4.4085570969051304e-05
Position 90: 4.399557634220241e-05
Position 1067: 4.3698858046476035e-05
Position 2090: 4.2990348871613544e-05
Position 64: 4.028025003545755e-05
Position 1738: 3.373702063098752e-05
Position 2654: 2.7469332132060245e-05
Position 1721: 2.7190014908842897e-05
Position 1019: 2.7048922539091647e-05
Position 645: 2.478493034912007e-05
Position 1781: 2.4288753213966423e-05
Position 1595: 2.2924340296423635e-05
Position 1497: 1.9799434890152442e-05
Position 1060: 1.7412852249843694e-05
Position 705: 1.5482426649394052e-05
Position 2530: 1.5309206917461855e-05
Position 930: 1.5158921008065211e-05
Position 57: 1.322275205737549e-05
Position 2597: 1.30843746198832e-05
Position 1813: 1.2871532693222646e-05
Position 1165: 1.2334242728461633e-05
Position 529: 1.1882100485466936e-05
Position 1607: 1.0509937235229244e-05
Position 2222: 7.817997615917462e-06
Position 878: 6.181262473839197e-06
Position 2616: 5.741652615015399e-06
Position 276: 5.543359086394652e-06
Position 2189: 4.854864238882045e-06
Position 2127: 4.764512041925008e-06
Position 1394: 4.453592867730372e-06
Position 1912: 4.277750720508431e-06
Position 2114: 3.8881389158837585e-06
Position 304: 3.7522516455695364e-06
Position 1167: 3.5562712389177524e-06
Position 2713: 3.221977756209717e-06
Position 2532: 3.027868951684694e-06
Position 881: 2.9441578989184222e-06
Position 2231: 1.8482756287225234e-06
Position 981: 1.7957002077678545e-06
Position 129: 1.7074661437213882e-06
Position 2412: 1.6259753527224777e-06
Position 93: 1.5573189422217585e-06
Position 1137: 1.5531427790421383e-06
Position 2695: 1.5496295407013005e-06
Position 989: 1.458798456052923e-06
Position 2204: 1.4277869065904612e-06
Position 2660: 1.2902141580005242e-06
Position 2574: 1.1474276002350338e-06
Position 446: 1.134788332328498e-06
Position 70: 1.0549570239847126e-06
Position 1891: 9.573551537680363e-07
Position 1976: 9.38579275062635e-07
Position 1987: 7.564669817666468e-07
Position 155: 7.044416450179436e-07
Position 1069: 6.338415116114721e-07
Position 1653: 5.658063016948624e-07
Position 1528: 5.392858088928047e-07
Position 2441: 4.976378224104332e-07
Position 377: 3.728913105152852e-07
Position 875: 3.7154212155839204e-07
Position 348: 3.460276170350906e-07
Position 452: 3.0362963932949183e-07
Position 462: 2.7805681033188404e-07
Position 101: 2.4203814904449456e-07
Position 2546: 2.4161664605536236e-07
Position 1058: 2.0367230249241147e-07
Position 684: 1.9783608733067284e-07
Position 2417: 1.5745579666055354e-07
Position 759: 1.455693746899338e-07
Position 454: 1.226416813198773e-07
Position 2698: 1.2112092541909365e-07
Position 2170: 7.843538529499519e-08
Position 258: 5.859192468946037e-08
Position 2670: 3.8133357625126607e-08
Position 1250: 9.490206722405973e-09
Position 99: 9.048460906886905e-09
Position 887: 7.370758648030865e-09
Position 606: 5.915265718021615e-09
Position 1113: 5.3258256491139645e-09
Position 1933: 4.057544634194734e-10
Position 2384: 3.664996284209215e-11
Position 1552: 9.741970131401577e-12
Position 892: 5.124210712150948e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9937586636828174
Position 1527: 0.9750306520409636
Position 1902: 0.8879784843679353
Position 596: 0.7071838857239328
Position 599: 0.2635712765371094
Position 1939: 0.07713409964625637
Position 93: 0.03371274346807086
Position 99: 0.028744278505953815
Position 1972: 0.012593828274076378
Position 139: 0.005973454886285971
Position 1775: 0.001220921141251143
Position 564: 0.0011554381327144334
Position 1984: 0.0009987309596223642
Position 1323: 0.0007120148670842038
Position 2082: 0.0006113470710488898
Position 1137: 0.0005790621408354209
Position 620: 0.00057229842157959
Position 924: 0.000551128898300044
Position 2427: 0.0005333058055421821
Position 1743: 0.0005034103800214539
Position 2114: 0.0004722599785452203
Position 875: 0.00046363641189550606
Position 1221: 0.000446002249557335
Position 1750: 0.00037951927927447376
Position 2338: 0.00031471002463617906
Position 1076: 0.00028974315037070587
Position 650: 0.0002561321547336387
Position 2695: 0.0002466379542480661
Position 813: 0.0002448575003609123
Position 1011: 0.0002390189608542326
Position 1270: 0.00022874306253258564
Position 1808: 0.00022013463479318737
Position 1948: 0.0002089385406875603
Position 2544: 0.00018265191471274504
Position 1638: 0.00018079203042779276
Position 617: 0.00017401865796275138
Position 2748: 0.0001633797736801816
Position 705: 0.00015034618749678891
Position 1095: 0.00013959320041748982
Position 881: 0.0001301079418904333
Position 1705: 0.00012312706743378992
Position 606: 0.00012207848168946356
Position 1218: 0.0001197516144536874
Position 1326: 0.00010627966273862493
Position 1584: 0.00010188461701548893
