Gene = Nfs1
index = 1317
Annotated 5SS: [201]
Annotated 3SS: [258]
SMsplice 5SS: [201]
SMsplice 3SS: [258]
top_k =  1000
Partition function (log Z): -7.046500409727201

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9980622263886665
Position 614: 0.012453571266895613
Position 546: 0.002928419933357176
Position 276: 0.0025997030181919107
Position 756: 0.0017296231599415242
Position 430: 0.0014238274139897025
Position 588: 0.0010199095217339332
Position 360: 0.0009079449223910028
Position 310: 0.0004940740457589083
Position 852: 0.0004319761981295501
Position 774: 0.0004216942666853474
Position 143: 0.00020466365594951923
Position 1081: 0.00020298389182227584
Position 861: 0.00018655521465222444
Position 553: 0.00017932815415608148
Position 358: 0.00016070058135325032
Position 471: 0.0001017356386604126
Position 1174: 9.540659839209671e-05
Position 18: 6.116831663641402e-05
Position 6: 5.768821263564074e-05
Position 562: 4.926946472203287e-05
Position 251: 3.8956625777528074e-05
Position 415: 3.384687863077749e-05
Position 1470: 2.427641704344626e-05
Position 1198: 2.39329020640067e-05
Position 27: 2.217672891541721e-05
Position 140: 2.0394369262512764e-05
Position 443: 1.6915687491980093e-05
Position 1460: 1.6147397729588244e-05
Position 947: 1.6009030163765364e-05
Position 934: 1.3820426449413598e-05
Position 450: 1.124594920969762e-05
Position 530: 9.549338170686732e-06
Position 1519: 8.952333122228781e-06
Position 936: 8.846571112070338e-06
Position 873: 6.689641355166184e-06
Position 1273: 6.30134264608757e-06
Position 1047: 4.137709172739489e-06
Position 104: 3.652614997931319e-06
Position 618: 3.104570931955874e-06
Position 1147: 3.039731091816508e-06
Position 226: 3.017810471768207e-06
Position 245: 3.0066594487126323e-06
Position 1029: 2.5258339634563484e-06
Position 634: 2.3694102117770087e-06
Position 660: 1.512442431528414e-06
Position 812: 1.3313568745830112e-06
Position 80: 1.3796164976389645e-07
Position 255: 2.154011591157251e-08
Position 822: 1.199429380934052e-09
Position 665: 9.168240916298967e-10
Position 631: 3.678675521251375e-10
Position 786: 2.981912647829424e-10
Position 741: 3.593438990198231e-11
Position 743: 2.2874819648043074e-11
Position 806: 1.76405136886989e-11
Position 555: 5.943428222145514e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.9493976441005606
Position 642: 0.019136046605592864
Position 675: 0.012822387054073736
Position 453: 0.010094983469841147
Position 302: 0.005161814692961011
Position 704: 0.004183182216936216
Position 275: 0.003933884027668607
Position 441: 0.002891149343562747
Position 1256: 0.0026181043277078526
Position 335: 0.0024970793747904852
Position 932: 0.0020436339897439808
Position 848: 0.0016356842925225256
Position 602: 0.0013018958785056224
Position 470: 0.001206090133867814
Position 293: 0.000993971169540103
Position 991: 0.0006675449616514724
Position 961: 0.0005016997262410865
Position 546: 0.0005003222576093531
Position 1354: 0.00037884935562378064
Position 578: 0.00035750279334682676
Position 1138: 0.00033094446534728534
Position 1168: 0.00024032338235407572
Position 551: 0.00021828224978021757
Position 1533: 0.00016048174121176682
Position 500: 0.00013990596531476365
Position 313: 0.00012509010808928086
Position 660: 7.729082043388741e-05
Position 69: 7.619440522981594e-05
Position 308: 6.063061824600051e-05
Position 1273: 5.411184626156577e-05
Position 58: 2.753537273786594e-05
Position 608: 2.4224748668067608e-05
Position 581: 2.3558850285156094e-05
Position 458: 2.1954305954649735e-05
Position 503: 1.899057796657955e-05
Position 1566: 1.8580188387125613e-05
Position 80: 1.776616066425313e-05
Position 731: 1.523090607985926e-05
Position 614: 1.1521827014312622e-05
Position 200: 9.848779754606986e-06
Position 49: 9.311459583762327e-06
Position 794: 7.536511437038653e-06
Position 860: 6.946249208998779e-06
Position 1561: 6.900711370286652e-06
Position 822: 6.1780126289590205e-06
Position 1147: 5.609430176311868e-06
Position 1587: 4.922379133966121e-06
Position 650: 4.827354524286414e-06
Position 713: 4.820749918355821e-06
Position 103: 4.6940555781401154e-06
Position 97: 4.432070741476637e-06
Position 967: 3.2039551032395537e-06
Position 1185: 3.1919794637317893e-06
Position 1418: 2.133651749099286e-06
Position 939: 1.8924237929266864e-06
Position 1397: 1.8347901098955993e-06
Position 269: 1.2475966254097315e-06
Position 1427: 1.2308835343041398e-06
Position 168: 1.0632004505488886e-06
Position 134: 2.350365059592134e-07
Position 147: 2.057218654157371e-07
Position 205: 8.654361902859026e-09
Position 154: 8.420090944103597e-09
Position 173: 6.178267266929465e-09
Position 443: 5.0983123065845585e-09
Position 226: 3.304172299020346e-09
Position 185: 3.169661747195722e-09
Position 644: 1.3161517493984041e-09
Position 218: 5.281436612415335e-10
Position 467: 1.978071203400336e-11
Position 271: 1.0969172888184517e-14
