Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  1000
Partition function (log Z): 44.26828402786738

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9995092120846909
Position 3878: 0.9983584358801636
Position 5615: 0.9966892246057962
Position 3363: 0.9857836279257368
Position 3685: 0.980475909991882
Position 5349: 0.9791976918039298
Position 4846: 0.9791155979913341
Position 2420: 0.9580503586250207
Position 3115: 0.9352464618156348
Position 998: 0.9334891261906546
Position 5816: 0.9200889252026344
Position 163: 0.844865096985645
Position 4647: 0.8239356837414145
Position 562: 0.7548478062739468
Position 4552: 0.29458233037203635
Position 2650: 0.12811672617999492
Position 1417: 0.08937177535201318
Position 5825: 0.05640717900694726
Position 2091: 0.046793871271728286
Position 4661: 0.04572143743630979
Position 391: 0.03401570756543238
Position 321: 0.030905019231371112
Position 1715: 0.028618529229730544
Position 1274: 0.027289132522536202
Position 2000: 0.025085538304876503
Position 4652: 0.02246471480811961
Position 1640: 0.02100637330472182
Position 796: 0.01890889822290703
Position 3081: 0.01835265488531065
Position 316: 0.017588885611925387
Position 1405: 0.017077247015362323
Position 5828: 0.016533827718537942
Position 2123: 0.01650619132199288
Position 4197: 0.013401121014321667
Position 4812: 0.012369964583632239
Position 5338: 0.012356579317260828
Position 2041: 0.010137046150011224
Position 6048: 0.009886592235043892
Position 2596: 0.00963658340196258
Position 2069: 0.009391664152835585
Position 4500: 0.008854939524696567
Position 1836: 0.00843788596625303
Position 2045: 0.008043522833988709
Position 6124: 0.00761909910363207
Position 3548: 0.006553936407967432
Position 2095: 0.00585684985599721
Position 3679: 0.004790901819066326
Position 1698: 0.0047899045883741595
