Gene = Bsg25D
index = 55
Annotated 5SS: [ 615 1613 2037 2261 4530 5388 5563]
Annotated 3SS: [1367 1816 2179 2767 4957 5450 5619]
SMsplice 5SS: [ 591 1613 2037 2261 4530 5388 5563]
SMsplice 3SS: [1367 1816 2179 2767 4957 5450 5619]
top_k =  1000
Partition function (log Z): 10.809281110499121

Sorted 5' Splice Sites (High to Low Probability):
Position 1613: 0.9982056196736996
Position 5563: 0.9950744635888129
Position 5388: 0.9649976492749729
Position 2037: 0.9568039451939961
Position 2261: 0.8891390040814297
Position 4530: 0.60840231900336
Position 1302: 0.5785134230540501
Position 591: 0.4974255032734666
Position 615: 0.34974038701001187
Position 3187: 0.28558500732536307
Position 1156: 0.13507288754566046
Position 4599: 0.06653922505708526
Position 833: 0.04062508648107994
Position 1025: 0.04029273784494814
Position 2893: 0.03282765845316328
Position 4551: 0.029066828966637627
Position 1257: 0.02746092385137179
Position 2674: 0.022792234130793985
Position 365: 0.022525035097326618
Position 6292: 0.01408664657157016
Position 801: 0.012363023980402676
Position 2690: 0.012300298521429337
Position 6283: 0.005667894392300655
Position 2326: 0.005648000083607323
Position 3154: 0.005477535767028335
Position 3313: 0.005417410646464243
Position 2703: 0.0044097644173298565
Position 661: 0.0030643271962673903
Position 4105: 0.0029836563650951623
Position 698: 0.002807676381354824
Position 4534: 0.002566138737074259
Position 4564: 0.0024717866143558445
Position 6015: 0.002279977267373787
Position 4678: 0.002099635819818979
Position 4562: 0.0019245360129514291
Position 349: 0.0019052930232467443
Position 5889: 0.0018358025922309911
Position 6286: 0.001759543101731785
Position 6275: 0.00159470914049497
Position 606: 0.0015779218852368824
Position 150: 0.0015617453293161403
Position 2701: 0.001520016013632508
Position 2418: 0.0013400074238194353
Position 256: 0.0011258456912628116
Position 583: 0.0010277605660411596
Position 4304: 0.0009821953716423256
Position 2410: 0.0009406872156959418
Position 2265: 0.0006487618939622485
Position 187: 0.0006080609570684206
Position 144: 0.0006034413091644462
Position 1666: 0.0005907419938885521
Position 831: 0.0005270653607326311
Position 5802: 0.0005238765959819829
Position 6125: 0.0005135562511032041
Position 1445: 0.000495876399631329
Position 1163: 0.0004629097900740004
Position 1636: 0.00045348264865710747
Position 6051: 0.0004257116668917324
Position 2377: 0.00041049530510996716
Position 3551: 0.00038057656160598034
Position 5841: 0.0003336637716761405
Position 6538: 0.00032042923791778444
Position 598: 0.0003014288233866445
Position 6514: 0.00029244284151097783
Position 141: 0.00028883416927817163
Position 5730: 0.00026779870883383936
Position 776: 0.0002349928097449844
Position 379: 0.00022852567630601421
Position 1683: 0.0002087388939227293
Position 2469: 0.00019420771145084827
Position 837: 0.00018528338071545459
Position 727: 0.0001671528336820044
Position 1237: 0.00016521122894644217
Position 46: 0.0001597150209938562
Position 1261: 0.00014698534553238163
Position 5848: 0.00014437318338033503
Position 6338: 0.00012824438800588858
Position 2243: 0.00010617514973607397
Position 124: 0.00010098805153268447
Position 2105: 9.800587154963583e-05
Position 1176: 8.247058425600352e-05
Position 5197: 8.043865507744137e-05
Position 1206: 7.301759618530014e-05
Position 6483: 6.275441431424241e-05
Position 23: 5.8175218883612784e-05
Position 1867: 5.803037688136039e-05
Position 5602: 5.605486534130343e-05
Position 5896: 5.4606531963557126e-05
Position 2283: 5.217938784671528e-05
Position 2129: 5.216296424028072e-05
Position 937: 5.117648271851683e-05
Position 1607: 4.842401951610629e-05
Position 2345: 4.816853527796476e-05
Position 292: 4.633345444819577e-05
Position 5772: 4.577153520784798e-05
Position 6303: 4.570494610832934e-05
Position 105: 4.343150526158778e-05
Position 1978: 4.326955406913621e-05
Position 5640: 4.0652010658230994e-05
Position 1631: 3.88248859600094e-05
Position 5780: 3.806557933073721e-05
Position 1661: 3.7898982655344826e-05
Position 1722: 3.5645226192691105e-05
Position 1622: 3.452783741075651e-05
Position 1211: 3.425608170947256e-05
Position 923: 3.3171336457233335e-05
Position 103: 2.9391724906041444e-05
Position 3003: 2.882198129086013e-05
Position 2041: 2.5893012127341385e-05
Position 2318: 2.2939332321207216e-05
Position 2102: 2.047993283880186e-05
Position 2364: 1.7263432266328892e-05
Position 2247: 1.5953927546410113e-05
Position 2099: 1.4917759985697381e-05
Position 547: 1.273918840471065e-05
Position 533: 1.1614857449105663e-05
Position 1120: 1.071975303104788e-05
Position 1379: 1.0055699481100887e-05
Position 260: 1.0003973618129367e-05
Position 1429: 9.968393381926578e-06
Position 2024: 8.986475568681386e-06
Position 111: 8.369531260744036e-06
Position 718: 6.357770174767323e-06
Position 445: 5.055503636392799e-06
Position 403: 4.393916891835902e-06
Position 1737: 4.098845514553961e-06
Position 1643: 3.3085365759203695e-06
Position 1899: 2.742523026137919e-06
Position 2970: 2.7114383077980344e-06
Position 1704: 2.359978587706502e-06
Position 535: 2.289552785518161e-06
Position 116: 2.1151934136900233e-06
Position 1419: 2.0842951223804774e-06
Position 1617: 1.489135046583721e-06
Position 1619: 1.2609440632048644e-06
Position 1902: 1.213617916315775e-06
Position 424: 1.1677671038964652e-06
Position 172: 1.0086087179679718e-06
Position 5993: 7.722670508187594e-07
Position 6079: 6.933563294095644e-07
Position 237: 5.87314662188922e-07
Position 1860: 5.736995677201636e-07
Position 1696: 5.433238676051531e-07
Position 2747: 5.248369178638146e-07
Position 5936: 5.02158568967148e-07
Position 5939: 4.844674013139962e-07
Position 5567: 1.742941738833854e-07
Position 1626: 1.7282969698077336e-07
Position 1463: 1.6159603167326463e-07
Position 1489: 9.894007890272656e-08
Position 2518: 9.421647791105588e-08
Position 1460: 6.97653952672445e-08
Position 5870: 6.511067032465766e-08
Position 1555: 5.6547791767066745e-08
Position 2496: 4.742498684838924e-08
Position 1482: 4.43205169474557e-08
Position 2167: 3.020133775169901e-08
Position 5716: 1.632607452592798e-08
Position 4113: 1.103372610634113e-08
Position 426: 8.619453619763497e-09
Position 2176: 7.93719806262069e-09
Position 883: 7.339612128779328e-09
Position 5549: 6.050552807898926e-09
Position 2083: 1.7511591232382681e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1816: 0.9827243032437172
Position 5619: 0.9810226413033666
Position 1367: 0.9613877380592689
Position 5450: 0.9568241972439261
Position 2767: 0.8658192491587965
Position 2179: 0.8070228515789695
Position 4993: 0.4371463882344982
Position 4957: 0.42626812572539263
Position 883: 0.27211443549878517
Position 880: 0.19440300127899543
Position 1155: 0.07486993032155714
Position 3621: 0.0706182971056915
Position 2109: 0.048944819592907134
Position 1206: 0.03870190808773506
Position 1013: 0.035602001928145166
Position 4721: 0.033920005253415056
Position 2518: 0.031844396019149686
Position 411: 0.025082338083479
Position 5041: 0.02304856345876788
Position 753: 0.02213530123137811
Position 2469: 0.019085341360678236
Position 685: 0.016159884196848977
Position 697: 0.016112414546897807
Position 6358: 0.015995878868811767
Position 5011: 0.015869587736173727
Position 5215: 0.01280696586199961
Position 1837: 0.012137692391260084
Position 4327: 0.011781990216881665
Position 4013: 0.011142785481906838
Position 5018: 0.01065197968330801
Position 4464: 0.010470940361388596
Position 5477: 0.008886858294773217
Position 3373: 0.00873901892504549
Position 2715: 0.008482380925005722
Position 661: 0.008218168062612836
Position 923: 0.00793918156351221
Position 920: 0.007891354165947577
Position 647: 0.0071487503582982935
Position 3387: 0.006375636474174886
Position 1043: 0.006365413871852784
Position 2410: 0.006080193931893009
Position 6355: 0.006064885768815308
Position 5197: 0.005431263116806836
Position 4910: 0.005336106270054768
Position 3282: 0.005070660200272493
Position 1211: 0.004955477282633291
Position 5516: 0.004185958939963513
Position 5474: 0.004148759935929195
Position 4422: 0.003945870535120996
Position 3428: 0.0038213692734383603
Position 1087: 0.0036564736039387084
Position 5699: 0.0035748598170111654
Position 2348: 0.0033297695010182063
Position 2578: 0.0032631128792150127
Position 1333: 0.0031330437147916775
Position 1854: 0.0030554018704927475
Position 6018: 0.00303367427947241
Position 4622: 0.0029450788195314074
Position 2565: 0.002826654505018129
Position 784: 0.0027969030889371167
Position 3470: 0.002774978208689752
Position 3747: 0.0026544626103260165
Position 3029: 0.002600204718545509
Position 3279: 0.002551758009736951
Position 2148: 0.002536820965570824
Position 762: 0.0025342084203327686
Position 2136: 0.002364659453836282
Position 5633: 0.0023580688568796437
Position 6364: 0.0022655134012533698
Position 3721: 0.002195099545349016
Position 1159: 0.0021680393646535644
Position 6206: 0.0021057798408435436
Position 3405: 0.0016739887759808965
Position 4406: 0.0014886762256564135
Position 5662: 0.0014138204680306174
Position 1494: 0.0014005659633092619
Position 951: 0.001392966067335161
Position 6332: 0.0013639826646447183
Position 3642: 0.0011749764389755088
Position 4657: 0.001162747710853325
Position 5980: 0.0011408975868689504
Position 6592: 0.0011264716058709235
Position 1023: 0.001116967044957622
Position 2318: 0.0011096698191112161
Position 890: 0.0011045021473693366
Position 5714: 0.0009803889924540935
Position 2994: 0.0009603788572485281
Position 6588: 0.0009368382676404808
Position 5050: 0.0009260566191270825
Position 3929: 0.0008875433842443364
Position 3396: 0.0008234781088821888
Position 311: 0.00076953704720874
Position 2580: 0.0006126334381988054
Position 795: 0.0005724189590915742
Position 3634: 0.0005682593299133306
Position 2473: 0.0005632842320384931
Position 1791: 0.0005618159710558058
Position 3017: 0.0005567385003741925
Position 277: 0.0005105909267707449
Position 5291: 0.0004781242992192
Position 3086: 0.00046463251027974975
Position 6393: 0.0004567230090802675
Position 1268: 0.0004364714272634509
Position 6465: 0.00041736003217629654
Position 3236: 0.0003438324649541832
Position 668: 0.0003340359662122028
Position 2784: 0.00033164312140188384
Position 2803: 0.00031486853974201816
Position 1305: 0.0003083888688114266
Position 5120: 0.0002954146549803655
Position 1725: 0.0002457180024244672
Position 5903: 0.00024117932147892017
Position 5777: 0.00023586607989681092
Position 5705: 0.0001893061163304192
Position 4047: 0.0001860547582775872
Position 5678: 0.00018504885445700615
Position 5822: 0.0001633468583211717
Position 6533: 0.00012598534492965234
Position 2810: 0.0001237286180786476
Position 6679: 0.00012102777782380701
Position 331: 0.00011704718051170355
Position 2446: 0.00010550532888316007
Position 165: 9.97874274274612e-05
Position 1881: 9.890149775634487e-05
Position 1916: 9.251232874188419e-05
Position 214: 8.78060962099339e-05
Position 3249: 8.536811315274169e-05
Position 3033: 7.218462203392259e-05
Position 1055: 7.211461273894965e-05
Position 6182: 6.831454342279958e-05
Position 5495: 6.309451007587173e-05
Position 900: 6.291491838520996e-05
Position 3261: 5.550686184126022e-05
Position 1683: 5.329605320838949e-05
Position 1066: 4.970832625476163e-05
Position 1444: 4.859066159283273e-05
Position 1417: 4.1921788471721115e-05
Position 3476: 3.678129597613036e-05
Position 1474: 3.533738580397112e-05
Position 6242: 3.419563707572457e-05
Position 5955: 3.2665279854880236e-05
Position 1722: 2.784820393317802e-05
Position 2217: 2.2590066399766503e-05
Position 5998: 2.2347587326675123e-05
Position 6024: 2.09748439015291e-05
Position 5819: 2.0927691392653658e-05
Position 5870: 1.9250543686261817e-05
Position 1690: 1.6564269006046184e-05
Position 3452: 1.5543155974995618e-05
Position 1999: 1.3880552565700282e-05
Position 1314: 1.3293651689579379e-05
Position 424: 1.2289373506145058e-05
Position 445: 1.06519930132507e-05
Position 457: 9.970936335226248e-06
Position 1839: 9.543135724046492e-06
Position 6751: 9.397914590832882e-06
Position 124: 6.884748365552049e-06
Position 388: 6.273901556188675e-06
Position 136: 6.192066548642582e-06
Position 1501: 5.500101030546979e-06
Position 801: 5.049865450351747e-06
Position 287: 4.124641102399484e-06
Position 1751: 3.674732049573571e-06
Position 103: 3.6409854211916856e-06
Position 2793: 3.448049404701201e-06
Position 1740: 2.1418390238227123e-06
Position 507: 2.1126577424954486e-06
Position 292: 1.9671339858424227e-06
Position 1261: 1.8947256582403773e-06
Position 2260: 1.3168895977545042e-06
Position 3447: 1.2630085914507689e-06
Position 364: 1.1007572792318967e-06
Position 2225: 1.0445126906818414e-06
Position 1970: 1.0211290322175464e-06
Position 547: 7.025517730142653e-07
Position 1935: 5.897750203863977e-07
Position 1285: 5.331128782864161e-07
Position 2886: 5.3072042497237e-07
Position 1564: 5.163149304556984e-07
Position 391: 4.502079523849528e-07
Position 385: 3.3947437146709826e-07
Position 65: 3.3301854299606475e-07
Position 553: 2.5941382608806366e-07
Position 2720: 2.4791526851571574e-07
Position 2277: 2.1260793244402294e-07
Position 1927: 1.830463617513719e-07
Position 487: 1.7721723060477825e-07
Position 475: 1.5947942604365066e-07
Position 1897: 1.5392091742497436e-07
Position 418: 1.5242630606467442e-07
Position 519: 1.3338916664536242e-07
Position 2821: 1.2559590912745032e-07
Position 1987: 1.1276797104112956e-07
Position 526: 6.208782498491233e-08
Position 150: 4.9035346225164584e-08
Position 144: 4.6629143763944285e-08
Position 2005: 3.532624246406136e-08
Position 1737: 3.054434796483813e-08
Position 141: 2.3165038357273734e-08
Position 556: 2.009289147179265e-08
Position 2055: 1.374019548093536e-08
Position 2011: 5.989995499017468e-09
Position 797: 5.174152208600205e-09
Position 442: 5.052443982948771e-09
Position 2001: 3.788313171089538e-09
Position 583: 3.6904206736827895e-11
Position 308: 1.1140410198057605e-12
