Gene = AGO2
index = 2
Annotated 5SS: [ 360 4005 4226 4891 6004 6466]
Annotated 3SS: [2736 4136 4280 4986 6094 6527]
SMsplice 5SS: [ 110  360 4005 4891 5149 6004 6466]
SMsplice 3SS: [ 176 2736 4136 4986 5820 6094 6527]
top_k =  1000
Partition function (log Z): 15.590999321771468

Sorted 5' Splice Sites (High to Low Probability):
Position 6004: 0.995995511548602
Position 360: 0.9839899187144264
Position 4891: 0.9681899191632225
Position 110: 0.9416125995006226
Position 5149: 0.8316719779439101
Position 4005: 0.7540662231330906
Position 6466: 0.6810948197877474
Position 4226: 0.2816765935624708
Position 4451: 0.058989282907757935
Position 4336: 0.051926733873800396
Position 4447: 0.03407970810009049
Position 87: 0.024503106354125077
Position 4877: 0.020684038663230722
Position 4326: 0.018419653556895225
Position 4721: 0.017739166821010233
Position 3619: 0.017211588366662874
Position 2865: 0.0159496772779732
Position 3783: 0.015500224048352539
Position 4495: 0.015341935390568431
Position 4048: 0.013235219564189469
Position 6480: 0.012620113535494687
Position 1593: 0.012074960268701546
Position 6606: 0.011882151163949379
Position 5192: 0.011584712534801415
Position 6434: 0.011369362960374798
Position 6624: 0.01072597909403255
Position 4938: 0.00951809058810674
Position 2649: 0.008818777602638495
Position 4217: 0.008631952792710725
Position 6260: 0.00853165943983411
Position 550: 0.007883333392200658
Position 5591: 0.007369748826597766
Position 5758: 0.006250154670107236
Position 573: 0.0059074545752953005
Position 6308: 0.0055368946715206825
Position 5179: 0.004859052125770137
Position 3067: 0.004837774645815425
Position 5700: 0.0044556398583683885
Position 2178: 0.004164869081782147
Position 2998: 0.0038898768955704273
Position 5482: 0.0038672277947275576
Position 4681: 0.0035214029887553682
Position 5274: 0.0034032700772929805
Position 1762: 0.0026314226632331195
Position 371: 0.00261839920504171
Position 4066: 0.0025853498034603397
Position 2137: 0.002581534031758383
Position 1666: 0.0022030397344384093
Position 3136: 0.002138749235573409
Position 3205: 0.0021059370138595437
Position 6758: 0.0020419018162635564
Position 5146: 0.00187003849617974
Position 554: 0.00179098413076648
Position 3343: 0.001728069713718574
Position 2592: 0.0016289825888987735
Position 4455: 0.0015563835206852958
Position 4690: 0.0015320457385535873
Position 6095: 0.0015079879307907252
Position 403: 0.001439097669845895
Position 3412: 0.0014359414687492372
Position 5286: 0.0012862559138787674
Position 1364: 0.0012621122780632377
Position 2389: 0.0012473833712645396
Position 3274: 0.0012436609017113668
Position 2060: 0.001242215695521017
Position 62: 0.0012219013850853532
Position 2032: 0.001202175686637231
Position 3481: 0.001091547586743243
Position 3999: 0.0008908438116948075
Position 5755: 0.0008380882577851082
Position 4192: 0.0008275307975146491
Position 3550: 0.0008233904486299135
Position 6826: 0.0006976221478506865
Position 1567: 0.0006913245367988289
Position 5589: 0.0006864213093776394
Position 386: 0.0006302362804909283
Position 6102: 0.000609438544847128
Position 5979: 0.0006016218325658101
Position 5025: 0.0005529456792378484
Position 2703: 0.0005209321777365881
Position 1507: 0.0004810839168009768
Position 5276: 0.0004424204806425404
Position 1692: 0.0004180369912346746
Position 3586: 0.0003804588740745434
