Gene = frtz
index = 1707
Annotated 5SS: [ 713 1679 2685 3255 3707 3924]
Annotated 3SS: [1377 1733 2742 3308 3763 3983]
SMsplice 5SS: [ 713 1679 2685 3255 3707 3924]
SMsplice 3SS: [ 810 1733 2742 3308 3763 3983]
top_k =  1000
Partition function (log Z): 10.880877818774668

Sorted 5' Splice Sites (High to Low Probability):
Position 2685: 0.9955790577851351
Position 1679: 0.992544431047859
Position 3707: 0.9925300007841533
Position 3255: 0.9582138785299829
Position 3924: 0.8727076191485299
Position 713: 0.8311123077603791
Position 3344: 0.3923256459142103
Position 13: 0.20726400904492265
Position 3928: 0.1166515761654626
Position 4455: 0.09231987422520131
Position 4166: 0.03587154731590191
Position 2844: 0.03383294942928443
Position 4175: 0.0319264624157787
Position 4139: 0.03018449477608733
Position 1205: 0.02786734315704516
Position 679: 0.017953402437630255
Position 4076: 0.011965362883262295
Position 4162: 0.01170517188871503
Position 908: 0.010632965807801003
Position 1137: 0.010297044687810512
Position 4178: 0.009766068937140744
Position 3092: 0.009599830269943373
Position 700: 0.006471531419693914
Position 3240: 0.005269870239634244
Position 2037: 0.0039741350884583675
Position 898: 0.003962075764589005
Position 4094: 0.003367843596294409
Position 717: 0.0025831719679630734
Position 586: 0.0023662345975686986
Position 1509: 0.001784008186535916
Position 1243: 0.001357102595257791
Position 4151: 0.001352590156316677
Position 8: 0.0013348100951879101
Position 3892: 0.0013183934489803496
Position 1837: 0.0012218913438850568
Position 3027: 0.0011714322171668956
Position 3701: 0.0011605528868651044
Position 852: 0.0009586527558659108
Position 3420: 0.0009193321509068716
Position 672: 0.0008859542678171413
Position 4124: 0.0008478683713471493
Position 840: 0.0007671768492628878
Position 3698: 0.0006446091203191193
Position 3261: 0.0006293573051189723
Position 2170: 0.0006235176577553558
Position 4345: 0.0006041264464888668
Position 3213: 0.0006021553403954839
Position 4405: 0.0005093248803739684
Position 3668: 0.0004446914505581963
Position 3692: 0.00043015099749149833
Position 2689: 0.0004289817639201916
Position 3259: 0.0004168745138656815
Position 3348: 0.0003307900257438766
Position 3475: 0.00031611325185673797
Position 4397: 0.00030294050508567627
Position 2646: 0.000260012351012881
Position 4425: 0.00025984735966455027
Position 3158: 0.0002591512857795698
Position 862: 0.00025441846099152616
Position 3460: 0.00022976941511789758
Position 2985: 0.00022342340202878994
Position 3934: 0.00018989182506733965
Position 4109: 0.00018374856385202973
Position 2644: 0.00017758023043351747
Position 1782: 0.00016051652208622116
Position 4091: 0.00015300567877593588
Position 4079: 0.00012407513417119766
Position 3711: 0.0001201526564003369
Position 3085: 0.00011993375840346944
Position 1611: 0.00011238671815226485
Position 2858: 0.00010650523994134377
Position 3047: 8.057035969637046e-05
Position 661: 7.086518927715187e-05
Position 3216: 7.022898495994557e-05
Position 60: 6.314283792037135e-05
Position 4449: 6.10895103849057e-05
Position 343: 5.5104214594378725e-05
Position 1434: 5.279016560428423e-05
Position 2827: 4.83488734961609e-05
Position 452: 4.3500813784458033e-05
Position 4214: 4.183457186749639e-05
Position 3192: 4.019562364827281e-05
Position 1365: 3.262211379803175e-05
Position 1304: 2.8484589261475627e-05
Position 3205: 2.774835910207828e-05
Position 3673: 2.3373462042328708e-05
Position 3807: 2.243535784986846e-05
Position 2182: 2.1656436733280248e-05
Position 22: 2.1487602855403787e-05
Position 1351: 1.9111046540257342e-05
Position 36: 1.8940726350074093e-05
Position 1990: 1.808662080111384e-05
Position 4459: 1.7666198720171256e-05
Position 2868: 1.4421946823195184e-05
Position 20: 1.4306934594659704e-05
Position 2812: 1.3870600715094187e-05
Position 3939: 1.1612669549282985e-05
Position 340: 9.881764561293637e-06
Position 2424: 9.232565190947369e-06
Position 4063: 8.598191315135752e-06
Position 2631: 8.490228865300206e-06
Position 2848: 8.017506931424026e-06
Position 2070: 7.790451027939367e-06
Position 2952: 5.037080955388294e-06
Position 3424: 4.988041227276908e-06
Position 2322: 4.036234553225762e-06
Position 2977: 3.8144341097651607e-06
Position 3329: 3.697688888429626e-06
Position 1691: 3.6307707717853092e-06
Position 2455: 3.4481818641692547e-06
Position 2944: 3.2526235667329183e-06
Position 3062: 2.841905968135347e-06
Position 90: 2.215044710554737e-06
Position 492: 2.2107136691092797e-06
Position 4247: 1.4525176460630115e-06
Position 2698: 1.1633287830946113e-06
Position 245: 1.1339965612672272e-06
Position 3643: 1.0961212246177452e-06
Position 3876: 9.903825335855146e-07
Position 240: 8.952026197388337e-07
Position 3079: 8.946749290725597e-07
Position 2546: 8.673551892293313e-07
Position 805: 8.452048331289158e-07
Position 143: 8.106605595350762e-07
Position 327: 7.817861783848592e-07
Position 2499: 6.398973182832027e-07
Position 2928: 5.422266118388998e-07
Position 4066: 4.2833788046883694e-07
Position 1045: 2.2426868252494146e-07
Position 3586: 2.189437359840856e-07
Position 3732: 2.176678253684221e-07
Position 485: 1.9781992050485478e-07
Position 183: 1.8729033322135117e-07
Position 469: 1.8693077655782525e-07
Position 100: 1.8141191986937575e-07
Position 3316: 1.409609469784696e-07
Position 64: 1.3725712118952353e-07
Position 132: 1.1143172293067422e-07
Position 3363: 5.652400268657148e-08
Position 2959: 5.368680228757858e-08
Position 3738: 5.3396940229695317e-08
Position 2700: 1.4479561168801472e-08
Position 1109: 1.2645085490727925e-08
Position 1104: 8.250131359982947e-09
Position 2586: 7.221075444995608e-09
Position 2122: 6.105138074248688e-09
Position 567: 5.9040790259749674e-09
Position 1764: 4.586803965330599e-09
Position 1577: 3.9778745992243145e-09
Position 1431: 1.0955857122025192e-09
Position 628: 7.619864809865584e-10
Position 3319: 9.13523016394518e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2742: 0.9954250175683709
Position 3308: 0.9932653337168853
Position 3983: 0.9926781169283585
Position 3763: 0.9883283516754243
Position 1733: 0.5576198424625433
Position 1740: 0.4052724043414416
Position 3401: 0.38842156733212324
Position 71: 0.1679380244794189
Position 810: 0.161454561688826
Position 1043: 0.1422800886602009
Position 4515: 0.10633635336727396
Position 1466: 0.08955150513326307
Position 1557: 0.08663755048740586
Position 765: 0.08372507534591951
Position 1377: 0.07943354568967427
Position 1424: 0.05785676273684257
Position 782: 0.03855505417741297
Position 4214: 0.03824113498699341
Position 895: 0.036910481408856666
Position 4238: 0.03564218750696687
Position 4333: 0.02690698054041312
Position 922: 0.026848412783800058
Position 1445: 0.023675463353605417
Position 1012: 0.021066613037176586
Position 1958: 0.020241642552719177
Position 838: 0.019168239882980314
Position 60: 0.019153034601609702
Position 981: 0.014802699273502615
Position 4299: 0.014029822087605691
Position 1322: 0.007530064238005638
Position 1530: 0.006622822832942313
Position 4247: 0.006558830217817741
Position 988: 0.0060246988903816
Position 745: 0.006018762660595119
Position 1595: 0.005291169064023501
Position 2283: 0.005276862251068018
Position 2331: 0.00503480853175583
Position 1062: 0.004694490644303636
Position 3406: 0.004632466890963084
Position 3157: 0.004345122689330546
Position 2897: 0.0041197044535122756
Position 3778: 0.00371609644278747
Position 1567: 0.003496005834245666
Position 1604: 0.0032342458652787256
Position 3167: 0.003215617225980277
Position 907: 0.0025051023707395354
Position 3085: 0.0022484199465811873
Position 386: 0.0018668208245487998
Position 2298: 0.001861814611723028
Position 4254: 0.0016449919938419661
Position 2919: 0.0015312288746207254
Position 1051: 0.001488925257044927
Position 1770: 0.0013472645657608673
Position 3534: 0.0013205231458138067
Position 4121: 0.0011267881358210238
Position 176: 0.0011153670151682591
Position 822: 0.0010590199897049604
Position 3784: 0.0007487802511540231
Position 2779: 0.0007030429179194093
Position 1172: 0.0007010378903342407
Position 2070: 0.000568659172153665
Position 2439: 0.0005672331114052131
Position 3458: 0.0005617539553850973
Position 3091: 0.0005433571556770535
Position 2166: 0.0005004377733365264
Position 997: 0.00047446487334446637
Position 2553: 0.00045962046816005173
Position 3816: 0.0004422693599497715
Position 390: 0.0004075855787740315
Position 1109: 0.0003660919494638185
Position 4178: 0.0003486207761897654
Position 3213: 0.0003437878578562534
Position 1938: 0.0003430407133131644
Position 4529: 0.000342898652861766
Position 4493: 0.0003376202705134278
Position 197: 0.00032557584513502244
Position 3850: 0.00032543991497418047
Position 1670: 0.0003111560774319518
Position 2838: 0.00030689070524748274
Position 573: 0.00030229314190138504
Position 940: 0.00027023466176605434
Position 3020: 0.0002653170258629187
Position 90: 0.0002642456805979135
Position 2130: 0.0002571164975702533
Position 4455: 0.0002475221712139615
Position 138: 0.00022513540461161765
Position 3994: 0.00021557511424924296
Position 1805: 0.00020266425157485982
Position 1137: 0.0001840082504016139
Position 852: 0.00018198294875349598
Position 2049: 0.0001736521352517853
Position 3115: 0.00016621696151928009
Position 948: 0.0001503619141771632
Position 3325: 0.0001475612750491176
Position 2442: 0.00013207714470952903
Position 1310: 0.00011797542076381825
Position 1069: 0.00010303276804338101
Position 510: 0.00010247366739692156
Position 2195: 9.72820710916822e-05
Position 305: 9.355116013434696e-05
Position 3205: 9.044930988299294e-05
Position 2761: 7.863030688159209e-05
Position 3799: 7.76591949187709e-05
Position 1988: 7.73387427296779e-05
Position 1095: 7.345623441425278e-05
Position 2255: 6.885907265913736e-05
Position 1478: 6.640224803522165e-05
Position 1968: 6.359977044100721e-05
Position 3106: 6.127521575572845e-05
Position 1190: 5.99778562954199e-05
Position 551: 5.721877597528101e-05
Position 2520: 5.557136612156428e-05
Position 143: 5.2880227614199836e-05
Position 4181: 5.2190683761006704e-05
Position 2857: 5.032616546489794e-05
Position 2827: 4.96041984873844e-05
Position 3738: 4.77484843211389e-05
Position 3605: 4.6535415473885765e-05
Position 1802: 4.5326633447927656e-05
Position 3475: 4.0981838329778216e-05
Position 2582: 3.7924612503573785e-05
Position 1836: 3.608482113406416e-05
Position 936: 3.462702253099394e-05
Position 4534: 3.462297395987086e-05
Position 3216: 3.356044455664379e-05
Position 2524: 3.325285518946122e-05
Position 286: 3.299803773953176e-05
Position 1715: 3.17716440520156e-05
Position 3538: 2.7149646747227774e-05
Position 2028: 2.381629557448379e-05
Position 1833: 2.3337396416779794e-05
Position 3550: 2.2437688157067343e-05
Position 1974: 2.2414968634396385e-05
Position 3547: 2.2367277510127177e-05
Position 2229: 1.6950661441142247e-05
Position 3366: 1.6136914854634864e-05
Position 2989: 1.492990963710121e-05
Position 2619: 1.4853309486897537e-05
Position 1896: 1.3234084643043086e-05
Position 183: 1.1710461177430457e-05
Position 525: 9.30168300004117e-06
Position 522: 8.900881858698911e-06
Position 3340: 6.803177287917215e-06
Position 4144: 6.774833118191718e-06
Position 3046: 6.48403660752434e-06
Position 1864: 6.326817611264191e-06
Position 2893: 5.700193911186379e-06
Position 4476: 5.505414655879792e-06
Position 3643: 5.014247895089595e-06
Position 585: 4.660411785197471e-06
Position 3043: 4.648661609085252e-06
Position 3565: 4.300470223437461e-06
Position 2993: 3.7959048096560337e-06
Position 2025: 3.613320192743049e-06
Position 1848: 3.46831757092465e-06
Position 3363: 3.3457492708182175e-06
Position 140: 3.3211239366375294e-06
Position 567: 3.2772369193745736e-06
Position 2944: 3.0503461996840217e-06
Position 3408: 3.0354266135130547e-06
Position 477: 2.799322400375763e-06
Position 132: 2.7807487652350733e-06
Position 2996: 2.569459862707059e-06
Position 225: 2.557712514790687e-06
Position 402: 2.3071437688987043e-06
Position 3424: 2.2532294056615494e-06
Position 492: 2.206623281820099e-06
Position 3692: 2.1538235717102393e-06
Position 194: 1.9802303736160137e-06
Position 672: 1.8143453136083864e-06
Position 3864: 1.343257912160123e-06
Position 408: 1.3352097689615937e-06
Position 3469: 1.1461069163887646e-06
Position 435: 1.142146490187203e-06
Position 3440: 9.863355007531074e-07
Position 149: 9.57705354972274e-07
Position 3860: 7.751154071541499e-07
Position 354: 7.689468401673481e-07
Position 3623: 5.452041301466047e-07
Position 546: 5.281508352163637e-07
Position 205: 5.273729939312885e-07
Position 3853: 5.207189044416338e-07
Position 3801: 4.3842308108982423e-07
Position 3415: 4.259797424083945e-07
Position 154: 4.042567423241917e-07
Position 231: 4.0271494289906795e-07
Position 309: 3.9866177110151803e-07
Position 399: 3.5827933121640565e-07
Position 3661: 3.2906730184017645e-07
Position 3924: 2.6630637691799736e-07
Position 3266: 2.0009127363892103e-07
Position 669: 1.2205492815906714e-07
Position 360: 1.203965755283026e-07
Position 405: 9.895186989147847e-08
Position 411: 9.456062307605325e-08
Position 116: 6.38798701968652e-08
Position 4075: 4.987808938115259e-08
Position 531: 4.4735678912023305e-08
Position 414: 3.61949764012218e-08
Position 336: 2.4396419620377717e-08
Position 687: 8.890611462588856e-09
Position 356: 1.1211653734768662e-09
Position 240: 4.385561744411174e-10
Position 450: 2.3645850990618263e-10
Position 151: 6.569378731736803e-11
Position 439: 6.377599402211823e-11
Position 4019: 4.44926771766282e-11
