Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  1000
Partition function (log Z): -2.14711608817269

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9958059122960914
Position 414: 0.7200035128744603
Position 3595: 0.4846725024904703
Position 942: 0.34142059767348637
Position 5869: 0.08263723353774832
Position 4581: 0.035047696096878994
Position 2335: 0.034664438742053987
Position 745: 0.022063656693856806
Position 3062: 0.013220319952223177
Position 5358: 0.012821073153465474
Position 55: 0.012436142844310251
Position 5887: 0.012254655888912998
Position 1885: 0.0117328652131415
Position 2331: 0.009557324386798365
Position 801: 0.0069559899824758
Position 4587: 0.004661286044490189
Position 1682: 0.004438256251356571
Position 5004: 0.004048289227894082
Position 1636: 0.003989891318985691
Position 2137: 0.0039134629215230214
Position 2896: 0.0035351854380170516
Position 2547: 0.003484934863069122
Position 1482: 0.00316412813080529
Position 1032: 0.002957148500118297
Position 2347: 0.0027989208752506015
Position 617: 0.00253657791700564
Position 5370: 0.002126384615504957
Position 389: 0.002038392271969537
Position 626: 0.0017145796125100465
Position 1213: 0.0016177050931691652
Position 216: 0.0015932660835785508
Position 87: 0.00147102003024207
Position 5564: 0.00134096147928926
Position 1048: 0.001260283966938072
Position 2141: 0.0011287158280582465
Position 2375: 0.0010780456871091572
Position 2709: 0.0009466084969390394
Position 1726: 0.0007601827539566994
Position 2982: 0.000734593901429632
Position 2283: 0.0006980952536239634
Position 1890: 0.000679307516492679
Position 5876: 0.0006536116652127444
Position 5383: 0.0005846852251333975
Position 2326: 0.0005742479840800044
Position 25: 0.0005491153549727575
Position 5203: 0.0005383832837584772
Position 1326: 0.0005201795539391494
Position 5728: 0.0005084286147103817
Position 5388: 0.0004489701083187561
Position 797: 0.00043949197342787766
Position 909: 0.00042505582963462844
Position 1715: 0.00042345521279338864
Position 655: 0.00041482684420563506
Position 5364: 0.0003530956092639041
Position 510: 0.0003324805637475563
Position 1841: 0.0002646039402178383
Position 3724: 0.0002540391842874931
Position 2559: 0.0002485608315677668
Position 5048: 0.00023011690937188052
Position 2225: 0.0002084502383934166
Position 1116: 0.00018555290111196086
Position 2287: 0.00015185969160789225
Position 236: 0.00014212460758682713
Position 538: 0.00012450525957823574
Position 4994: 0.00012409087734554895
Position 4833: 0.00011610710660303165
Position 5394: 0.00011390926759877017
Position 2584: 0.00010142870606050926
Position 3616: 9.951228336993619e-05
Position 2115: 9.018593528667309e-05
Position 2408: 8.983552649592137e-05
Position 1164: 7.905369382557181e-05
Position 5549: 7.086380495593322e-05
Position 5170: 6.579275075324598e-05
Position 5642: 5.8371208480244984e-05
Position 661: 5.035954899602034e-05
Position 1717: 4.867754664753378e-05
Position 1728: 4.7136861653090205e-05
Position 5182: 4.4659902186025445e-05
Position 1527: 4.118830723409954e-05
Position 2589: 3.810454592008115e-05
Position 5770: 3.4767795582859264e-05
Position 210: 2.5634261123133748e-05
Position 1217: 2.491957222058257e-05
Position 230: 2.1351296641099582e-05
Position 79: 2.039837188890412e-05
Position 1297: 2.0221973789997404e-05
Position 224: 1.7277021630591535e-05
Position 527: 1.6873134926480117e-05
Position 1193: 1.217595217877339e-05
Position 4047: 1.0014598253779584e-05
Position 5275: 8.62490825408512e-06
Position 238: 8.083124118327456e-06
Position 786: 8.004241674429755e-06
Position 5735: 7.980818279094374e-06
Position 5428: 6.544584543937807e-06
Position 1314: 6.267800430335623e-06
Position 37: 5.98084405242436e-06
Position 1862: 5.641143904642383e-06
Position 3607: 5.246122337757901e-06
Position 1273: 4.829678536406141e-06
Position 5381: 4.565089267159469e-06
Position 39: 4.155839813205297e-06
Position 1130: 2.652681223404204e-06
Position 1370: 2.2314513228318596e-06
Position 4724: 2.0736012936219016e-06
Position 3712: 1.8708244505527454e-06
Position 5449: 1.8630415486503959e-06
Position 47: 1.6641900525200996e-06
Position 476: 1.6462615134021245e-06
Position 699: 1.222507227084519e-06
Position 774: 9.702884914519252e-07
Position 254: 9.077248872449076e-07
Position 401: 8.662724493131226e-07
Position 1197: 7.841254066839494e-07
Position 266: 6.15451939388494e-07
Position 1511: 5.959210864141464e-07
Position 513: 5.453444629995741e-07
Position 1593: 3.6023316787781814e-07
Position 1169: 3.039801273135774e-07
Position 460: 3.006994995656873e-07
Position 1222: 2.6009082552936465e-07
Position 766: 2.490908297887698e-07
Position 5009: 2.3201757796488713e-07
Position 404: 1.9393348448391612e-07
Position 3975: 9.457331197780311e-08
Position 805: 4.2298893812456284e-08
Position 282: 2.8305040503414445e-08
Position 3823: 2.270765542188368e-08
Position 3820: 2.1078219454189646e-08
Position 3887: 2.0442061637237483e-08
Position 4374: 1.7127620358504085e-08
Position 4273: 1.6928427251837697e-08
Position 3: 1.3155522536382959e-08
Position 3925: 1.2705199873832399e-08
Position 1150: 9.491830735447517e-09
Position 1136: 6.684763806328643e-09
Position 586: 9.691994597471774e-10
Position 604: 8.688850281658964e-10
Position 3625: 4.725667278272792e-10
Position 256: 7.355566197232292e-11
Position 1139: 2.88075703015643e-11
Position 285: 2.996697501636053e-12
Position 772: 8.896887268282476e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.9993218114747449
Position 3491: 0.7098093988733823
Position 4652: 0.42004166385020575
Position 3494: 0.1476407259974183
Position 5960: 0.09641304118509024
Position 3672: 0.09351308661249053
Position 579: 0.08200359115340063
Position 4661: 0.05923817760883404
Position 1586: 0.029037878217848555
Position 470: 0.02721611114353917
Position 4616: 0.02032082981393405
Position 1977: 0.018671144723361413
Position 1380: 0.011865186199834673
Position 2140: 0.009979243670460382
Position 3920: 0.009861915855106465
Position 4167: 0.009102057126090171
Position 3801: 0.008969138964495665
Position 1980: 0.006089991641682752
Position 5438: 0.005811907459441564
Position 4433: 0.005416593424736186
Position 4462: 0.005186691724044212
Position 2648: 0.004471300883349301
Position 2997: 0.004340129292952904
Position 2108: 0.0034633835830675413
Position 2699: 0.0034392882007950637
Position 5748: 0.0032348697466055
Position 1213: 0.0026594534982306464
Position 3791: 0.0026568872496617207
Position 129: 0.0025147373981566482
Position 692: 0.002481425384761347
Position 5428: 0.002446606728031304
Position 4310: 0.00242851301902211
Position 290: 0.002399045043207535
Position 3938: 0.0023298005899173345
Position 4271: 0.002326276178106945
Position 874: 0.002173444044897213
Position 4469: 0.002089647989685616
Position 3054: 0.0020498876146361504
Position 5793: 0.0020294624503965084
Position 3817: 0.0017588200465511682
Position 3971: 0.0017480394525059505
Position 609: 0.0016722402625732578
Position 602: 0.0013489887982996859
Position 162: 0.0012261095728241756
Position 5065: 0.001174969492318217
Position 3112: 0.0011250038899403754
Position 4448: 0.001099389481542327
Position 5102: 0.0010697577755761924
Position 676: 0.0010242427151916254
Position 5796: 0.0009548505614422841
Position 2798: 0.0009423260798770087
Position 1956: 0.000938128761811499
Position 797: 0.0009360460395606671
Position 5441: 0.0009200773718149642
Position 1524: 0.0009062491733629194
Position 4322: 0.0008956061682984788
Position 1326: 0.0008820953557887807
Position 5617: 0.0007973117226415437
Position 2745: 0.0006893395322014278
Position 2728: 0.0006661749591190937
Position 2582: 0.0006643039762127207
Position 4307: 0.0006627326816227866
Position 5547: 0.0006387678462250691
Position 1390: 0.0006044346634417599
Position 3248: 0.0005985323404680805
Position 3387: 0.0005799392790788353
Position 4079: 0.0005652808638060406
Position 4903: 0.0005613457558523347
Position 5681: 0.0005399666115022003
Position 445: 0.0005161936906018021
Position 4130: 0.0004985888471142145
Position 5275: 0.0004851140798868189
Position 3968: 0.00047835388700505235
Position 4355: 0.0004637250408233594
Position 4019: 0.00045598649858141
Position 830: 0.00042377754210653785
Position 5401: 0.0004023732835071829
Position 1147: 0.0003958421703401927
Position 5815: 0.00036988331803077267
Position 2368: 0.00036933100356659594
Position 2331: 0.0003680011768435425
Position 5552: 0.00035517091640203523
Position 5600: 0.0003241612442680257
Position 4253: 0.00032295273539756093
Position 716: 0.0003104396425813966
Position 827: 0.00024539441560410074
Position 5718: 0.00024097011125060497
Position 3863: 0.00023566119373473324
Position 3860: 0.00022491856599896767
Position 3899: 0.00022085135425754066
Position 5059: 0.0001916413458982348
Position 2157: 0.00018137257895056507
Position 1252: 0.00016514720324208387
Position 2453: 0.00014801179452793235
Position 5658: 0.00014393032480756627
Position 1330: 0.00014195272004098816
Position 527: 0.0001407986453776353
Position 1314: 0.00013414548442409923
Position 1682: 0.00011987573020854174
Position 3559: 0.00011403872578147048
Position 550: 0.00010836502404824096
Position 3852: 0.00010530944659615725
Position 2417: 9.603269155242981e-05
Position 5559: 9.207842456616717e-05
Position 3423: 9.008996666020456e-05
Position 167: 8.90986511705828e-05
Position 5900: 8.754612630975412e-05
Position 5675: 8.495316277871761e-05
Position 2862: 8.372632383477854e-05
Position 5640: 8.276090345537449e-05
Position 5754: 8.209383338038653e-05
Position 513: 7.79648065876808e-05
Position 5404: 7.618306603628831e-05
Position 533: 7.113300774213233e-05
Position 878: 6.354504116266897e-05
Position 200: 4.7171108963531983e-05
Position 510: 4.5298914158986166e-05
Position 3016: 3.444280225131395e-05
Position 5284: 3.15053817506389e-05
Position 839: 2.66179775498954e-05
Position 1762: 2.3710587206410248e-05
Position 301: 2.294804825676225e-05
Position 266: 2.2294033476900363e-05
Position 1715: 2.1355279322214868e-05
Position 1067: 2.042413928956847e-05
Position 614: 1.9250456905497666e-05
Position 1088: 1.5768548719322308e-05
Position 246: 1.5322833226780077e-05
Position 929: 1.0947323590802295e-05
Position 250: 9.332549008302786e-06
Position 5083: 9.221022068763297e-06
Position 1225: 8.605427981283496e-06
Position 5182: 8.46907253710205e-06
Position 1769: 6.962269884729693e-06
Position 210: 6.393668765214954e-06
Position 1616: 4.555702137126184e-06
Position 1726: 4.398432744696476e-06
Position 5868: 4.185849155218899e-06
Position 5358: 3.935185191694385e-06
Position 1295: 3.826313302769733e-06
Position 5745: 3.228878253122609e-06
Position 1485: 2.933240524075271e-06
Position 1164: 2.869073925048417e-06
Position 1258: 2.3144584875728047e-06
Position 4924: 2.0214779052069393e-06
Position 1102: 1.9060006203778366e-06
Position 1656: 1.5273891295288105e-06
Position 1399: 1.3756888925133187e-06
Position 1816: 8.929641845844831e-07
Position 1169: 8.674128299749146e-07
