Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  1000
Partition function (log Z): 4.447347357052524

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9980073665868773
Position 959: 0.9871568837791566
Position 321: 0.7824475630184062
Position 387: 0.0519384043619127
Position 773: 0.04310311702709266
Position 10: 0.03241969992974946
Position 197: 0.003240844281141837
Position 347: 0.002460349651000653
Position 1303: 0.001849038213616728
Position 382: 0.0015044566843470527
Position 780: 0.0009668121674080153
Position 224: 0.0008512333395459442
Position 325: 0.000801928973613081
Position 926: 0.0005242813533004653
Position 401: 0.00045963986511210594
Position 995: 0.0003376452883633088
Position 904: 0.0003152983705937058
Position 1901: 0.0002739247204198994
Position 119: 0.0002551265486093579
Position 380: 0.00023728312907734956
Position 33: 0.00019718013428406993
Position 283: 0.00018947881191773544
Position 824: 0.00018918450326419538
Position 168: 0.00015223607610325275
Position 425: 0.0001487273558682586
Position 546: 0.00012456731745627054
Position 947: 0.00010655937228835196
Position 112: 9.564099859099188e-05
Position 418: 8.239408512893764e-05
Position 1607: 7.750065510390081e-05
Position 591: 6.788313986596241e-05
Position 1826: 5.892328065165141e-05
Position 543: 5.680877299632158e-05
Position 929: 5.469432013788772e-05
Position 582: 5.346881077422439e-05
Position 525: 4.6711924594316434e-05
Position 1545: 3.5294800430740926e-05
Position 1217: 2.7743756478246945e-05
Position 1308: 2.5352293028426756e-05
Position 158: 2.094289212171631e-05
Position 259: 1.7125991919268476e-05
Position 812: 1.5318422622157618e-05
Position 908: 1.3465600423841848e-05
Position 1211: 1.203676760002056e-05
Position 603: 1.1547428476063144e-05
Position 51: 1.059114088130109e-05
Position 1704: 9.57032898200613e-06
Position 1499: 8.121838652271585e-06
Position 1520: 7.3098627519012526e-06
Position 88: 6.2647851214035115e-06
Position 1751: 5.559604960505055e-06
Position 1633: 5.400043288838498e-06
Position 1138: 5.196307566530367e-06
Position 1707: 4.5150124222335316e-06
Position 1341: 3.62408146449336e-06
Position 1631: 2.4487753912556036e-06
Position 1200: 2.409001975623431e-06
Position 102: 2.196229699558014e-06
Position 1621: 2.1637064948919657e-06
Position 1725: 1.74219983739913e-06
Position 1554: 1.246764612062974e-06
Position 519: 1.165476628470303e-06
Position 573: 1.0956629037454222e-06
Position 299: 9.254423042578539e-07
Position 1874: 9.106867165732851e-07
Position 1915: 6.251891884823561e-07
Position 1549: 5.107606147682117e-07
Position 632: 4.975487019162443e-07
Position 121: 4.5008634503345977e-07
Position 1696: 4.2259579529610115e-07
Position 1355: 3.5224962246751904e-07
Position 1264: 2.5788233759987835e-07
Position 1346: 2.278997025224072e-07
Position 1079: 1.705047600955462e-07
Position 615: 1.1568792941236281e-07
Position 1208: 1.1050276262114476e-07
Position 708: 8.898024568309486e-08
Position 1600: 8.13977070072866e-08
Position 673: 3.4181395009818115e-08
Position 1847: 3.354248954295798e-08
Position 506: 2.9643147450489563e-08
Position 513: 2.964189066646714e-08
Position 490: 2.8972580120619526e-08
Position 454: 1.0903160885827599e-08
Position 495: 9.764199743788473e-09
Position 1595: 2.4147310761514585e-10
Position 1562: 1.3570814378961346e-10
Position 1559: 1.1860569132433994e-10
Position 1349: 6.072759006973375e-11
Position 1150: 3.044249669411584e-11
Position 1335: 2.5697821172524577e-11
Position 1175: 1.0463227007305881e-11
Position 1511: 1.1356322562154288e-12
Position 1045: 5.432050799187415e-13
Position 1050: 1.3973772640598477e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.998474810997459
Position 1060: 0.9964034992026694
Position 464: 0.8453570899791912
Position 65: 0.02271827486670976
Position 836: 0.020941279968270568
Position 871: 0.007136608308511543
Position 839: 0.005737768128625629
Position 1138: 0.002571822413993242
Position 108: 0.0021175233358335923
Position 102: 0.0015746014845089671
Position 401: 0.001389496215708213
Position 1366: 0.0008386623262935491
Position 429: 0.0007753253801167715
Position 1804: 0.0005752027167448758
Position 239: 0.000494636155660043
Position 369: 0.0004654115805184303
Position 292: 0.00046141408844064044
Position 688: 0.00043604717972710956
Position 432: 0.0003521687348043457
Position 1798: 0.00035066030426106673
Position 1960: 0.00034149033953929345
Position 471: 0.0002688102123705535
Position 524: 0.00021394597544420024
Position 262: 0.0001929673270890672
Position 1420: 0.0001745963266409772
Position 1390: 9.943954697264836e-05
Position 1264: 8.587937150577294e-05
Position 1087: 8.291715425327811e-05
Position 375: 8.246539131554491e-05
Position 772: 6.215830522353218e-05
Position 656: 5.7008388729070845e-05
Position 1732: 4.7894438805629344e-05
