Gene = Mbs
index = 1271
Annotated 5SS: [  216  1602 10285 10904 11215 12041 12359 13476 14151 14355 14871 16985
 18306 18612 18972 19213 25166 25324 25851]
Annotated 3SS: [ 1045 10171 10348 11128 11926 12267 13088 14063 14225 14653 16153 18160
 18368 18873 19149 25022 25232 25763 28799]
SMsplice 5SS: [  192  1602 10285 10904 11215 12041 12359 14151 14598 14871 16985 18306
 18612 18972 19213 25166 25324 25851]
SMsplice 3SS: [  795 10171 10348 11125 11926 12267 14063 14225 14653 16153 18160 18368
 18873 19149 25022 25232 25763 29455]
top_k =  1000
Partition function (log Z): 61.161812328541856

Sorted 5' Splice Sites (High to Low Probability):
Position 18306: 0.9998766381361299
Position 25166: 0.9995068853517985
Position 10285: 0.9994108815188025
Position 14151: 0.9980710590111154
Position 19213: 0.9971494831369722
Position 10904: 0.9922518852472113
Position 18972: 0.9880791026687894
Position 25324: 0.9856794347355489
Position 12359: 0.9804248714121874
Position 1602: 0.9743792014873204
Position 14871: 0.9654087105735102
Position 18612: 0.9567596946910205
Position 12041: 0.9448198274579459
Position 11215: 0.8988338095240334
Position 192: 0.8523501507693855
Position 16985: 0.6560021855647483
Position 13476: 0.5358938973908945
Position 25851: 0.5007339920017291
Position 14598: 0.3624740067923619
Position 27768: 0.3288194667836478
Position 14355: 0.31829546380417284
Position 25879: 0.29003004874920063
Position 19623: 0.17912761552179626
Position 11779: 0.16677633450472618
Position 16460: 0.15338327096860635
Position 28863: 0.14899973610437978
Position 27170: 0.10082366299588706
Position 15581: 0.09400969404839252
Position 2189: 0.07662994734151464
Position 24690: 0.061476188995088984
Position 1119: 0.0555630047960086
Position 6697: 0.04892397193875112
Position 18024: 0.0463692585547379
Position 6422: 0.04346346240588413
Position 28879: 0.0361038157947862
Position 12218: 0.035055557247260845
Position 29092: 0.0317656724506444
Position 5603: 0.028885727986840918
Position 12064: 0.028540134506867917
Position 27316: 0.0275724766589003
Position 14375: 0.02573104865764487
Position 27990: 0.024607827807507532
Position 7306: 0.023844231591595575
Position 11190: 0.019247818524720198
Position 11219: 0.018652351449456792
Position 11481: 0.017612232976303894
Position 15234: 0.0170993315000154
Position 17890: 0.015776415339204347
Position 318: 0.01545297467316673
Position 2280: 0.014979637184952948
Position 15831: 0.014852181742757037
Position 12747: 0.014196062142280886
Position 17928: 0.01411944337031288
Position 12790: 0.01380513080747663
Position 12485: 0.013753301027987944
Position 19597: 0.011375944310545016
Position 16053: 0.01065150187496066
Position 16021: 0.010616169382182338
Position 11871: 0.009626591152476844
Position 2087: 0.009542283712297716
Position 18819: 0.009391690803423166
Position 1121: 0.00920841088235523
Position 16316: 0.00876816417767676
Position 13528: 0.007836859280520992
Position 2262: 0.007512437921389321
Position 29590: 0.007425791537536043
Position 19509: 0.007144689134754113
Position 15933: 0.007076713465449439
Position 27459: 0.007047650685302852
Position 20008: 0.00685194715586132
Position 28347: 0.006809571967257453
Position 24302: 0.006764041411529429
Position 27531: 0.006651549597984835
Position 928: 0.006540808860531249
Position 216: 0.006379505939580484
Position 11874: 0.006330776950689239
Position 18705: 0.006290843183189857
Position 15774: 0.006017920277473772
Position 15230: 0.005801052968115549
Position 12075: 0.005613187109157707
Position 8195: 0.0055924720237118435
Position 19586: 0.005368922454433091
Position 15872: 0.005197788595097074
Position 18711: 0.005193699558510828
Position 16268: 0.005021133447108338
Position 8964: 0.004984013519453961
Position 18656: 0.004811877905953239
Position 17540: 0.004702602949466538
Position 19661: 0.004616351549353765
Position 17556: 0.004456462457021616
Position 18622: 0.004453094075214432
Position 18976: 0.004407591228375248
Position 18740: 0.004366773839223644
Position 18725: 0.004242299437654819
Position 18698: 0.0042282794395542105
Position 6633: 0.0042065981205984095
Position 16886: 0.004196107555348167
Position 19888: 0.004062145039551524
Position 13467: 0.003858333496674078
Position 28907: 0.003795292345266056
Position 17143: 0.003764637585414555
Position 27536: 0.0037572365399099056
Position 7831: 0.0035935947109796804
Position 13089: 0.0035830334298561656
Position 11834: 0.003351706422691706
Position 21818: 0.0033195629678560677
Position 17564: 0.003022141225295203
Position 27407: 0.0029977259454025177
Position 5575: 0.002886953909677118
