Gene = mTTF
index = 1782
Annotated 5SS: [ 493 1138]
Annotated 3SS: [ 556 1192]
SMsplice 5SS: [ 493 1138]
SMsplice 3SS: [ 556 1192]
top_k =  1000
Partition function (log Z): 1.6452156303261267

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9971076909737293
Position 1138: 0.9957067020444003
Position 661: 0.20373492149493422
Position 751: 0.04680716793565036
Position 1018: 0.020032583346932684
Position 958: 0.010632793131345243
Position 185: 0.0021446920044406793
Position 1323: 0.0017340343343775243
Position 1114: 0.0006911306504324834
Position 1343: 0.0005901194546970965
Position 1202: 0.0005860646200813348
Position 397: 0.0005782487544263738
Position 235: 0.0005672066005835674
Position 804: 0.0005111505712122478
Position 202: 0.00041835665643652584
Position 736: 0.00038656949152690004
Position 841: 0.00024026407059838796
Position 1481: 0.00023277577823682758
Position 1492: 0.00020598266676839547
Position 1487: 0.00020456433242363583
Position 665: 0.00020446795656645629
Position 1369: 0.0001456646610686421
Position 894: 0.00014100379188113895
Position 64: 0.00012128538918493363
Position 856: 9.250961942123649e-05
Position 464: 9.170503304542197e-05
Position 1247: 7.523818903626414e-05
Position 1123: 5.85744003155303e-05
Position 795: 5.2297759932658004e-05
Position 1466: 2.6355734912727642e-05
Position 1042: 2.5750198737199016e-05
Position 441: 2.38217500064635e-05
Position 709: 2.372553622796712e-05
Position 707: 1.7304371667784987e-05
Position 640: 1.684690923052378e-05
Position 1039: 1.583020277998436e-05
Position 951: 1.4638593945982869e-05
Position 1419: 1.4038637351974478e-05
Position 328: 1.3198627307222997e-05
Position 588: 1.3032425319119604e-05
Position 903: 7.161633443840838e-06
Position 24: 6.920428816463364e-06
Position 1421: 6.2217017465781375e-06
Position 777: 6.116816824614697e-06
Position 1067: 5.888208744386562e-06
Position 33: 5.547036326239272e-06
Position 1484: 5.489795701446509e-06
Position 223: 5.362494053518501e-06
Position 1142: 4.933964251291228e-06
Position 459: 4.6081525485991085e-06
Position 303: 4.5870656076368595e-06
Position 1129: 4.162367485918728e-06
Position 1029: 4.119396848611066e-06
Position 647: 3.558562162699083e-06
Position 843: 2.9972834264507447e-06
Position 378: 2.807024188328839e-06
Position 1326: 2.4857981184289846e-06
Position 521: 2.4811735172050993e-06
Position 13: 1.4546035801461944e-06
Position 53: 1.3865718833970308e-06
Position 536: 1.272192334350021e-06
Position 619: 1.1971971058826805e-06
Position 898: 1.1955559759258001e-06
Position 479: 1.0237809958384352e-06
Position 1152: 9.61280389199713e-07
Position 1231: 8.933915109598738e-07
Position 1061: 8.921998546892492e-07
Position 414: 7.520894305379522e-07
Position 1378: 5.050321447401025e-07
Position 261: 2.6038043097635585e-07
Position 1079: 1.0945819765400064e-07
Position 543: 2.2903783846592254e-09
Position 908: 1.2863781377068283e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 556: 0.9944901334987337
Position 1192: 0.9887231102730478
Position 894: 0.13447664381463004
Position 722: 0.08752158523705973
Position 1073: 0.03125360095759406
Position 1017: 0.016172163613563457
Position 1278: 0.005584849153254796
Position 822: 0.005525886200897196
Position 903: 0.004370009880410863
Position 1387: 0.002412190053992182
Position 275: 0.0019995468661408197
Position 813: 0.0018530663617784438
Position 1359: 0.0017764576814699661
Position 1113: 0.001644572233950575
Position 1079: 0.0011367190738233706
Position 1543: 0.0007017564251793053
Position 729: 0.0005959862448302374
Position 771: 0.0005430391771337963
Position 234: 0.0004963032067470442
Position 1199: 0.00037929461524802756
Position 1513: 0.00030002717796336303
Position 603: 0.00027369676912521705
Position 1231: 0.00022699435487398434
Position 864: 0.00022457763372482774
Position 400: 0.00021197467111568565
Position 1419: 0.00018449178978697817
Position 1294: 0.0001601651798095954
Position 296: 0.00015105259207528514
Position 1054: 0.00010895284932747004
Position 924: 9.708043367696184e-05
Position 996: 8.332974863685715e-05
Position 984: 6.54121139370569e-05
Position 801: 5.675646660535361e-05
Position 1239: 4.7129599854141675e-05
Position 1246: 4.000148826156509e-05
Position 1172: 3.891776657537054e-05
Position 936: 3.7855254856240017e-05
Position 238: 3.7473448252370394e-05
Position 1297: 3.121768798423952e-05
Position 1225: 2.9205214645620043e-05
Position 315: 2.6032804801081376e-05
Position 106: 2.5845817280141177e-05
Position 740: 2.447279738227618e-05
Position 588: 2.32251013468319e-05
Position 1430: 2.3032156832118312e-05
Position 573: 2.0576748850989533e-05
Position 431: 1.9945228717324573e-05
Position 163: 1.8936435949151903e-05
Position 113: 1.6354875648246942e-05
Position 579: 1.4146267344530606e-05
Position 1407: 1.2153980031908125e-05
Position 1201: 1.0609142510972517e-05
Position 1427: 1.0529759440000434e-05
Position 185: 1.0157632173468826e-05
Position 1492: 9.728912986234686e-06
Position 942: 9.230445975395748e-06
Position 1398: 5.6439687360909525e-06
Position 350: 5.36022758358483e-06
Position 699: 4.460766482046917e-06
Position 454: 4.23626939458029e-06
Position 73: 4.1809454734300955e-06
Position 915: 4.073395024697764e-06
Position 166: 3.616864401794264e-06
Position 367: 3.309453243259777e-06
Position 1208: 3.149652588580142e-06
Position 125: 3.023250500690329e-06
Position 1027: 2.935190094731065e-06
Position 1084: 2.4404363350507044e-06
