Gene = SmydA-2
index = 1508
Annotated 5SS: [1186 1804]
Annotated 3SS: [1541 1859]
SMsplice 5SS: [1186 1804]
SMsplice 3SS: [1541 1859]
top_k =  1000
Partition function (log Z): -5.427619916612758

Sorted 5' Splice Sites (High to Low Probability):
Position 1804: 0.9890817281146659
Position 1186: 0.8375080921360136
Position 871: 0.03913451385161691
Position 482: 0.01683110867809329
Position 152: 0.014656912231028487
Position 1486: 0.012265147017674633
Position 287: 0.011714968494719043
Position 796: 0.0037915524278587533
Position 578: 0.0026539660237032492
Position 1455: 0.0020017633583223893
Position 2159: 0.0018834738328830283
Position 244: 0.0018078499750768862
Position 531: 0.0016321365315637643
Position 1302: 0.0015520618737401605
Position 1290: 0.0012999365879513614
Position 2192: 0.0012290250263052626
Position 760: 0.0011489644257481238
Position 1212: 0.0010346878127043475
Position 156: 0.0008936413175559162
Position 1680: 0.0008547152718685199
Position 644: 0.0007768782660629292
Position 49: 0.0007637257927013102
Position 331: 0.0006923483316555105
Position 418: 0.0006819630782272239
Position 241: 0.00047690650412412415
Position 1134: 0.00043485922915681695
Position 1116: 0.0004163954934792998
Position 521: 0.00040607275779015284
Position 106: 0.0003560944863907682
Position 54: 0.0002603353433873207
Position 753: 0.00025731927295183485
Position 1294: 0.00024660256132132466
Position 19: 0.000228855113257394
Position 306: 0.0002178908909105424
Position 1298: 0.0001988752310295454
Position 1385: 0.00018672235200740785
Position 403: 0.00018051631695275043
Position 66: 0.00017480532954436
Position 254: 0.00014504561874969894
Position 1306: 0.00013792555080055206
Position 1780: 0.00011964003228497802
Position 222: 0.00010752770368784
Position 1585: 0.00010622451597978034
Position 443: 9.70747128760501e-05
Position 519: 9.192040368635533e-05
Position 1163: 8.100377993287146e-05
Position 646: 8.016956211608394e-05
Position 1330: 7.50509758085495e-05
Position 1658: 7.232980864633012e-05
Position 1161: 7.093059012541927e-05
Position 2107: 7.082317281803809e-05
Position 2188: 6.048456321604733e-05
Position 423: 5.08619361899987e-05
Position 1092: 4.836920883659825e-05
Position 1245: 4.806981227364945e-05
Position 573: 4.7405146407147315e-05
Position 219: 4.616607115480018e-05
Position 1620: 4.137147371228272e-05
Position 2123: 3.714635023688532e-05
Position 1538: 3.574957984512721e-05
Position 1118: 3.2767774451378854e-05
Position 633: 2.932133751086276e-05
Position 1938: 2.3396254830716395e-05
Position 607: 2.0523438828538757e-05
Position 985: 1.672521573342722e-05
Position 1899: 1.5718674466769863e-05
Position 767: 1.3369506282412185e-05
Position 561: 1.1046298036050285e-05
Position 1251: 9.24948120844172e-06
Position 1103: 8.657073821011085e-06
Position 1314: 6.7281039750014015e-06
Position 1508: 6.566976155564822e-06
Position 200: 6.4769229779751725e-06
Position 1623: 5.838871953169562e-06
Position 509: 5.578404223720586e-06
Position 1072: 4.637760771943295e-06
Position 943: 4.255741124892718e-06
Position 1711: 4.0836992066901e-06
Position 1378: 3.7949476863241975e-06
Position 962: 3.287652477847863e-06
Position 1839: 3.1150512120668717e-06
Position 591: 2.5447626142216976e-06
Position 2133: 1.9530302563262625e-06
Position 1589: 1.6193959763346669e-06
Position 2110: 1.3893982463264463e-06
Position 1988: 8.103607889917601e-07
Position 2186: 1.6903679293927883e-07
Position 198: 1.191464183769837e-07
Position 1583: 1.4653824650914487e-10
Position 544: 4.727842712066494e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1859: 0.9935011804921529
Position 1541: 0.8767011205027976
Position 1748: 0.014442245074199769
Position 1606: 0.014341849750922306
Position 1354: 0.013645238555233977
Position 922: 0.006724527044539644
Position 1279: 0.005380649432063402
Position 204: 0.0043613308532305176
Position 1508: 0.0028887534705030805
Position 1583: 0.0026441537814742198
Position 1461: 0.002231135287692079
Position 2219: 0.002058661528565121
Position 705: 0.0015108345612280499
Position 1358: 0.0013985778341423618
Position 500: 0.0011777220817963123
Position 1082: 0.0009297941162437067
Position 2241: 0.0008843427382969118
Position 1115: 0.0008303127808619705
Position 1632: 0.0006699272572069538
Position 452: 0.00046635557253544543
Position 679: 0.00039104144592737176
Position 254: 0.00035017217285352527
Position 2248: 0.00034147657008289523
Position 1884: 0.00029783368273359265
Position 1589: 0.0002736658398266878
Position 792: 0.000261115326455076
Position 841: 0.0002584028632145644
Position 350: 0.00024697149348978746
Position 341: 0.00021191647695171736
Position 555: 0.0002110730683255335
Position 1385: 0.00020402332268438126
Position 875: 0.00017587741170882094
Position 1616: 0.00016306700701075263
Position 591: 0.00016127540534154443
Position 685: 0.00014447515025194633
Position 210: 0.00014209980243248214
Position 1727: 0.00013949883387659679
Position 1396: 0.00012760166562058206
Position 1086: 0.00011651788666621463
Position 509: 0.00010357345491511131
Position 919: 8.58297068672118e-05
Position 2257: 8.443902454522419e-05
Position 1378: 5.3737707376813765e-05
Position 418: 4.8145853876923656e-05
Position 1365: 4.574604117126416e-05
Position 999: 4.325567856477723e-05
Position 219: 3.9691733267645e-05
Position 1970: 3.864969248641379e-05
Position 359: 2.5023304507162928e-05
Position 155: 2.3174350669136685e-05
Position 101: 2.22434059449147e-05
Position 1646: 2.1462233673908357e-05
Position 884: 2.119470625222084e-05
Position 1067: 1.8550550880360985e-05
Position 956: 1.5927514950422532e-05
Position 1843: 1.539456558489821e-05
Position 1871: 1.527849157594524e-05
Position 1001: 1.0115650248090418e-05
Position 621: 8.504339033877343e-06
Position 810: 7.313970701793915e-06
Position 1055: 6.982665145060865e-06
Position 1996: 5.757821077790009e-06
Position 106: 5.726375996727071e-06
Position 1176: 5.251290006169053e-06
Position 1005: 5.100784028158477e-06
Position 1070: 4.783690287973702e-06
Position 1371: 4.739017096831352e-06
Position 732: 4.714656091676683e-06
Position 1415: 4.373426369011328e-06
Position 2159: 4.176682385691018e-06
Position 760: 4.036051951356907e-06
Position 581: 3.8125044939968883e-06
Position 319: 3.0799594516635048e-06
Position 529: 3.077120174783139e-06
Position 561: 2.9779527177536997e-06
Position 1217: 2.621389607067624e-06
Position 390: 2.5988796038173517e-06
Position 2035: 2.5297916594808714e-06
Position 134: 2.2295171207315e-06
Position 1052: 1.9305004549964315e-06
Position 120: 1.7924805377708826e-06
Position 2012: 1.7514223199403786e-06
Position 870: 1.4649877085207178e-06
Position 1903: 1.3556056992525442e-06
Position 890: 1.0385408983391382e-06
Position 1978: 1.002125830705118e-06
Position 567: 9.961291855774511e-07
Position 66: 9.567927787702845e-07
Position 1150: 7.910805822037574e-07
Position 1988: 7.653584105529495e-07
Position 331: 6.997843576385059e-07
Position 2083: 4.2947192226118624e-07
Position 2032: 2.5688067158498907e-07
Position 2029: 2.214478713657335e-07
Position 2061: 8.315284825654342e-08
Position 2174: 7.362076152869658e-08
Position 2171: 7.335024677650064e-08
Position 2123: 5.413042618021804e-08
Position 2186: 2.3461465180457282e-08
Position 306: 2.2507777821425818e-08
Position 616: 1.4633854110094932e-08
Position 1092: 6.217505921971673e-09
Position 376: 1.5827568910729614e-09
Position 267: 4.762510763201059e-10
Position 152: 4.2591044988661874e-10
Position 394: 3.131605900954049e-10
Position 293: 9.288493057506639e-11
Position 286: 8.566569601891481e-11
Position 123: 2.0816288809962407e-11
Position 282: 2.0806263271890342e-12
Position 270: 1.5043469048216457e-12
Position 112: 5.907003831120633e-14
Position 273: 1.5727470200180053e-14
Position 261: 4.016774007079075e-15
