Gene = mRpS2
index = 1777
Annotated 5SS: [81]
Annotated 3SS: [137]
SMsplice 5SS: [81]
SMsplice 3SS: [137]
top_k =  1000
Partition function (log Z): -4.449124707343446

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9966099463385257
Position 85: 0.003166096353111911
Position 537: 0.0004237103769174869
Position 290: 0.00021416760093814817
Position 272: 0.00019659763662584618
Position 233: 0.0001568023547477155
Position 58: 0.0001053034309067642
Position 357: 8.520018971647857e-05
Position 384: 8.137768944954413e-05
Position 30: 6.130892451391721e-05
Position 755: 4.5280225540847134e-05
Position 674: 4.263986962711936e-05
Position 70: 4.090371789534696e-05
Position 590: 2.0879225674505367e-05
Position 367: 1.8280567886816803e-05
Position 314: 1.0762503574727383e-05
Position 134: 6.228039259721374e-06
Position 203: 5.227322916205903e-06
Position 361: 4.92787009907864e-06
Position 716: 3.6897485934676054e-06
Position 605: 3.478896332503035e-06
Position 512: 2.226951332363492e-06
Position 653: 2.156947998578229e-06
Position 375: 1.0109458469239266e-06
Position 283: 9.657588451936932e-07
Position 478: 1.8757276898583254e-07
Position 137: 9.419903709317066e-08
Position 162: 8.528338594874176e-08
Position 150: 8.039997013004983e-08
Position 157: 2.9141724297235093e-08
Position 785: 1.6438836994128588e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 137: 0.5449902210982276
Position 154: 0.4299419707518571
Position 181: 0.02337890133397457
Position 811: 0.0017722082556651567
Position 375: 0.0004345653646300576
Position 664: 0.0002364126298814587
Position 612: 0.00015455045233973705
Position 716: 0.00012045288396444284
Position 331: 4.99760597586992e-05
Position 383: 4.961606587956456e-05
Position 241: 3.378602494703558e-05
Position 785: 3.047767554992622e-05
Position 409: 2.697752648193644e-05
Position 523: 1.983169945883505e-05
Position 334: 1.9775856824249006e-05
Position 314: 9.197987022872009e-06
Position 190: 9.090366547831183e-06
Position 272: 8.674494288474512e-06
Position 815: 7.69287868242089e-06
Position 105: 4.107377805340342e-06
Position 723: 3.821231962726332e-06
Position 220: 3.1176506632133508e-06
Position 529: 1.2901342539997583e-06
Position 183: 1.1578690740017978e-06
Position 196: 7.010903487853046e-07
Position 253: 4.218479094596694e-07
Position 832: 1.96554796775307e-07
Position 464: 1.4693124380371588e-07
Position 880: 1.3651869271631512e-07
Position 85: 1.2509751012230578e-07
Position 910: 2.6233947910924737e-08
Position 891: 1.6731320073642985e-08
Position 532: 2.1963200658970347e-09
Position 918: 8.557773344183177e-10
Position 517: 3.862199814999336e-14
