Gene = BBS1
index = 41
Annotated 5SS: [ 301 1432]
Annotated 3SS: [ 363 1513]
SMsplice 5SS: [ 301  468 1432]
SMsplice 3SS: [ 363  537 1513]
top_k =  1000
Partition function (log Z): 3.842126211859748

Sorted 5' Splice Sites (High to Low Probability):
Position 1432: 0.9954619355752324
Position 301: 0.9726765398826078
Position 468: 0.6784099182909834
Position 1651: 0.09574434924047807
Position 1993: 0.09014625163634302
Position 630: 0.040254803630124535
Position 1633: 0.016813104777452653
Position 1729: 0.004703790501934513
Position 1436: 0.003957047989585998
Position 312: 0.0027559351095572003
Position 1038: 0.002243991411741954
Position 201: 0.002004022803033477
Position 486: 0.0009542768883088058
Position 639: 0.0008376046497432254
Position 386: 0.0006892192754207391
Position 1840: 0.00045273502575705627
Position 489: 0.0003156646205952646
Position 1661: 0.0002758505726036253
Position 1831: 0.00020475177834546618
Position 765: 0.00013147787488825412
Position 499: 0.00012919732403144878
Position 1593: 0.00010503586108699691
Position 1690: 9.873090002647763e-05
Position 363: 9.179508346732211e-05
Position 852: 7.969171042083599e-05
Position 634: 6.596279810188433e-05
Position 265: 6.051497849294756e-05
Position 1252: 5.579685024776085e-05
Position 122: 5.431237818712899e-05
Position 1199: 5.0258226769478655e-05
Position 659: 4.8520675330845875e-05
Position 1059: 4.643223288650786e-05
Position 211: 4.28413954763235e-05
Position 1903: 4.27029279529252e-05
Position 874: 3.2851486096625375e-05
Position 2109: 3.0029135714754945e-05
Position 208: 2.7203416177748707e-05
Position 1306: 2.522699899633051e-05
Position 1046: 2.520493422472202e-05
Position 425: 2.358337292970974e-05
Position 1004: 2.227300901534572e-05
Position 28: 2.1933968975097396e-05
Position 1255: 1.8667684169360562e-05
Position 855: 1.8264585652699432e-05
Position 117: 1.5355531612804506e-05
Position 1104: 1.4365278121130602e-05
Position 1239: 1.4032084247367463e-05
Position 1279: 1.048099438768255e-05
Position 876: 1.0248507856824996e-05
Position 1260: 9.643229706592232e-06
Position 698: 7.90730805342306e-06
Position 1185: 6.631621640126558e-06
Position 1263: 6.148138222122396e-06
Position 1732: 5.970231027941432e-06
Position 1028: 5.9696473813913904e-06
Position 1701: 5.889229314842106e-06
Position 1834: 5.649008717064302e-06
Position 708: 4.24258135921245e-06
Position 651: 3.3633979726988578e-06
Position 801: 3.337365673950096e-06
Position 1754: 3.1800509972712016e-06
Position 1819: 3.1588427255923797e-06
Position 2050: 2.9784394972301593e-06
Position 1534: 2.773969896839228e-06
Position 2097: 2.646646490158772e-06
Position 48: 1.911609327666174e-06
Position 2062: 1.4738840263543103e-06
Position 819: 1.1443390707345193e-06
Position 2027: 8.508896063679387e-07
Position 2035: 8.114131034650846e-07
Position 1471: 6.737344817695821e-07
Position 135: 6.55734521947607e-07
Position 2076: 4.1039303458499553e-07
Position 390: 4.07538197498711e-07
Position 97: 4.027296436728045e-07
Position 1547: 3.3859702028050297e-07
Position 1807: 3.0691187732330646e-07
Position 1166: 2.5519171621781174e-07
Position 1526: 3.6948110207633355e-08
Position 372: 2.8244041821028418e-08
Position 1136: 2.063741833448844e-08
Position 1395: 1.9155255271906748e-08
Position 1350: 1.3000893778245085e-08
Position 1227: 5.4204540264658164e-09
Position 1131: 4.118884576542351e-09
Position 1128: 2.5514742873472317e-09
Position 1158: 4.679556187878801e-10
Position 1477: 1.2238451411081387e-10
Position 1170: 1.1829284371868598e-10
Position 1283: 1.1092640816481568e-10
Position 403: 1.5840808792636437e-11
Position 1795: 3.433465931312085e-12
Position 1793: 3.0514127776986014e-12
Position 551: 1.3220658528483226e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1513: 0.9957463601232565
Position 363: 0.9615827305862141
Position 537: 0.5880160982970974
Position 1148: 0.10124626068299558
Position 1773: 0.07113725525215757
Position 2039: 0.06757244510973959
Position 1713: 0.04577991542397073
Position 2112: 0.020064491361815002
Position 773: 0.018499038238257187
Position 443: 0.01308039800896281
Position 682: 0.00458209978059674
Position 824: 0.0028671819238661965
Position 413: 0.0020893267953379585
Position 2043: 0.0016579097010873825
Position 1488: 0.0016367590606621426
Position 2157: 0.001421456635136466
Position 968: 0.0013481446928840907
Position 1301: 0.0012107996304063311
Position 1120: 0.0010793313590811938
Position 1016: 0.0010597562737200861
Position 752: 0.0010163728459468915
Position 2073: 0.0008596843619823939
Position 2050: 0.0008568855103235974
Position 548: 0.0006051704032931164
Position 1534: 0.0005293298239547423
Position 590: 0.0005276332308677488
Position 1037: 0.0004942985420260252
Position 779: 0.0004516640198542714
Position 1804: 0.00040702529968422827
Position 1268: 0.0004010232536406516
Position 566: 0.0003968509672770012
Position 620: 0.0003104474706444504
Position 1561: 0.000304412802783262
Position 2062: 0.00029146458405049483
Position 911: 0.00019048158668833934
Position 425: 0.00014306694628037807
Position 1373: 9.645019031471016e-05
Position 1564: 9.181893037225738e-05
Position 1322: 8.985148203330981e-05
Position 1526: 7.565334955593737e-05
Position 1181: 7.017713989084316e-05
Position 671: 5.827760219388306e-05
Position 2189: 5.404312659178875e-05
Position 895: 4.424483981338805e-05
Position 593: 3.8918612310445005e-05
Position 2019: 3.463697794081131e-05
Position 1874: 2.798467309463462e-05
Position 630: 2.5860068383213547e-05
Position 2045: 2.4857487629764678e-05
Position 1166: 2.3776147298872336e-05
Position 97: 2.2466104239997735e-05
Position 1403: 2.1291711159410698e-05
Position 794: 1.7046584860917525e-05
Position 337: 1.5617734012150912e-05
Position 1793: 1.557822418927208e-05
Position 1539: 1.2430400597431988e-05
Position 1025: 1.2050563179370284e-05
Position 1178: 9.66380048576621e-06
Position 1382: 9.277427021366749e-06
Position 252: 5.382188861362786e-06
Position 746: 5.2081169533280585e-06
Position 390: 4.817570943291178e-06
Position 1638: 4.469758713249629e-06
Position 2183: 3.935093593362189e-06
Position 2027: 3.4965584869069924e-06
Position 1917: 3.2708827103739846e-06
Position 1379: 2.726658406961116e-06
Position 1807: 2.2055586528820557e-06
Position 494: 2.0709779245906887e-06
Position 836: 1.6297248808086781e-06
Position 1220: 1.4825187563515213e-06
Position 1570: 1.3741765981890524e-06
Position 914: 1.2418854181243802e-06
Position 1136: 7.981971103530573e-07
Position 1125: 7.915889877777352e-07
Position 265: 7.712612615719359e-07
Position 224: 7.394559075135792e-07
Position 200: 5.656885136632746e-07
Position 233: 3.880829726516043e-07
Position 923: 3.4771153947684123e-07
Position 2057: 2.57208098391886e-07
Position 122: 1.9774888388961264e-07
Position 1997: 1.5246096243552126e-07
Position 230: 3.665263180163613e-08
Position 386: 3.259869374138673e-08
Position 1945: 2.3020750184584816e-08
Position 1926: 1.9743189877654602e-08
Position 179: 1.907016212840041e-08
Position 1975: 1.8524535308333455e-08
Position 1471: 6.730573975774431e-09
Position 461: 6.684421106929557e-09
Position 1830: 4.48954937615117e-09
Position 499: 3.997523336279126e-09
Position 1599: 3.6899589706579768e-09
Position 293: 2.9792368954678303e-09
Position 452: 2.046790242379927e-09
Position 304: 1.3976173412944137e-09
Position 182: 1.1121444900398763e-09
Position 287: 7.484828486760773e-10
Position 587: 5.738837354374463e-10
Position 467: 3.1588968741627504e-10
Position 112: 2.444144538011026e-10
Position 599: 1.408011889203635e-13
