Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  1000
Partition function (log Z): -3.187916533539862

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9942012011173103
Position 245: 0.976179761678743
Position 11537: 0.6189324556294871
Position 9902: 0.29793155851844333
Position 9574: 0.12403531843901688
Position 11698: 0.08988215637133566
Position 12005: 0.07006871803304526
Position 10704: 0.0643009502789674
Position 11370: 0.059238375291851594
Position 10711: 0.04689678728576763
Position 9790: 0.040743764283586524
Position 752: 0.014158356626178223
Position 3738: 0.012528796486461264
Position 1455: 0.006479693151955983
Position 625: 0.004766409368562523
Position 1450: 0.004059716698963439
Position 8328: 0.0038876869419674433
Position 5188: 0.0038681053090446303
Position 2288: 0.003854610474268377
Position 2753: 0.0035460391022301384
Position 8756: 0.003136377322213816
Position 2262: 0.0031287983950318743
Position 756: 0.0031104896348354873
Position 275: 0.002675544406836712
Position 3321: 0.0026371986030984144
Position 1090: 0.0024024980438758997
Position 8150: 0.0023249756542709048
Position 765: 0.0019525336588367204
Position 2272: 0.0018566998458929627
Position 1061: 0.0017325785882474896
Position 9898: 0.0016639658617410645
Position 83: 0.0015171061269507958
Position 7279: 0.0014920805894779318
Position 8058: 0.0012456063283217578
Position 3072: 0.0012311589860556737
Position 11244: 0.0010378019712704639
Position 3548: 0.0010055581298000096
Position 11374: 0.0009628622277856175
Position 4412: 0.0009555659488686731
Position 930: 0.0009478744828547636
Position 4783: 0.0008835147116415762
Position 6430: 0.0008792061112544152
Position 6505: 0.0008318530053094001
Position 11136: 0.0008287818657870751
Position 11225: 0.000790109303058258
Position 2278: 0.0006531754216757864
Position 11478: 0.0006143053056047863
Position 7708: 0.0005946736573881928
Position 11547: 0.0005710946157237235
Position 212: 0.0005632727561227083
Position 1386: 0.0005386807600811211
Position 5895: 0.0005271595577891364
Position 11861: 0.0004599061268282712
Position 6394: 0.0004442675302345141
Position 1540: 0.0004356568231478985
Position 4618: 0.0003864019142546042
Position 8222: 0.0003858991123657998
Position 5541: 0.00037596352453539796
Position 2899: 0.0003644557562310883
Position 6520: 0.0003485173452635933
Position 118: 0.0003372933281017786
Position 3788: 0.0003354074839372324
Position 174: 0.00033392428972846006
Position 4800: 0.0003157654019124976
Position 8419: 0.0002973723739618085
Position 495: 0.00029629374912557206
Position 6896: 0.00029161533683880203
Position 6409: 0.000284061092113824
Position 10690: 0.0002826598499727093
Position 194: 0.0002797666480470026
Position 1611: 0.00024582706182133825
Position 2557: 0.0002331582690217328
Position 257: 0.00023202318555779532
Position 11208: 0.00021675242795502438
Position 658: 0.0002165851516732837
Position 8219: 0.00020018628393383677
Position 1965: 0.00019122536714507254
Position 11498: 0.0001885489543847841
Position 5873: 0.00018823028209978424
Position 8031: 0.00018320952837535962
Position 8397: 0.00017525692501242337
Position 2553: 0.00016766564247753127
Position 142: 0.0001587696513189814
Position 11949: 0.00015721072949705217
Position 3733: 0.00015361257230520235
Position 218: 0.00014534134070719857
Position 11528: 0.00014447035738340326
Position 8424: 0.00014314718176554697
Position 8351: 0.00013603753855787325
