Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  1000
Partition function (log Z): 30.959418454186284

Sorted 5' Splice Sites (High to Low Probability):
Position 5122: 0.9992613131219626
Position 7087: 0.9968649340794233
Position 7903: 0.9967807492757415
Position 5986: 0.9965809410320142
Position 7557: 0.9928686972946825
Position 7363: 0.983560375943983
Position 6791: 0.9688033397504321
Position 4812: 0.9582411893735409
Position 712: 0.91354356706857
Position 2462: 0.12199688142779713
Position 2556: 0.10782868773511847
Position 1502: 0.06904114711917754
Position 2248: 0.06584158690761126
Position 2064: 0.05616576978280621
Position 4809: 0.036814725044290744
Position 6760: 0.026988387993478608
Position 2697: 0.021348174088645377
Position 3996: 0.020954598094007824
Position 6632: 0.019049743816377748
Position 71: 0.018585459601088372
Position 927: 0.018400688704218727
Position 1269: 0.015943969981775007
Position 1516: 0.015489759363966444
Position 75: 0.014657564764096269
Position 1263: 0.013933444388042874
Position 6545: 0.013756497392023774
Position 5333: 0.010048721593064375
Position 996: 0.00942531762575878
Position 93: 0.008838369153746582
Position 6604: 0.0067142044600878095
Position 7351: 0.0062581024327936895
Position 6495: 0.005826654366589711
Position 7551: 0.00578946849603236
Position 205: 0.005280296511423301
Position 1009: 0.0047978398994960505
Position 4364: 0.004663834318110569
Position 1553: 0.003999539683601548
Position 115: 0.0038407069738591454
Position 8254: 0.0037983474502736748
Position 113: 0.0037063746567477735
Position 7969: 0.002688815568079695
Position 7907: 0.00204444042251484
Position 6593: 0.0019276713414273293
Position 5400: 0.0016832922925826106
Position 4816: 0.0016681935279776667
Position 5393: 0.0015332047480454993
Position 5337: 0.0014400572533815477
Position 8007: 0.001310677724234911
Position 5391: 0.0012385096857502173
Position 1198: 0.0012049138745425128
Position 7537: 0.0010832880217916052
Position 117: 0.0009664645297692807
Position 1557: 0.0009633695336923309
Position 6206: 0.0009572586553785191
Position 5523: 0.0009361669571337466
Position 8001: 0.0008821742175141549
Position 5415: 0.0008518851857413876
Position 5254: 0.0007828934105322163
Position 5368: 0.0007678649803259507
Position 1579: 0.0007506660539418978
Position 362: 0.0006905560722528445
Position 8105: 0.000676491259095056
Position 6855: 0.0005374978465259232
Position 2017: 0.00041658681677247673
Position 8130: 0.0003775004851126909
Position 5456: 0.00036199454738622774
Position 967: 0.00033002236334064546
Position 806: 0.0003259127666868648
Position 8485: 0.00031630961246643734
Position 1971: 0.00029463364969886977
