Gene = Pfdn1
index = 1374
Annotated 5SS: [172 411]
Annotated 3SS: [267 479]
SMsplice 5SS: [183 411]
SMsplice 3SS: [267 479]
top_k =  1000
Partition function (log Z): -4.137220531745306

Sorted 5' Splice Sites (High to Low Probability):
Position 411: 0.9870794833065836
Position 172: 0.7120849153164868
Position 30: 0.004058059926568083
Position 453: 0.001208234571607691
Position 61: 0.000595004400377237
Position 221: 0.00021554245696353398
Position 363: 0.00015560729381421782
Position 187: 9.496372674388966e-05
Position 445: 7.490460335265138e-05
Position 76: 7.328041959227032e-05
Position 333: 5.578167219154914e-05
Position 343: 4.6724034553472424e-05
Position 118: 1.1234059859520648e-05
Position 447: 5.1801665499707265e-06
Position 493: 1.1007272170700183e-06
Position 520: 1.0120807212538957e-06
Position 481: 9.316096107136645e-07
Position 468: 4.4666344963387644e-07
Position 241: 2.0875210058502788e-07
Position 489: 9.398665781207372e-08
Position 63: 5.842487375525433e-08
Position 635: 5.13811142733023e-08
Position 497: 2.6533212107383232e-08
Position 645: 7.654488486306523e-09
Position 600: 4.038898411348388e-09
Position 504: 3.659293712369435e-09
Position 612: 1.9017239869243064e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.9377673096335862
Position 267: 0.6940077731653191
Position 525: 0.05149603168577648
Position 234: 0.013868629386839155
Position 87: 0.0030836849591873864
Position 241: 0.002169568873880541
Position 489: 0.0012442403229223115
Position 247: 0.0004172322043786522
Position 123: 0.0003117889755116356
Position 285: 0.00030499686946275383
Position 481: 0.00027817511719525136
Position 333: 0.00022644556026709363
Position 76: 0.000205918526591057
Position 444: 0.00017310629500719713
Position 129: 6.98708311334863e-05
Position 577: 3.1477703802031056e-05
Position 546: 3.1011195161025475e-05
Position 215: 1.552354400980323e-05
Position 92: 1.3535081293715676e-05
Position 612: 6.7094732829611725e-06
Position 294: 5.253763456944175e-06
Position 609: 4.861583269259676e-06
Position 312: 4.763048698632521e-06
Position 309: 3.2845359952603604e-06
Position 551: 3.0739992977982117e-06
Position 537: 2.834011702122836e-06
Position 168: 2.2806379635045004e-06
Position 352: 1.618194262450942e-06
Position 621: 1.2648042896834888e-06
Position 452: 1.141634213298362e-06
Position 300: 9.918205690053595e-07
Position 591: 9.901080348186031e-07
Position 348: 9.001663944338544e-07
Position 369: 8.371305596173035e-07
Position 97: 7.32343249066667e-07
Position 171: 7.106474133601676e-07
Position 363: 6.29120371859113e-07
Position 594: 5.71124872732037e-07
Position 389: 5.26278943656438e-07
Position 657: 4.6177804580309634e-07
Position 279: 2.479422624712378e-07
Position 381: 2.0242931994171396e-07
Position 654: 2.0235285442688836e-07
Position 422: 1.936064086094765e-07
Position 376: 1.8213540021002053e-07
Position 627: 1.8091048880176742e-07
Position 392: 1.7527373947859793e-07
Position 198: 1.5276914598346447e-07
Position 597: 1.149967102028282e-07
Position 555: 1.145188350682036e-07
Position 588: 1.0549785875509816e-07
Position 687: 9.127810722686698e-08
Position 571: 5.258668285578926e-08
Position 558: 3.234209871835002e-08
Position 410: 2.205844553699816e-08
Position 631: 1.9252493293666463e-08
Position 645: 7.0321433644882255e-09
Position 675: 5.905957745729277e-09
Position 182: 1.883254059268205e-09
Position 663: 1.3441575551524446e-09
Position 600: 1.037239249072066e-09
Position 187: 7.619205852618842e-11
Position 176: 2.5981107438545785e-12
Position 217: 1.2303644054500648e-15
