Gene = sgl
index = 1870
Annotated 5SS: [ 362 2948]
Annotated 3SS: [2808 3430]
SMsplice 5SS: [ 362 2948]
SMsplice 3SS: [2808 3430]
top_k =  1000
Partition function (log Z): -3.5609204325173005

Sorted 5' Splice Sites (High to Low Probability):
Position 2948: 0.9982539496563886
Position 362: 0.81961301125458
Position 1002: 0.4139813738426726
Position 1471: 0.30209080078538886
Position 2392: 0.19841588196336887
Position 2551: 0.060463745613005195
Position 995: 0.04256804475828857
Position 3378: 0.033689208929908926
Position 2407: 0.029606390906891756
Position 636: 0.025812824725816315
Position 3287: 0.02579330790288286
Position 640: 0.021499471665799637
Position 760: 0.019611149162829623
Position 1189: 0.017317687337183838
Position 676: 0.015843775657112657
Position 1698: 0.015377359683098038
Position 3115: 0.014338916860088374
Position 2384: 0.009892991086889156
Position 2396: 0.00971132108475457
Position 810: 0.009465910953158812
Position 967: 0.009441050503070657
Position 1595: 0.008191762750400466
Position 4345: 0.006200184346389663
Position 218: 0.005812415746369717
Position 2524: 0.004839997520071663
Position 392: 0.004338537258151779
Position 1496: 0.004324254169835414
Position 788: 0.004224009113832588
Position 2698: 0.0024693208752501346
Position 200: 0.0020379887235133735
Position 4591: 0.001981014350390675
Position 2534: 0.0018986651275971966
Position 471: 0.001781302577745992
Position 4303: 0.001741381141360425
Position 1721: 0.0016037954842823953
Position 2544: 0.00123994015915658
Position 1475: 0.0009177739229374877
Position 2013: 0.0008507552887171529
Position 4647: 0.0007933706281000193
Position 249: 0.0007436784570511963
Position 4777: 0.0006106481059447047
Position 1050: 0.0005792749074611442
Position 1532: 0.0005218215450517862
Position 4612: 0.00048754784429594643
Position 366: 0.00044950178521528525
Position 476: 0.00040460052565628024
Position 2600: 0.0004026933244375137
Position 2959: 0.00034396317158596774
Position 482: 0.00032994728891039255
Position 3349: 0.0003263223242746186
Position 480: 0.000317389047267447
Position 4362: 0.0003054809912899193
Position 1084: 0.0002917163351856084
Position 478: 0.00028924165035583476
Position 484: 0.0002820240730830249
Position 290: 0.00022952156813988952
Position 1449: 0.00022412661798881865
Position 2509: 0.00021602652443668456
Position 3296: 0.00021570165418868188
Position 1793: 0.00020994716801538322
Position 3119: 0.00019371275527295512
Position 396: 0.00018820941399779037
Position 474: 0.00013428729365882712
Position 1773: 0.00013365503671508618
Position 302: 0.0001270977913900518
Position 614: 0.00012094583746406099
Position 3224: 0.00011931442251320326
Position 34: 0.0001191486146357744
Position 3937: 0.00011526444349361103
Position 420: 0.00010634691332379009
Position 388: 9.202349225488203e-05
Position 103: 7.98260358426132e-05
Position 263: 7.667360830513774e-05
Position 426: 7.215003467058806e-05
Position 1652: 7.075351457845442e-05
Position 2952: 7.055363357141598e-05
Position 4679: 6.925259432881409e-05
Position 422: 6.86632108185604e-05
Position 424: 6.76209918250293e-05
Position 4036: 6.61787256679638e-05
Position 4091: 6.161166535858801e-05
Position 4015: 6.139473023216707e-05
Position 857: 5.633676147780689e-05
Position 1089: 5.4986240313186856e-05
Position 237: 5.454637485520726e-05
Position 2911: 4.423171260614134e-05
Position 346: 4.2072646369936354e-05
Position 331: 3.0025273089248136e-05
Position 829: 2.8906426523503444e-05
Position 912: 2.7240456214888607e-05
Position 3335: 2.6042718926171923e-05
Position 1637: 2.4445821986299536e-05
Position 1318: 2.242720772859119e-05
Position 915: 1.748050763882162e-05
Position 106: 1.46927474279213e-05
Position 29: 9.484853042647187e-06
Position 3245: 9.153189070375238e-06
Position 7: 8.176353354795855e-06
Position 486: 7.035568162396288e-06
Position 407: 6.938071303805402e-06
Position 3307: 5.301480669770235e-06
Position 1267: 4.660668463627605e-06
Position 242: 3.1145785120011805e-06
Position 684: 3.0369078488894902e-06
Position 202: 2.838531999451196e-06
Position 428: 2.0006287431279267e-06
Position 561: 1.9334955183472236e-06
Position 4: 1.8883722217937755e-06
Position 1351: 1.5411323902711866e-06
Position 514: 1.449686088110416e-06
Position 848: 1.2614699568175257e-06
Position 1014: 1.1952379396216526e-06
Position 4240: 1.1827220191029374e-06
Position 943: 1.1244806313366635e-06
Position 1006: 9.227248413187346e-07
Position 488: 8.639094310708672e-07
Position 415: 7.197853326856733e-07
Position 910: 7.122831597928273e-07
Position 1325: 6.170829651314118e-07
Position 1247: 5.452852228746695e-07
Position 430: 5.107604375829924e-07
Position 4335: 3.865634666611651e-07
Position 919: 3.652354419416481e-07
Position 1379: 3.5838201153087303e-07
Position 941: 3.265958806577619e-07
Position 1554: 2.0593751564992588e-07
Position 3892: 1.584188319266753e-07
Position 516: 1.204124527028065e-07
Position 3230: 9.068396306391502e-08
Position 1551: 8.27412223474094e-08
Position 1504: 6.521681247705788e-08
Position 3523: 3.8477389296736866e-08
Position 3183: 2.967100247729151e-08
Position 13: 8.52083770370569e-10
Position 3768: 7.12503537313656e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3430: 0.9416860089522276
Position 2627: 0.5029438004023898
Position 2808: 0.41037649747841565
Position 1112: 0.36371975689994174
Position 875: 0.29667746711116993
Position 857: 0.08646624239740186
Position 818: 0.07606138136471968
Position 1548: 0.06677500973411177
Position 910: 0.060854021980035
Position 3002: 0.04976753804255556
Position 3177: 0.03411279135677263
Position 2201: 0.033496328651399954
Position 1520: 0.03098848086999822
Position 1841: 0.022969130890335886
Position 2080: 0.021454215789815056
Position 3020: 0.017746607764346826
Position 2465: 0.014024375690803914
Position 3398: 0.012457034834962313
Position 2230: 0.011875559856564487
Position 879: 0.009354916756435822
Position 1689: 0.006624939431883913
Position 4410: 0.006019875910553838
Position 1652: 0.005692159040836619
Position 1156: 0.005475505592579453
Position 915: 0.00514437007354154
Position 698: 0.005020401103495284
Position 561: 0.004885764925429064
Position 3148: 0.004012219173858287
Position 2163: 0.0037560613722429936
Position 1884: 0.003548547510907808
Position 966: 0.003272154254919057
Position 4672: 0.0029756681425567202
Position 3370: 0.0027786563915213037
Position 1551: 0.002527312214960614
Position 2156: 0.0024024569480247658
Position 1745: 0.0024020897800660183
Position 4723: 0.002125165876288165
Position 1715: 0.001976687332369618
Position 1384: 0.001735239664219755
Position 3043: 0.0015796279116655385
Position 436: 0.001176925194137722
Position 4955: 0.0011345684292241615
Position 5016: 0.0010558653211939384
Position 3436: 0.0009518197873930218
Position 3081: 0.0008966161391025799
Position 4853: 0.0008712286149552941
Position 1891: 0.0008089907848208332
Position 3217: 0.0007890807531027689
Position 3407: 0.0007546804835549042
Position 1812: 0.0006989626729401127
Position 1668: 0.0006395111850258524
Position 1045: 0.0006204041785023362
Position 1765: 0.0005807362000743242
Position 636: 0.0005402280364825891
Position 1591: 0.0005371622495058254
Position 1613: 0.0005225927983941854
Position 4488: 0.0004913437198122407
Position 4808: 0.00047273825208251366
Position 1142: 0.00045834090003142033
Position 4506: 0.00043036145719515785
Position 676: 0.00042760236847385474
Position 4077: 0.0003683421508895391
Position 4434: 0.0003623511853138756
Position 767: 0.0003307413663744328
Position 4461: 0.00033060689909709105
Position 4936: 0.00031827012940027283
Position 2495: 0.0003092219880663473
Position 502: 0.0002955313093161955
Position 3183: 0.0002645148820886419
Position 3105: 0.0002521082105072233
Position 4906: 0.00025129944012065674
Position 2453: 0.00023088747311969413
Position 684: 0.0002259144338798928
Position 1038: 0.00018297484098674503
Position 1436: 0.00016112370489242375
Position 4239: 0.00015442149446277443
Position 3110: 0.0001466546394661734
Position 4999: 0.00014429961522193147
Position 4883: 0.00013423443444605593
Position 3816: 0.00012123296687268357
Position 4750: 0.0001011177949639658
Position 4149: 9.778078643385719e-05
Position 1181: 8.8447033639379e-05
Position 3847: 8.591106406316853e-05
Position 3492: 8.025628183909404e-05
Position 4340: 7.81579509987244e-05
Position 4280: 7.216650251656899e-05
Position 1917: 6.80604753111622e-05
Position 777: 6.689116206354262e-05
Position 3296: 6.4527445819579e-05
Position 3127: 5.0734880308537185e-05
Position 3239: 4.4038195556307605e-05
Position 3153: 4.236754722965635e-05
Position 3224: 4.224292900099119e-05
Position 3466: 4.0450134897354145e-05
Position 3287: 3.970825796473793e-05
Position 994: 3.0430705881184235e-05
Position 4146: 2.7748185224821876e-05
Position 3612: 2.7349282876188834e-05
Position 1554: 2.5115352877098367e-05
Position 3052: 2.456694073994711e-05
Position 3921: 2.2600980519691686e-05
Position 3119: 2.1922068445288003e-05
Position 600: 1.4597111797741638e-05
Position 829: 1.2844611202934123e-05
Position 4062: 1.1970666005210214e-05
Position 1600: 1.1850714681853008e-05
Position 3930: 1.0111863774890646e-05
Position 1087: 1.0006906835502912e-05
Position 3827: 9.464886217671208e-06
Position 1318: 3.618941090817979e-06
Position 720: 3.18563544533392e-06
Position 708: 3.0150716693166707e-06
Position 310: 2.5287325232003453e-06
Position 64: 2.4792817992772494e-06
Position 1188: 2.464018655784443e-06
Position 403: 1.3684710423573563e-06
Position 1398: 1.3118298285025045e-06
Position 1084: 8.673239609220824e-07
Position 123: 5.945784692499624e-07
Position 470: 5.567197589958072e-07
Position 899: 5.220216433367107e-07
Position 331: 2.900505115985283e-07
Position 197: 2.58051552237097e-07
Position 217: 2.4573793668378795e-07
Position 747: 1.793790926591631e-07
Position 132: 1.662623507661959e-07
Position 103: 1.5576115698223997e-07
Position 94: 1.504318565050641e-07
Position 474: 1.0292213528978992e-07
Position 187: 1.0000720545132865e-07
Position 129: 9.299816264783135e-08
Position 438: 5.786048169971099e-08
Position 407: 5.0168356718438335e-08
Position 173: 6.822279584315742e-09
Position 458: 4.369436888765549e-09
Position 49: 1.81690114912837e-09
Position 151: 1.1634996713206943e-09
Position 145: 6.852754354559431e-10
Position 312: 6.6212848478033e-10
Position 346: 4.893628670775218e-10
Position 440: 3.5103313237853194e-11
Position 361: 3.119414104707983e-11
Position 319: 2.3610234029951414e-11
Position 142: 3.3879636737967915e-14
Position 148: 2.8080768443747505e-14
Position 444: 1.5459794609049955e-14
Position 139: 1.240500628881795e-15
Position 136: 7.817007691962677e-16
Position 158: 2.907088315161381e-16
