Gene = OtopLb
index = 1351
Annotated 5SS: [1281 2378 2706 2992 4002]
Annotated 3SS: [1927 2552 2773 3056 4061]
SMsplice 5SS: [ 227 2706 2992 4002]
SMsplice 3SS: [2552 2773 3056 4061]
top_k =  1000
Partition function (log Z): 8.14586892762079

Sorted 5' Splice Sites (High to Low Probability):
Position 2706: 0.9986774069083241
Position 4002: 0.9898773512911191
Position 227: 0.9622367330549749
Position 2992: 0.9514899185681959
Position 2378: 0.4886371287088536
Position 3557: 0.2980724143777383
Position 969: 0.14097630699397154
Position 3366: 0.06017436141850126
Position 1281: 0.04600608602935072
Position 4334: 0.028492935745548568
Position 1640: 0.025626288060414087
Position 1087: 0.022829325756236564
Position 4253: 0.0212813074175786
Position 599: 0.02091037179659507
Position 595: 0.02078343977961763
Position 507: 0.014340980193172086
Position 859: 0.012282263988969989
Position 964: 0.009788115926151303
Position 1772: 0.0090227690787931
Position 1435: 0.008591447612569879
Position 275: 0.006444123461210189
Position 1558: 0.006105215682376739
Position 1120: 0.0059491778393992185
Position 872: 0.005879284891968669
Position 1385: 0.005725543282013331
Position 1987: 0.003771426743561757
Position 933: 0.003650466431942535
Position 4171: 0.00337451028855871
Position 3269: 0.003338192566629437
Position 1203: 0.0032732248437332277
Position 2956: 0.003255792478822786
Position 472: 0.003225754379399572
Position 1002: 0.002484396001275275
Position 2407: 0.0024492397327215898
Position 431: 0.002417283783219265
Position 1133: 0.0023203061696397418
Position 1414: 0.00222416324372604
Position 1367: 0.0022201320072463746
Position 586: 0.001690412317165175
Position 667: 0.0016731563673347744
Position 3376: 0.0015639948864850435
Position 1539: 0.0015498815850055355
Position 1261: 0.0013585326847469776
Position 3092: 0.001228585369164168
Position 2910: 0.0011837371145974802
Position 2939: 0.0010612169706826307
Position 1867: 0.0010424095018372337
Position 3320: 0.0010063662705869134
Position 2898: 0.000998760510551266
Position 2035: 0.0009820688964269871
Position 289: 0.0009131613960660877
Position 2853: 0.0008195255092953529
Position 232: 0.000730574850355399
Position 216: 0.0006729052348021534
Position 555: 0.0006467358494612021
Position 2028: 0.0006121282833410621
Position 1767: 0.0006031439284703276
Position 2073: 0.0005815112978032319
Position 85: 0.0005429096631503609
Position 4163: 0.0004552580543920586
Position 55: 0.00045074975596701454
Position 643: 0.00044906349243362917
Position 341: 0.0004357093558341345
Position 2389: 0.000379398308629893
Position 688: 0.00036410577759644826
Position 4232: 0.0003485307131004429
Position 2710: 0.0003232189805713942
Position 1749: 0.00032226094892052505
Position 2882: 0.00026810253742346157
Position 110: 0.0002630451099360889
Position 331: 0.0002600633280914647
Position 777: 0.00024881956332918745
Position 4629: 0.00023641528076199568
Position 4544: 0.00018760949405137502
Position 2820: 0.000180401781076291
Position 2928: 0.0001795460388085076
Position 4006: 0.0001786380295604528
Position 426: 0.0001741780947196015
Position 118: 0.00016464010358510438
Position 2816: 0.00015153792092029828
Position 369: 0.0001271540132313135
Position 1285: 0.0001259872188579978
Position 846: 0.00011903463502881873
Position 3992: 0.00011735410231287451
Position 780: 0.00010120540450565123
Position 4165: 9.603802648924708e-05
Position 3572: 9.496307772972586e-05
Position 3979: 9.443386003975814e-05
Position 802: 8.772732296927792e-05
Position 4197: 8.558447513813928e-05
Position 2738: 8.22770237086963e-05
Position 886: 8.062440128005163e-05
Position 1432: 7.862776989701621e-05
Position 2832: 7.704660306782111e-05
Position 3350: 7.158416231966465e-05
Position 1083: 6.478095279681989e-05
Position 4180: 6.472487171746274e-05
Position 611: 6.262720354691802e-05
Position 1043: 6.240822035361279e-05
Position 4262: 5.844117679615279e-05
Position 4596: 5.2483398835684435e-05
Position 1751: 5.1538196437499513e-05
Position 3452: 5.102501518591986e-05
Position 839: 5.070338658305981e-05
Position 3970: 4.4854982058566014e-05
Position 418: 4.43925438326233e-05
Position 4396: 3.810825908001937e-05
Position 788: 3.703018396834491e-05
Position 799: 3.419799092229717e-05
Position 4220: 3.2437635625130297e-05
Position 3364: 3.153965017429078e-05
Position 3566: 3.1237979637292516e-05
Position 174: 2.3320823745507502e-05
Position 2947: 2.1649408739583794e-05
Position 3650: 1.9487123175961684e-05
Position 6: 1.862159070867214e-05
Position 3947: 1.8061913586143882e-05
Position 123: 1.6521539528986598e-05
Position 3013: 1.6060670961033033e-05
Position 3042: 1.4315724668182977e-05
Position 2880: 9.260677524617531e-06
Position 4604: 9.0654888953549e-06
Position 4558: 8.908017589339917e-06
Position 3955: 8.760006193133499e-06
Position 3024: 7.330969294476363e-06
Position 187: 6.726093743032587e-06
Position 4018: 6.532244573773085e-06
Position 2750: 6.198890708537893e-06
Position 424: 6.0683236982691695e-06
Position 3155: 5.133199920895008e-06
Position 3122: 4.901759281566678e-06
Position 192: 3.7036968380891506e-06
Position 547: 3.562070524514256e-06
Position 2713: 2.963873994307017e-06
Position 3370: 1.8784985298250774e-06
Position 3895: 1.5779494044381435e-06
Position 4633: 1.4304370070278373e-06
Position 3386: 1.4046440262118178e-06
Position 2756: 1.1134586715456505e-06
Position 126: 8.500991149905263e-07
Position 2785: 6.98708703311239e-07
Position 495: 3.582458410342001e-07
Position 4400: 3.465937281332493e-07
Position 4148: 1.1322915342862727e-07
Position 3218: 1.1228884730448281e-07
Position 3710: 8.078750653927087e-08
Position 3869: 7.784119154938834e-08
Position 3642: 7.021959695845408e-08
Position 12: 6.83123767725727e-08
Position 2836: 3.771004437076143e-08
Position 3431: 2.9347428289413147e-08
Position 3251: 2.4618914278391254e-08
Position 4265: 1.9621501270413143e-08
Position 3274: 1.8620791528035212e-08
Position 3157: 1.7500792321721472e-08
Position 3691: 1.6936106262400498e-08
Position 3737: 8.440450032557284e-09
Position 3474: 6.505867319477741e-09
Position 4376: 2.666654094669655e-09
Position 3907: 2.3481165197031813e-09
Position 3548: 2.286354361552112e-09
Position 467: 5.162903322280145e-10
Position 2795: 1.7818632805533896e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4061: 0.9971658849528265
Position 2773: 0.9817535994292179
Position 3056: 0.9637911188386389
Position 2552: 0.9580175718842682
Position 410: 0.3021803101460211
Position 3615: 0.18578599378349825
Position 1028: 0.13836605484622447
Position 1927: 0.08141594041698413
Position 2267: 0.06608077662307046
Position 3655: 0.0628523803509408
Position 813: 0.05961120671128506
Position 3420: 0.05307668538564205
Position 1473: 0.0421447127091607
Position 1930: 0.025504537012535508
Position 4305: 0.02475908930076845
Position 1432: 0.022373768512247844
Position 506: 0.02203474855639285
Position 3916: 0.02152484619400533
Position 2508: 0.020576217786268915
Position 1453: 0.01882694347322537
Position 4417: 0.017067548877197553
Position 3832: 0.01636982256724353
Position 1765: 0.015236896281317724
Position 2526: 0.01361426784072914
Position 1705: 0.010826218293739392
Position 1637: 0.009871471098605795
Position 1198: 0.008972513941227415
Position 2562: 0.006649195109231546
Position 3724: 0.006397756174923074
Position 3108: 0.005751543392928299
Position 609: 0.0053291293948623825
Position 1522: 0.0052756096863475
Position 4434: 0.0049719071786362215
Position 839: 0.004403359639306716
Position 1509: 0.00403623715852454
Position 2829: 0.0038637061982763994
Position 4706: 0.003600031760093263
Position 3943: 0.0032606889173041054
Position 1055: 0.0029510357650396482
Position 3424: 0.002426951262071529
Position 4666: 0.002425172881474635
Position 1002: 0.0023455210189620187
Position 487: 0.002053714735537034
Position 573: 0.0018180072019083062
Position 3465: 0.0017563506875166314
Position 4220: 0.0014710859512492049
Position 1798: 0.0013659787473432584
Position 3784: 0.0011983978167449136
Position 3763: 0.0010711322485615707
Position 1969: 0.0009584618910684648
Position 2917: 0.0008616197275599463
Position 2984: 0.0008582528209471763
Position 2947: 0.0008499423142214873
Position 1936: 0.0007816575662091084
Position 1652: 0.0007533954655721959
Position 3733: 0.0007237356887611235
Position 1671: 0.0005513229883228078
Position 3841: 0.0004620124634515479
Position 421: 0.00045341228902964266
Position 430: 0.00037674402876228713
Position 2119: 0.00034963161845386927
Position 555: 0.0003260690149893107
Position 1491: 0.00032499188588203077
Position 1771: 0.0003249235939497377
Position 1979: 0.00031449100613025686
Position 1729: 0.00027884285255002636
Position 3514: 0.0002783759296315614
Position 3268: 0.0002711804650762033
Position 4718: 0.00024911893161031336
Position 3869: 0.00023946277527795925
Position 2601: 0.00023513766946649996
Position 2888: 0.00022891863222875743
Position 4424: 0.00020208803918203298
Position 3986: 0.00019224878303232434
Position 2785: 0.00018772312881117938
Position 4613: 0.000174312082986934
Position 3477: 0.0001691955017727238
Position 3691: 0.00014495891085537546
Position 871: 0.00011369552893576962
Position 3091: 0.00010672292265824188
Position 4438: 9.7087841545309e-05
Position 1006: 9.523430810898451e-05
Position 2790: 9.310740866034453e-05
Position 4645: 8.909056532245657e-05
Position 4604: 8.672392432965683e-05
Position 4096: 8.64113656931173e-05
Position 3799: 8.427384916325707e-05
Position 643: 8.270934288009992e-05
Position 3319: 7.520236896718035e-05
Position 4633: 6.858197706481324e-05
Position 723: 6.785949883077088e-05
Position 3069: 6.32860038328048e-05
Position 4543: 5.47837462101283e-05
Position 2867: 4.637992439163669e-05
Position 4282: 4.185821941567464e-05
Position 930: 4.182774870723458e-05
Position 4320: 4.0902909371243315e-05
Position 908: 3.152169921432925e-05
Position 3172: 3.148462469529857e-05
Position 3064: 3.034368586045062e-05
Position 895: 2.9732311051022907e-05
Position 4270: 2.4298515588195317e-05
Position 4185: 2.4265778854953e-05
Position 3772: 2.2617258965973703e-05
Position 4460: 2.1862190940406727e-05
Position 586: 2.0635310962720774e-05
Position 3181: 1.5310563252365072e-05
Position 3274: 1.3255339874665485e-05
Position 226: 1.2647633530423244e-05
Position 3085: 1.2466895824855733e-05
Position 1373: 1.1289356429685818e-05
Position 577: 1.0029525994899598e-05
Position 981: 8.565519280547031e-06
Position 978: 8.244691225397393e-06
Position 318: 7.457831588288627e-06
Position 4104: 6.687409744028875e-06
Position 1059: 6.588688644417858e-06
Position 4156: 6.3763710604309866e-06
Position 620: 6.206899450730352e-06
Position 4564: 6.119768652777002e-06
Position 1675: 6.093718647301704e-06
Position 2853: 5.183953669686721e-06
Position 1272: 3.978570364333888e-06
Position 4450: 3.872766965020192e-06
Position 4629: 3.815287401222158e-06
Position 2435: 2.251924945416132e-06
Position 187: 2.157818905416394e-06
Position 123: 2.07021229412265e-06
Position 919: 2.069100530359813e-06
Position 4333: 1.7615148343343953e-06
Position 2996: 1.3014421907587258e-06
Position 1043: 1.0985915625191732e-06
Position 99: 5.754794926926289e-07
Position 3002: 4.169006287310807e-07
Position 70: 3.828476756430759e-07
Position 3120: 3.1891300349750584e-07
Position 1414: 1.8743871252237337e-07
Position 1569: 1.651753797692962e-07
Position 1343: 1.6169603497508952e-07
Position 52: 9.155053304532443e-08
Position 4197: 8.89720378401127e-08
Position 264: 6.681696131270674e-08
Position 110: 6.639991932055677e-08
Position 96: 4.596069697308609e-08
Position 205: 2.5917762989951616e-08
Position 232: 1.1345513001971216e-08
Position 4247: 1.0039329435368624e-08
Position 243: 4.504020865176679e-09
Position 688: 3.3111693667087006e-09
Position 249: 1.1235226244547691e-09
Position 720: 2.026541328691103e-10
Position 656: 1.8673064628168616e-10
Position 671: 1.8219217304100047e-10
