Gene = Iyd
index = 1238
Annotated 5SS: [ 507 1698 2051]
Annotated 3SS: [ 602 1889 2105]
SMsplice 5SS: [2051]
SMsplice 3SS: [2105]
top_k =  1000
Partition function (log Z): -6.923580911782455

Sorted 5' Splice Sites (High to Low Probability):
Position 2051: 0.9847515327666926
Position 1622: 0.14436545061163414
Position 40: 0.09035623551635134
Position 1136: 0.04239789761697889
Position 296: 0.039265047464087224
Position 437: 0.03586862385665899
Position 1820: 0.020160373184933297
Position 69: 0.016869246394562096
Position 2443: 0.015801657221983352
Position 54: 0.007477303949835759
Position 545: 0.006244748122503953
Position 218: 0.006103652905150644
Position 1287: 0.0057909889767288
Position 88: 0.0032262123991310607
Position 1978: 0.0032169432991016552
Position 300: 0.002967155817815208
Position 1054: 0.0021464007922483083
Position 153: 0.0018825308602191872
Position 1946: 0.001588204919682101
Position 13: 0.0013902958577261845
Position 1438: 0.0012969055869321284
Position 583: 0.0006595425573665181
Position 690: 0.0004921312104060982
Position 1412: 0.0004858394445661383
Position 1537: 0.0004452149241201081
Position 1803: 0.0002850348977143784
Position 1698: 0.0002719716484251898
Position 1289: 0.00025570949806701603
Position 1074: 0.00017225471005029243
Position 1754: 0.00015238636366254844
Position 2038: 0.00012908279270111138
Position 478: 9.174115679328116e-05
Position 2447: 7.089516555731901e-05
Position 677: 6.97149490884254e-05
Position 2735: 5.6812344556196004e-05
Position 250: 5.46966593819748e-05
Position 2414: 3.5735289891660775e-05
Position 2347: 3.356302780108049e-05
Position 165: 2.7493672326169993e-05
Position 2739: 2.5754771000241892e-05
Position 1198: 2.361091829563816e-05
Position 2480: 2.1929535027861912e-05
Position 2354: 1.6034310788880623e-05
Position 2762: 1.3188287976624716e-05
Position 2607: 1.2537011030038247e-05
Position 2357: 1.2024566873381784e-05
Position 849: 1.189209866887111e-05
Position 2282: 1.052228479314188e-05
Position 2506: 9.314883095075067e-06
Position 2238: 7.864732274374861e-06
Position 2488: 7.673918020742304e-06
Position 692: 7.24108960864599e-06
Position 230: 6.62257384852468e-06
Position 1463: 6.58182132040901e-06
Position 861: 5.135925758568699e-06
Position 1336: 4.940517320511492e-06
Position 1555: 4.902378696135881e-06
Position 2008: 4.090188705657965e-06
Position 2801: 3.933478122272605e-06
Position 494: 3.7845193945635884e-06
Position 2174: 3.5000561515564583e-06
Position 607: 2.8666265336829146e-06
Position 1234: 1.7996185496889645e-06
Position 1048: 1.6794068893441345e-06
Position 2396: 1.4647718069893e-06
Position 626: 1.4187998628169317e-06
Position 1343: 1.411763177022284e-06
Position 1033: 1.290161606684596e-06
Position 2788: 1.0798620168087234e-06
Position 284: 9.792836665249075e-07
Position 2165: 8.61717509526383e-07
Position 402: 7.822854797578273e-07
Position 745: 7.378794654269845e-07
Position 893: 7.113693828605647e-07
Position 707: 3.137110966729187e-07
Position 141: 1.499774758453391e-07
Position 242: 6.829206486285136e-09
Position 1509: 6.651195865547597e-09
Position 788: 3.2848259885281964e-10
Position 852: 2.8680306071973053e-11
Position 116: 6.809512177144073e-12
Position 1151: 2.3571534170422405e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2105: 0.997885858151758
Position 128: 0.09053936091989756
Position 1873: 0.058724659546834194
Position 1683: 0.053086301036639624
Position 1667: 0.04053625426648988
Position 1692: 0.029696944351874786
Position 503: 0.02018574279583403
Position 1778: 0.020054418546593306
Position 2029: 0.017263940479459772
Position 1876: 0.016582847234364113
Position 1343: 0.01222514913660105
Position 2530: 0.010149817240186657
Position 278: 0.007446313504365416
Position 359: 0.00618493111849067
Position 1373: 0.005513161680637863
Position 1889: 0.004417387400139747
Position 1509: 0.003953811696565907
Position 1999: 0.003733157522387063
Position 1357: 0.0028258443442480833
Position 605: 0.0025926794487105245
Position 1820: 0.002514206535368522
Position 1227: 0.002488924077885446
Position 137: 0.002373627315116209
Position 2630: 0.002244016242293497
Position 2527: 0.0021409225127076285
Position 578: 0.0019889773775385367
Position 507: 0.0019276650033125096
Position 1670: 0.0013595617242881846
Position 1273: 0.001221033106152915
Position 1378: 0.0012145178398891231
Position 979: 0.0011898548605554689
Position 835: 0.0010039497329485472
Position 1173: 0.0008164151867496163
Position 81: 0.0007733627843762501
Position 1566: 0.0007441623164973693
Position 148: 0.000701636125729116
Position 1250: 0.0006581025044806604
Position 1181: 0.0006226202869416363
Position 2813: 0.0005727940800990416
Position 1794: 0.000548242865756589
