Gene = rk
index = 1858
Annotated 5SS: [  281  8312  9607 10334 10803 11466 11612 13428 14655 14851 14982 15183
 15612 17450]
Annotated 3SS: [ 7417  9534 10189 10658 11393 11539 13358 14516 14709 14915 15038 15243
 15667 17506]
SMsplice 5SS: [  281  9607 10016 10334 11466 11612 13428 14655 14851 14982 15183 15612
 15808 17450]
SMsplice 3SS: [ 9534  9907 10189 10658 11539 13358 14516 14709 14915 15038 15243 15667
 15868 17506]
top_k =  1000
Partition function (log Z): 10.845001462663694

Sorted 5' Splice Sites (High to Low Probability):
Position 15612: 0.9962239526042337
Position 14851: 0.9845347866950979
Position 14655: 0.9704481158436341
Position 15183: 0.968161366797525
Position 17450: 0.9543565583241372
Position 15808: 0.9399098987080631
Position 10334: 0.9090714570644335
Position 14982: 0.8385371620183745
Position 13428: 0.7996523027297416
Position 11466: 0.7554927954632941
Position 9607: 0.6507635519181522
Position 281: 0.6319310420311742
Position 10016: 0.5680107039067452
Position 11612: 0.5196582485423972
Position 17989: 0.4364359296927767
Position 8312: 0.2770083758764614
Position 6210: 0.25101534707512996
Position 417: 0.14333383434027014
Position 10803: 0.12232773442437937
Position 6940: 0.12173059451372904
Position 16693: 0.09466434419087058
Position 8988: 0.09176698428999762
Position 12549: 0.06333561185995604
Position 13812: 0.060075187804031954
Position 109: 0.048371446831712434
Position 11002: 0.04669913991960367
Position 11065: 0.03453269506181681
Position 114: 0.030687257642515876
Position 11803: 0.027646196225129482
Position 9326: 0.027357188269693175
Position 15857: 0.02613858907066351
Position 12374: 0.02246823328900386
Position 12996: 0.019639418229865754
Position 15966: 0.015440319662375551
Position 283: 0.014315992492997877
Position 672: 0.013823101319568105
Position 813: 0.013170500459314095
Position 14318: 0.012943610046712843
Position 17829: 0.01263585039936706
Position 7162: 0.012553569542086725
Position 16106: 0.012148713386273902
Position 6251: 0.011946814872465994
Position 11918: 0.011280978212122327
Position 13459: 0.010035520137895736
Position 393: 0.009611428907522807
Position 399: 0.009538064761674748
Position 17886: 0.009106943700123965
Position 881: 0.008831448757070372
Position 375: 0.008191439116476068
Position 10: 0.008070433487293536
Position 12646: 0.007800112907966089
Position 14847: 0.0075669708488496305
Position 401: 0.007541609828554776
Position 7100: 0.007450884402645668
Position 373: 0.007426473574394012
Position 377: 0.0072730796231606646
Position 397: 0.0071495799644181275
Position 10338: 0.0068321813558807265
Position 15187: 0.006751452043660279
Position 12442: 0.0066718224393486035
Position 16333: 0.006042148323664952
Position 11470: 0.005991392592707839
Position 8984: 0.005898695229216769
Position 9629: 0.005771724572346491
Position 403: 0.005474428501205637
Position 17855: 0.005172765962393488
Position 7625: 0.0050156232665320485
Position 395: 0.005007713920178399
Position 17972: 0.004935582496657308
Position 18321: 0.004803765149599413
Position 13466: 0.004364308619003211
Position 14643: 0.004264833683401386
Position 17225: 0.004247400521375223
Position 10982: 0.0037561525894227394
Position 677: 0.0036566295118660086
Position 1368: 0.003614966557011482
Position 5865: 0.0035298587594331404
Position 5658: 0.0035221270942392977
Position 15011: 0.003152471683481054
Position 612: 0.0030330559210510377
Position 11487: 0.0029880700013947214
Position 12977: 0.002932120796341882
Position 12640: 0.002830415254686743
Position 12416: 0.0021934154908700744
Position 13483: 0.00217713937992743
Position 12681: 0.0021740347838338533
Position 12410: 0.0021516346531999775
Position 13059: 0.0018048347010105805
Position 12560: 0.00178380368688323
Position 5871: 0.0014782874773385907
Position 11899: 0.0014142555154727848
Position 9754: 0.0013837402917167983
Position 11766: 0.0013211773143084605
Position 4545: 0.001280567673685488
Position 11912: 0.001255689428475149
Position 7177: 0.001204017554042454
Position 1046: 0.0011787576874327192
Position 28: 0.001175246072213758
Position 305: 0.0010591639680542265
Position 12655: 0.0010535696729422118
Position 10881: 0.0010248001980691758
Position 18172: 0.0009987801719287652
Position 1497: 0.0009901216637587108
Position 369: 0.000983059080603001
Position 11862: 0.0009455839462422075
Position 12543: 0.0009321598175364286
Position 16375: 0.0009090284000739413
Position 371: 0.0008784167066329201
Position 129: 0.000855101562987078
Position 1595: 0.0007483121038390604
Position 6060: 0.0005979789494147647
Position 9637: 0.0005213257071600999
Position 12037: 0.0005077701824896864
Position 12594: 0.0004990038134605105
Position 15839: 0.0004924056216114174
Position 6260: 0.00048318122507075756
Position 731: 0.0004693004971145422
Position 18157: 0.00045985684852103254
Position 15616: 0.0004574421698623187
Position 640: 0.00045283374948220257
Position 14986: 0.0004313581340173289
Position 261: 0.0004195663797531123
Position 1075: 0.0004086609701338363
Position 18301: 0.0003840288371768113
Position 12538: 0.0003654355484496197
Position 58: 0.00032346168153843125
Position 16064: 0.00025911492494470407
Position 16006: 0.0002564516931994004
Position 18070: 0.00024226011981968293
Position 15970: 0.00024133684917073645
Position 16120: 0.00023580760179454
Position 11607: 0.00022309779680938142
Position 14807: 0.00016295682195821242
Position 16453: 0.00013585870932643509
Position 15973: 0.00010465960660966434
Position 16152: 8.701663567651374e-05
Position 14855: 7.880621715339687e-05
Position 4068: 6.1027372544730644e-05
Position 15222: 5.64605284939711e-05
Position 11271: 5.4497719755135257e-05
Position 15217: 4.803793348482779e-05
Position 15343: 3.453356052740774e-05
Position 14979: 2.9055921150936858e-05
Position 14957: 2.882160543539719e-05
Position 16060: 2.2247110111267288e-05
Position 14897: 2.1774818907757464e-05
Position 15559: 2.124290062792137e-05
Position 15812: 2.0935878891531525e-05
Position 15536: 1.6926681716918522e-05
Position 10873: 1.6240575495298633e-05
Position 10989: 1.6220266929129164e-05
Position 16009: 1.1171921482722465e-05
Position 15268: 7.635885310698653e-06
Position 15524: 5.488237197593979e-06
Position 15689: 5.218746685623729e-06
Position 15215: 4.951304607914295e-06
Position 16011: 4.7184156010353515e-06
Position 15574: 4.392077504680792e-06
Position 3313: 3.980769997851152e-06
Position 15409: 2.7481477317008385e-06
Position 15231: 2.687843597164467e-06
Position 15478: 2.1391969109005923e-06
Position 15294: 1.574974370701106e-06
