Gene = Tsp39D
index = 1571
Annotated 5SS: [  130 10988 12076]
Annotated 3SS: [10869 11496 12132]
SMsplice 5SS: [  130 10988 12076 13273]
SMsplice 3SS: [10869 11496 12179 13340]
top_k =  1000
Partition function (log Z): -9.670403248261456

Sorted 5' Splice Sites (High to Low Probability):
Position 10988: 0.6795943169088824
Position 130: 0.6766331559211065
Position 7012: 0.6118766600942066
Position 5877: 0.585329678010152
Position 4854: 0.5768182315838926
Position 12076: 0.5199484026462604
Position 5358: 0.5129377883701449
Position 13273: 0.47404285737745994
Position 6638: 0.28716422850814893
Position 6127: 0.19531469327416637
Position 5769: 0.18644629857428027
Position 6015: 0.16133197670189356
Position 13279: 0.1392306660469791
Position 6062: 0.11738494327057113
Position 6206: 0.10101432572262019
Position 5380: 0.09763827612681651
Position 5997: 0.08172129444715495
Position 469: 0.07955363663340366
Position 12068: 0.06487230970265966
Position 6112: 0.061088600760574374
Position 4827: 0.05143418663907495
Position 833: 0.04484375705187127
Position 5088: 0.04247484404422526
Position 12691: 0.036022256750479924
Position 233: 0.03420296403891272
Position 1127: 0.028930183248534472
Position 229: 0.027941350237989993
Position 798: 0.02568298147067572
Position 996: 0.021019395919867997
Position 6027: 0.020317956863817994
Position 5874: 0.019595460993329837
Position 1098: 0.01940177054995566
Position 7967: 0.017060145397712907
Position 5330: 0.014988141758881888
Position 434: 0.010995997628271506
Position 495: 0.010964441786657904
Position 3581: 0.010700975592755825
Position 81: 0.010246864522826075
Position 6118: 0.00987671671225592
Position 7376: 0.007843325697985298
Position 4982: 0.007837167907503871
Position 11317: 0.0072880443132702834
Position 3247: 0.006833471443036423
Position 491: 0.006816773396772465
Position 1164: 0.006640366429934907
Position 5634: 0.006487049741935208
Position 7281: 0.006460787046683406
Position 225: 0.00617466738741104
Position 5901: 0.0059859971739589105
Position 197: 0.005551880706507983
Position 6036: 0.005113845800303952
Position 6314: 0.004758875511484845
Position 679: 0.004656321680257905
Position 5608: 0.004178592338872422
Position 784: 0.00366925214904621
Position 219: 0.003475084898348889
Position 7592: 0.0031967963940176397
Position 3908: 0.003144525082970018
Position 6471: 0.0030766084322789915
Position 542: 0.0030186061296875004
Position 4833: 0.0029341895072292267
Position 1485: 0.0029242609574658116
Position 1481: 0.0026934305434656585
Position 1275: 0.0024906786562296874
Position 265: 0.0022618927132687316
Position 241: 0.002104133182224011
Position 4035: 0.0019564529984151067
Position 6284: 0.0013584871726422222
Position 6370: 0.0012955177902428828
Position 7973: 0.000873163272627911
Position 5111: 0.0006091887740987842
Position 5206: 0.0005628174378317191
Position 1894: 0.0005443606048810512
Position 755: 0.00047858638337580585
Position 13586: 0.0004372716607271046
Position 1156: 0.0004160960956151683
Position 2875: 0.00036876114363394225
Position 6071: 0.00036017786397081475
Position 5778: 0.0003439432910427812
Position 803: 0.00034191785818370884
Position 5628: 0.00031253191967281155
Position 5817: 0.00026023440820655594
Position 144: 0.00018418423212347704
Position 87: 0.00016879084137367076
Position 20: 0.0001536044963285254
Position 2424: 5.964581265949307e-05
Position 1087: 4.372943520702531e-05
Position 7451: 4.263527433049598e-05
Position 661: 3.758607372943582e-05
Position 2621: 2.706138415030617e-05
Position 989: 2.6229196559589683e-05
Position 1083: 1.999810993146223e-05
Position 381: 1.940170465850276e-05
Position 1238: 1.930230550733607e-05
Position 744: 1.5656810712034018e-05
Position 761: 1.4624334252893895e-05
Position 2748: 1.420811766930731e-05
Position 2915: 1.1265010240311272e-05
Position 820: 9.9558241903518e-06
Position 7224: 6.835340071568996e-06
Position 329: 6.18851033068267e-06
Position 425: 5.201394431268086e-06
Position 1060: 4.990134539213946e-06
Position 1168: 4.774322447765523e-06
Position 1093: 4.646303057116794e-06
Position 256: 4.5505277709793594e-06
Position 1824: 3.76350266130439e-06
Position 1071: 3.6145418391985955e-06
Position 415: 3.4005640430025316e-06
Position 237: 3.3841122816330253e-06
Position 927: 3.0019881722648508e-06
Position 489: 2.523743005704368e-06
Position 1956: 2.3025389310661447e-06
Position 698: 1.9248101796111334e-06
Position 736: 1.6785979433511864e-06
Position 55: 1.6366058030432928e-06
Position 649: 1.6287730977625341e-06
Position 484: 1.5911739430165306e-06
Position 2114: 1.5797347390230336e-06
Position 1379: 1.5275841550585243e-06
Position 412: 1.4946350598608782e-06
Position 203: 1.404166692097233e-06
Position 259: 1.3778396997140065e-06
Position 9: 1.3438925602280173e-06
Position 376: 1.3331181550968562e-06
Position 402: 1.304340634808739e-06
Position 103: 1.2529984738402827e-06
Position 533: 1.14392960199635e-06
Position 114: 1.049227758684877e-06
Position 659: 1.029314438043634e-06
Position 383: 1.0256115942231914e-06
Position 320: 7.4750166028985e-07
Position 758: 6.299116598503026e-07
Position 1376: 5.875675731687649e-07
Position 999: 5.275948144403267e-07
Position 29: 3.604943554337908e-07
Position 418: 3.441076662803063e-07
Position 175: 3.067818554650163e-07
Position 1538: 1.4069441291933522e-07
Position 1546: 1.2484319012895238e-07
Position 60: 1.0749905583652212e-07
Position 708: 3.096816001560651e-08
Position 227: 2.7310432099713625e-08
Position 249: 2.59442525220052e-08
Position 473: 2.4834218419069606e-08
Position 63: 2.4153593140643427e-08
Position 301: 6.50663209042011e-11
Position 108: 2.338363957708732e-11
Position 322: 8.225823702091646e-12
Position 1611: 4.712114895881613e-12
Position 24: 1.9372445843755136e-12
Position 345: 7.612931707824236e-13
Position 351: 4.5103550671360095e-13
Position 337: 1.1463361183176194e-13
Position 1242: 4.903732698723184e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5527: 0.8229668448081362
Position 6283: 0.7919805383230049
Position 4703: 0.6721494224549224
Position 12179: 0.6535909060894363
Position 13340: 0.6481115420060317
Position 5938: 0.4154814578675164
Position 11496: 0.3977944915244027
Position 4981: 0.37241166860484365
Position 10869: 0.2529150187264546
Position 10580: 0.22616045981797617
Position 11088: 0.22036157258956543
Position 5951: 0.20335812594448907
Position 10636: 0.20127471221588053
Position 12385: 0.1802881923876777
Position 12132: 0.12106387364915058
Position 5817: 0.06992123846663062
Position 4902: 0.05188275565360826
Position 6263: 0.039937645638831835
Position 892: 0.03577848626050397
Position 5159: 0.033234618217207475
Position 5144: 0.030834687004945443
Position 5768: 0.028255904474856527
Position 5162: 0.027888117260811106
Position 4669: 0.024260773016085507
Position 5970: 0.021424213561142328
Position 4715: 0.02116920659398865
Position 5034: 0.017869551874641783
Position 12861: 0.014200477406905412
Position 5021: 0.013655267739906773
Position 7067: 0.011985747883734505
Position 6709: 0.011148163050875445
Position 5822: 0.01066537901998297
Position 5072: 0.010292191164880905
Position 4508: 0.009013602157433983
Position 2556: 0.008259301707758912
Position 6342: 0.008052525413425791
Position 6532: 0.007611423474505227
Position 2995: 0.006693151257197124
Position 4616: 0.006498826130135166
Position 6556: 0.005874572519909973
Position 5342: 0.005666709533432994
Position 4745: 0.005582396425006186
Position 5379: 0.005363419021168076
Position 6721: 0.005159979237156799
Position 7309: 0.00462771753133467
Position 6935: 0.004287484556843179
Position 7648: 0.0041005297758091785
Position 6889: 0.0039009867921982453
Position 1215: 0.0034990436350566556
Position 6373: 0.0034446241540937238
Position 6895: 0.0030866200314059846
Position 7263: 0.0027902723736848408
Position 4756: 0.002693717571649869
Position 832: 0.0025032404109433704
Position 5846: 0.002428108102298255
Position 6181: 0.002321905496270304
Position 884: 0.002143111314622472
Position 2742: 0.002095595824801085
Position 5135: 0.00205595116582004
Position 4960: 0.0019176393073496644
Position 4513: 0.0018944428384209152
Position 7694: 0.0018206802143798046
Position 2805: 0.00179568773482557
Position 5329: 0.001692514929756642
Position 4487: 0.0016789333496429284
Position 11034: 0.0016243184234078576
Position 3118: 0.0015765771400554664
Position 5079: 0.0014835369620372937
Position 4579: 0.0014417102918871303
Position 4826: 0.0012846991882314088
Position 7531: 0.0009690547149670392
Position 4403: 0.0009008736259027074
Position 6855: 0.0008520239239267949
Position 11570: 0.0008504029547744211
Position 1418: 0.0008453355961379709
Position 2913: 0.0008000126717031381
Position 11183: 0.0007739415854354584
Position 7089: 0.0007232288912616257
Position 3718: 0.0005705813104466575
Position 1156: 0.0005331719183272329
Position 7810: 0.0004506094836011552
Position 13637: 0.0004372716607271046
Position 7591: 0.00042388652851922117
Position 1515: 0.0003956855492103619
Position 1709: 0.00034891161583869686
Position 4810: 0.00031508231262191284
Position 3303: 0.00027312514678613564
Position 4239: 0.00027142868516950684
Position 2428: 0.00026284640619362806
Position 1947: 0.000259243251749178
Position 3772: 0.0002554340844101061
Position 529: 0.0002489935975370541
Position 3484: 0.00024411903644634472
Position 3796: 0.00016849315215903432
Position 1274: 0.0001508217779185666
Position 5486: 0.00014779559312379828
Position 3883: 0.00014586023339109393
Position 1295: 0.00014526158692435693
Position 2728: 0.00013160024344239344
Position 5417: 0.00011729948961608837
Position 5563: 0.00011528355206803305
Position 8519: 0.00011291381074178856
Position 345: 4.905980197444353e-05
Position 214: 3.522136884998287e-05
Position 594: 3.485192356797051e-05
Position 1054: 1.9728489991224822e-05
Position 965: 1.9182326500459776e-05
Position 1126: 1.8783193112503036e-05
Position 8737: 1.535876832593461e-05
Position 1603: 1.0586160544265782e-05
Position 6199: 1.2861333726377502e-06
Position 1096: 1.26432513860911e-06
Position 367: 1.2371968587469262e-06
Position 1077: 1.1328516161957978e-06
Position 2016: 9.726091103456767e-07
Position 7168: 9.68140173084539e-07
Position 1997: 9.312498551569752e-07
Position 708: 7.683973656607288e-07
Position 318: 6.726639355713866e-07
Position 1071: 6.207215725635059e-07
Position 203: 4.960634146017887e-07
Position 545: 4.2275795916657344e-07
Position 1116: 3.6436061779601015e-07
Position 573: 3.3322877200305834e-07
Position 1280: 3.245474849074865e-07
Position 364: 3.0761722535391105e-07
Position 623: 1.5104582598404155e-07
Position 1458: 1.2957476392120279e-07
Position 1060: 1.1339704860958797e-07
Position 698: 8.963932024203155e-08
Position 788: 8.707853944921468e-08
Position 157: 8.682129821655455e-08
Position 312: 6.610801163338919e-08
Position 950: 5.072461526407612e-08
Position 1002: 4.888461646855703e-08
Position 570: 4.2742486846757624e-08
Position 775: 3.3766023747225874e-08
Position 73: 2.7385718933109627e-08
Position 683: 8.806500194653345e-09
Position 480: 8.795169760450735e-09
Position 129: 6.823512463396944e-09
Position 402: 6.310369000047263e-09
Position 433: 5.5734998766455466e-09
Position 741: 4.807837502790247e-09
Position 269: 3.856578571165848e-09
Position 265: 3.3759292241150777e-09
Position 489: 1.945467619979868e-09
Position 370: 1.5618785233954428e-09
Position 542: 1.1920241881124436e-09
Position 630: 1.1279476129278547e-09
Position 473: 8.03306502922918e-10
Position 166: 5.528178468060382e-10
Position 412: 3.115092584128676e-11
Position 247: 8.036508004677617e-12
Position 320: 6.087187640663596e-12
Position 327: 4.40646175252388e-12
Position 418: 4.1384252764569884e-12
Position 216: 3.749033893866264e-12
