Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  1000
Partition function (log Z): 5.523034798188253

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.9988907161202948
Position 1514: 0.9895824549980401
Position 1128: 0.9296450048709262
Position 1132: 0.04489580440551107
Position 866: 0.03647526301538402
Position 1071: 0.017175658572497036
Position 509: 0.013255180492043316
Position 1849: 0.002723148912167831
Position 403: 0.0022950217676375134
Position 521: 0.00224094875376679
Position 955: 0.0014607492607103352
Position 590: 0.0010778402043857963
Position 340: 0.000763966547099861
Position 1017: 0.0006696810838724759
Position 1302: 0.0006480425964699817
Position 1046: 0.0004308053138280344
Position 353: 0.0003936273485850389
Position 14: 0.0003821245313212409
Position 838: 0.0003644698853306868
Position 260: 0.00032428548245467826
Position 512: 0.00031134975637656234
Position 1311: 0.0002650569395354002
Position 452: 0.00022875460253249087
Position 1293: 0.00015017496710268178
Position 62: 0.00013322161520402386
Position 646: 0.00011696702275044395
Position 439: 9.586016170218768e-05
Position 367: 8.942558237272606e-05
Position 1497: 8.037076314568223e-05
Position 1691: 6.5561852577326e-05
Position 1063: 6.20636104593129e-05
Position 1305: 5.5718083089291284e-05
Position 1403: 5.466472439465441e-05
Position 470: 4.47950396420742e-05
Position 907: 4.311417296139941e-05
Position 313: 3.5354579634128564e-05
Position 580: 3.124495701263887e-05
Position 1873: 3.0184261594111184e-05
Position 543: 2.989846176152808e-05
Position 703: 2.9081580557764164e-05
Position 1398: 2.3608102136176512e-05
Position 1518: 2.041238938619194e-05
Position 1227: 1.462237285234029e-05
Position 558: 1.4486068117723188e-05
Position 658: 1.1301348551046668e-05
Position 1344: 8.995089017007554e-06
Position 223: 8.832585641573252e-06
Position 316: 7.641411312794576e-06
Position 271: 7.3179418522897535e-06
Position 526: 6.287489124309408e-06
Position 407: 5.373175649516287e-06
Position 1318: 4.7772516977093295e-06
Position 606: 4.165467518040013e-06
Position 473: 3.993250561756574e-06
Position 1586: 3.086260997921985e-06
Position 1502: 3.003017304414301e-06
Position 1847: 2.633843433199963e-06
Position 1443: 2.245877071097653e-06
Position 1484: 2.1179234534917724e-06
Position 1175: 2.051725471724472e-06
Position 383: 1.919519023888646e-06
Position 1653: 1.2039509472150895e-06
Position 1437: 1.1773198710563958e-06
Position 916: 1.091065935829697e-06
Position 215: 1.065278965435294e-06
Position 1742: 9.315737882459867e-07
Position 611: 9.028635108071307e-07
Position 1589: 8.911814513665464e-07
Position 1693: 6.15878687322824e-07
Position 1601: 5.70986484625021e-07
Position 930: 5.169140456872149e-07
Position 430: 4.7319067039659884e-07
Position 900: 4.2229342119605094e-07
Position 1390: 3.184764384636197e-07
Position 921: 2.03037428008637e-07
Position 1158: 2.025713687208303e-07
Position 1744: 1.943780694725753e-07
Position 1629: 1.424502985767866e-07
Position 203: 1.129816269983661e-07
Position 985: 8.737746540870307e-08
Position 776: 4.114035486684029e-08
Position 1463: 1.6629334205656576e-08
Position 786: 4.234865457329004e-11
Position 1179: 5.908292888975419e-13
Position 760: 1.0755083949914425e-15
Position 1198: 7.697550117877583e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9985599333844227
Position 1189: 0.9965384286462893
Position 1572: 0.9885146818963564
Position 936: 0.03388752940505923
Position 565: 0.01861967252753871
Position 1921: 0.0021971747600576033
Position 641: 0.0014534824594917572
Position 1942: 0.0008434291227337838
Position 460: 0.0005631108422335101
Position 1226: 0.0005435111342041608
Position 1356: 0.0004846860823653654
Position 1653: 0.00041331339576484164
Position 1352: 0.0003579026700003256
Position 80: 0.00033730245077912403
Position 1720: 0.00033045362831478207
Position 912: 0.0003050542880960149
Position 1390: 0.0001564942305937982
Position 465: 0.00013199178700437197
Position 1687: 0.00012969136932743325
Position 112: 0.00012075679145558626
Position 1120: 0.00011325241749829221
Position 783: 0.00010956512959780818
Position 1460: 8.9556057572065e-05
Position 1005: 8.387131767178925e-05
Position 940: 7.363675390081038e-05
Position 1090: 7.050843287860714e-05
Position 352: 5.3940362217924134e-05
Position 1610: 5.347891589337627e-05
Position 1629: 5.198563596736683e-05
Position 427: 5.083536225436418e-05
Position 1017: 4.870279346580427e-05
Position 1378: 4.4250994001656685e-05
Position 646: 3.709282942139664e-05
Position 115: 3.553004563368476e-05
Position 619: 3.2436855240717824e-05
Position 1403: 3.187536076995967e-05
Position 723: 3.0900067342105815e-05
Position 580: 2.674038729604458e-05
Position 307: 2.593460367049405e-05
Position 1418: 2.2506576357392382e-05
Position 412: 2.1343959418738434e-05
Position 328: 2.111008612146071e-05
Position 1014: 1.949059988460268e-05
Position 493: 1.596259355454691e-05
Position 1690: 1.4909432226589944e-05
Position 496: 1.4074902553191597e-05
Position 1684: 1.1799024821055128e-05
Position 1672: 1.002731466319057e-05
Position 520: 7.847285251663403e-06
Position 439: 7.582025550472712e-06
Position 1128: 7.239550808791486e-06
Position 1232: 6.479408783686292e-06
Position 1885: 5.6901981326174995e-06
Position 1728: 5.280195997369751e-06
Position 658: 5.0882418577639385e-06
Position 85: 4.462417103107e-06
Position 946: 4.308129413232613e-06
Position 1301: 3.890143804079483e-06
Position 810: 3.79983504515676e-06
Position 1750: 3.4695708556465505e-06
Position 394: 3.109251372922654e-06
Position 506: 3.0934615276957978e-06
Position 1104: 2.9948800979562354e-06
Position 843: 2.7985855934495804e-06
Position 643: 2.77564764988043e-06
Position 403: 2.75668202162515e-06
Position 1421: 2.5452564756232568e-06
Position 1774: 2.42614995812225e-06
Position 966: 2.372173766991697e-06
Position 247: 2.190281106588852e-06
Position 801: 2.091209142230099e-06
Position 1056: 1.7695811753886617e-06
Position 436: 1.7383071952597946e-06
Position 340: 1.6696346830091454e-06
Position 589: 1.553610486581911e-06
Position 1866: 1.5443550835831206e-06
Position 798: 1.2904981097265073e-06
Position 846: 1.0585746667843168e-06
Position 1257: 1.0102607995859222e-06
Position 1236: 7.940412477930817e-07
Position 361: 7.63332585427614e-07
Position 1239: 7.584386853460751e-07
Position 1071: 6.966687503490322e-07
Position 508: 6.945976158765872e-07
Position 417: 6.893766185044346e-07
Position 82: 4.841968393555495e-07
Position 739: 4.781408286064992e-07
Position 954: 2.9326730784126656e-07
Position 1469: 2.7593524232961934e-07
Position 251: 2.621843755695516e-07
Position 849: 2.0293192489642264e-07
Position 1791: 1.898071648246335e-07
Position 1326: 1.5754486815214646e-07
Position 229: 1.3127766910570014e-07
Position 1068: 1.0000449243577512e-07
Position 1415: 9.606789213083971e-08
Position 133: 9.456054826344614e-08
Position 526: 7.653695201105795e-08
Position 1783: 7.321612492972623e-08
Position 1029: 7.212824059195312e-08
Position 1198: 6.971246340321125e-08
Position 673: 5.3493100052182266e-08
Position 1266: 5.1470884772003484e-08
Position 972: 5.0018115530909364e-08
Position 1158: 4.239773548643516e-08
Position 1430: 4.092541223077313e-08
Position 1669: 3.824137978008526e-08
Position 1795: 2.7636735228919597e-08
Position 1367: 2.3194679830696875e-08
Position 858: 2.1542057938947394e-08
Position 166: 1.5707753207961502e-08
Position 625: 1.3957501075106153e-08
Position 1514: 9.963091034125082e-09
Position 577: 7.960982780294006e-09
Position 1645: 6.666504843039677e-09
Position 1490: 5.339181504132307e-09
Position 142: 2.2624411206577313e-09
Position 89: 7.398258314912283e-10
Position 260: 1.513794136441188e-11
Position 196: 9.511354095758516e-13
Position 372: 6.02050344394991e-13
Position 154: 3.792785585604827e-15
