Gene = GlcAT-P
index = 1188
Annotated 5SS: [   36   970 13148 13903 15382 18007 18313 18889]
Annotated 3SS: [  660 13116 13327 14892 17819 18154 18597 19004]
SMsplice 5SS: [  970 13903 18007 18313 18889]
SMsplice 3SS: [13327 17819 18154 18597 19004]
top_k =  1000
Partition function (log Z): 1.8952841496543407

Sorted 5' Splice Sites (High to Low Probability):
Position 18889: 0.9956865880729568
Position 970: 0.9946887897349728
Position 13903: 0.9340687926345445
Position 18007: 0.5359631751489049
Position 18313: 0.4986505453803036
Position 18003: 0.1946974497971022
Position 12302: 0.19324332478430717
Position 12359: 0.15643039231562963
Position 13148: 0.1283944111008533
Position 13463: 0.09259700093946503
Position 19218: 0.08815410426192143
Position 19382: 0.0755975746613778
Position 13467: 0.05343691788548421
Position 232: 0.0383764809067983
Position 246: 0.024474865784824287
Position 137: 0.023050120988765393
Position 2563: 0.02271597891055624
Position 1229: 0.021191142289500052
Position 611: 0.019010059815640662
Position 19107: 0.017133940111382907
Position 384: 0.016075564384338645
Position 19272: 0.015823025745527332
Position 221: 0.015631735467806128
Position 2058: 0.013766412493172231
Position 32: 0.013666048641982195
Position 6287: 0.013541168572341231
Position 758: 0.012372432739228419
Position 388: 0.012278769679927455
Position 3011: 0.011048032785547486
Position 2812: 0.0098867971238862
Position 14354: 0.009565183250668014
Position 18351: 0.008828995888975082
Position 36: 0.00867052598441235
Position 19266: 0.008534485430871496
Position 4897: 0.0078128839492917
Position 12401: 0.007661886712114137
Position 3055: 0.007634507577582514
Position 19895: 0.00689008006849027
Position 1028: 0.004014201101082477
Position 19130: 0.0037324293425019675
Position 2624: 0.0037012244429371214
Position 3166: 0.003336939443333992
Position 19630: 0.002997529675310647
Position 392: 0.0027349784812915057
Position 19270: 0.0023659777929211675
Position 19173: 0.0022142221768884788
Position 1421: 0.002143686171344204
Position 400: 0.002104469303437184
Position 615: 0.0020948388023214657
Position 404: 0.0019265429676082124
Position 402: 0.001904511675874265
Position 9999: 0.0017759704075184938
Position 396: 0.0017091682312824052
Position 298: 0.0014527386195016835
Position 19300: 0.0013081584295837306
Position 128: 0.0012232427224153426
Position 20238: 0.0012029286236958092
Position 18751: 0.0010452034043784747
Position 398: 0.0010111597029768375
Position 408: 0.0007790168052540361
Position 214: 0.0006437206606553875
Position 18893: 0.0005160884290664274
Position 597: 0.0005008355730567352
Position 19141: 0.0004761883045159394
Position 19636: 0.00046858232067509216
Position 2158: 0.00046794752501954246
Position 20307: 0.0004477488715218244
Position 2382: 0.00040394450964625005
Position 4706: 0.0003418887097528109
Position 1869: 0.00029628599956282484
Position 382: 0.00028351086929981963
Position 19422: 0.00026475993731601684
Position 1660: 0.0002453166593126985
Position 20145: 0.00020002236452392648
Position 236: 0.00019587930061626068
Position 20078: 0.00019123599355421394
Position 436: 0.0001498459849062788
Position 19212: 0.00014822190908798705
Position 2049: 0.00013929182049845845
Position 25: 0.00013324062865672037
Position 19133: 0.00012142650687222029
Position 1703: 0.00010535203781352715
Position 5596: 9.461854109653685e-05
Position 20363: 9.132472033513785e-05
Position 346: 7.930644273931285e-05
Position 19506: 7.687213097180425e-05
Position 5007: 7.576075234167947e-05
Position 5009: 6.987927306876499e-05
Position 18723: 6.713984658062435e-05
Position 2205: 6.289640316170837e-05
Position 216: 5.9107035464554275e-05
Position 211: 5.7424229338613704e-05
Position 19685: 5.6469745526845375e-05
Position 18879: 5.2414419150595325e-05
Position 609: 5.1661659978502376e-05
Position 18896: 5.000577413409273e-05
Position 2252: 4.785180256401087e-05
Position 2064: 3.655821743749699e-05
Position 2062: 3.6166454316354637e-05
Position 350: 3.4899627798707604e-05
Position 2208: 3.350797693066041e-05
Position 3544: 3.350141317467826e-05
Position 4905: 3.299175676849581e-05
Position 2620: 3.123837617201324e-05
Position 2560: 3.0859173983013696e-05
Position 2275: 3.0520899642635906e-05
Position 2611: 2.8913530812642165e-05
Position 3775: 2.8118053063085766e-05
Position 412: 2.5030966228758752e-05
Position 205: 2.4892795276055647e-05
Position 5752: 2.3444285292452115e-05
Position 19344: 2.2120405634544e-05
Position 5530: 2.1008166266894214e-05
Position 3537: 2.0272328972863316e-05
Position 599: 1.843238881644264e-05
Position 3589: 1.7561600668319835e-05
Position 2924: 1.7556225896066358e-05
Position 1879: 1.7413301177425106e-05
Position 5040: 1.7076465359261156e-05
Position 4049: 1.6916278314813187e-05
Position 539: 1.415492597026822e-05
Position 2060: 1.2772595080058281e-05
Position 190: 1.2578707773625175e-05
Position 617: 1.2072450259284727e-05
Position 2981: 1.1747908254650872e-05
Position 1485: 1.1129540935437254e-05
Position 1294: 9.716942458987423e-06
Position 866: 9.668948035049615e-06
Position 2928: 9.626826488055844e-06
Position 706: 9.041659683341756e-06
Position 203: 8.181825404098737e-06
Position 132: 7.968374306279982e-06
Position 2172: 7.04684735520825e-06
Position 3410: 6.326887392035874e-06
Position 18822: 6.24145380654097e-06
Position 829: 6.1498963099662785e-06
Position 951: 6.00944078538489e-06
Position 18655: 5.917261061438583e-06
Position 3053: 5.911405670769273e-06
Position 678: 5.801328506509916e-06
Position 2826: 5.35663703591505e-06
Position 974: 4.740809069469969e-06
Position 1549: 4.182263275334031e-06
Position 406: 3.97973086166356e-06
Position 1202: 3.8851075587683495e-06
Position 250: 3.1231331206233765e-06
Position 252: 3.114304129850527e-06
Position 1520: 2.978282630268923e-06
Position 2618: 2.974498040841996e-06
Position 318: 2.847436336658545e-06
Position 19165: 2.4553737451119614e-06
Position 2144: 2.431623790036149e-06
Position 585: 2.286072504955028e-06
Position 1733: 1.919320216089359e-06
Position 2013: 1.7993412132165154e-06
Position 19: 1.6209827788011325e-06
Position 188: 1.4765337096476223e-06
Position 19353: 1.2021123869207362e-06
Position 1922: 1.197515884954688e-06
Position 1405: 9.108618176041849e-07
Position 15382: 7.691326126827761e-07
Position 19669: 7.549974286979471e-07
Position 688: 7.320737208026487e-07
Position 19392: 6.465408367368376e-07
Position 1706: 5.521377018675302e-07
Position 1497: 5.381925520080423e-07
Position 497: 5.240245020632777e-07
Position 1983: 5.042919691006805e-07
Position 16554: 4.932497634006877e-07
Position 13750: 4.891418668941355e-07
Position 2406: 4.010794830077294e-07
Position 1213: 3.770754551712192e-07
Position 15106: 3.674067152918339e-07
Position 2090: 3.518020779897996e-07
Position 2068: 3.051232124494138e-07
Position 15052: 2.7339969847822497e-07
Position 1394: 2.276893440642668e-07
Position 15420: 1.7465669704484887e-07
Position 1522: 1.4828283730808642e-07
Position 931: 1.4176740627429986e-07
Position 984: 8.38121461115908e-08
Position 14806: 7.500898853755173e-08
Position 19442: 7.214038604267674e-08
Position 15061: 6.42593636367549e-08
Position 1066: 6.364575993552596e-08
Position 14642: 5.730839888925299e-08
Position 13806: 5.449886166408312e-08
Position 19196: 4.6330940743818224e-08
Position 963: 2.671488910838758e-08
Position 956: 1.7454426025713292e-08
Position 7367: 6.948553904514196e-09
Position 9133: 5.918356039305678e-09
Position 3170: 4.047619549155328e-09
Position 40: 1.6074425174389767e-09
Position 469: 1.2632146663886586e-09
Position 19357: 9.076829990702137e-10
Position 1467: 3.6354863029447666e-10
Position 19347: 3.598317869872823e-10
Position 1297: 3.092392663098133e-10
Position 1819: 2.275899308144605e-10
Position 479: 1.5781777960012025e-10
Position 1330: 1.173895142425727e-10
Position 619: 1.0901547262041666e-10
Position 3015: 7.426695392779139e-11
Position 3025: 7.346076464450602e-11
Position 1352: 7.145154590104841e-11
Position 3110: 7.080034137726223e-11
Position 669: 5.095307659344936e-11
Position 644: 4.5589419609739634e-11
Position 3838: 8.94350210540889e-12
Position 3855: 7.757314449879519e-12
Position 3723: 3.2678226097378145e-12
