Gene = Nufip
index = 1335
Annotated 5SS: [251 592]
Annotated 3SS: [310 648]
SMsplice 5SS: [251 592]
SMsplice 3SS: [310 648]
top_k =  1000
Partition function (log Z): -3.0485540567271174

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9904021627948901
Position 592: 0.8923250316176466
Position 797: 0.10323435018440962
Position 533: 0.041556440963040946
Position 1158: 0.01979112955837381
Position 43: 0.006641582706098999
Position 47: 0.0051598562123496014
Position 1142: 0.005075472699770008
Position 1122: 0.0015036346239818538
Position 873: 0.0012639959814947184
Position 103: 0.0009525251955552304
Position 1057: 0.0009428960293017974
Position 527: 0.0008182153512720738
Position 71: 0.0007007742958656927
Position 1411: 0.00035094178014637465
Position 869: 0.0003311513020428977
Position 199: 0.00026365917284729314
Position 86: 0.0002414382054170253
Position 1063: 0.00018647368279089098
Position 1239: 0.00016589432483213217
Position 1083: 0.0001438789607505885
Position 596: 9.011143026849078e-05
Position 1016: 8.823801386374623e-05
Position 542: 8.650466260278976e-05
Position 34: 7.779688959269844e-05
Position 1283: 7.755131571307227e-05
Position 1660: 7.18525897069943e-05
Position 867: 6.830941278472086e-05
Position 831: 5.67417217296379e-05
Position 1095: 4.151182683783368e-05
Position 547: 3.8927629733018236e-05
Position 1258: 3.2724477750616005e-05
Position 938: 3.124037701242876e-05
Position 204: 3.016168541957295e-05
Position 386: 1.7446336955880545e-05
Position 7: 1.663738347375241e-05
Position 269: 1.656458184963346e-05
Position 1071: 1.2536536648909259e-05
Position 994: 1.0866269160373432e-05
Position 94: 9.850626022190338e-06
Position 1594: 8.765765930204795e-06
Position 1220: 7.298772674449561e-06
Position 221: 6.399091894723241e-06
Position 255: 5.998911023766812e-06
Position 801: 5.180373845141292e-06
Position 320: 4.84073850953966e-06
Position 604: 4.684631616931544e-06
Position 492: 4.362717249523323e-06
Position 1185: 3.839069534342871e-06
Position 1391: 3.7039414573868558e-06
Position 439: 3.5067600628899515e-06
Position 1674: 8.95322946118125e-07
Position 279: 5.10315456514959e-07
Position 17: 3.4843779095706485e-07
Position 384: 1.537109515702034e-07
Position 344: 4.137139537654636e-08
Position 326: 2.6444955997095718e-08
Position 645: 6.980195502300192e-09
Position 619: 6.541211893160235e-09
Position 375: 5.554284406981739e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 310: 0.8540572121784803
Position 648: 0.7403992374913805
Position 1331: 0.2502123132972735
Position 315: 0.09123806892284596
Position 344: 0.03411583302473555
Position 636: 0.015563420570056746
Position 1244: 0.013666877639284291
Position 103: 0.011645942707725775
Position 681: 0.010923654724107494
Position 1178: 0.009247984062640427
Position 1044: 0.00496399140988883
Position 1277: 0.004369223965169682
Position 697: 0.004192599967589204
Position 1067: 0.0037328877033890283
Position 1308: 0.003313617398387447
Position 1556: 0.002368362830683434
Position 156: 0.0021415568200498104
Position 518: 0.0019167792680842542
Position 932: 0.001433014937426597
Position 409: 0.0014172815490806024
Position 1473: 0.0010777050964866247
Position 1594: 0.0010608542312199058
Position 904: 0.0009731380109314169
Position 633: 0.0007664708060312903
Position 1283: 0.0006983202558953825
Position 500: 0.0005885843546470159
Position 1409: 0.0005586796446994877
Position 430: 0.0005565794113832887
Position 1136: 0.0005354142747684105
Position 1364: 0.0005273119469019604
Position 884: 0.000470253933551506
Position 755: 0.0004066303501414579
Position 859: 0.0003732198113470496
Position 686: 0.0002823622543254091
Position 929: 0.0002318217433469305
Position 1391: 0.0001996683666976958
Position 394: 0.00019905389942049783
Position 1453: 0.00019572557378886202
Position 673: 0.0001861255516618146
Position 1717: 0.00017610004624245116
Position 532: 0.00016149746315030934
Position 1578: 0.00014211427692010126
Position 1009: 0.00011375249367359371
Position 1478: 0.00010762117629118534
Position 1415: 0.00010651376248611789
Position 1729: 0.00010059316609240275
Position 856: 9.428028041496409e-05
Position 320: 9.39574560582973e-05
Position 1342: 9.340349406080056e-05
Position 820: 8.68547920127187e-05
Position 607: 8.123669342185277e-05
Position 1105: 7.977217664201885e-05
Position 1299: 7.657343900802484e-05
Position 1115: 6.997489645849998e-05
Position 901: 6.521565262533355e-05
Position 1510: 4.858802943642416e-05
Position 1142: 4.7387495071968845e-05
Position 1190: 4.6515509162138013e-05
Position 893: 3.836429971454388e-05
Position 1640: 2.872469944515071e-05
Position 1000: 2.6488146961957694e-05
Position 1145: 2.2855295176990042e-05
Position 713: 2.142492451193802e-05
Position 312: 2.139770884626154e-05
Position 839: 2.1007266101139666e-05
Position 1751: 1.815261815942395e-05
Position 920: 1.7689809027428183e-05
Position 1346: 1.6364336058162327e-05
Position 1725: 1.4750950156202411e-05
Position 826: 1.44584497289836e-05
Position 691: 1.3087348807571062e-05
Position 1027: 1.1090685150862829e-05
Position 1655: 1.0736348599468717e-05
Position 578: 9.25211403902977e-06
Position 1024: 7.739349689554169e-06
Position 974: 7.46114248232308e-06
Position 1071: 7.391052914367969e-06
Position 112: 7.0246132991626495e-06
Position 1748: 6.598967760821741e-06
Position 1112: 6.551352807299355e-06
Position 1739: 6.369161578928495e-06
Position 1421: 6.233328383947127e-06
Position 538: 5.073361287375095e-06
Position 1387: 4.5322435191453555e-06
Position 269: 4.4653726065799164e-06
Position 439: 3.584204134766524e-06
Position 604: 2.4095264986150405e-06
Position 845: 2.2478280579317328e-06
Position 184: 9.68350381716181e-07
Position 553: 8.27136898885104e-07
Position 70: 7.521807665602437e-07
Position 245: 7.445929301291809e-07
Position 585: 3.9267999011427217e-07
Position 65: 3.852194656910018e-07
Position 542: 1.6952118221548153e-07
Position 251: 7.668518770996305e-08
Position 557: 2.1285127574825767e-08
Position 573: 2.0653759864839244e-08
Position 221: 1.2071729559038981e-08
Position 596: 1.143627231324351e-08
Position 227: 3.006372216525528e-09
Position 275: 2.259366721108462e-09
Position 255: 1.7808617763064573e-09
Position 592: 9.186551104775003e-10
Position 212: 8.84151171220503e-10
Position 324: 2.555401580677154e-10
Position 724: 1.1177966351848505e-10
Position 773: 3.918659870118468e-11
Position 776: 4.2688729195485104e-12
