Gene = KFase
index = 1241
Annotated 5SS: [332]
Annotated 3SS: [383]
SMsplice 5SS: [332]
SMsplice 3SS: [383]
top_k =  1000
Partition function (log Z): -9.514531660388254

Sorted 5' Splice Sites (High to Low Probability):
Position 332: 0.932719739166498
Position 560: 0.13355239968051913
Position 49: 0.029955213910929673
Position 319: 0.010411628157014036
Position 572: 0.006991546414352522
Position 111: 0.002583946560037704
Position 1075: 0.0015727190365317357
Position 267: 0.0014016946953192854
Position 219: 0.001322397004429278
Position 313: 0.0007968109672946965
Position 1280: 0.000755685538121473
Position 564: 0.000749258043305093
Position 797: 0.00030320015071941947
Position 207: 0.0002731897741729792
Position 181: 0.0002707070547723161
Position 1344: 0.00023543829826768435
Position 372: 0.00021250855086158536
Position 770: 0.00019360751097985643
Position 623: 0.00018436534402031443
Position 25: 0.0001604738429603109
Position 860: 0.0001573625874440202
Position 342: 0.00013490136301503723
Position 175: 0.00011668609451381092
Position 81: 0.00010765162702721386
Position 447: 0.0001004495427812311
Position 298: 9.543984614806528e-05
Position 451: 6.171388761644012e-05
Position 1124: 5.5543126797334724e-05
Position 1170: 5.5230561176675846e-05
Position 904: 4.905527963942131e-05
Position 11: 4.244720575574093e-05
Position 4: 3.558179807312697e-05
Position 1231: 3.4025681257044775e-05
Position 455: 3.2571574478775806e-05
Position 168: 3.0628585932029436e-05
Position 732: 2.7254590633432418e-05
Position 166: 2.538054228109009e-05
Position 1011: 2.1125926752378528e-05
Position 1188: 1.9706199195062985e-05
Position 1182: 1.652947614934599e-05
Position 444: 1.2365178812333299e-05
Position 63: 9.644094055797215e-06
Position 579: 8.675624113737901e-06
Position 968: 8.431835043693551e-06
Position 698: 5.579853824783158e-06
Position 1305: 2.8779306883220232e-06
Position 799: 1.29638634694627e-06
Position 509: 1.1749714460841501e-06
Position 1203: 1.1462181155436822e-06
Position 191: 9.141609885139874e-07
Position 1317: 8.084321444160504e-07
Position 1255: 8.053891994188109e-07
Position 419: 2.0306354014515015e-08
Position 463: 6.755210132768771e-09
Position 503: 4.732563424443412e-09
Position 649: 3.798575803343387e-09
Position 824: 3.6143160937761144e-09
Position 461: 2.8839520901189367e-09
Position 1028: 2.847049257283748e-09
Position 547: 1.2152821467381167e-09
Position 922: 1.1550426631795547e-09
Position 1234: 6.801398950256486e-10
Position 700: 6.732154202845383e-10
Position 971: 2.4797406638297747e-10
Position 703: 8.850482117004636e-11
Position 590: 6.584930578504572e-11
Position 613: 2.8416956036982448e-11
Position 596: 1.396374447350684e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9410313712849308
Position 622: 0.1457177785373511
Position 97: 0.01969063428576258
Position 175: 0.004023445141438456
Position 1279: 0.0024551360770986553
Position 779: 0.0018688243885267208
Position 471: 0.0011893433778374526
Position 1258: 0.0010058616952823376
Position 251: 0.000985698295047551
Position 961: 0.0009797643394025778
Position 1073: 0.0008817162078998053
Position 1330: 0.0008162674981891536
Position 409: 0.0007338864792306536
Position 1226: 0.0005820886027178876
Position 181: 0.0005304485606642207
Position 124: 0.0005226412536171135
Position 1392: 0.00042677518258472745
Position 266: 0.000377639491464622
Position 443: 0.00025648240721547845
Position 133: 0.0002352732989355777
Position 751: 0.00022849975859041695
Position 279: 0.0001634440903240336
Position 273: 0.0001510213171565017
Position 406: 0.00014787710840781485
Position 111: 0.0001470365180477545
Position 490: 0.0001060017947780086
Position 698: 8.518308739117804e-05
Position 330: 8.265739880530355e-05
Position 390: 6.576324641906694e-05
Position 327: 5.792918915562172e-05
Position 226: 3.954287652725068e-05
Position 106: 3.646814031501935e-05
Position 70: 3.491411577719836e-05
Position 1011: 3.392055217300394e-05
Position 1283: 3.16512237023571e-05
Position 1373: 2.3890959353849857e-05
Position 1164: 2.3436169624843174e-05
Position 637: 2.114917671506667e-05
Position 529: 2.0832330519798213e-05
Position 1302: 2.0074710489448126e-05
Position 1348: 1.3295015422059e-05
Position 218: 1.223623415401818e-05
Position 304: 1.0871539282478135e-05
Position 1042: 9.242342336216817e-06
Position 1356: 6.941351356847422e-06
Position 892: 6.718609196248228e-06
Position 478: 5.240044486711217e-06
Position 53: 5.068407879834074e-06
Position 75: 4.960165047800539e-06
Position 139: 4.273837842590494e-06
Position 990: 2.124801335237954e-06
Position 532: 1.7488454950251328e-06
Position 649: 1.6729402284466878e-06
Position 784: 1.4982378167211076e-06
Position 1308: 1.0456847246630486e-06
Position 81: 2.473712593740745e-07
Position 451: 1.9523079806158106e-08
Position 440: 8.577836500617522e-09
Position 306: 6.806136179379688e-10
Position 336: 9.783765238085621e-14
Position 359: 1.8321235368824265e-15
