Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  1000
Partition function (log Z): 18.521037926693243

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.9998371686594154
Position 2294: 0.9990580298530183
Position 579: 0.953059347649241
Position 3323: 0.8804297518002008
Position 1039: 0.8695596567386026
Position 2802: 0.8528376537404574
Position 4808: 0.21946054590259603
Position 5172: 0.17911757315359206
Position 2638: 0.11104785852286587
Position 4046: 0.09295860171379405
Position 5368: 0.0694072469317417
Position 989: 0.06444908353237136
Position 3341: 0.04439005724344478
Position 3669: 0.02162198733001595
Position 3687: 0.02136761341179187
Position 4646: 0.015127991360952567
Position 4092: 0.012909135394056536
Position 1043: 0.012787816305939267
Position 4036: 0.012633777462731099
Position 4090: 0.007691490837474358
Position 5372: 0.0076890750487575875
Position 1595: 0.006785861568939355
Position 4227: 0.00669067714687963
Position 600: 0.006463055052430118
Position 3593: 0.005948897570479302
Position 472: 0.0058446456667544545
Position 1853: 0.004800899546824031
Position 2078: 0.004524542050930057
Position 3352: 0.0032455746549295717
Position 802: 0.003107292954960885
Position 4966: 0.0030735773381088674
Position 3665: 0.0029528775500615
Position 5028: 0.002573404626938684
Position 570: 0.0024759273887595247
Position 4968: 0.0020350890763182468
Position 4812: 0.0017151705705032196
Position 3722: 0.0017071346672681354
Position 1952: 0.0016097046421590523
Position 1599: 0.0015958605685299084
Position 4096: 0.0012889812327385583
Position 1070: 0.0011415721150015467
Position 3115: 0.0011221318671333178
Position 1033: 0.001084263590488076
Position 3768: 0.0010425025315918097
Position 1242: 0.0010211284932910877
Position 4515: 0.0010043509239671873
Position 4818: 0.000992118470746312
Position 3987: 0.0009574777839971449
Position 419: 0.0009467736681905056
Position 3788: 0.0009348086949015797
Position 1871: 0.0007485316275586082
Position 5218: 0.0007191109959535885
Position 393: 0.0006785519012679188
Position 4836: 0.0005668994712702436
Position 3409: 0.0005407533961803478
Position 3377: 0.0005283345813988918
Position 2298: 0.00044325885516699454
Position 513: 0.00043594136699303207
Position 2895: 0.00043001714873170364
Position 175: 0.0004183728850360717
Position 1009: 0.0004003427594788746
Position 5154: 0.00039173474569991303
Position 1001: 0.0003801693925326064
Position 3320: 0.0003502896173716509
Position 5165: 0.000340882217908453
Position 4073: 0.00033868180528233763
Position 3956: 0.00033399132052793385
Position 4711: 0.00031225579865724575
Position 814: 0.00030620581239520144
Position 3921: 0.00029881585971977954
Position 4523: 0.00026645203243488163
Position 4479: 0.0002552639586734107
Position 1605: 0.0002473340787850135
Position 324: 0.0002424836688007186
Position 4376: 0.00023581134325901596
Position 3092: 0.00023365999994042502
Position 2762: 0.0002334361813200839
Position 135: 0.0002305659513091519
Position 4449: 0.00021550269947625414
Position 2125: 0.00019497649703905585
Position 1627: 0.0001943376386004613
Position 4864: 0.00019198236537432928
Position 1061: 0.00018550163098729293
Position 2972: 0.00018161893504195782
Position 3975: 0.00017248138055565645
Position 3005: 0.00016690014600165442
Position 3888: 0.00016083390553886943
