Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  1000
Partition function (log Z): 2.918016755815532

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9956086700976288
Position 2488: 0.9940116167798215
Position 833: 0.9702346884337034
Position 3452: 0.1446654900769256
Position 3114: 0.08103276241387822
Position 2153: 0.04516852529099909
Position 2243: 0.04136229520114293
Position 237: 0.01601704252573155
Position 861: 0.008051520999318561
Position 871: 0.006924478296631153
Position 2492: 0.004809075163722898
Position 1059: 0.004226864683732041
Position 3392: 0.003327774103635508
Position 1931: 0.003253455211095719
Position 1693: 0.002933415598676572
Position 241: 0.002438267510826141
Position 2768: 0.0024374721659716422
Position 347: 0.0019500160155194752
Position 266: 0.0016864456918328924
Position 1446: 0.0015663046968576663
Position 1755: 0.0015431201589950715
Position 1871: 0.001420282372794467
Position 3425: 0.0013948993674406556
Position 2282: 0.0013925950314599644
Position 268: 0.0013404254773903993
Position 3095: 0.0012904303011325178
Position 2948: 0.001161636394440972
Position 1867: 0.0010681241279466467
Position 3329: 0.0010385408136335205
Position 784: 0.0009565191410046038
Position 1219: 0.0008768774256805443
Position 2758: 0.0008711857450199538
Position 3108: 0.000813302492619554
Position 1050: 0.0008108628044276258
Position 272: 0.0006179333242995186
Position 2913: 0.0006051017646888101
Position 3159: 0.00047291342483632155
Position 1258: 0.0004619282041215024
Position 222: 0.0004234892853024429
Position 2896: 0.0003711909976100416
Position 1544: 0.0003710261200712495
Position 3131: 0.0003696338367410787
Position 354: 0.0003553452632865871
Position 2195: 0.00031814493466293263
Position 1812: 0.000309981270468658
Position 1013: 0.0003082516519430059
Position 2163: 0.0002684336370769374
Position 345: 0.0002449096637545649
Position 3197: 0.0002220288532483947
Position 3168: 0.00019796280180582002
Position 3786: 0.00017919125862593847
Position 600: 0.00017439803895293675
Position 3277: 0.00015969528190639692
Position 3246: 0.0001592895842848105
Position 644: 0.00015858137849112904
Position 809: 0.00014758706033704807
Position 2652: 0.00013753029778894578
Position 3201: 0.000119758582514331
Position 2852: 0.0001139883226106457
Position 153: 0.00010671393534461919
Position 1807: 8.60827273694875e-05
Position 1287: 8.551056065459352e-05
Position 878: 6.161561712346173e-05
Position 155: 5.7116802274248886e-05
Position 1767: 5.490795962219363e-05
Position 2204: 5.4895436440142756e-05
Position 1893: 5.323788837078003e-05
Position 518: 5.069925736722272e-05
Position 2883: 4.756624319063194e-05
Position 3178: 4.7237282435450355e-05
Position 935: 4.55162832865869e-05
Position 1303: 4.252255282039628e-05
Position 2715: 4.002141491273897e-05
Position 515: 3.9799396527448954e-05
Position 1131: 3.859240491614745e-05
Position 165: 3.6666889354237476e-05
Position 44: 3.518594290512667e-05
Position 3297: 3.304965213920089e-05
Position 2684: 3.247274922958959e-05
Position 441: 3.0301509926249412e-05
Position 1165: 2.521935890872699e-05
Position 2131: 2.2294366894439848e-05
Position 1441: 2.10671447275133e-05
Position 3434: 1.8782697316256845e-05
Position 2712: 1.866490535648275e-05
Position 3396: 1.7228178538438996e-05
Position 1506: 1.709651208092988e-05
Position 276: 1.7051709448120866e-05
Position 3042: 1.5776431026947366e-05
Position 1141: 1.4260627714652383e-05
Position 1289: 1.3327345623432277e-05
Position 815: 1.3212668094566628e-05
Position 3350: 1.2684513161056443e-05
Position 270: 1.1028095434164694e-05
Position 889: 9.664313306857516e-06
Position 3310: 9.490806077341495e-06
Position 928: 8.77329540521256e-06
Position 3668: 7.403493144146822e-06
Position 2478: 7.329386061724517e-06
Position 2455: 6.367529657494816e-06
Position 3456: 4.968888038223246e-06
Position 124: 4.967844850068787e-06
Position 3643: 4.658548610791655e-06
Position 1347: 4.348756958719649e-06
Position 422: 4.212180323429906e-06
Position 3241: 3.6874706318812287e-06
Position 162: 3.363867853074835e-06
Position 32: 3.292264451206669e-06
Position 2837: 3.0296373743360756e-06
Position 1223: 2.4996367467735662e-06
