Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  1000
Partition function (log Z): 13.246576234045886

Sorted 5' Splice Sites (High to Low Probability):
Position 64136: 0.9999990932634995
Position 46865: 0.9971712370898479
Position 73218: 0.9968541860719161
Position 36062: 0.9959115697022453
Position 73964: 0.9954291688302856
Position 63793: 0.9897916262697188
Position 20772: 0.9527047614464759
Position 448: 0.9451977932423192
Position 50570: 0.928161934587826
Position 19685: 0.8322642640515746
Position 1525: 0.7885122886181973
Position 17993: 0.6743125915108779
Position 47612: 0.47652577780018374
Position 50327: 0.4724211898786033
Position 1837: 0.4365009235195333
Position 47222: 0.25185951186206257
Position 17677: 0.24183855654923533
Position 831: 0.23945087898044087
Position 1751: 0.17068671502099153
Position 72631: 0.1446957623228525
Position 5843: 0.119310708006884
Position 71625: 0.1017986122073548
Position 49329: 0.09080986040391348
Position 75028: 0.07559445355560798
Position 58783: 0.06738308998875442
Position 46138: 0.052374438476888774
Position 5422: 0.05012173601266325
Position 47344: 0.04857340681813014
Position 47283: 0.04602708835332724
Position 17296: 0.04334382666090142
Position 45334: 0.03011232466087176
Position 3942: 0.028735728045907877
Position 46108: 0.02714563430109694
Position 74127: 0.021939717716820364
Position 18262: 0.02041432090326575
Position 59829: 0.019364238343073804
Position 19351: 0.01900872113567369
Position 17881: 0.016659367100470612
Position 19280: 0.01551946042873448
Position 15546: 0.014564822939764042
Position 48607: 0.013852564839667639
Position 48915: 0.012826030003893532
Position 13213: 0.0117777159227503
Position 56474: 0.010011385518397801
Position 2528: 0.00844955158523914
Position 6242: 0.008130615875400512
Position 54952: 0.00794159462407903
Position 47653: 0.0077297967808609425
Position 10776: 0.007335768525396757
Position 2433: 0.007154930456462344
Position 3: 0.007012720578499389
Position 860: 0.006866341466416357
Position 40461: 0.006556355207553071
Position 5433: 0.006542703439989923
Position 930: 0.005709223036117884
Position 47490: 0.005643096261223802
Position 935: 0.005604555979111865
Position 52832: 0.005465995638247022
Position 49756: 0.00545996607103386
Position 51390: 0.005327820890206718
Position 75376: 0.0051995009984431425
Position 38033: 0.005025250765742848
Position 989: 0.004665246929673789
Position 6238: 0.004653693629000299
Position 2874: 0.004556933047824696
Position 570: 0.004360172954961412
Position 63810: 0.004216886020681642
Position 47361: 0.003764664908330866
Position 63760: 0.003605355227625155
Position 75677: 0.0033885756496048543
Position 47744: 0.0031710497597699557
Position 63620: 0.0031375930265259483
Position 53273: 0.002960392767298145
Position 50007: 0.0029254166882407193
Position 73222: 0.002909924551710196
Position 74384: 0.0025454966964655527
Position 851: 0.0024701316788260253
Position 249: 0.002322661490978107
Position 7984: 0.002226744510866109
Position 7851: 0.0021898836305208904
Position 36066: 0.0020723931916763554
Position 194: 0.0018620899148953127
Position 50588: 0.0018392438145759357
Position 3545: 0.0017926198606262283
Position 3516: 0.001638902404018123
Position 59685: 0.0016195676154324595
Position 46914: 0.0016174565688424397
Position 13256: 0.0016051503068232028
Position 75280: 0.0016021848627361672
Position 50056: 0.001564097919642948
Position 42906: 0.0015551280753948015
Position 202: 0.0015165518922250847
Position 173: 0.0015022074160340737
Position 42510: 0.0014831030045766279
Position 1880: 0.001384751552288904
Position 75605: 0.0013539083172204498
Position 76009: 0.001084727749553552
Position 970: 0.0010666545202208696
Position 1774: 0.001032885015457153
Position 47279: 0.000799340610750958
Position 47546: 0.0007739663671863121
Position 63938: 0.0007634540853464775
Position 8069: 0.0007198193581571277
Position 56071: 0.0007120077457287249
Position 802: 0.0006639327501362771
Position 688: 0.0006353212357384309
Position 11433: 0.0006191323560778671
Position 47317: 0.0006012833646707781
Position 951: 0.0005189953660092298
Position 25: 0.000503592892503441
Position 73401: 0.00048031733013609914
Position 2961: 0.0004456525295620018
Position 46869: 0.00041704648859002696
Position 799: 0.00041154906211153704
Position 673: 0.0004104196920960493
Position 863: 0.00039677818034093796
Position 599: 0.00039450814618087633
Position 73968: 0.00037170239147960623
Position 247: 0.00037021233697015124
Position 49149: 0.0003547929863881329
Position 778: 0.0003009187132376625
Position 68824: 0.0002819868963933945
Position 307: 0.00027840319089376134
Position 75957: 0.00027690512824803543
Position 75234: 0.00026174176085729846
Position 1438: 0.00024448843666925247
Position 75332: 0.00023734625976419736
Position 1361: 0.0002285394339684299
Position 566: 0.0002207067116745048
Position 531: 0.00021664171826546848
Position 868: 0.00021613112296214865
Position 282: 0.00021585666650196126
Position 745: 0.00021074940127338218
Position 2014: 0.00021037864654919526
Position 198: 0.0002092392444998268
Position 74576: 0.0002070751390166747
Position 1704: 0.0002066218515698957
Position 69044: 0.00019633434172140735
Position 75736: 0.00019185619912833826
Position 75899: 0.0001916534743092546
Position 74344: 0.00017953019466934438
Position 69048: 0.0001389953881655439
Position 47338: 0.00013818205828370242
Position 595: 0.00013298954594149576
Position 75401: 0.00013054396541239342
Position 2936: 0.00012424843293057033
Position 1296: 0.00011836866497608356
Position 794: 0.00011132866492485753
Position 41985: 0.00010920380901510082
Position 1456: 0.00010721912389835962
Position 75649: 0.00010343298830588171
Position 47184: 0.00010210690755284147
Position 1469: 9.188895998260986e-05
Position 188: 9.023724617312295e-05
Position 69006: 9.002899482892791e-05
Position 63647: 8.997534587637156e-05
Position 759: 8.670018509480907e-05
Position 220: 8.185252206378173e-05
Position 63971: 8.06211975834052e-05
Position 46975: 6.851625079503496e-05
Position 2571: 6.633083280081514e-05
Position 1023: 6.51527879887061e-05
Position 74148: 6.381034317386136e-05
Position 68617: 6.138212617740991e-05
Position 2297: 6.0578080199637826e-05
Position 787: 5.81728152412085e-05
Position 1151: 4.6750101859291954e-05
Position 1287: 4.670547539406562e-05
Position 1699: 4.322041553371377e-05
Position 256: 4.198531214101091e-05
Position 2031: 4.079504598903156e-05
Position 357: 3.615342196372426e-05
Position 3339: 3.487503958668503e-05
Position 75169: 3.338452857872352e-05
Position 47363: 3.290991306801002e-05
