Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  1000
Partition function (log Z): 37.80857292158421

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.9993783211083525
Position 14331: 0.997834586832184
Position 242: 0.9963374673393357
Position 13865: 0.9927786676745688
Position 20683: 0.9896970619913343
Position 18927: 0.9859617341751291
Position 14992: 0.9789617650990995
Position 20845: 0.9758400337336927
Position 14720: 0.9723727533234738
Position 14080: 0.9629591170236402
Position 11183: 0.8776349257153825
Position 21019: 0.47440263059284576
Position 21260: 0.2862749446187125
Position 1133: 0.244061490715952
Position 529: 0.18899507883300898
Position 21006: 0.16794648502633658
Position 15949: 0.11440557723183317
Position 21464: 0.10628726808242311
Position 12769: 0.0899127607137471
Position 22966: 0.08708082518212895
Position 18748: 0.06990395278807632
Position 13715: 0.05150182064874643
Position 12292: 0.05140595239620794
Position 2266: 0.048495355113552664
Position 8321: 0.0479682126167812
Position 11673: 0.04744736304546443
Position 691: 0.04532076724630116
Position 12225: 0.04494306977654343
Position 21238: 0.043988179988958556
Position 14468: 0.03726265410643745
Position 18019: 0.034371207676694236
Position 19903: 0.034187860783500466
Position 680: 0.033513928190889775
Position 19775: 0.032891363692816845
Position 17144: 0.032419230049502125
Position 14099: 0.03157253953138781
Position 18714: 0.031269493469535274
Position 11929: 0.031021936138072262
Position 12652: 0.02859601315117581
Position 19765: 0.026126776706603398
Position 6541: 0.02419993123159245
Position 8317: 0.0216627664189264
Position 11894: 0.021142855183907957
Position 21694: 0.020622711701510765
Position 12457: 0.01986235937844885
Position 17974: 0.017195699378049087
Position 18028: 0.01561976417678285
Position 20993: 0.015221682046770879
Position 22944: 0.015031432477719804
Position 22790: 0.01457756756585654
Position 19298: 0.013688191232150891
Position 3198: 0.012430527136857878
Position 14988: 0.01186917280067822
Position 19417: 0.011860207410750527
Position 2078: 0.011733933201681748
Position 18917: 0.01024506333700243
Position 1517: 0.009725061854733858
Position 11902: 0.009285501869496183
Position 5867: 0.008996315058168733
Position 7946: 0.00866725528675927
Position 16845: 0.007941224952384578
Position 19771: 0.007409007018448396
Position 17126: 0.007242722090800289
Position 23227: 0.006972909163608194
Position 17287: 0.006917051396584424
Position 19295: 0.005959811748348735
Position 20658: 0.005684156656046738
Position 7969: 0.005624029800598296
Position 13400: 0.0053471520522587
Position 22517: 0.005299725099714079
Position 676: 0.004409462574613292
Position 22718: 0.0038471926770688425
Position 19084: 0.0037468959988622478
Position 11461: 0.003349980532110667
Position 18848: 0.00328625356461729
Position 11796: 0.0032391756109731934
Position 12309: 0.0031781335040714934
Position 19793: 0.002899199023082304
Position 455: 0.0026185768420774152
Position 16057: 0.002506527570818139
Position 2556: 0.002445897618015496
Position 11937: 0.0023434544055265416
Position 22418: 0.0022429658229329926
Position 4216: 0.0022411560003360157
