Gene = thoc7
index = 1912
Annotated 5SS: [ 70 243]
Annotated 3SS: [127 307]
SMsplice 5SS: [ 70 243]
SMsplice 3SS: [127 307]
top_k =  1000
Partition function (log Z): 2.594529682846431

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9974990560594462
Position 243: 0.9949223857482086
Position 397: 0.06329716639339941
Position 804: 0.04008660012933341
Position 442: 0.0023803370391736064
Position 259: 0.0021526291264235197
Position 403: 0.0001738862076964155
Position 216: 0.00011534481146136394
Position 475: 0.00010144823458014197
Position 372: 9.307207658239138e-05
Position 224: 8.038359805495706e-05
Position 190: 7.761260084020264e-05
Position 423: 5.276373915723055e-05
Position 848: 4.5953921187546835e-05
Position 524: 3.828428858799006e-05
Position 568: 3.25284411204454e-05
Position 447: 3.074349309916486e-05
Position 683: 2.9297940962506275e-05
Position 618: 2.7860879906991362e-05
Position 647: 2.181233624511504e-05
Position 930: 1.9871064031252333e-05
Position 74: 1.9629562570212574e-05
Position 317: 1.680847686710471e-05
Position 42: 8.976502390671e-06
Position 362: 6.9426395486788005e-06
Position 263: 6.28326247442295e-06
Position 54: 4.381324453128017e-06
Position 195: 1.8256324763178262e-06
Position 207: 1.5552324798255862e-06
Position 261: 1.2416848268642022e-06
Position 77: 5.629893418982045e-07
Position 13: 3.5086655269489953e-07
Position 193: 2.72927203480569e-07
Position 277: 1.8633190825179324e-07
Position 83: 1.6647944351974943e-07
Position 279: 1.522396885915901e-07
Position 911: 1.035943335217888e-07
Position 915: 5.399764895595908e-08
Position 347: 6.254127652713762e-09
Position 11: 5.917610005033491e-09
Position 746: 1.958150521168433e-12
Position 307: 1.3541113642688994e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 307: 0.9972027588240197
Position 127: 0.838359476912352
Position 130: 0.15785919375686625
Position 459: 0.04841605425233847
Position 848: 0.02058229683442682
Position 885: 0.015808075460237683
Position 503: 0.006380156645944245
Position 475: 0.0038696439354530244
Position 551: 0.003242378665607812
Position 918: 0.0023837276130524174
Position 921: 0.001450320693349162
Position 751: 0.0012534659769254668
Position 144: 0.0008632734361395482
Position 483: 0.0004193611640118093
Position 707: 0.0003854654924279745
Position 653: 0.0003721716576539692
Position 500: 0.0003528543102578388
Position 906: 0.0003388393902077614
Position 989: 0.0002984440578355775
Position 710: 0.00029259758489471406
Position 518: 0.00019389776013784552
Position 629: 0.00017431029875519902
Position 141: 0.00015346566256813727
Position 347: 0.00011113956159964626
Position 598: 0.00010719526273829585
Position 568: 9.036098590988416e-05
Position 698: 7.6260084627186e-05
Position 386: 4.718045000678588e-05
Position 835: 4.6655487746933384e-05
Position 578: 2.9584761351749827e-05
Position 626: 2.770111794291712e-05
Position 442: 2.6977295234339427e-05
Position 512: 2.2125730798016258e-05
Position 423: 2.0390474006528686e-05
Position 207: 1.890261435382439e-05
Position 485: 1.1585190386453947e-05
Position 783: 1.0557900174872758e-05
Position 943: 8.045845483907807e-06
Position 994: 5.257143738548193e-06
Position 368: 5.157084377742355e-06
Position 438: 3.6772458047991792e-06
Position 635: 2.8555696907674836e-06
Position 106: 2.8224799722710656e-06
Position 353: 2.694500604497816e-06
Position 808: 2.6242514672412556e-06
Position 858: 2.5071810586121156e-06
Position 1003: 2.4031134901672673e-06
Position 954: 2.363440855795041e-06
Position 647: 2.2105505056249362e-06
Position 896: 1.7302356357443742e-06
Position 803: 1.5856625771585965e-06
Position 997: 1.4632510283670355e-06
Position 975: 8.717363460984577e-07
Position 719: 4.2210088323458406e-07
Position 590: 2.2618452216902502e-07
Position 724: 1.658775824763367e-07
Position 216: 1.6191933627883598e-07
Position 641: 1.1973243145696306e-07
Position 938: 9.076549700789629e-08
Position 175: 7.613706414234357e-08
Position 816: 7.335722544643932e-08
Position 193: 2.7193254169101144e-08
Position 239: 2.69699098770753e-08
Position 177: 9.172074341202951e-09
Position 601: 7.68921424581641e-09
Position 224: 6.0895294918510716e-09
Position 190: 5.274329540742559e-09
Position 524: 5.255458785068813e-09
Position 605: 2.425361694553207e-09
Position 773: 1.182775991761257e-09
Position 243: 8.391438270549173e-11
Position 185: 3.212090776444008e-11
Position 74: 8.11164588326994e-12
Position 247: 1.9541186994653822e-12
Position 54: 1.2138305662502404e-12
Position 59: 1.0269056906435427e-14
