Gene = Trpgamma
index = 1569
Annotated 5SS: [  131  1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052
 10346 10783 11360 11540]
Annotated 3SS: [ 1148  7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119
 10419 11083 11420 11590]
SMsplice 5SS: [ 1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052 10346
 10783 11360 11540]
SMsplice 3SS: [ 7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119 10416
 11083 11420 11590]
top_k =  1000
Partition function (log Z): 49.668904954015495

Sorted 5' Splice Sites (High to Low Probability):
Position 10052: 0.9993954098099938
Position 8266: 0.9980949032427453
Position 8021: 0.9971926976907908
Position 8559: 0.9939132422509134
Position 10783: 0.9890221006474371
Position 8924: 0.9845083876882051
Position 7203: 0.9806582100248813
Position 1279: 0.9776918414199915
Position 7632: 0.9713712500822927
Position 11360: 0.9677300819191178
Position 10346: 0.9530642259300388
Position 11540: 0.9501939065527976
Position 9786: 0.9411817940104509
Position 9249: 0.8711780992574076
Position 9534: 0.8688859407464582
Position 4933: 0.2970936786390826
Position 2767: 0.13248586056897485
Position 607: 0.11445912789451067
Position 131: 0.11006313267174699
Position 5891: 0.08465810321013825
Position 12437: 0.04302805842801954
Position 11749: 0.03757514013177008
Position 5742: 0.035978417387597855
Position 10343: 0.03551563146923682
Position 11003: 0.031116107637782577
Position 5645: 0.029798018472426406
Position 936: 0.0297746587286118
Position 11357: 0.023691159330167275
Position 5747: 0.02074570357307232
Position 312: 0.018903018133491486
Position 4979: 0.017371219780757948
Position 7197: 0.01689816757327509
Position 9565: 0.013963648701324695
Position 1094: 0.013584939976643107
Position 12302: 0.013415385542315602
Position 8881: 0.011914727939097263
Position 2510: 0.01166895118163873
Position 10959: 0.011186838322308462
Position 859: 0.009996334723236898
Position 6529: 0.00943019886459264
Position 11013: 0.007370293131009052
Position 9124: 0.007267621014353482
Position 4391: 0.006912805383992269
Position 9701: 0.006680514885785548
Position 4966: 0.0063404664863818605
Position 617: 0.006338650334468137
Position 12066: 0.00600034860346167
Position 2320: 0.0052283880820003245
Position 11702: 0.004802780349391287
Position 1289: 0.0046246527449183535
Position 9169: 0.0041217690763636836
Position 719: 0.004109670445714596
Position 8582: 0.003836929175007756
Position 12894: 0.00366905638841136
Position 5210: 0.003617994479496183
Position 9068: 0.0034965132363486244
Position 11811: 0.0032581027859481066
Position 171: 0.003199565217182511
Position 2076: 0.00307519768055658
Position 9729: 0.0029016768515706163
Position 179: 0.002797778516333928
Position 12853: 0.0026231985603537883
Position 181: 0.0025206439951333728
Position 1108: 0.0023998547916311962
Position 9514: 0.0022992828625447302
Position 8906: 0.002115177694889996
Position 8777: 0.002105079189004958
Position 9417: 0.0018927526406045533
Position 893: 0.0018849261291992766
Position 9717: 0.001856091243702179
Position 3123: 0.0018159513980869943
Position 9246: 0.0017341408459104898
Position 723: 0.0016803869804489834
Position 9770: 0.0015984355814680571
Position 4960: 0.0014887536886820274
Position 12180: 0.0014695652972840823
Position 11753: 0.0013391279556062429
Position 10996: 0.001316327793447442
Position 9732: 0.0011795599936049769
Position 1957: 0.0011781662237465094
Position 4594: 0.0011753982300805584
Position 2081: 0.0011603777342742642
Position 4990: 0.0011523293504207494
Position 10789: 0.0011038864036502793
Position 11688: 0.001041404377716612
Position 175: 0.0010000484334827026
Position 8407: 0.000987348709757229
Position 1061: 0.0009812725423714638
Position 12016: 0.0009201030158434789
Position 9240: 0.0008568551716444536
Position 4610: 0.0008547576843530219
Position 10529: 0.0008313740014087161
Position 8592: 0.0007904721576677381
Position 9186: 0.00079013457948627
Position 10798: 0.000785975356238693
Position 11945: 0.000782739665207691
Position 375: 0.0007787275518427397
Position 5164: 0.0007783436675683647
Position 12337: 0.0007643828673749277
Position 8368: 0.0007563946522941988
Position 5391: 0.0007080504021667306
Position 11784: 0.0006874163152295507
Position 2477: 0.0006477673666549182
Position 4078: 0.0006160469565111689
Position 10278: 0.0005831621817445915
Position 7846: 0.0005780569940048777
Position 3569: 0.0005771190802905343
Position 2209: 0.0005694117541369306
Position 11329: 0.0005691658719052326
Position 8563: 0.0005594784450660084
Position 474: 0.0005480389118194537
Position 1612: 0.0005326810579611141
Position 4555: 0.000491421469203049
Position 9151: 0.0004849834498133305
Position 9109: 0.00047419385947499376
Position 10721: 0.0004633008630077878
Position 7584: 0.0004609430480868307
Position 513: 0.0004562441067895054
Position 9033: 0.00045503961918658375
Position 515: 0.0004374973199647725
Position 511: 0.00043377867030340047
Position 9227: 0.00042731050073102324
Position 11299: 0.0004254013196855173
Position 11034: 0.0003842870578736525
Position 12892: 0.000378730149596113
Position 517: 0.0003674145069031599
Position 4138: 0.0003566658486612907
Position 9280: 0.00035007164288931793
Position 1835: 0.0003428356665860352
Position 11560: 0.00033128998945306047
Position 1753: 0.0003278990688848966
Position 505: 0.00030640694380848005
Position 11448: 0.00030639360107671956
Position 4248: 0.0003029335547603121
Position 509: 0.00029985688480045836
Position 11789: 0.0002866555580444216
Position 2949: 0.0002848467057738632
Position 413: 0.0002836853430677397
Position 9290: 0.00028107578457733614
Position 519: 0.00027862453302436883
Position 8801: 0.00027595036377573345
Position 4180: 0.0002670730386559672
Position 1765: 0.00026551749190232855
Position 5033: 0.00026401660816304765
Position 377: 0.0002578350177515747
Position 3793: 0.0002489757115651681
Position 9213: 0.00024797927884797087
Position 5228: 0.00023831595676876747
Position 507: 0.00023788349248805718
Position 443: 0.00023456183819214093
Position 503: 0.00022955425694517147
Position 5178: 0.00022945351540394908
Position 5772: 0.0002185368268555993
Position 9304: 0.00021467885855269876
Position 3294: 0.00020420349451462364
Position 8909: 0.00019677846588460012
Position 10852: 0.00019583388051099047
Position 10324: 0.0001952040463163314
Position 9095: 0.0001881255093036515
Position 10056: 0.00018764293800047774
Position 10618: 0.0001826551881988163
Position 12680: 0.0001747074384234035
Position 8270: 0.00016087147632680654
Position 7826: 0.00015846540377944894
Position 5649: 0.0001559299844123141
Position 466: 0.0001546091349051076
Position 11657: 0.00015195841695847428
Position 11947: 0.00014909358639400921
Position 10787: 0.0001459657204282655
Position 482: 0.00012495406750793897
Position 9230: 0.0001227891567852266
Position 355: 0.00012082453314799962
Position 10713: 0.00010928475361150421
Position 432: 0.00010719148544564337
Position 3131: 0.00010604146977954753
Position 11155: 0.00010599163762098538
Position 12021: 0.0001051562443004539
Position 164: 0.00010101698127350796
Position 10730: 9.794294453606738e-05
Position 11203: 9.646157957413936e-05
Position 11296: 9.384520301491409e-05
Position 8855: 9.186787391195371e-05
Position 487: 9.147823390467182e-05
Position 10069: 8.979093381743734e-05
Position 9077: 8.957003507122179e-05
Position 9973: 8.636180536531546e-05
Position 5513: 7.519673867027344e-05
Position 478: 7.26341761029377e-05
Position 9382: 7.081898307814054e-05
Position 8310: 6.991500468020941e-05
Position 1100: 6.524601316130757e-05
Position 2717: 6.215157361550734e-05
Position 9208: 5.924218295834436e-05
Position 8894: 5.632767662927302e-05
Position 731: 5.528253389370856e-05
Position 10334: 5.2423603348202816e-05
Position 9516: 5.1859302081644915e-05
