Gene = RhoGAP71E
index = 1423
Annotated 5SS: [ 1137 11758 12012 12436 16421]
Annotated 3SS: [11555 11827 12372 15975 17798]
SMsplice 5SS: [ 1137 11758 12012 12436]
SMsplice 3SS: [11555 11827 12372 19383]
top_k =  1000
Partition function (log Z): 3.7603327946364464

Sorted 5' Splice Sites (High to Low Probability):
Position 11758: 0.9991635350131945
Position 12012: 0.9902457342680429
Position 12436: 0.9019375371845543
Position 1137: 0.8840592306695754
Position 417: 0.3468036512420205
Position 13656: 0.2663123686298642
Position 1884: 0.030526301258542405
Position 10241: 0.03021159811327462
Position 435: 0.026155914534289774
Position 206: 0.020723139300390634
Position 6641: 0.0164707162833433
Position 15258: 0.016132425806014768
Position 1932: 0.012088520657556593
Position 826: 0.011721033578805266
Position 1876: 0.011062722340672893
Position 14355: 0.009988218084960514
Position 3274: 0.009772911212279082
Position 60: 0.0085835130937404
Position 1152: 0.007947785672755591
Position 4547: 0.007043333890633805
Position 6975: 0.006867851583374225
Position 8536: 0.006764649299090677
Position 12078: 0.00587193103547415
Position 6492: 0.0055526227285910305
Position 19253: 0.005433398430296386
Position 799: 0.004851594624392977
Position 18787: 0.004487781849477535
Position 2211: 0.0036096943488246685
Position 19615: 0.003501373639520606
Position 291: 0.0034020926200141574
Position 15419: 0.0033621241009018804
Position 3561: 0.0033124792306823145
Position 2007: 0.0023794205340486223
Position 8306: 0.0020116960943449167
Position 3461: 0.0017321973742370435
Position 6329: 0.0017103294311907474
Position 1540: 0.0016282260577690322
Position 9181: 0.0016231657159938796
Position 4986: 0.0015853483459654625
Position 10159: 0.001479065596074996
Position 1197: 0.0014715549421489903
Position 7745: 0.0014121121185649021
Position 67: 0.0013725412792076673
Position 9130: 0.0013209003780550726
Position 7027: 0.0012113101938300975
Position 2029: 0.0012065820090868826
Position 11936: 0.0012005708517493182
Position 12557: 0.0011893192919162669
Position 1220: 0.0011309303295643895
Position 910: 0.001024876155304754
Position 6333: 0.0009571871629720403
Position 2025: 0.000949295874986213
Position 3694: 0.0009389858608096672
Position 12699: 0.0008683933076229448
Position 3791: 0.0008652413496491374
Position 12296: 0.0007810605619505117
Position 16421: 0.0007757586788489146
Position 9217: 0.0007303789859714641
Position 11767: 0.0007167954545195715
Position 6826: 0.0007068749725517385
Position 8331: 0.0006997700653198029
Position 17628: 0.0006674033841787309
Position 7940: 0.0006637348741461404
Position 6971: 0.0006301431221063197
Position 12559: 0.0006135204313391393
Position 2197: 0.0005988065371772301
Position 2543: 0.0005958378873926436
Position 421: 0.0005815025159999055
Position 10178: 0.0005655831293011592
Position 12465: 0.0005435830299961731
Position 739: 0.0005392142495386885
Position 742: 0.0005187327423638482
Position 12451: 0.0005122374577665828
