Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  1000
Partition function (log Z): -7.93607941995756

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9650199340161065
Position 56: 0.37745531903204826
Position 1281: 0.24801118032523214
Position 630: 0.09537769541014504
Position 3588: 0.08971948328454268
Position 147: 0.07153274171492177
Position 472: 0.03875301932191314
Position 686: 0.0304634368959717
Position 2660: 0.02536633492690972
Position 855: 0.023710374118011766
Position 1265: 0.01975873770113249
Position 3003: 0.018875319152319082
Position 316: 0.016907180517784906
Position 3145: 0.015932880755865426
Position 550: 0.015914473921888102
Position 738: 0.012505620663261281
Position 2999: 0.01248499294404106
Position 869: 0.008953402116579119
Position 294: 0.007063833691332652
Position 334: 0.005082526716691591
Position 3592: 0.004862785829084777
Position 3082: 0.004615780174920265
Position 2565: 0.004437101766617438
Position 204: 0.004430553421525718
Position 3155: 0.004172747711917265
Position 2438: 0.0041657409329244445
Position 3311: 0.0035782855075407486
Position 928: 0.0033905589218815825
Position 3183: 0.0031030151165334437
Position 2003: 0.00277841709965557
Position 752: 0.002665601536193172
Position 3602: 0.002653316930491333
Position 1121: 0.002651087389984037
Position 3064: 0.0019244432124947647
Position 2424: 0.0018353302713282392
Position 194: 0.0014356916410519433
Position 2623: 0.0013529682149412696
Position 3237: 0.0013417035496050842
Position 2244: 0.001193652647979477
Position 263: 0.0011050472133049688
Position 2228: 0.0010607734781227975
Position 776: 0.0009942767016091426
Position 637: 0.0008855252845683014
Position 939: 0.0008762341236285111
Position 704: 0.0008444886121617567
Position 1205: 0.0008323671781249882
Position 3159: 0.0008094382116597411
Position 825: 0.000781977158226132
Position 408: 0.0007311056007005062
Position 727: 0.0007127056907290812
Position 2053: 0.0005666211604480882
Position 895: 0.00045439576729831816
Position 2603: 0.00038962542749692463
Position 859: 0.00038233487963209716
Position 2808: 0.00037663035769700453
Position 93: 0.0003726621363770489
Position 2600: 0.00035777138040486353
Position 2550: 0.00034329021327345825
Position 372: 0.0003366082520577659
Position 478: 0.0003218115240063993
Position 3274: 0.00027567989194473305
Position 2304: 0.0002233937881734888
Position 1005: 0.00021773225368291977
Position 2727: 0.00021756541006344335
Position 910: 0.0002136027653933299
Position 102: 0.0002098118443860521
Position 3319: 0.00017483193389128732
Position 897: 0.00016330556135275422
Position 2760: 0.00015926783066126066
Position 1402: 0.00014392900418932496
Position 882: 0.00012053335708784399
Position 2331: 0.00011619994986326488
Position 2984: 8.33729353744033e-05
Position 2724: 8.259134432423402e-05
Position 2548: 7.69566398945389e-05
Position 2180: 7.490805752037104e-05
Position 2903: 7.234889500973303e-05
Position 2646: 6.603198609865848e-05
Position 2436: 6.183449606364253e-05
Position 95: 5.912456435838494e-05
Position 733: 5.4845993651063185e-05
Position 208: 5.3201294460922796e-05
Position 2839: 4.9862552810370605e-05
Position 197: 2.3238403633117513e-05
Position 417: 1.9416752292262653e-05
Position 1231: 1.7759839628681022e-05
Position 1254: 1.652799401554815e-05
Position 931: 1.5927757548743067e-05
Position 481: 1.260838329463092e-05
Position 3491: 9.184929936667019e-06
Position 2731: 8.734231484684321e-06
Position 2886: 8.227113674212036e-06
Position 2191: 4.76371783564745e-06
Position 2153: 3.906451780841092e-06
Position 104: 3.4907710044012344e-06
Position 989: 2.8169734621636188e-06
Position 942: 1.444162572209482e-06
Position 2182: 1.3294288264917936e-06
Position 2281: 7.433916493607055e-07
Position 2196: 2.402569833317096e-07
Position 1688: 4.1744562308742107e-08
Position 1569: 2.4242280113469936e-08
Position 1803: 1.197946606035685e-08
Position 210: 8.938392311300005e-09
Position 1297: 1.632315252419363e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.5050167344736827
Position 2303: 0.37833521918209123
Position 3406: 0.3250425716951532
Position 2280: 0.3135105058989518
Position 2002: 0.16367671861271374
Position 3671: 0.0986381177706392
Position 1936: 0.08295871710636459
Position 2083: 0.05098141558189424
Position 197: 0.048430112402552794
Position 3395: 0.027735713085402538
Position 2249: 0.023290952902083304
Position 1471: 0.019061017630475303
Position 2044: 0.0145219267932896
Position 698: 0.01167694351638776
Position 794: 0.010343637442639357
Position 967: 0.00902365874843315
Position 2334: 0.008935152813412107
Position 1978: 0.008810502062283761
Position 2727: 0.006247582323226452
Position 1687: 0.006088772779023323
Position 3053: 0.004477592844556732
Position 615: 0.004368789237503082
Position 1383: 0.004034211101127468
Position 910: 0.003564098436733513
Position 3024: 0.0027701158502431602
Position 1390: 0.002758345234523265
Position 984: 0.002750242983758978
Position 686: 0.0023413333249052036
Position 1661: 0.002205140886372061
Position 2114: 0.0021379249306519767
Position 1729: 0.0015617445026912592
Position 2964: 0.0012626696199736337
Position 658: 0.0012600027730692385
Position 1444: 0.0012162856298098875
Position 855: 0.001213148428563135
Position 2355: 0.0011027379223819856
Position 3270: 0.001092727219729111
Position 3208: 0.0010573264585130241
Position 1591: 0.0009961538472254019
Position 2318: 0.0008589642214776325
Position 1360: 0.0008511069953181882
Position 328: 0.0008443620010378756
Position 1308: 0.0008398465828057046
Position 776: 0.0008095926532928071
Position 360: 0.0007015006376958382
Position 822: 0.0006985509210358696
Position 3007: 0.0006498758341561154
Position 1741: 0.0006498401852290484
Position 2811: 0.0006465651036344456
Position 1036: 0.0006142786981364334
Position 931: 0.0006077561968928758
Position 3446: 0.0005174944567122674
Position 891: 0.0005133189442574463
Position 3517: 0.00042641778008670135
Position 2702: 0.00040850904921889755
Position 223: 0.0004045242351569775
Position 2558: 0.0003856693450226608
Position 2673: 0.00036794560868401297
Position 2792: 0.0003571549931074266
Position 1726: 0.00035245071599368055
Position 2734: 0.00032171678562952947
Position 541: 0.0003143981449737291
Position 1138: 0.0003140792383556486
Position 1549: 0.000305734053398488
Position 3682: 0.00028884870164989755
Position 450: 0.00022281010652225577
Position 2411: 0.00021595293286326992
Position 2891: 0.00021255216779011765
Position 825: 0.0002010145848711132
Position 989: 0.00020047429108052057
Position 1543: 0.00019863495150044852
Position 1402: 0.00019156748323946365
Position 417: 0.00019062320528804428
Position 102: 0.00016726695310440652
Position 885: 0.00014874259811162776
Position 1588: 0.00014164814381072995
Position 147: 0.00013324748091175442
Position 1866: 0.0001261496184677439
Position 2705: 0.00011920945311341524
Position 2763: 0.00011074431897223976
Position 167: 0.00010141081914482735
Position 1408: 9.89998704448408e-05
Position 928: 9.282880659699978e-05
Position 1167: 9.058399873292288e-05
Position 3148: 7.701446856999343e-05
Position 3220: 7.366420613500974e-05
Position 495: 6.771278702831716e-05
Position 633: 6.432030935233546e-05
Position 1477: 5.158592150851481e-05
Position 2850: 3.99311878929233e-05
Position 1161: 3.8106550024216044e-05
Position 868: 3.4855529882447555e-05
Position 3061: 3.2561951730936765e-05
