Gene = Tig
index = 1561
Annotated 5SS: [ 183 1051 4625 5653 7754]
Annotated 3SS: [ 789 1358 4692 5725 7811]
SMsplice 5SS: [ 183 1051 2198 4625 5653 7754]
SMsplice 3SS: [ 789 1358 4330 4692 5725 7811]
top_k =  1000
Partition function (log Z): 11.089214237841826

Sorted 5' Splice Sites (High to Low Probability):
Position 5653: 0.9981467552439162
Position 1051: 0.9932555079548085
Position 4625: 0.990991656942011
Position 7754: 0.8688891885644483
Position 183: 0.8298255680637793
Position 2198: 0.7430903571257301
Position 1559: 0.16461959981071012
Position 7914: 0.12087247246081265
Position 65: 0.09306846054695567
Position 7932: 0.044681204312601225
Position 2391: 0.040432539505225906
Position 703: 0.024645061185581463
Position 4241: 0.020137002027858435
Position 3311: 0.01966561420175914
Position 1288: 0.014970290874525782
Position 6939: 0.01048623460798859
Position 1607: 0.010309027548829366
Position 6895: 0.009586209641130399
Position 2473: 0.007606333154246386
Position 6648: 0.006252901039226801
Position 1634: 0.006233937910528073
Position 3143: 0.005923060172259718
Position 1814: 0.005740494224204772
Position 231: 0.005513660793647252
Position 6194: 0.004150299210206741
Position 4281: 0.004014698868731172
Position 6605: 0.003583803870838964
Position 4902: 0.0034723025771461347
Position 5791: 0.0033710114497260573
Position 74: 0.003321390194863584
Position 518: 0.002844939131379195
Position 7157: 0.002626628214579402
Position 7877: 0.002555002508827761
Position 171: 0.00255009455972466
Position 3800: 0.0023792319870565054
Position 83: 0.0023534077035830474
Position 6527: 0.0022857780760487524
Position 4777: 0.002208352937825955
Position 1136: 0.0021294796009444328
Position 1188: 0.002079286598146734
Position 1985: 0.00207340552722115
Position 1304: 0.001989302180886176
Position 7911: 0.0019387458560030733
Position 963: 0.0019004080287870853
Position 5816: 0.001628267219108096
Position 5641: 0.001504802900030386
Position 6522: 0.0015030972389072637
Position 6315: 0.0014747372606112238
Position 5243: 0.001419232914538627
Position 227: 0.0013859382750341914
Position 6321: 0.0013634459502026997
Position 7918: 0.0012802609712234375
Position 1267: 0.001150330152056367
Position 1238: 0.0009619711981826661
Position 511: 0.0009247642628982791
Position 630: 0.0008383651218760052
Position 4629: 0.0008368034307491195
Position 7154: 0.0008360332493143484
Position 6199: 0.0008281454367277312
