Gene = PHGPx
index = 1356
Annotated 5SS: [ 448 1919]
Annotated 3SS: [1594 1985]
SMsplice 5SS: [ 448 1289 1919]
SMsplice 3SS: [1077 1594 1985]
top_k =  1000
Partition function (log Z): 2.164394171441217

Sorted 5' Splice Sites (High to Low Probability):
Position 1919: 0.9980822981248066
Position 1289: 0.9708285968983551
Position 587: 0.283027694701157
Position 448: 0.2644931192671564
Position 103: 0.1949669775238611
Position 1014: 0.1359110428791072
Position 177: 0.07427812122974763
Position 581: 0.04662702883715095
Position 58: 0.027960255783925386
Position 530: 0.027737022898333477
Position 713: 0.02100023385419723
Position 602: 0.00990707364329367
Position 546: 0.009902211228213402
Position 1293: 0.00800256007367452
Position 402: 0.0072498508741581135
Position 2191: 0.007191861803705453
Position 192: 0.0062960913017083816
Position 2174: 0.0054204837630238345
Position 998: 0.005243452773984369
Position 259: 0.004997727047091499
Position 687: 0.003507197762716009
Position 781: 0.003417174520648387
Position 426: 0.0031588800151444675
Position 1783: 0.0030011816693035955
Position 639: 0.002713305146655904
Position 1064: 0.001765437488484633
Position 764: 0.0017652170526346646
Position 619: 0.0010965196725112516
Position 1223: 0.0006472107664481758
Position 1703: 0.0006273548529247557
Position 297: 0.0005832948736673885
Position 591: 0.0005467742159836904
Position 555: 0.00048660573838141903
Position 793: 0.00040971085281279356
Position 364: 0.00040774002715982644
Position 550: 0.0003726163299673271
Position 1439: 0.0003199066129055275
Position 1732: 0.00031713618937327426
Position 1690: 0.0002948218351566906
Position 339: 0.00025359262520580306
Position 976: 0.00022650622697887094
Position 912: 0.00021954389233130213
Position 66: 0.00019474851408870657
Position 920: 0.00018893110456834193
Position 607: 0.00017960670107937184
Position 1470: 0.00015438076060498437
Position 1182: 0.00014333141528836003
Position 788: 0.00013449023589103302
Position 719: 0.0001334428914446519
Position 2091: 0.00013163057857957237
Position 2180: 0.0001292444709527212
Position 171: 0.00012032895484251214
Position 15: 0.00010750466729673048
Position 348: 9.285022615392644e-05
Position 1715: 8.49447478319928e-05
Position 213: 8.087414932946261e-05
Position 331: 6.892504914974822e-05
